,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/TR/IND2/411612/2022,F.8(25)/TSPCB/SEAC/2022/ONGC/SDAU,Drilling of Exploratory location SDAU,"ONGC, TRIPURA ASSET",Under examination of SEIAA after SEAC,EC,
1,2,SIA/TR/MIN/283558/2022,F.8(25)/SEIAA/2022/SM-12,sand mining of 3 in 1 sand,AMINUL HAQUE,EC Granted,EC,
2,3,SIA/TR/MIN/423196/2023,,"M/s Pinkesh Sand, Block ID: UMT/UN-006",CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Under examination of SEIAA,EC,
3,4,SIA/TR/MIN/282964/2022,F.8(25)/SEIAA/2022/SM-10,CHANTAIL SAND BLOCK MINE,BISWAJIT SINHA,EC Granted,EC,
4,5,SIA/TR/MIN/284954/2022,F.8(25)/SEIAA/2022/BF-04,KALIMATA BRICKS INDUSTRIES,PRADIP DAS,EC Granted,EC,
5,6,SIA/TR/INFRA2/402696/2022,F.8(25)/TSPCB/SEAC/2022/MALL,"M/s. PRM Tirupati Pvt. Ltd., proposed to construct “Center Point Mall”",PRM TIRUPATI PRIVATE LIMITED,For further consideration(SEAC),EC,
6,7,SIA/TR/MIN/270276/2022,,"Mining of Sand Mine of M/s Supriya Gope Sand of Mr. Supriya Gope, located at River plot no. – 1730 (P),Village- Kamalpur, P.S – Kamalpur, P.O. – Kamalpur, Mouza - Kamalpur, Block– Durga Chowmuhani, Dist-Dhalai, Tripura.",SUPRIYA GOPE,Request for withdraw,EC,
7,8,SIA/TR/MIN/426754/2023,,"M/s Sujan Sarkar Sand Block,  Block ID: UD/SAND/ST/SG-002",CPC ENVIRONMENT SOLUTION PRIVATE LIMITED,Under examination of SEIAA,EC,
8,9,SIA/TR/MIN/273501/2022,F.8(25)/SEIAA/2022/SM-01,SAND MINE OF MS TAPAN SAND,TAPAN DAS,EC Granted,EC,
9,10,SIA/TR/MIN/241080/2021,,Sand Mining of M/S PRIYA BANDHU SAND,M/S PRIYA BANDHU SAND,Delisted,EC,
