,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/UP/MIN/195270/2021,6142,"“Ordinary Soil Excavation” Project at Gata No.–369, Village-Kakarghata, Tehsil & District- Moradabad, Uttar Pradesh. (Area:1.866 Ha.).",NAZIM ALI,EC Granted,EC,
2,2,SIA/UP/NCP/75579/2018,4369,"Proposed Residential Plotted Colony ‘Aerocity’ in Ajantapuram Yojna, Loni Road near Shalimar City, Ghaziabad",SHRI RAM KRISHNA SAHKARI AWAS SAMITI LTD,Delisted,EC,
3,3,SIA/UP/MIN/135599/2020,5456,"Proposed “Soil Excavation” Project at Gata No.- 1806, Village- Dhaurhara, Tehsil- Mohanlalganj, District- Lucknow, Uttar Pradesh.",SHRI PARIDEEN,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
4,4,SIA/UP/MIN/135933/2020,5398,Ordinary Earth Mining Project,Santosh Kumar,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
5,5,SIA/UP/MIN/126502/2019,,Pradhan Bhatta Company,PRADHAN BHATTA COMPANY,Delisted,EC,
6,6,SIA/UP/NCP/74778/2018,,"Group Housing Project at Plot No GH – 3 & 4, Sector 4A, Vrindavan Yojna Part 2, Lucknow, U.P of M/s Jaipuria Infrastructure Developers Pvt. Ltd.",JAIPURIA INFRASTRUCTURE DEVELOPERS PVT. LTD.,Delisted,EC,
7,7,SIA/UP/MIN/74803/2018,4271,"“SAND/MORRUM MINING” 
AT 
BURMA RIVER BED,  
GATA No. 505, 1K, 1, 315/2, 240 & 241, 
AREA- 12.640 Ha, (31.23 Acres)
VILLAGE- PIPRI, BHARWARA, GADORA & KANORA 
TEHSIL- KULPAHAD, DISTRICT- MAHOBA (U.P)",SMT NEELAM TIWARI,EC Granted,EC,
8,8,SIA/UP/MIN/137650/2020,5412,"Proposed “Soil Excavation” Project at Gata No.- 51Mi, Village– Dilauliya Kachhar, Tehsil- Bhognipur, District- Kanpur Dehat, Uttar Pradesh.",M/S MAA NAV DURGA CONSTRUCTION,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
9,9,SIA/UP/MIN/136210/2020,5559,"Brick Earth Mining Project, M/S Janta Int Bhattha",M/S JANTA ENT BHATTA,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
10,10,SIA/UP/MIN/130651/2019,5331,Ankit Brick Field,M/S ANKIT BRICK FIELD,Delisted,EC,
1,11,SIA/UP/MIS/155805/2020,5682,Construction of Proposed Group Housing Project “SKA DIVYA TOWERS”,JRS CONBUILD PRIVATE LIMITED,EC Granted,EC,
2,12,SIA/UP/MIN/37242/2019,,"Proposed area of 1.619hectares, Khasra No.335situated in Village- Har Raipur, Tehsil- Amaria,District-Pilibhit (UP) occupied by M/s Zara Brick Field for Soil Brick (Brick making by chimney Bhatta) in",ZARA BRICK FIELD,Delisted,EC,
3,13,SIA/UP/MIN/61817/2017,3826,"roposed  riverbed sand/morrum mining from  SON RIVER for Shri Kamlakant Pandey located at Gata No. 312 Mi (Lot No.1 & 2) Village- Bijaura, Tehsil- Robertsganj, District- Sonbhadra, U.P. Area: 32 Acres (12.95 Ha)",KAMAL KANT PANDEY,Under examination of SEIAA - Processed offline,EC,
4,14,SIA/UP/MIN/128064/2019,5273,ORDINARY EARTH MINE BANIGAON UNNAO,GAWAR CONSTRUCTION LTD.,EC Granted,EC,
5,15,SIA/UP/MIN/135516/2020,5452,"Rauna Khurd (Gata No. 1037, 1043, 1046, 1068, 1045, 1140, 1047, 1040) soil mining project.",M/S JPS CONSTRUCTION,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
6,16,SIA/UP/MIN/135594/2020,,yogeshwari brick field,YOGESHWARI BRICK FIELD,Delisted,EC,
7,17,SIA/UP/MIN/194628/2021,6180,Building Stone (Sand Stone) Mining Project,SHYAM BAHDUR SINGH,EC Granted,EC,
8,18,SIA/UP/MIN/67355/2021,6570-6170,"“Building Stone (Khanda, Boulder, Bailast (Gitti))” Project at Gata No.-339 (Khand No.- 21 New 32 Old), Village- Daharra, Tehsil- Sadar, District- Mahoba, U.P. (Applied Area : 1.619 ha.)",M/S NEW ANNAPURNA GRANITE,EC Granted,EC,
9,19,SIA/UP/MIN/35091/2019,4762,"Environmental Clearance for Proposed Building Stone (Sand stone) mine, at Gata No. /Araji No. 141 Lease Area: 0.890 ha. (2.23 Acers)  at Village- Chiraiya, Tehsil- Chunar, District- Mirzapur, Uttar Pradesh of  M/s P.B.R. Infratech Pvt. Ltd.",M/S   P. B. INFRATECH PVT. LTD.,Delisted,EC,
10,20,SIA/UP/MIN/147143/2020,5575,Proposed riverbed Sand/Morrum mining project from Gorboro River,M/S. SANIKA CONSTRUCTION,EC Granted,EC,
1,21,SIA/UP/MIS/57106/2020,5899/5647,"Expansion of “Capital Athena” Group Housing Colony Project at Plot No. GH-12A-2, Sector-1, Greater Noida",M/S CAPITAL INFRATECHOMES PVT LTD,EC Granted,EC,
2,22,SIA/UP/MIS/70592/2017,,IT ITES park galactic city M/s Elegant IT Solutions Pvt Ltd,M/S ELEGANT IT SOLUTIONS PVT. LTD.,WithdrawEC,EC,
3,23,SIA/UP/MIN/71566/2017,3909,"Sand/Morrum mining from Gata No. 4/1, 10 and 11 Area- 15.234 ha. (37.62 Acres) at  Village – Biharwa Khadar, Tehsil- Rajapur, District- Chitrakoot, Uttar Pradesh of Sri Ajayraj Dwivedi S/o Sri Ramdatt Dwivedi",SRI AJAYRAJ DWIVEDI,EC Granted,EC,
4,24,SIA/UP/MIN/41559/2019,5004,Mushtafabad soil Mine,MS AD CONSTRUCTION,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
5,25,SIA/UP/MIS/103007/2019,4775,windsor It Park by M/s Star Propwell Pvt. Ltd,MS STAR PROPWELL PVT LTD,EC Granted,EC,
6,26,SIA/UP/MIN/73370/2018,4120,"Riverbed Sand mining from Ghaghra River for M/s Aaradhya Enterprises located at Plot No. 6186 ja, Village - Sonauli Mohammadpur, Tehsil - Tarabganj, District - Gonda, Uttar Pradesh.Sanctioned  Lease Area - 6.00 ha",M/S AARADHYA ENTERPRISES,EC Granted,EC,
7,27,SIA/UP/MIN/129961/2019,,BRICK EARTH MINE VILLAGE BUDHAGAON BHIDAWALI ALIGARH,NAZAR ENT UDYOG,Delisted,EC,
8,28,SIA/UP/MIN/125447/2019,5312,kashish brick earth mining project,KASHISHBRICKFIELD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
9,29,SIA/UP/MIS/134717/2020,5419,Revision & Expansion of Group Housing Project,M/S T&T INFRAZONE PRIVATE LIMITED,Rejection Letter Granted,EC,
10,30,SIA/UP/MIN/135948/2020,5393,"Brick Earth Mining Project, M/S Jai Bala Ji Brick Field",M/S JAI BALA JI BRICK FIELD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
1,31,SIA/UP/MIS/63200/2020,,EXPANSION OF GROUP HOUSING PROJECT “GULMOHUR GREENS”,M/S FRIENDS LAND DEVELOPERS LIMITED,WithdrawEC,EC,
2,32,SIA/UP/MIN/73553/2018,4136,"Area 60.00 Acre/ 24.291 Ha. For River Sand/Morrum mining at Khand No./Gata No.- 23/14 Village – Bhedi Kharka , Tehsil- Sarila , Dist. Hamirpur, U.P.",A.J.CONSTRUCTION,WithdrawEC,EC,
3,33,SIA/UP/MIN/39791/2019,4948,M/s Sat Sai Ent Udhyog,MS SAT SAI ENT UDHYOG,EC Granted,EC,
4,34,SIA/UP/MIS/113366/2019,4981,"Proposed Group Housing Project “Apex The Rio” at Khasra No. 526/1, Kanawni (V), Ahinsa Khand-II, Ghaziabad, Uttar Pradesh by Rio Heights Pvt. Ltd.",RIO HEIGHTS PRIVATE LIMITED,EC Granted,EC,
5,35,SIA/UP/MIN/75593/2018,4372,sand/morrum,VIPUL TYAGI,EC Granted,EC,
6,36,SIA/UP/NCP/75970/2018,4421,Pradhan Mantri Awas Yojna Phase-1,EXECUTIVE ENGINEER,Delisted,EC,
7,37,SIA/UP/NCP/76021/2018,4427,"Expansion of Group Housing Project ""Ajpa Dronagiri""",AJPA PARISHAD CO-OPERATIVE HOUSING SOCIETY LIMITED,EC Granted,EC,
8,38,SIA/UP/MIN/46107/2019,5454,"Ordinary Earth Mining in Gata. No. 488,481,461,489,1234,1233,1231 in Village-Gola, Raunakhurd Tehsil Sadar, Dist Varanasi, U>P.",DILIPKUMAR SINGH,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
9,39,SIA/UP/NCP/22281/2016,4121,Gomti Greens,EMAAR MGF LAND LIMITED,EC Granted,EC,
10,40,SIA/UP/MIN/137387/2020,5406,Arvuind Singh,M/S ARVIND SINGH,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
1,41,SIA/UP/MIN/174949/2020,5868,chand brick earth mining project,CHAND BRICK,EC Granted,EC,
2,42,SIA/UP/MIN/34328/2019,5095,"Brick Earth Mining Project, M/s Hanuman Brick Field , Gata No : 1111, 1100b, 1114a, 1116  Village: Ailum, Tehsil : Shamli, Dist: Shamli",M/S HANUMAN BRICK FIELD,Delisted,EC,
3,43,SIA/UP/IND2/57557/2020,5948,"Establishment of Distillery having capacity 100 KLD (Molasses / Cane Juice / Grainbased) along with 4.5 MW Co gen Power at Plot No – A, UPSIDA Industrial Area,Tehsil – Rudrapur, Distt – Deoria (UP) of M/s Forever Distillery Pvt Ltd",FOREVER DISTILLERY PRIVATE LIMITED,EC Granted,EC,
4,44,SIA/UP/MIN/58589/2020,5988/5654,"Area: 7.00 Ha  Khaurawali Ra River(Seasonal or Non Perennial River) Sand/Bajari /Boulder Mining Project at Gata No- 378/2, &379/2  Village – Sherpur Pelo, Tehsil-Behat, District- Saharanpur U.P.",SRI ADESH PANDEY,EC Granted,EC,
5,45,SIA/UP/NCP/71262/2017,3879,"Environment Clearance of Construction of Proposed                                           
“Yamuna Vihar Housing Scheme” ADA Colony
Avantika Yojna ,Naini, Allahabad (U.P.)",ALLAHABAD DEVELOPMENT AUTHORITY,EC Granted,EC,
6,46,SIA/UP/MIN/139112/2020,,"Jayrampur (Gata No. 318, 299, 304, 326, 333, 331, 332, 245 & 298) brick earth mining project.",M/S NEW KAKA ENT UDYOG,Delisted,EC,
7,47,SIA/UP/MIN/138985/2020,,Anurag Brick Field,ANURAG BRICK FIELD,Delisted,EC,
8,48,SIA/UP/MIN/146478/2020,5563,"Proposed “Soil Excavation” Project at Gata No.– 15Ka, 176Ka, 14Ka, Village- Chaurhiya, Tehsil- Mohanlalganj, District- Lucknow, Uttar Pradesh.",M/S SINGH CONSTRUCTION,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
9,49,SIA/UP/MIN/71362/2017,3889,"SAND MINING IN DHOBAHA NALLAHA
AT
GATA No. 41, 55, 56, 107
AREA – 6.07 Ha
VILLAGE- JAITAPUR DHOBAHA, TEHSIL - TULSIPUR
DISTRICT- BALRAMPUR, U.P.",SAKET CONSTRUCTIONS SUSELA FGONDA,EC Granted,EC,
10,50,SIA/UP/NCP/71480/2017,3917,"Group Housing Project "" Chitvan""",HIGHTECH BUILDCON PRIVATE LIMITED,Delisted,EC,
1,51,SIA/UP/MIN/27752/2018,4337,"Riverbed Sand/Morrum mining project from Ken River for M/s Awasthi Traders located at Khand No.-29/1, Village - Bakchha Khadar, Tehsil - Maudaha, District - Hamirpur, Uttar Pradesh.",M/S AWASTHI TRADERS,EC Granted,EC,
2,52,SIA/UP/MIN/22486/2018,4140,"M/s Indus Mines And Minerals located at Khand No. 11/4, Village -Ramedi, Tehsil - Hamirpur, District - Hamirpur,Uttar Pradesh. Sanctioned Lease Area - 17.408 ha. Effective workable Area - 10.508 ha",MS INDUS MINES AND MINERALS,EC Granted,EC,
3,53,SIA/UP/MIN/81646/2018,4522,"Proposed River Bed Sand/Morrum Mining having lease area 10.0 ha (24.71 acre) along River Ken in Gata No. 1971/1 at Village – Ganchha, Tehsil- Banda, District- Banda, U. P. of M/s Shreebamdev Global Private Limited",M/S SHREEBAMDEV GLOBAL PRIVATE LIMITED,EC Granted,EC,
4,54,SIA/UP/MIN/129952/2019,5302,ORDINARY EARTH MINE VILLAGE  KATRI BAKSAR & SANGRAMPUR UNNAO,ORDINARY EARTH MINE VILLAGE KATRI BAKSHAR & SANGRAMPUR UNNAO,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
5,55,SIA/UP/MIN/174263/2020,5863,ashi parveen soil mining project,ASHI PARVEEN,EC Granted,EC,
6,56,SIA/UP/MIN/142144/2020,,Brick earth Mining,AS YADAV ENT UDYOG MAINPURI,Delisted,EC,
7,57,SIA/UP/MIN/143412/2020,5526,"Proposed “Soil Excavation” Project at Gata No.– 824Aa,  Village- Bibipur, Tehsil- Sarojini Nagar, District- Lucknow, Uttar Pradesh.",SHRI LALTA SINGH,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
8,58,SIA/UP/NCP/74710/2018,4257,Group Housing Project,M/S ALPINE INFRAPROJECTS PVT. LTD.,EC Granted,EC,
9,59,SIA/UP/MIS/165924/2020,5743,"TIRUPATI PARADISE (Group Housing Project) At Arazi No.: 581, Mauza: Dandupur, Pargana: Shivpur, Tehsil & Distt.: Varanasi, State: Uttar Pradesh",TIRUPATI BUILDERS & DEVELOPERS,EC Granted,EC,
10,60,SIA/UP/MIS/188760/2020,6052,Upgradation of District Hospital Building 300 bed into teaching hospital 500 bed of medical college (construction of 200 bedded hospital) at Bijnor,DISTRICT HOSPITAL BIJNOR,EC Granted,EC,
1,61,SIA/UP/MIN/71983/2017,3953,"“Ordinary Sand Mining” Project in Ghaghra River at Gata No.- 2248Mi (Khand-Kha), Village- Tappe Sipah, Tehsil- Kaisarganj, District- Bahraich, U.P.
Applied Area- 10.117 Ha.",AJAY SINGH BAHRAICH,EC Granted,EC,
2,62,SIA/UP/NCP/25856/2015,4280,Mandola Vihar Yojna Group housing,EXECUTIVE ENGINEER,Delisted,EC,
3,63,SIA/UP/MIN/74802/2018,4269,"Proposed River Bed Sand mining in River Yamuna, at Zone No/Gata No/Khand No. 168 (Block No. - 5)  Area- 10.00 ha. (24.70 Acres) at Village – Sabadakhadar, Tehsil- Pailani, District- Banda, Uttar Pradesh of Smt. Poornima Verma",SMT. POORNIMA VERMA,EC Granted,EC,
4,64,SIA/UP/MIS/54467/2019,5721/5032,Revision and Expansion of Group Housing Project “Migsun Wynn”,SJP HOTEL RESORTS PRIVATE LIMITED,EC Granted,EC,
5,65,SIA/UP/MIN/137653/2020,5411,"Proposed “Soil Excavation” Project at Gata No. –11, 14, Village- Chak Chalpur, Tehsil-Bhognipur, District- Kanpur Dehat, Uttar Pradesh..",M/S KAMAL CONSTRUCTION COMPANY,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
6,66,SIA/UP/MIN/164241/2020,5736,"Ordinary Earth Mining at Khasra No –325, 336, 755/4/1, 853 Village: Khanpur Chaube, Tehsil: Chhibaramau, District- Kannauj, Uttar Pradesh",Santosh Kumar,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
7,67,SIA/UP/MIN/127396/2019,5245,Surir Kalan Bangar soil brick mine,M/S S.S. INT UDHYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
8,68,SIA/UP/MIN/126801/2019,5209,"Ordinary Earth (Clay) mining to be used in Brick Kiln M/s Vijay Brick Field from Gata No. 2374, 4813, 2338, 4862Ka, 4960, 5003, 5095Gha, 5106 Village- Raibigo, Tehsil- Kadipur, District- Sultanpur, Ut",M/S VIJAY BRICK FIELD,EC Granted,EC,
9,69,SIA/UP/MIN/45412/2019,5159,"Area 0.809 Ha Building Stone (Sandstone) mining project at Araji No’. 137  Village- kanchanpur, Tehsil-Chunar, District- Mirzapur, U.P.",MALTI DEVI,EC Granted,EC,
10,70,SIA/UP/MIN/22333/2018,4130,"Area- 40.00 acre (16.194ha) for  river sand/morrum mining at Gata no. 2558, 2563, Khand no.04 Village-Bandhauli,  Tehsil-Urai , District- Jalaun (U.P)",KHAJURAHO MOTORS PVT LTD,EC Granted,EC,
1,71,SIA/UP/MIN/148697/2020,5604,"Proposed “Soil Excavation” Project at Gata No. – 64, 96, Village- Chaurhiya, Tehsil-  Mohanlalganj, District- Lucknow, Uttar Pradesh",M/S SRCL INFRA,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
2,72,SIA/UP/NCP/70830/2017,3863,District Jail Etawah,VC SAIFAI UNIVERSITY,EC Granted,EC,
3,73,SIA/UP/MIN/50661/2019,7244-4788,"Building Stone (Khanda, Gitti & Boulder) Mine",MAAKAMAKHYA GRANITE,ADS by SEIAA,EC,
4,74,SIA/UP/IND2/37795/2002,4875,Expansion of Molasses based Distillery (45 KLPD to 98 KLPD) and 3.0 MW co-generation power plant within the existing plant premises,M/S TIKAULA    DISTILLERY,EC Granted - Processed offline,EC,
