,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/UP/MIS/105877/2019,4832,"Awasthi Hotels and Resorts Private Limited,","AWASTHI HOTELS AND RESORTS PRIVATE LIMITED,",EC Granted,EC,
2,2,SIA/UP/MIN/135452/2020,5384,M/s S.K. Construction And Supplier,S K CONSTRUCTION AND SUPPLIER,EC Granted,EC,
3,3,SIA/UP/MIN/136707/2020,,"Rupaudha & Parsiya (Gata No. 263, 264, 267, 266, 314, 271, 565, 579, 564, 566, 580 & 589) soil brick mining project.",M/S INDAL INT UTPADAN KENDRA,Delisted,EC,
4,4,SIA/UP/MIS/157809/2020,5700,"Expansion of IT Park Project at B-6, Sector-132, Noida, District-Gautam Buddha Nagar by M/s Espirit Technoconsultants Pvt. Ltd.",ESPIRIT TECHNO CONSULTANTS PRIVATE LIMITED,EC Granted,EC,
5,5,SIA/UP/MIS/153762/2020,5666,"Environmental Clearance for Expansion & Modernization of  Tata Cancer Hospital at BHU Campus, Varanasi","TATA MEMORIAL CENTRE, MUMBAI, DAE - GOI)",EC Granted,EC,
6,6,SIA/UP/MIS/155459/2020,5680,Modification of Shipra Commercial Complex Project,M/S SHIPRA ESTATE LTD,EC Granted,EC,
7,7,SIA/UP/MIN/271409/2022,7067,Building Stone sand Stone,IVTECH INDIA PRIVATE LIMITED,EC Granted,EC,
8,8,SIA/UP/MIS/103167/2019,4792,"Shree Raj Pushp Towers, Allahabad",M/S GOEL HOUSING CONSTRUCTION COMPANY,EC Granted,EC,
9,9,SIA/UP/MIS/103200/2019,4774,Institutional Project with IT/IT Enabled Services,TRAPEZOID SOFTWARE SOLUTIONS PRIVATE LIMITED,EC Granted,EC,
10,10,SIA/UP/MIN/58930/2019,6036/5034,"Granite (Khanda, Gitti, Boulder & Weathered Morrum) Mine",KAMLESH KUMAR,EC Granted,EC,
1,11,SIA/UP/MIN/49890/2020,5407,"Area 2.4289 HA Granite (Khanda/Boulder) & Morrum mining Project at Khasra/ Gata no. 2131/6, Village – Rauli Kalyanpur, Tehsil- Karwi , Dist. Chitrakoot, U.P",KAMADGIRI TRADERS.,Delisted,EC,
2,12,SIA/UP/MIN/67982/2019,6621-5327,"Proposed “Silica Sand Mining Project” at Arazi No. 2 of Area: 16.75 Ha, Village- Lakhnauti, Tehsil- Bara, District- Prayagraj, State- Uttar Pradesh.",CHAWLA SILICA SAND TRADING CORPORATION,EC Granted,EC,
3,13,SIA/UP/MIN/246615/2021,6811,"ordinary earth mine at village- Narhi, Tehsil & District- Sitapur",ASHFAQ AHMAD,EC Granted,EC,
4,14,SIA/UP/MIN/70769/2021,6849-6316,"Proposed “Building Stone (Khanda, Boulder, Bailast (Gitti))” Project",M/S P.N.C. INFRATECH LTD.,EC Granted,EC,
5,15,SIA/UP/MIS/186792/2020,6020,Revision and Expansion of IT Park at Plot No 6 sector 142 Noida Uttar Pradesh,SPLENDOR IT PVT LTD,WithdrawEC,EC,
6,16,SIA/UP/MIN/43099/2019,,"Brick Earth Mining Project located at Village- Chatdang, Devipura, Bhilaiya, Gaon Kheda, Chaidaiya,Kalyanpur, Naugaon, Tehsil- Pilibhit, District- Pilibhit, U.P By KGN Brick Field",KGN BRICK FILED,Delisted,EC,
7,17,SIA/UP/MIN/136673/2020,,"Ismailpur Ambapara (Gata No. 142, 58, 637, 225, 632, 229, 626, 224, 631, 625 & 217) soil brick mining project.",M/S S KUMAR BRICK FIELD,Delisted,EC,
8,18,SIA/UP/MIN/39791/2019,4948,M/s Sat Sai Ent Udhyog,MS SAT SAI ENT UDHYOG,EC Granted,EC,
9,19,SIA/UP/MIN/37803/2019,4906,"Marauli Khadar (Gata No. of 333/7, Khand No. 02) Sand/Morrum Mine on Ken River located at Village-Marauli Khadar, Tehsil-Banda, District- Banda, State- Uttar Pradesh.",SAHU ELECTRICALS STORE,EC Granted,EC,
10,20,SIA/UP/MIN/41836/2019,5086,UKHLANA SOIL BRICK MINE,TRIVENI ENT UDHYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
1,21,SIA/UP/MIN/130720/2019,,BRICK EARTH MINE VILLAGE TARSARA TEHSIL IGLAS ALIGARHTEHSIL,KRISHNA KANHAIYA ENT UDYOG,Delisted,EC,
2,22,SIA/UP/MIN/60716/2019,6188/5025,"Nahari Granite (khanda, Gitty, Boulder) Mining Project",M/S P.P. INFRASTRUCTURE PVT. LTD.,Delisted,EC,
3,23,SIA/UP/MIN/67365/2021,6560-6103,"Girwan Granite(Khabda,Gitti,boulder)Mining Project",M/S BAJRANG ROAD LINE,EC Granted,EC,
4,24,SIA/UP/MIN/57166/2020,5918,"“Sand/ Morrum Mining” at Betwa River Bed, Gata No. 1064, Khand No. 1, Area- 9.710 Ha, (23.98 Acres) Village- Kahta hamirpur, Tehsil- Kalpi, District- Jalaun, State- Uttar Pradesh.",MR. KARAN SINGH RAJPUT S/O SHRI HARNARAYAN SINGH,EC Granted,EC,
5,25,SIA/UP/MIS/143459/2020,5605,"Proposed commercial tower at Plot No. C3-C, Sec-129, Noida of M/s Northern Propmart Solutions Limited",M/S NORTHERN PROPMART SOLUTIONS LIMITED,EC Granted,EC,
6,26,SIA/UP/MIN/142802/2020,,"Pariyawan (Gata No. 1714, 1724, 2468 & 2476) brick earth mining project.",M/S RAM DHANI YADAV INT UDYOG,Delisted,EC,
7,27,SIA/UP/MIN/50673/2019,6219/4790,"Building Stone (Khanda, Gitti & Boulder) Mine",ANKUR ENTERPRISES,EC Granted,EC,
8,28,SIA/UP/MIN/64061/2021,6381,"Building Stone, Khanda & Gitti, Boulder Mining Project",SHRI RAJENDRA KUMAR PANDEY,EC Granted,EC,
9,29,SIA/UP/MIN/29998/2018,4578,Sadimadanpur sand/morrum mine on Yamuna river,ESTEEM INFRABUILD PRIVATE LIMITED,EC Granted,EC,
10,30,SIA/UP/MIS/45971/2019,5381/4624,Rishita  Mulberry Heights Group Housing No 1,DIRECTOR,EC Granted,EC,
1,31,SIA/UP/MIN/43560/2019,5134,Ordinary Earth Mining Project,NH DRA INFRACON PVT LTD,EC Granted,EC,
2,32,SIA/UP/MIN/127212/2019,5242,"Ordinari soil excavation at Gata No.1378, Village- Malaha, Tehsil- Malihabad, District- Lucknow.",M/S RAJEEV & ASSOCIATE,EC Granted,EC,
3,33,SIA/UP/MIN/145116/2020,5552,"Proposed Ordinary Earth Excavation project of Shri Akhilesh Kumar from GataNo(s).1391, 1392, 1450 & 1470, Village- Patari, Tehsil- Sadar, District- Unnao, Uttar Pradesh.",SHRI SUMIT KUMAR MISHRA,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
4,34,SIA/UP/MIN/145274/2020,5553,Shri Rajesh,SHRI RAJESH,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
5,35,SIA/UP/MIS/192086/2021,6121,"Proposed Group Housing Project at Plot No.- GH-09, Sports City, Adjoining Techzone IV, Greater Noida, Uttar Pradesh by M/s Sai Namo Namah Construction Pvt Ltd.",M/S SAI NAMO NAMAH CONSTRUCTION PVT. LTD.,Delisted,EC,
6,36,SIA/UP/MIN/129209/2019,,"Lakhauaun (Gata No. 411,498 S,457) Brick Earth (Soil) mining project.",M/S SAHDEV YADAV ENT BHATTA,Delisted,EC,
7,37,SIA/UP/MIN/137650/2020,5412,"Proposed “Soil Excavation” Project at Gata No.- 51Mi, Village– Dilauliya Kachhar, Tehsil- Bhognipur, District- Kanpur Dehat, Uttar Pradesh.",M/S MAA NAV DURGA CONSTRUCTION,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
8,38,SIA/UP/MIN/138205/2020,5555,"Brick Earth Mining Project, M/S Singh Brick Filed",M/S SINGH  BRICK FIELD,EC Granted,EC,
9,39,SIA/UP/MIS/160934/2020,5711,"Proposed Group Housing at Plot No. GH-2 & 3, Scheme No.-03, Ambedkarpuram, Kanpur, U.P. of M/s GEETIKA BUILDERS & DEVELOPERS PRIVATE LIMITED",GEETIKA BUILDERS & DEVELOPERS PRIVATE LIMITED,EC Granted,EC,
10,40,SIA/UP/MIN/245249/2021,6796,"“Ordinary Sand Mining” Project at Gata No.- 293 & 307, Village- Rampur Dhamman, Tehsil- Tanda, District- Rampur, U.P. (Leased Area : 1.0190 ha.)",M/S UMAR GOODS TRANSPORT & ENT.,EC Granted,EC,
1,41,SIA/UP/MIS/149174/2020,5612,Government Medical College,PRINCIPAL,Delisted,EC,
2,42,SIA/UP/MIN/147489/2020,,"Purandarpur (Gata No. 152, 144, 143, 164 & 150 ) soil brick mining project.",M/S BBF MARKA ENT BHATHA,Delisted,EC,
3,43,SIA/UP/MIN/148996/2020,5607,"Brick Earth Mining Project, M/s Om Brick Field, Gata no; 301, 306 Village: Kaserva Khurd, Tehsil: Shamli , Dist: Shamli",M/S OM BRICK FIELD ( KASERVA KHURD ),"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
4,44,SIA/UP/MIN/149052/2020,,Brick Earth Mining Project By M/s Rahman Shah and Company,M/S RAHMAN SHAH AND COMPANY,Delisted,EC,
5,45,SIA/UP/MIN/67335/2021,6554-6164,"“Building Stone (Khanda, Boulder, Bailast (Gitti))” Project at Gata No.-339 (Khand No.- 10 Old 29 New), Village- Daharra, Tehsil- Sadar, District- Mahoba, U.P. (Leased Area : 0.809 ha.)",MISHRA MALTI,EC Granted,EC,
6,46,SIA/UP/MIN/67353/2021,6555-6168,"Proposed “Building Stone (Khanda, Boulder, Bailast (Gitti))” Project",RAJENDRA KUMAR SHIVHARE,EC Granted,EC,
7,47,SIA/UP/MIS/228241/2021,6551,Construction Of Proposed Office Building  at Madhuban Bapudham Scheme Ghaziabad,GHAZIABAD DEVELOPMENT AUTHORITY.,EC Granted,EC,
8,48,SIA/UP/MIN/71491/2021,6868-6391,"Building Stone (Khanda, Boulder, Bailast (Gitti))",SUKIRTI SINGH,EC Granted,EC,
9,49,SIA/UP/MIN/77899/2021,7215-6472,Proposed Khailar Khanda- Boulder/ Gitty- Ballast Mining Project,SHRIMATI KAVITA PARECHA,EC Granted,EC,
10,50,SIA/UP/MIS/66785/2021,6509,"Proposed Hotel Project at Plot No. TC – 25V & 26V, Vibhuti Khand, Gomti Nagar, District – Lucknow (U.P). of M/s Luxus Hospitality Private Limited",LUXUS HOSPITALITY PRIVATE LIMITED,EC Granted,EC,
1,51,SIA/UP/MIN/41711/2018,5009,Kharkha Sand/Morrum Mine,SHRI RAM KUMAR SINGH S O  HARPAL SINGH PARMAR,EC Granted,EC,
2,52,SIA/UP/MIN/129952/2019,5302,ORDINARY EARTH MINE VILLAGE  KATRI BAKSAR & SANGRAMPUR UNNAO,ORDINARY EARTH MINE VILLAGE KATRI BAKSHAR & SANGRAMPUR UNNAO,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
3,53,SIA/UP/MIN/35076/2019,,Brick Earth Mining Project for M/s Sangam Brick Field,M/S SANGAM BRICK FIELD,Delisted,EC,
4,54,SIA/UP/MIN/33194/2019,,"Brick Earth Mining Project, M/s Sagar Brick Works , Gata No : 77a, 77b, 113, 141 , Village: Piplijat, Nawabpura urf Shekhupura, Siau , Tehsil : Chandpur, Dist: Bijnor",M/S SAGAR BRICK WORKS,Delisted,EC,
5,55,SIA/UP/MIN/33227/2019,4714,"Area 2.4289 HA Granite (Khanda/Boulder) & Morrum mining Project at Khasra/ Gata no. 2131/6, Village – Rauli Kalyanpur, Tehsil- Karwi , Dist. Chitrakoot, U.P",KAMADGIRI TRADERS,WithdrawEC,EC,
6,56,SIA/UP/MIN/28870/2018,4465,M/s Unnao Infradevelopers Pvt. Ltd.,M/S UNNAO INFRADEVELOPERS  PVT. LTD.,EC Granted,EC,
7,57,SIA/UP/MIN/36701/2019,,"Brick Earth Mining Project, M/s Gurunanak Dev Brick Field, Gata no; 198, 254 , Village: Unn, Tehsil: Unn , Dist: Shamli",M/S GURUNANAK DEV BRICK FIELD,Delisted,EC,
8,58,SIA/UP/MIN/133943/2019,,Brick Earth Mining Project,M.S AMAN BRICK FIELD,Delisted,EC,
9,59,SIA/UP/MIN/134777/2020,5355,"Proposed “Ordinary Soil Excavation Project” at Gata No.- 350, 351, 1183Ka, 1307, 1572, 1537, 633, 659, 630, 631, 520 Kha, Village – Malaha, Tehsil- Malihabad, District- Lucknow, Uttar Pradesh.",M/S RAJEEV & ASSOCIATES,EC Granted,EC,
10,60,SIA/UP/MIN/41923/2019,5085,"Building Stone (Khanda Gitti, Bolder) , Mining Project for 2.023 ha. Araji No.-696 Khand No.-01, Village-Karari, Tehsil & District-Janshi, U.P.",JAI KISHAN PARECHA,EC Granted,EC,
1,61,SIA/UP/MIN/34402/2019,4740,M/s Sweta Enterprises/90068,M/S SWETA ENTERPRISES/90068,Delisted,EC,
2,62,SIA/UP/MIN/222983/2021,6519,BALU/MORRUM MINING PROJECT,SHRI PALTU,EC Granted,EC,
3,63,SIA/UP/MIN/57878/2020,5967/5603,Bhedi Khurd Sand/Morrum Mining Project by M/s. Mohd Javed,M/S M P L INFRA,EC Granted,EC,
4,64,SIA/UP/MIS/176112/2020,5890,"Group Housing project located at Plot No. GH-A (GH-6 to GH-13), Housing Sector, Talanagri Industrial Area, Aligarh, Uttar Pradesh by M/s Ozone Promoters Pvt. Ltd.",OZONE PROMOTERS PRIVATE LIMITED,EC Granted,EC,
5,65,SIA/UP/MIS/178401/2020,5940,"Proposed Institutional (IT/ITeS- Software Technology Park) Building at Plot No 1A Sector – 142, Noida, UP",SURYAKIRAN INFO PRIVATE LIMITED,EC Granted,EC,
6,66,SIA/UP/MIN/131453/2019,,New Bharat Ent Udyog,NEW BHARAT ENT UDYOG,Delisted,EC,
7,67,SIA/UP/MIN/129526/2019,,"Baraut Patti Choudhran Bahar (Gata No. 62,86,84,489 A) Brick Earth (Soil) mining project.",M/S KUMAR BHATTA COMPANY,Delisted,EC,
8,68,SIA/UP/MIN/129545/2019,,BRICK EARTH MINE VILLAGE BAJIDPUR SIKANDARRAO HATHRAS,KUNWAR ENT UDYOG,Delisted,EC,
9,69,SIA/UP/MIN/128959/2019,5394,Gopal Ent Udyog,GOPAL ENT UDYOG,EC Granted,EC,
10,70,SIA/UP/MIN/58783/2020,6084,"Proposed Building stone “Khandas Gitti and Boulder” Mining Project at Gata No. 515, 16, 17 (Khand : 03) of Area: 1.214 Ha, Village: Sirbo, Chandpura, Tehsil: Garautha, District: Jhansi, State: Uttar Pradesh.",SMT ARCHNA GUPTA,EC Granted,EC,
1,71,SIA/UP/IND2/62144/1997,6251,"Expansion of Existing Integrated Paints & Resins / Emulsions, Adhesive and Glue Manufacturing Plant located at UPSIDC, Village Kasna, Taluka and District Gautam Buddh Nagar, Uttar Pradesh by Asian Paints Limited",ASIAN PAINTS LIMITED - UTTAR PRADESH,EC Granted,EC,
2,72,SIA/UP/MIN/128454/2019,,"Karimpur Bhaipur, Tehsil - Dhaulana (Gata No. 221, 223 & 234 ) soil brick mining project.",M/S ANAL INT UDYOG,Delisted,EC,
3,73,SIA/UP/MIN/47943/2019,5329/4941,M/s Laxmi Khad Bhandar,M/S LAXMI KHAD BHANDAR,EC Granted,EC,
4,74,SIA/UP/MIN/147966/2020,,"Para Brahmanan (Gata No. 231,237,546, 223,224,227, 222, 824 KA) brick earth (soil) mining project.",M/S JAIKARA ENTT UDYOG,Delisted,EC,
5,75,SIA/UP/MIN/147207/2020,,"Kundadih (Gata No. 530, 499, 522, 509, 584, 588, 691, 528 & 436) brick earth mining project.",M/S PUSHPA ENT BHATTA,Delisted,EC,
6,76,SIA/UP/MIN/147234/2020,,M/s D V R Brick Field,D V R BRICK FIELD,Delisted,EC,
7,77,SIA/UP/MIN/147473/2020,5577,Soil Excavation Project,M/S VARUSH BHANUJA CONSTRUCTION PVT. LTD.,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
8,78,SIA/UP/MIN/42424/2019,5035,M/s Maa Shitala Stone,M/S MAA SHITALA STONE,EC Granted,EC,
9,79,SIA/UP/MIS/57019/2020,5887/5528,Jaypee Greens Sports City East (Part- I & II),M/S JAYPEE INFRATECH LIMITED,Agenda Uploaded by SEAC,EC,
10,80,SIA/UP/MIN/40116/2019,5173,SINGH BRICK FIELD,SINGH BRICKS FIELD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
1,81,SIA/UP/MIN/78059/2021,7146-6314,"Building stone Sand stone (Gitti, Boulder, Khanda)",M/S KANHA ENTERPRISES,EC Granted,EC,
2,82,SIA/UP/MIN/127193/2019,5252,"Soil Excavation Project at Gata No. - 191, Village-Papnamau, Tehsil- Sadar, District- Lucknow, Uttar Pradesh.",M/S P.N.C. INFRA TECH. LTD.,EC Granted,EC,
3,83,SIA/UP/MIN/132547/2019,,"Sadatpur Jonmana (Gata No. 48, 45 & 47 ) soil brick mining project.",M/S DEVTA BRICK FIELD..,Delisted,EC,
4,84,SIA/UP/MIN/42424/2019,5035,M/s Maa Shitala Stone,M/S MAA SHITALA STONE,EC Granted,EC,
5,85,SIA/UP/MIN/62230/2020,6268-5953,Mohana sand/morrum mining project on Betwa river,KAMTANATH ENTERPRISES PVT. LTD.,EC Granted,EC,
6,86,SIA/UP/MIN/70635/2021,6812-6390,"Building Stone (Khanda, Boulder, Bailast/Gitti) Mine",M/S SILVER MIST RETAIL PVT. LTD.,EC Granted,EC,
7,87,SIA/UP/MIN/70813/2021,6851-6318,"Building Stone (Khanda, Boulder, Bailast (Gitti))",OM PRAKASH KHATRI,EC Granted,EC,
8,88,SIA/UP/MIS/254673/2022,6911,"Sai Next Generation Diagnostics” at Plot no. HO- 01, sector-10, Greater Noida, Dist. Gautam buddh Nagar, Uttar Pradesh by M/s Sai Next Generation Diagnostics Pvt. Ltd.",SAI NEXT GENERATION DIAGNOSTICS PRIVATE LIMITED,EC Granted,EC,
9,89,SIA/UP/MIN/59250/2019,6049/5070,"Area 2.550 Ha Khanda, Gitti mining project at Araji No’.02/1 Khand No-02  Village-Lakhanpura, Tehsil-Laitpur, District-Laitpur, U.P.",LAKSHMI SHANKAR,EC Granted,EC,
10,90,SIA/UP/MIN/188813/2020,6048,"Building Stone (Khanda, Boulder, Bailast (Gitti))",M/S PREM ENTERPRISES,EC Granted,EC,
1,91,SIA/UP/MIN/245615/2021,6773,Daun Khanda- Boulder/ Gitti-Ballast Mining project,M/S DEEP BUILDERS,EC Granted,EC,
2,92,SIA/UP/MIN/60055/2021,6426,Building Stone (Sand stone),SHYAM BAHDUR SINGH,EC Granted,EC,
3,93,SIA/UP/MIN/37121/2019,,"Proposed area of 4.726hectares, Khasra No. 71,160,138,148,152,194,283,240mi,289,292,141,212,224 situated in Village-, Purnainiya Ramgulam,Tehsil- Bisalpur,District-Pilibhit (UP) occupied by M/s K.G.N",MS KGN BRICK FIELD,Delisted,EC,
4,94,SIA/UP/MIS/107004/2019,4854/4258,Expansion of Galgotia university,M/S SMT. SHAKUNTLA EDUCATIONAL & WELFARE SOCIETY,EC Granted,EC,
5,95,SIA/UP/MIN/33027/2019,4710,"Environmental Clearance for Proposed “Khanda, Gitty/Boulders (Building stone)” Project at Gata No/Araji No/Plot No.-1098, Khand-01, Area 1.618 ha (4.045 acre) at  Village–Sakarar, Tehsil-Mauranipur, D",RADHIKARAMANYADAVTHEKEDAR,EC Granted - Processed offline,EC,
6,96,SIA/UP/MIN/33287/1990,4742,Sanjay Kumar,SANJAY GUPTA SIRBO,Delisted,EC,
7,97,SIA/UP/MIN/247071/2021,6792,H.R Soil mining project,M/S H.R CONSTRUCTION,EC Granted,EC,
8,98,SIA/UP/MIN/246727/2021,6785,"IMARATI PATTHAR/SANDSTONE (SLAB/PATIYA, GITTI, KHANDA, BOULDERS)MINE AT VILLAGE- MADANPUR, MADAWARA, LALITPUR",SMT. NUPUR SINGH,EC Granted,EC,
9,99,SIA/UP/MIN/261387/2022,6999,ordinary earth mine at village Barel Bahar Seema Tehsil Nawabganj Barabanki,VIVEK VERMA,EC Granted,EC,
10,100,SIA/UP/MIN/199484/2021,6226,"Proposed Building Stone (Khanda, Boulder, Ballast (Gitti)  Araji No – 2561 (Khand No - 03), Area: 1.821 Ha, Village: Pahra, Tehsil: Sadar, District: Mahoba, State: Uttar Pradesh.",MR. RAM KISHORE SINGH,EC Granted,EC,
1,101,SIA/UP/MIN/240569/2021,6729,Ordinary Soil mining,SHRI RAJNEESH KUMAR AWASTHI,Delisted,EC,
2,102,SIA/UP/MIS/77433/2010,7119-6889,"Expansion of Panchsheel Primrose  Group Housing Complex at Khasra No.804, 805, 806, 807, 808, 809, 812, 813, 814, 815, 816, 817, 819, 820, 821, 838, 839, 840, 851 & 852, Village-Harsaon, NH-24, Ghaziabad by M/s Panchsheel Buildtech Pvt.Ltd.",PANCHSHEEL BUILDTECH PRIVATE LIMITED,Delisted,EC,
3,103,SIA/UP/IND/54294/2020,5712,"Installation of Clinker Grinding Unit with Cement Production Capacity of 2.0 MTPA and D.G. Sets of 1.5 MW at Village: Dhauha, Pargana: Sakteshgarh, Tehsil: Chunar, District: Mirzapur (Uttar Pradesh) by M/s. EcoPlus Cement Chunar Pvt. Ltd.",M/S. ECOPLUS CEMENT CHUNAR PVT. LIMITED,EC Granted,EC,
4,104,SIA/UP/MIN/39274/2019,4928,Rohina Singhpur & Kaliyanpur Soil Brick Mine,TIRUPATI ENT UDHYOG,Delisted,EC,
