,Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
2777,SIA/UP/MIN/422666/2023,7713-7399,Uttar Pradesh,,,Date of Submission for EC: 18 Mar 2023 ,Date of Ec Granted : 14 May 2023,Non-Coal Mining, PRIME VISION INDUSTRIES PRIVATE LIMITED,EC Granted
2778,SIA/UP/IND2/28908/2017,4471,Uttar Pradesh,Agra,Etmadpur,Date of Submission for EC: 04 Sep 2018 ,Date of Ec Granted : 23 Nov 2018,Industrial Projects - 2,INDIAN OIL CORPORTION LTD MARKETING DIVISION UPSOII,EC Granted
2779,SIA/UP/IND2/63004/2021,6348,Uttar Pradesh,Moradabad,Moradabad,Date of Submission for EC: 18 Jun 2022 ,Date of Ec Granted : 26 Sep 2022,Industrial Projects - 2,DEWAN SUGARS LIMITED,EC Granted
2780,SIA/UP/MIN/146111/2020,5571,Uttar Pradesh,Mathura,Mat,Date of Submission for TOR: ,Date of Submission for EC: 03 Mar 2020 ,Non-Coal Mining,BABA ENT UDYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
2781,SIA/UP/MIN/146112/2020,5561,Uttar Pradesh,Kheri,Lakhimpur,Date of Submission for TOR: ,Date of Submission for EC: 28 Feb 2020 ,Non-Coal Mining,M/S MAWA BRICKS,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
2782,SIA/UP/MIN/131453/2019,,Uttar Pradesh,Hathras,Sasni,Date of Submission for TOR: ,Date of Submission for EC: 14 Dec 2019 ,Non-Coal Mining,NEW BHARAT ENT UDYOG,Delisted
2783,SIA/UP/MIN/220273/2021,6451,Uttar Pradesh,Jhansi,Moth,Date of Submission for EC: 15 Jul 2021 ,Date of Ec Granted : 12 May 2022,Non-Coal Mining,M/S BRIJ CONSTRUCTION COMPANY,EC Granted
2784,SIA/UP/MIS/223027/2021,6499,Uttar Pradesh,Unnao,Hasanganj,Date of Submission for EC: 13 Aug 2021 ,Date of Ec Granted : 25 Apr 2022,INFRA-2,M/S SAMBANDH INFRASTRUCTURE AND DEVELOPMENT LLP,EC Granted
2785,SIA/UP/IND2/71574/2017,,Uttar Pradesh,PRAYAGRAJ,Bara  ,Date of Submission for TOR: ,Date of Submission for EC: 13 Dec 2017 ,Industrial Projects - 2,SMT. VIJAY LUXMI KESHARWANI,Delisted
2786,SIA/UP/MIN/20764/2017,3847,Uttar Pradesh,Banda,Banda,Date of Submission for EC: 27 Aug 2018 ,Date of Ec Granted : 29 Nov 2018,Non-Coal Mining,NATIONAL HIGHWAY AUTHORITY OF INDIA,EC Granted
2787,SIA/UP/MIN/231759/2021,6619,Uttar Pradesh,Barabanki,Nawabganj,Date of Submission for EC: 07 Oct 2021 ,Date of Ec Granted : 30 Dec 2021,Non-Coal Mining,SHRI SHUBHAM YADAV,EC Granted
2788,SIA/UP/MIN/60641/2021,6177,Uttar Pradesh,Hamirpur,Rath,Date of Submission for TOR: ,Date of Submission for EC: 08 Jan 2022 ,Non-Coal Mining,MR. JAGDISHSINGH,ADS by SEAC
2789,SIA/UP/MIS/131519/2019,5317,Uttar Pradesh,Gonda,Gonda,Date of Submission for EC: 14 Dec 2019 ,Date of Ec Granted : 27 May 2021,INFRA-2,DIRECTOR,EC Granted
2790,SIA/UP/MIN/72253/2018,,Andhra Pradesh,Nellore,Chillakur,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2018 ,Non-Coal Mining,SHRI ATEEK ULLA,WithdrawEC
2791,SIA/UP/NCP/73314/2018,,Uttar Pradesh,Amethi,No Data,Date of Submission for TOR: ,Date of Submission for EC: 05 Mar 2018 ,INFRA-1,VICE CHANC,WithdrawEC
2792,SIA/UP/MIN/133488/2019,5340,Uttar Pradesh,Raebareli,Maharajganj,Date of Submission for EC: 25 Dec 2019 ,Date of Ec Granted : 04 Mar 2020,Non-Coal Mining,M/S VARUSH BHANUJA CONSTRUCTION PVT. LTD.,EC Granted
2793,SIA/UP/MIN/135083/2020,,Uttar Pradesh,Bagpat,Baraut,Date of Submission for TOR: ,Date of Submission for EC: 04 Jan 2020 ,Non-Coal Mining,M/S BRAHAM BRICK FIELD,Delisted
2794,SIA/UP/MIN/146923/2020,,Uttar Pradesh,Varanasi,Pindra,Date of Submission for TOR: ,Date of Submission for EC: 09 Mar 2020 ,Non-Coal Mining,M/S GRC BRICK FIELD,Delisted
2795,SIA/UP/MIN/33030/2019,,Uttar Pradesh,Barabanki,Nawabganj,Date of Submission for TOR: ,Date of Submission for EC: 14 Mar 2019 ,Non-Coal Mining,M/S MADHU BRICK FIELD,Delisted
2796,SIA/UP/MIN/45888/2019,,Uttar Pradesh,Bagpat,Baraut,Date of Submission for TOR: ,Date of Submission for EC: 05 Nov 2019 ,Non-Coal Mining,M/S RATHI BRICK FIELD..,Delisted
2797,SIA/UP/NCP/80076/2018,4498,Uttar Pradesh,Gautam Buddha Nagar,Dadri,Date of Submission for EC: 25 Sep 2018 ,Date of Ec Granted : 05 Aug 2019,INFRA-1,AMBICA INFOTECH PVT LTD,EC Granted
2798,SIA/UP/MIN/131067/2019,5378,Uttar Pradesh,Mathura,Mat,Date of Submission for EC: 11 Jan 2020 ,Date of Ec Granted : 16 Mar 2020,Non-Coal Mining,M/S RAWAT ENT UDYOG,EC Granted
2799,SIA/UP/MIN/422268/2023,7711,Uttar Pradesh,,,Date of Submission for EC: 17 Mar 2023 ,Date of Ec Granted : 14 May 2023,Non-Coal Mining, NEETU,EC Granted
2800,SIA/UP/MIS/441/2015,,Uttar Pradesh,Banda,Banda,Date of Submission for TOR: ,Date of Submission for EC: 10 Jul 2015 ,INFRA-2,MOHD FARHAN,Query raised by SEIAA and pending at PP
2801,SIA/UP/IND/60022/2021,6133,Uttar Pradesh,Chandauli,Chandauli,Date of Submission for EC: 27 Nov 2021 ,Date of Ec Granted : 07 Jul 2022,Industrial Projects - 1,ALAKNANDA CEMENT PVT. LTD.,EC Granted
2802,SIA/UP/MIN/54711/2020,5733,Uttar Pradesh,Fatehpur,Khaga,Date of Submission for EC: 23 Apr 2021 ,Date of Ec Granted : 22 Dec 2021,Non-Coal Mining,M/S THE SUNWORLD TRAVELS,EC Granted
2803,SIA/UP/MIN/125742/2019,5253,Uttar Pradesh,Mathura,Chhata,Date of Submission for TOR: ,Date of Submission for EC: 26 Nov 2019 ,Non-Coal Mining,M/S SHREE JI ENT UDHYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
2804,SIA/UP/MIN/125829/2019,5199,Uttar Pradesh,Mathura,Mat,Date of Submission for EC: 16 Nov 2019 ,Date of Ec Granted : 11 Mar 2020,Non-Coal Mining,MAA BHAGWATI EANT UDHYOG,EC Granted
2805,SIA/UP/MIN/167990/2020,,Uttar Pradesh,Moradabad,Moradabad,Date of Submission for TOR: ,Date of Submission for EC: 17 Aug 2020 ,Non-Coal Mining,PAPPI CHAUDHARY,WithdrawEC
2806,SIA/UP/NCP/29574/2018,4541,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 16 Oct 2018 ,Date of Ec Granted : 09 Mar 2019,INFRA-1,U P TOWNSHIP PVT LTD,EC Granted
2807,SIA/UP/MIN/412148/2022,7556-6926,Uttar Pradesh,,,Date of Submission for EC: 19 Jan 2023 ,Date of Ec Granted : 07 Apr 2023,Non-Coal Mining,MOHIT NIRANJAN,EC Granted
2808,SIA/UP/MIN/73452/2018,4126,Uttar Pradesh,Kaushambi,Manjhanpur,Date of Submission for EC: 12 Mar 2018 ,Date of Ec Granted : 05 Apr 2018,Non-Coal Mining,MS HARSH ENTER PRISES,EC Granted
2809,SIA/UP/NCP/73493/2018,,Uttar Pradesh,Lucknow,Lucknow,Date of Submission for TOR: ,Date of Submission for EC: 30 May 2018 ,INFRA-1,INDIAN RAILWAY WELFARE ORG,WithdrawEC
2810,SIA/UP/MIS/172830/2020,5825,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 12 Sep 2020 ,Date of Ec Granted : 31 Dec 2020,INFRA-2,KENT RO SYSTEMS LTD,EC Granted
2811,SIA/UP/MIN/149670/2020,5618,Uttar Pradesh,Barabanki,Fatehpur,Date of Submission for TOR: ,Date of Submission for EC: 18 Mar 2020 ,Non-Coal Mining,DINESH CHANDRA AGARWAL INFRACON PVT LTD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail."
2812,SIA/UP/MIN/75143/2018,4321,Uttar Pradesh,Jalaun,Orai,Date of Submission for EC: 24 May 2018 ,Date of Ec Granted : 20 Aug 2018,Non-Coal Mining,ENVIRONMENTAL RESEARCH AND ANALYSIS,EC Granted
2813,SIA/UP/MIN/36439/2019,4824,Uttar Pradesh,Banda,Naraini,Date of Submission for EC: 19 May 2019 ,Date of Ec Granted : 26 Aug 2019,Non-Coal Mining,JASMEET KAUR MALHOTRA,EC Granted
2814,SIA/UP/MIN/44793/2019,5128,Uttar Pradesh,Moradabad,Moradabad,Date of Submission for EC: 15 Oct 2019 ,Date of Ec Granted : ,Non-Coal Mining,PRADEEP CHAUDHARY,EC Granted
2815,SIA/UP/MIN/45119/2019,5139,Uttar Pradesh,Lucknow,Lucknow,Date of Submission for EC: 19 Oct 2019 ,Date of Ec Granted : 11 Mar 2020,Non-Coal Mining,S. K. BRICK FIELD,EC Granted
2816,SIA/UP/MIN/45222/2019,,Uttar Pradesh,Bagpat,Baraut,Date of Submission for TOR: ,Date of Submission for EC: 21 Oct 2019 ,Non-Coal Mining,MS VIKRAM INT UDHYOG,Delisted
2817,SIA/UP/MIN/58439/2020,6113,Uttar Pradesh,Mirzapur,Chunar,Date of Submission for EC: 08 Dec 2021 ,Date of Ec Granted : 04 Jan 2022,Non-Coal Mining,M/S SATYANARAIAN SINGH CONSTRUCTION PVT. LTD.,EC Granted
2818,SIA/UP/MIN/255263/2022,6919,Uttar Pradesh,Mirzapur,Chunar,Date of Submission for EC: 05 Feb 2022 ,Date of Ec Granted : 06 May 2022,Non-Coal Mining,MALTI DEVI,EC Granted
2819,SIA/UP/MIN/78167/2021,7250-6474,Uttar Pradesh,Jhansi,Jhansi,Date of Submission for EC: 14 Sep 2022 ,Date of Ec Granted : 28 Apr 2023,Non-Coal Mining,SHRIMATI RADHIKA PARECHA,EC Granted
2820,SIA/UP/NCP/30576/2018,4625,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,Date of Submission for EC: 29 Dec 2018 ,Date of Ec Granted : 26 Aug 2019,INFRA-1,OXYGEN BUSINESS PARK PRIVATE LIMITED,EC Granted
