,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/UP/MIN/42984/2019,5056,brick earth mine village makhdoomnagar of chharra ent udyog,CHHARRA ENT UDYOG ALIGARH,EC Granted,EC,
2,2,SIA/UP/MIN/31430/2019,,"“Brick Earth Mining” Project at Gata No. 1570, 2093, 1937?, 1491, 1937?, 1023, 1025, 1029, 1657, 1662, 1690 at Village: Maharajganj Grant, Tehsil: Mankapur, District: Gonda (U.P.), Total Area- 4.7295",LALMANI EET BHATTA,Delisted,EC,
3,3,SIA/UP/MIN/135537/2020,5366,Shri Anirudh Yadav,SHRI ANIRUDH YADAV,EC Granted,EC,
4,4,SIA/UP/MIN/29933/2018,4572,Smt. Deepti Gupta,SMT DEEPTI GUPTA,Delisted,EC,
5,5,SIA/UP/NCP/73365/2018,4435,"Proposed IT/ITES at Plot No.3, Sector-73, Noida, U.P",AIRCON SYSTEMS INDIA PVT LTD,EC Granted,EC,
6,6,SIA/UP/MIN/125438/2019,5257,Lamtori Brick Earth Mining Project,HARI ENT UDHYOG,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
7,7,SIA/UP/MIN/137385/2020,5401,M/s Gawar Construction Limited,M/S GAWAR CONSTRUCTION LTD.,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
8,8,SIA/UP/MIN/164781/2020,5738,"Brick Earth Mining Project at GataNo.-1547, 1585, 1414, 4866, 1557, 1584, 1586, 1802, 1649, 1587, 1679, 1007mi, 1008, 1589, 1591, 1592, 1588, 1593, 1664, 1437, 1380mi, 1447 Village- Rampur Maghila, Tehsil- Tirwa, District- Kannauj, Uttar Pradesh",MS JAI BALAJI BRICK FIELD,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
9,9,SIA/UP/MIN/231920/2021,6622,Building Stone (Sand stone) Mining,SHRI KESHAV NATH TIWARI,EC Granted,EC,
10,10,SIA/UP/NCP/92208/2019,4804,Pradhan Mantri Awas Yojna-2,CHIEF ENGINEER,WithdrawEC,EC,
1,11,SIA/UP/MIN/92141/2019,,"SOIL BRICK MINE
VILLAGE- BADKA(BADAUT),HILWADI (GATA NO.48,325,348,38,37)",MS SHRI SHYAM BHATTA CO,Delisted,EC,
