,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/HP/MIN/53608/2016,HPSEIAA/2016/502,Jai Ram Stone Mining Project,MINING OF STONE BY SHRI JAI RAM,EC Granted,EC,
1,2,SIA/HP/MIN/49266/2016,HPSEIAA/2016/480,"Mining of Sand, Stone & Bajri from Siul Khad situated in Mauza & Mohal Danoon. Lesse Sh Amar Chand Prop. M/s A.C. Stone Crusher",MS A C STONE CRUSHER,WithdrawEC,EC,
2,3,SIA/HP/MIN/38035/2019,HPSEIAA/2020/703,Drishti Stone Crusher,"M/S DRISHTI STONE CRUSHER,VILLAGE KARAHAN, P.O. HURLA TEHSIL BHUNTAR  DISTRICT KULLU, HIMACHAL PRADESH",EC Granted,EC,
3,4,SIA/HP/MIN/51794/2016,HPSEIAA/2016/500,M s Rudra Stone Crusher,RUDRA CRUSHER,EC Granted,EC,
4,5,SIA/HP/MIN/67614/2017,SEIAA/2017/554,Gurjant Singh Minor mineral lease,SH. GURJANT SINGH MINOR MINERAL LEASE,EC Granted,EC,
5,6,SIA/HP/MIN/59955/2016,HPSEIAA/2016/534,"MINOR MINERAL (STONE MINING) PROJECT Village: Lahar, P.O: Duhak, Tehsil: Palampur, 
District: Kangra, Himachal Pradesh. 
Area: 1-76-17 Ha, Maximum Proposed Capacity: 44280 TPA",SHANKAR STONE CRUSHER,Delisted,EC,
6,7,SIA/HP/MIN/129751/2019,,Sh. Rahul Pathania & Smt. Seema Devi- Mining Lease Area,SH. RAHUL PATHANIA & SMT. SEEMA DEVI - MINING LEASE AREA,Delisted,EC,
7,8,SIA/HP/MIN/58093/2016,HPSEIAA/2016/516,"Mining of Sand, Stone & Bajri from Swan River situated in Mauza & Mohal Bhalola Proposed by Sh Sanjeev Saini & Sh Yogesh Aeri partner  M/s  Bala Ji Stone Crusher & Screening Plant",MS BALA JI STONE CRUSHER AND SCREENING PLANT,EC Granted,EC,
8,9,SIA/HP/MIN/55639/2016,HPSEIAA/2016/510,"Mining of Sand, Stone & Bajri from Pali Khad, located at Mauza/Mohal Nawan Nagar, Tehsil Nalagarh, District Solan, HP.  Proposed by Sh. Sunil Kumar Garg  Prop. M/s Aggarwal Stone Crusher.",MS AGGARWAL STONE CRUSHER,Delisted,EC,
9,10,SIA/HP/MIN/63345/2017,,Mining of Minor mineral by shri Tej Pal,MINING OF MINOR MINERAL BY SHRI TEJENDER PAL,TransferToDEIAA,EC,
0,11,SIA/HP/MIN/210437/2021,HPSEIAA/2021/837,sand stone and bajri mining project by Sh Balbir Singh,BALBIR SINGH,Delisted,EC,
1,12,SIA/HP/MIN/277472/2022,HPSEIAA/2022/954,"Extraction of Sand For Open Sale From Khasra No. 203/70/1 Measuring 13-00 Bighas (Private Land, Hill Slope ) Falling In Mauza Bawasi, Tehsil Arki & Distt. Solan, Himachal Pradesh",NARESH KUMAR,EC Granted,EC,
2,13,SIA/HP/MIN/67587/2017,SEIAA/2017/553,Raman Kumar Mining Lease Area,RAMAN KUMAR MINING LEASE AREA,EC Granted,EC,
3,14,SIA/HP/MIN/53433/2016,HPSEIAA/2016/483,"M/S Naina Stone Crusher,Mouza Batohli/41 & Padhanu/46 Mining Site",MOHINDER SINGH,EC Granted,EC,
4,15,SIA/HP/MIN/18094/2015,HPSEIAA/2013/167,M/s Sukker stone Crusher,MS SUKKER STONE CRUSHER,EC Granted,EC,
5,16,SIA/HP/MIN/28621/2018,HPSEIAA/2018/589,Sh. Rahul Singh & Sh. Virender Rana-Auctioned Area,SH. RAHUL SINGH & SH. VIRENDER RANA - AUCTIONED AREA,EC Granted,EC,
6,17,SIA/HP/MIN/240685/2021,HPSEIAA/2021/906,SJVNL_Ropa,SJVNL_ROPA,EC Granted,EC,
7,18,SIA/HP/MIN/94949/2019,SEIAA/2019/610,"Mining of Sand, Stone & Bajri from Sarai Nala situated in Mauza Palchan & Mohal Solang. Lesse Sh Pratap Singh Prop. M/s Paras Stone Crusher",SHRI PRATAP SINGH PROP MS PARAS STONE CRUSHER,EC Granted,EC,
8,19,SIA/HP/MIN/422281/2023,HPSEIAA/2023/1077,Sh. Rajinder Singh Auctioned area,RAJINDER SINGH,Pending at PP due to eds,EC,
9,20,SIA/HP/MIN/40291/2019,,BABA FARID INT BHATTA,BABA FARID INTT BHATTA,Delisted,EC,
0,21,SIA/HP/MIN/130834/2019,HPSEIAA/2019/694,"Mining of Sand, Stone & Bajri from Swan River situated in Mauza-Saghnai & Up Mohal – Jeetpur Behri by Sh. Vishvajit Singh Prop. M/s Nanika Stone Crusher","MINING OF SAND, STONE & BAJRI FROM SWAN RIVER SITUATED IN MAUZA-SAGHNAI & UP MOHAL – JEETPUR BEHRI BY SH. VISHVAJIT SINGH PROP. M/S NANIKA STONE CRUSHER",EC Granted,EC,
1,22,SIA/HP/IND/57758/2015,HPSEIAA/2021/833,Expansion of Steel Manufacturing Unit namely “Salsan Steels Pvt. Ltd.”,M/S SALSAN STEELS PVT. LTD.,EC Granted,EC,
2,23,SIA/HP/MIN/416411/2023,HPSEIAA/2022/1035,"Extraction of Stone for falling in Mauza/Mohal Kheel Nadukhar, Tehsil Sunni, District Shimla, Himachal Pradesh by M/s Shri Ram Stone Crusher Partners Shri Saurabh Bassi, Bir Singh, Mohamad Rafi & Smt. Veena Devi",BIR SINGH,EC Granted,EC,
3,24,SIA/HP/MIN/129912/2019,,Sh. Ajay Ohri- Mining Lease Area,SH. AJAY OHRI - MINING LEASE AREA,Delisted,EC,
4,25,SIA/HP/MIN/131682/2019,HPSEIAA/2019/699,Sh. Yogeshwer,SH. YOGESHWER- MINING LEASE AREA,EC Granted,EC,
5,26,SIA/HP/MIN/59023/2020,HPSEIAA/2021/905,"Mining of Stone boulder, Bajri and sand from Giri River Proposed by M/s A.R Crushing Company Partners Sh. Rajesh Garg & Sh. Ashutosh Gupta.","MINING OF STONE BOULDER, BAJRI AND SAND FROM GIRI RIVER PROPOSED BY M/S A.R CRUSHING COMPANY PARTNER: S/SHRI RAJESH GARG & ASHUTOSH GUPTA",EC Granted,EC,
6,27,SIA/HP/MIN/180429/2020,HPSEIAA/2021/826,“Stone Mining Project”,SH.GIRIJA NAND,Delisted,EC,
7,28,SIA/HP/IND2/155943/2020,HPSEIAA/2020/736,"Proposed Expansion of pharmaceutical bulk drugs and intermediates manufacturing unit at village Malku Majra, Tehsil nalagarh, Dist. Solan, Himachal Pradesh by M/s Morepen Laboratories Ltd.",MOREPEN LABORATORIES LIMITED.,EC Granted,EC,
8,29,SIA/HP/MIN/240632/2021,HPSEIAA/2021/908,"Sh. Jitender Singh Guleria Prop. M/s Jitender Stone Crusher at Mauza & Mohal- Tundu & Dadambh, Tehsil- Sahapur, District- Kangra, Himachal Pradesh",SH. JITENDER SINGH GULERIA PROP. M/S JITENDER STONE CRUSHER,Awaiting EC,EC,
9,30,SIA/HP/MIN/60766/2016,,minor mineral mining project for stone mining by shri M.G Mehta,MINOR MINERAL PROJECT FOR MINING OF STONE BY MG MEHTA,TransferToDEIAA,EC,
0,31,SIA/HP/MIN/41104/2019,SEIAA/2019/649,Sand Stone and Bajri Mining Project by Smt Roshani Devi,SAND STONE AND BAJRI MINING PROJECT BY SMT ROSHANI DEVI,EC Granted,EC,
1,32,SIA/HP/MIN/86868/2018,HPSEIAA/2018/599,Sand stone and Bajri Mining project by M/s Bitta Stone Crusher,SAND STONE AND BAJRI MINING PROJECT BY BITTA STONE CRUSHER,EC Granted,EC,
