,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/KL/MIS/142842/2020,1741/EC3/2020/SEIAA,"Jains Marine Bay, Residential Building Project at Ponjikara, Ernakulam",JAIN HOUSING & CONSTRUCTIONS LTD AND SANDEEP MEHTA,EC Granted,EC,
2,2,SIA/KL/MIN/265363/2022,1290/EC2/2019/SEIAA,GRANITE BUILDING STONE QUARRY OF Mr.KUNNUMMAL ALI HAJI,GRANITE BUILDING STONE QUARRY OF MR KUNNUMMAL ALI HAJI,EC Granted,EC,
3,3,SIA/KL/MIN/181434/2020,,Granite Building Stone Quarry of Mr. Abbas Ali K.P,GRANITE BUIDING STONE QUARRY OF MR. ABBAS ALI. K.P,Delisted,EC,
4,4,SIA/KL/MIN/181451/2020,,Bharathapuzha River Basin kadavu 9,BHARATHAPUZHA RIVER BASIN,Delisted,EC,
5,5,SIA/KL/MIN/148361/2020,1641/EC3/2020/SEIAA,Granite Building Stone Quarry of M/s Seas Rock Products,GRANITE BUILDING STONE QUARRY OF M/S SEAS ROCK PRODUCTS,EC Granted,EC,
6,6,SIA/KL/MIN/37393/2019,,Stone Quar,AIDAN GROUP,Under examination of SEIAA - Processed offline,EC,
7,7,SIA/KL/MIN/252014/2022,2071/EC6/2022/SEIAA,LATERITE BUILDING STONE QUARRY OF MR K ABDUL GAFOOR,KARUVADAN ABDULGAFOOR,Rejection Letter Granted,EC,
8,8,SIA/KL/MIN/40921/2019,,Granite Bu,SHRI RAJU CYRIAC,Under examination of SEIAA - Processed offline,EC,
9,9,SIA/KL/MIN/163887/2020,,"The expansion of existing building stone quarry (Minor Mineral) mining project of         M/s Cochin Granites Pulickal Associates is situated at Re-Survey Nos. 283, 282/3-1, 282/3-3pt. of Mazhuvannoor Village & Re Survey Nos. 284/1-2, 284/1-3, 284/2-",COCHIN GRANITES PULICKAL ASSOCIATES,WithdrawEC,EC,
10,10,SIA/KL/MIN/163150/2020,1749/EC1/2020/SEIAA,Granite Building Stone Quarry of Musthafa A,GRANITE BUILDING STONE QUARRY OF MUSTHAFA A,EC Granted,EC,
1,11,SIA/KL/MIN/134824/2020,1729/EC2/2020/SEIAA,GRANITE BUILDING STONE QUARRY OF SAFARULLA K.,GRANITE BUILDING STONE QUARRY OF MR SAFARULLA K,EC Granted,EC,
2,12,SIA/KL/MIN/34121/2019,,Proposed b,HARITHA CONSULTANTS,Under examination of SEIAA - Processed offline,EC,
3,13,SIA/KL/MIN/163594/2020,1756/EC3/2020/SEIAA,GRANITE BUILDING STONE QUARRY OF MR. DINEESH VIJAYAN,GRANITE BUILDING STONE QUARRY OF MR DINEESH VIJAYAN,EC Granted,EC,
4,14,SIA/KL/MIN/186314/2020,,M/s Mariyem Industries,SAJI K ALIAS,Delisted,EC,
5,15,SIA/KL/MIN/126728/2019,1782/EC4/2020/SEIAA,GRANITE AND BUILDING STONE QUARRY OF Mr.RAVI PALERI,GRANITE BUILDING STONE QUARRY OF  RAVI PALERI THRIPRANGOTOOR,Rejection Letter Granted,EC,
6,16,SIA/KL/MIN/126527/2019,1819/EC6/2020/SEIAA,GRANITE BUILDING STONE QUARRY OF Mr.P ABBAS,GRANITE BUILDING STONE QUARRY OF MR.P.ABBAS PULIKKAL,EC Granted,EC,
7,17,SIA/KL/MIN/126475/2019,1724/EC3/2020/SEIAA,Mr Tijo Lalu,TIJOLALU,EC Granted,EC,
8,18,SIA/KL/MIS/142532/2020,1606/EC1/2020/SEIAA,"Medical Devices Park at Life Science Park Thonnakkal, Thiruvananthapuram",KSIDC,EC Granted,EC,
9,19,SIA/KL/MIN/140439/2020,1821/EC3/2020/SEIAA,SAJIMON JOSEPH,SAJIMON JOSEPH,EC Granted,EC,
10,20,SIA/KL/MIN/140556/2020,,SONY GEORGE,SONY GEORGE,Delisted,EC,
1,21,SIA/KL/MIN/191604/2021,1931/EC3/2022/SEIAA,"Granite Building Stone Quarry of M/s Deccan Rocks at Re-Survey Nos. 66/2,66/1,66/3-2,66/3,66/3-1,66/3-4,66/3-5,66/3-7,66/3-3,66/3-6,65/1 of Thalanad Village, Meenachil Taluk, Kottayam District, Kerala, for an area of 3.9736 hectares.",GRANITE BUILDING STONE QUARRY OF M/S DECCAN ROCKS,EC Granted,EC,
2,22,SIA/KL/MIN/229494/2021,2029/EC6/2022/SEIAA,JIMMY JOSE,JIMMY JOSE,Rejection Letter Granted,EC,
3,23,SIA/KL/MIN/36040/2019,1374/EC2/2019/SEIAA,M/s Palametal and Sand Pvt Ltd,MS PALAMETALS AND SAND PVT LTD,Agenda Uploaded by SEAC,EC,
4,24,SIA/KL/MIN/46290/2019,1493/EC1/2019/SEIAA,Laterite B,LATERITE BUILDING STONE QUARRY OF SAMEER ALI,EC Granted,EC,
5,25,SIA/KL/MIN/125220/2019,1512/EC4/2019/SEIAA,Laterite B,LATERITE/BUILDING STONE QUARRY OF MR.SURESH.K,EC Granted,EC,
6,26,SIA/KL/MIN/169050/2020,1785/EC3/2020/SEIAA,ORDINARY EARTH MINING PROJECT OF Mrs ANU J KADAVAN,ORDINARY EARTH MINING PROJECT OF MRS ANU J KADAVAN,EC Granted,EC,
