,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link,Timeline
0,SIA/TG/MIN/46362/2019,SIA/TG/MIN/46362/2019,M/s. Sri Lakshmi Narshima Stone Crusher,Telangana,Jayashankar Bhupalapalli,Malharrao,Date of Submission for EC: 13 Nov 2019 ,Date of Ec Granted : 06 Mar 2020,Non-Coal Mining,M/S. SRI LAKSHMI NARSHIMA STONE  CRUSHER,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/46362/2019&pid=71862,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/46362/2019&type=EC&ID=71862
1,SIA/TG/MIS/130916/2019,SIA/TG/MIS/130916/2019,Vasavi Lake City East,Telangana,Rangareddi,Serilingampalle,Date of Submission for EC: 11 Dec 2019 ,Date of Ec Granted : 17 Jul 2020,INFRA-2,U. VENKATA SASTRY & OTHERS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/130916/2019&pid=79257,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/130916/2019&type=EC&ID=79257
2,SIA/TG/MIN/42966/2019,SIA/TG/MIN/42966/2019,Smt. N. Swarnalatha - Mining of Rough Stone & Road Metal,Telangana,Medchal,Secunderabad,Date of Submission for EC: 16 Sep 2019 ,Date of Ec Granted : 06 Mar 2020,Non-Coal Mining,M/S. SWARNALATHA MINES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/42966/2019&pid=63660,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/42966/2019&type=EC&ID=63660
3,SIA/TG/MIS/161984/2020,SIA/TG/MIS/161984/2020,"K.S.R Homes India Pvt. Ltd.,",Telangana,Medak,Ramchandrapuram,Date of Submission for EC: 04 Jul 2020 ,Date of Ec Granted : 12 Feb 2021,INFRA-2,K.S.R HOMES INDIA PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/161984/2020&pid=115746,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/161984/2020&type=EC&ID=115746
4,SIA/TG/MIS/244705/2021,SIA/TG/MIS/244705/2021,M/s. The My Nest Infra,Telangana,Sangareddy,Ramachandrapuram,Date of Submission for EC: 13 Dec 2021 ,Date of Ec Granted : 15 Feb 2022,INFRA-2,M/S. THE MY NEST INFRA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/244705/2021&pid=194890,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/244705/2021&type=EC&ID=194890
5,SIA/TG/MIS/268677/2022,SIA/TG/MIS/268677/2022,“Super-Speciality Hospital” at Warangal as part of Warangal Health City by Government of Telangana,Telangana,Warangal,Hanamkonda,Date of Submission for EC: 22 Apr 2022 ,Date of Ec Granted : 24 Jun 2022,INFRA-2,PROPOSED SECRETERIAT COMPLEX OF TELANGANA STATE GOVERNMENT,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/268677/2022&pid=202325,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/268677/2022&type=EC&ID=202325
6,SIA/TG/MIN/269387/2022,SIA/TG/MIN/269387/2022,Rough Stone & Road Metal Quarry,Telangana,Yadadri Bhuvanagiri,Pochampalle,Date of Submission for TOR: ,Date of Submission for EC: 25 Apr 2022 ,Non-Coal Mining,M/S. SVN METAL INDUSTRY,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/269387/2022&pid=202507,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/269387/2022&type=EC&ID=202507
7,SIA/TG/MIS/222729/2021,SIA/TG/MIS/222729/2021,M/s. S.K.T Constructions & Developers,Telangana,Bhadradri Kothagudem,Kothagudem,Date of Submission for EC: 02 Aug 2021 ,Date of Ec Granted : 04 Sep 2021,INFRA-2,M/S. S.K.T. CONSTRUCTIONS & DEVELOPERS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/222729/2021&pid=189736,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/222729/2021&type=EC&ID=189736
8,SIA/TG/MIN/175978/2020,SIA/TG/MIN/175978/2020,Sri Chada Narayana Reddy -1.0 ha,Telangana,Mahabubabad,Kesamudram,Date of Submission for EC: 28 Sep 2020 ,Date of Ec Granted : 20 Mar 2021,Non-Coal Mining,SRI CHADA NARAYANA REDDY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/175978/2020&pid=134175,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/175978/2020&type=EC&ID=134175
9,SIA/TG/MIS/178888/2020,SIA/TG/MIS/178888/2020,Canny Forest Edge,Telangana,Medchal Malkajgiri,Qutballapur,Date of Submission for EC: 21 Oct 2020 ,Date of Ec Granted : 20 Mar 2021,INFRA-2,CANNY LIFE SPACES PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/178888/2020&pid=137864,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/178888/2020&type=EC&ID=137864
10,SIA/TG/MIS/126686/2019,SIA/TG/MIS/126686/2019,Sangeet Mall & Multiplex,Telangana,Rangareddi,Basheerabad,Date of Submission for TOR: ,Date of Submission for EC: 22 Nov 2019 ,INFRA-2,K P ADVISORY SERVICES LLP,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/126686/2019&pid=75252,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/126686/2019&type=EC&ID=75252
11,SIA/TG/MIN/131244/2019,SIA/TG/MIN/131244/2019,Gatti Nellikuduru Stone & Metal Quarry Project,Telangana,Nagarkurnool,Telkapalle,Date of Submission for EC: 13 Dec 2019 ,Date of Ec Granted : 21 May 2020,Non-Coal Mining,SRI. KONDAKINDI SAI REDDY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/131244/2019&pid=79336,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/131244/2019&type=EC&ID=79336
12,SIA/TG/IND2/199531/2021,SIA/TG/IND2/199531/2021,"Proposed Establishment of Active Pharmaceutical Ingredients (APIs)  and API Intermediates Manufacturing Unit by M/s. Optimus Drugs Private Limited, Unit-IV",Telangana,Yadadri Bhuvanagiri,Bommalaramaram,Date of Submission for EC: 22 Feb 2021 ,Date of Ec Granted : 08 Apr 2021,Industrial Projects - 2,"M/S. OPTIMUS DRUGS PRIVATE LIMITED, UNIT-IV",EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/IND2/199531/2021&pid=164684,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/199531/2021&type=EC&ID=164684
13,SIA/TG/MIS/196961/2021,SIA/TG/MIS/196961/2021,Vertex Vega by M/s. Vertex Vega Developers LLP & Others,Telangana,Rangareddi,Serilingampalle,Date of Submission for EC: 06 Feb 2021 ,Date of Ec Granted : 27 Mar 2021,INFRA-2,VERTEX VEGA DEVELOPERS LLP & OTHERS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/196961/2021&pid=163010,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/196961/2021&type=EC&ID=163010
14,SIA/TG/MIS/196976/2021,SIA/TG/MIS/196976/2021,Oracle Hyderabad Campus By M/s Oracle India Private Limited,Telangana,Rangareddi,Serilingampalle,Date of Submission for TOR: ,Date of Submission for EC: 06 Feb 2021 ,INFRA-2,ORACLE INDIA PRIVATE LIMITED,WithdrawEC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/196976/2021&pid=163013,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/196976/2021&type=EC&ID=163013
15,SIA/TG/MIN/202939/2021,SIA/TG/MIN/202939/2021,M/s.S.R.Granites,Telangana,Nalgonda,Mothey,Date of Submission for EC: 10 Mar 2021 ,Date of Ec Granted : 23 Apr 2021,Non-Coal Mining,M/S.S.R.GRANITES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/202939/2021&pid=172486,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/202939/2021&type=EC&ID=172486
16,SIA/TG/MIS/224955/2021,SIA/TG/MIS/224955/2021,"EC for the Existing IT Campus of Virtusa Consulting Services Private Limited, Survey No: 115/Part, Plot No: 10, TSIIC Limited, SEZ, Nanakramguda village, Serilingampally Mandal, Gachibowli, Hyderabad, Rangareddi District, Telangana State.",Telangana,Rangareddi,Serilingampalle,Date of Submission for EC: 19 Aug 2021 ,Date of Ec Granted : 24 Mar 2022,INFRA-2,VIRTUSA CONSULTING SERVICES PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/224955/2021&pid=190211,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/224955/2021&type=EC&ID=190211
17,SIA/TG/MIN/250714/2022,SIA/TG/MIN/250714/2022,SRI BANOTH RAVINDER,Telangana,Khammam,Penuballe,Date of Submission for EC: 09 Jan 2022 ,Date of Ec Granted : 23 May 2022,Non-Coal Mining,SRI BANOTH RAVINDER,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/250714/2022&pid=197639,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/250714/2022&type=EC&ID=197639
18,SIA/TG/IND3/249215/2021,SIA/TG/IND3/249215/2021,API and API Intermediates Manufacturing facility by Dr N Karunakar Reddy and K Ravinder Reddy,Telangana,Kamareddy,Bhiknur,Date of Submission for EC: 31 Dec 2021 ,Date of Ec Granted : 29 Apr 2022,Industrial Projects - 3,APIS AND API INTERMEDIATES MANUFACTURING FACILITY BY DR. N. KARUNAKAR REDDY AND K. RAVINDER REDDY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/IND3/249215/2021&pid=196228,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND3/249215/2021&type=EC&ID=196228
19,SIA/TG/MIN/270835/2022,SIA/TG/MIN/270835/2022,Sri Durga Enterprises,Telangana,Adilabad,Dandepalle,Date of Submission for EC: 02 May 2022 ,Date of Ec Granted : 27 Sep 2022,Non-Coal Mining, SRI DURGA ENTERPRISES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/270835/2022&pid=202846,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/270835/2022&type=EC&ID=202846
20,SIA/TG/MIS/115252/2019,SIA/TG/MIS/115252/2019,Myscape Properties Private Limited,Telangana,Rangareddi,Rajendranagar,Date of Submission for EC: 22 Aug 2019 ,Date of Ec Granted : 23 Nov 2019,INFRA-2,MYSCAPE PROPERTIES PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/115252/2019&pid=62670,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/115252/2019&type=EC&ID=62670
21,SIA/TG/MIN/41880/2019,SIA/TG/MIN/41880/2019,M/s.FF Enterprises -Quartz & Feldspar,Telangana,Mahbubnagar,Achampet,Date of Submission for EC: 28 Aug 2019 ,Date of Ec Granted : 07 Feb 2020,Non-Coal Mining,FFENTERPRISES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/41880/2019&pid=62919,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/41880/2019&type=EC&ID=62919
22,SIA/TG/MIN/175635/2020,SIA/TG/MIN/175635/2020,"Proposed River Sand Mining Project for mining of ordinary sand over an Extent of 5.00 ha in Edhira village, Venkatapuram Mandal, Mulugu District, Telangana State",Telangana,Mulugu,Venkatapur,Date of Submission for EC: 26 Sep 2020 ,Date of Ec Granted : 02 Feb 2021,Non-Coal Mining,M/S TSMDC LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/175635/2020&pid=134049,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/175635/2020&type=EC&ID=134049
23,SIA/TG/IND2/175792/2020,SIA/TG/IND2/175792/2020,Establish of Active Pharma Ingredients (Bulk Drugs and Intermediates) Manufacturing Unit (10.41 TPD)  by M/s. Chemic laboratories Pvt. Ltd,Telangana,Nalgonda,Chityala,Date of Submission for EC: 27 Sep 2020 ,Date of Ec Granted : 26 Feb 2021,Industrial Projects - 2,M/S CHEMIC LABORATORIES PVT LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/IND2/175792/2020&pid=134116,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/175792/2020&type=EC&ID=134116
24,SIA/TG/MIN/179739/2020,SIA/TG/MIN/179739/2020,J Lavanya Prasad Raju,Telangana,Medak,Jinnaram,Date of Submission for EC: 19 Oct 2020 ,Date of Ec Granted : 20 Mar 2021,Non-Coal Mining,J LAVANYA PRASAD RAJU,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/179739/2020&pid=139027,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/179739/2020&type=EC&ID=139027
25,SIA/TG/MIN/146062/2020,SIA/TG/MIN/146062/2020,M/S. Sri Laxmi Stone Crusher,Telangana,Warangal,Atmakur,Date of Submission for TOR: ,Date of Submission for EC: 05 Mar 2020 ,Non-Coal Mining,SRI  LAXMI STONE CRUSHER,WithdrawEC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/146062/2020&pid=94930,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/146062/2020&type=EC&ID=94930
26,SIA/TG/IND2/165800/2020,,Rudra Labs,Telangana,Sangareddy,Sadasivpet,Date of Submission for TOR: ,Date of Submission for EC: 30 Jul 2020 ,Industrial Projects - 2,M/S RUDRA LABS,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/IND2/165800/2020&pid=121614,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/165800/2020&type=EC&ID=121614
27,SIA/TG/IND2/205991/2021,SIA/TG/IND2/205991/2021,Establishment of Active Pharma Ingredients (Bulk Drugs and Intermediates) Manufacturing Unit of capacity 14.9 TPD by M/s. Sanjeevani Pharma,Telangana,Medak,Nyalkal,Date of Submission for EC: 25 Mar 2021 ,Date of Ec Granted : 26 Apr 2021,Industrial Projects - 2,CELEBRITY DRUGS AND PHARMACEUTICALS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/IND2/205991/2021&pid=175288,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/205991/2021&type=EC&ID=175288
28,SIA/TG/MIS/205816/2021,SIA/TG/MIS/205816/2021,Jubilee Hills Land Mark Projects by M/s Jubilee Hills Land Mark Projects Private Limited,Telangana,Hyderabad,Khairatabad,Date of Submission for EC: 24 Mar 2021 ,Date of Ec Granted : 24 Apr 2021,INFRA-2,JUBILEE HILLS LANDMARK PROJECTS PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/205816/2021&pid=175235,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/205816/2021&type=EC&ID=175235
29,SIA/TG/MIN/273007/2022,SIA/TG/MIN/273007/2022,Sridevi Vignatha Granites,Telangana,Khammam,Khammam (Rural),Date of Submission for EC: 15 May 2022 ,Date of Ec Granted : 14 Jul 2022,Non-Coal Mining,KAMALAKAR PUCHAKAYALA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/273007/2022&pid=203350,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/273007/2022&type=EC&ID=203350
30,SIA/TG/MIS/208735/2021,SIA/TG/MIS/208735/2021,"M/s TNR URBAN LLP.,",Telangana,Rangareddi,Saroornagar,Date of Submission for EC: 10 Apr 2021 ,Date of Ec Granted : 08 Jun 2021,INFRA-2,"M/S TNR URBAN LLP.,",EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/208735/2021&pid=178068,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/208735/2021&type=EC&ID=178068
31,SIA/TG/MIN/208773/2021,SIA/TG/MIN/208773/2021,Sri G Rajeshwar Goud,Telangana,Nizamabad,Makloor,Date of Submission for EC: 10 Apr 2021 ,Date of Ec Granted : 15 Jul 2021,Non-Coal Mining,SRI G RAJESHWARGOUD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/208773/2021&pid=178075,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/208773/2021&type=EC&ID=178075
32,SIA/TG/MIN/252154/2022,SIA/TG/MIN/252154/2022,"2.677 Ha. of White Clay Mine of Sri Sake Shekar,Sy. No. 65/P of Rallapet (V), Rebbena (M), Komurambheem -Asifabad District in T.S.",Telangana,Komarambheem Asifabad,REBBENA,Date of Submission for EC: 18 Jan 2022 ,Date of Ec Granted : 08 Apr 2022,Non-Coal Mining,SRI SAKE SHEKAR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/252154/2022&pid=198036,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/252154/2022&type=EC&ID=198036
33,SIA/TG/MIN/252229/2022,SIA/TG/MIN/252229/2022,M/s. Shiva Stone Crusher – 1.50 Ha,Telangana,Kamareddy,Rajampet,Date of Submission for EC: 20 Jan 2022 ,Date of Ec Granted : 27 Apr 2022,Non-Coal Mining,M/S. SHIVA STONE CRUSHER,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/252229/2022&pid=198055,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/252229/2022&type=EC&ID=198055
34,SIA/TG/MIN/216494/2021,SIA/TG/MIN/216494/2021,"M/s Rank Silicon& Industries Pvt Ltd, Rachaloor Mine",Telangana,Rangareddi,Kandukur,Date of Submission for EC: 23 Jun 2021 ,Date of Ec Granted : 09 Mar 2022,Non-Coal Mining,M/S RANK SILICON & INDUSTRIES PVT LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/216494/2021&pid=188601,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/216494/2021&type=EC&ID=188601
35,SIA/TG/IND2/199788/2021,SIA/TG/IND2/199788/2021,"Proposed Expansion by adding API Production Unit with 1350 TPA Capacity at Sy. No. 203/a1 of Mirzapalle village, Shankarampet (r) mandal, Medak district, Telangana state by M/s Karthikeya Bio&Pharma Project Pvt. Ltd.",Telangana,Medak,Shankarampet (R),Date of Submission for EC: 23 Feb 2021 ,Date of Ec Granted : 03 Apr 2021,Industrial Projects - 2,MS. SRI KARTHIKEYA BIO PHARMA PROJECTS PVT. LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/IND2/199788/2021&pid=165751,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/IND2/199788/2021&type=EC&ID=165751
36,SIA/TG/MIN/148004/2020,SIA/TG/MIN/148004/2020,Proposed Rough Stone and Road Metal Quarry by Sri Yarasingu Srinivasulu,Telangana,Nalgonda,Munagala,Date of Submission for EC: 11 Mar 2020 ,Date of Ec Granted : 19 Dec 2020,Non-Coal Mining,YARASINGU SRINIVASULU,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/148004/2020&pid=95378,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/148004/2020&type=EC&ID=95378
37,SIA/TG/MIS/148118/2020,SIA/TG/MIS/148118/2020,"Content Properties Pvt. Ltd., Developer cum GPA Holder of Ashoka Builders India Pvt. Ltd.",Telangana,Rangareddi,Rajendranagar,Date of Submission for EC: 09 Mar 2020 ,Date of Ec Granted : 02 Dec 2020,INFRA-2,"CONTENT PROPERTIES PVT. LTD., DEVELOPER CUM GPA HOLDER OF ASHOKA BUILDERS INDIA PVT. LTD.",EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/148118/2020&pid=96410,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/148118/2020&type=EC&ID=96410
38,SIA/TG/MIN/187968/2020,SIA/TG/MIN/187968/2020,"M/s. Surya Bhagavan S.C. Labour Contract Co-Operative Society Ltd., Ratnagiri",Telangana,Warangal U,Elkaturthy,Date of Submission for EC: 19 Dec 2020 ,Date of Ec Granted : 27 Mar 2021,Non-Coal Mining,M/S SURYA BHAGAWAN,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/187968/2020&pid=147985,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/187968/2020&type=EC&ID=147985
39,SIA/TG/MIS/212009/2021,SIA/TG/MIS/212009/2021,Vedamsa Infrastructure Private Limited,Telangana,Sangareddy,Patancheru,Date of Submission for EC: 12 May 2021 ,Date of Ec Granted : 24 Jun 2021,INFRA-2,VEDAMSA INFRASTRUCTURE PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/212009/2021&pid=187709,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/212009/2021&type=EC&ID=187709
40,SIA/TG/MIN/173648/2020,SIA/TG/MIN/173648/2020,M/s. Sri Durga Granites,Telangana,Karimnagar,Kothapalle,Date of Submission for EC: 17 Sep 2020 ,Date of Ec Granted : 12 Jan 2021,Non-Coal Mining,M/S SRI DURGA GRANITES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/173648/2020&pid=130497,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/173648/2020&type=EC&ID=130497
41,SIA/TG/MIS/103584/2019,SIA/TG/MIS/103584/2019,Sanjana’s Courtyard,Telangana,Rangareddi,Quthbullapur,Date of Submission for EC: 01 May 2019 ,Date of Ec Granted : 08 Nov 2019,INFRA-2,SANJANA’S COURTYARD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/103584/2019&pid=55194,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/103584/2019&type=EC&ID=55194
42,SIA/TG/MIS/217875/2021,SIA/TG/MIS/217875/2021,Construction of Proposed Mall & Multiplex “Shadnagar Central” By Sri Palabatla Satish Kumar and Seven others,Telangana,Mahbubnagar,Farooqnagar,Date of Submission for EC: 03 Jul 2021 ,Date of Ec Granted : 04 Aug 2021,INFRA-2,SRI. PALABATLA SATISH KUMAR AND SEVEN OTHERS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIS/217875/2021&pid=188901,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIS/217875/2021&type=EC&ID=188901
43,SIA/TG/MIN/137573/2020,SIA/TG/MIN/137573/2020,Proposed Quartzite Quarry of Sri. G. Shyam Sunder Reddy,Telangana,Nalgonda,Thirumalgiri,Date of Submission for EC: 18 Jan 2020 ,Date of Ec Granted : 05 Jun 2020,Non-Coal Mining,G. SHYAM SUNDER REDDY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/137573/2020&pid=85883,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/137573/2020&type=EC&ID=85883
44,SIA/TG/MIN/149480/2020,SIA/TG/MIN/149480/2020,Mosaic Chips Quarry of M/s. G. R. Industries,Telangana,Suryapet,Mattam palle,Date of Submission for EC: 17 Mar 2020 ,Date of Ec Granted : 12 Feb 2021,Non-Coal Mining,G R INDUSTRIES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/149480/2020&pid=99752,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/149480/2020&type=EC&ID=99752
45,SIA/TG/MIN/149542/2020,SIA/TG/MIN/149542/2020,Ms Sushmitha Granites,Telangana,Karimnagar,Chigurumamidi,Date of Submission for EC: 18 Mar 2020 ,Date of Ec Granted : 22 Mar 2021,Non-Coal Mining,M/S. SUSHMITHA GRANITES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/149542/2020&pid=99767,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/149542/2020&type=EC&ID=99767
46,SIA/TG/MIN/149715/2020,SIA/TG/MIN/149715/2020,M/s.ASR Infrastructures,Uttar Pradesh,Shamli,Kairana,Date of Submission for EC: 19 Mar 2020 ,Date of Ec Granted : 17 Sep 2020,Non-Coal Mining,M/S.ASR INFRASTRUCTURES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Telangana&pno=SIA/TG/MIN/149715/2020&pid=99799,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/TG/MIN/149715/2020&type=EC&ID=99799
