,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link,Timeline
677,SIA/JH/MIN/38580/2019,EC/SEIAA/2018-19/2144/2018,CHINO Stone Mine Project,Jharkhand,Giridih,Dumri,Date of Submission for EC: 18 Jul 2019 ,Date of Ec Granted : 23 Sep 2019,Non-Coal Mining,SRI AJAY KUMAR AGRAWAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/38580/2019&pid=57132,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/38580/2019&type=EC&ID=57132
678,SIA/JH/MIN/187675/2020,EC/SEIAA/2016-17/2022/2017,Guru Stone Products,Jharkhand,Pakaur,Hiranpur,Date of Submission for EC: 13 Sep 2021 ,Date of Ec Granted : 31 Oct 2021,Non-Coal Mining,GURU STONE PRODUCTS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/187675/2020&pid=146925,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/187675/2020&type=EC&ID=146925
679,SIA/JH/MIN/190323/2020,EC/SEIAA/2020-21/2290/2020,Khagachua Stone Mine,Jharkhand,Pakaur,Pakuria,Date of Submission for EC: 04 Jan 2021 ,Date of Ec Granted : 15 Jan 2021,Non-Coal Mining,KHAGACHUA STONE MINE OF M/S DINESH STONE WORKS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/190323/2020&pid=153549,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/190323/2020&type=EC&ID=153549
680,SIA/JH/MIN/192999/2021,EC/SEIAA/2020-21/2300/2021,CHANDNA STONE DEPOSIT OF SHRI MADHUSUDAN RAVIDAS,Jharkhand,Pakaur,Pakuria,Date of Submission for EC: 18 Jan 2021 ,Date of Ec Granted : 27 Jan 2021,Non-Coal Mining,CHANDNA STONE DEPOSIT OF SHRI MADHUSUDAN RAVIDAS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/192999/2021&pid=160060,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/192999/2021&type=EC&ID=160060
681,SIA/JH/NCP/68039/2017,EC/SEIAA/2017-18/2040/2017,Environmental clearance for Urban Civic Tower in smart city Ranchi,Jharkhand,Ranchi,Ratu,Date of Submission for TOR: ,Date of Submission for EC: 24 Apr 2018 ,INFRA-1,JUIDCO,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/NCP/68039/2017&pid=38410,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/NCP/68039/2017&type=EC&ID=38410
682,SIA/JH/MIN/78942/2018,EC/SEIAA/2018-19/2084/2018,Pasai to Danre Confluence Sand Mine,Jharkhand,Godda,Poreyahat,Date of Submission for EC: 03 Oct 2018 ,Date of Ec Granted : 14 Feb 2019,Non-Coal Mining,JHARKHAND STATE MINERALS DEVELOPMENT CORPORATION LTD.,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/78942/2018&pid=45709,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/78942/2018&type=EC&ID=45709
683,SIA/JH/MIN/67699/2017,,SIRKOT STONE MINE,Jharkhand,Gumla,Gumla,Date of Submission for TOR: ,Date of Submission for EC: 04 Jan 2018 ,Non-Coal Mining,SIRKOT STONE MINE,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/67699/2017&pid=37271,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/67699/2017&type=EC&ID=37271
684,SIA/JH/MIN/446250/2023,EC/SEIAA/2023-24/2956/2023,Barmasia Stone Mine (Area –3.180 Ha / 7.85 Acre),Jharkhand,,,Date of Submission for EC: 07 Oct 2023 ,Date of Ec Granted : 30 Nov 2023,Non-Coal Mining,SAMID ANSARI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/446250/2023&pid=225732,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/446250/2023&type=EC&ID=225732
685,SIA/JH/MIN/446265/2023,EC/SEIAA/2023-24/2811/2023,Pipaljori Stone Mine (2.467 ha.),Jharkhand,,,Date of Submission for EC: 07 Oct 2023 ,Date of Ec Granted : 01 Dec 2023,Non-Coal Mining,GYAN SINGH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/446265/2023&pid=226166,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/446265/2023&type=EC&ID=226166
686,SIA/JH/MIN/429626/2023,EC/SEIAA/2023-24/2828/2023,Kharkhar Stone Deposit ,Jharkhand,,,Date of Submission for EC: 20 May 2023 ,Date of Ec Granted : 15 Jun 2023,Non-Coal Mining,LARO MEHTA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Jharkhand&pno=SIA/JH/MIN/429626/2023&pid=219846,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/JH/MIN/429626/2023&type=EC&ID=219846
