Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
SIA/HR/INFRA2/407727/2022,SEIAA/HR/2022/271,Haryana,Gurgaon,,Date of Submission for TOR: ,Date of Submission for EC: 23 Nov 2022 ,INFRA-2, LEKH BUILDTECH PRIVATE LIMITED,Agenda Uploaded by SEIAA
SIA/HR/MIS/97199/2019,,,,,Date of Submission for TOR: ,Date of Submission for EC: 23 Dec 2019 ,INFRA-2,SPLENDOR LANDBASE LTD,Delisted
SIA/HR/INFRA2/420712/2023,SEIAA/HR/2023/297,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Mar 2023 ,INFRA-2,M/S STARCITY REALTECH PVT. LTD,Agenda Uploaded by SEIAA
SIA/HR/MIS/31306/2019,,,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Nov 2018 ,INFRA-2,CITRA PROPERTIES LIMITED,Delisted
SIA/HR/NCP/59007/2016,SEIAA/HR/16/292 dated 14.09.2016,Haryana,Rohtak,Rohtak,Date of Submission for EC: 14 Sep 2016 ,Date of Ec Granted : 13 Jun 2017,INFRA-1,ESSEL REALITY PRIVATE LIMITED,EC Granted - Processed offline
SIA/HR/IND1/401180/2022,SEIAA/HR/2022/248,Haryana,Hisar,,Date of Submission for EC: 23 Sep 2022 ,Date of Ec Granted : 17 Nov 2022,Industrial Projects - 1, JINDAL STAINLESS (HISAR) LIMITED,EC Granted
SIA/HR/MIS/112113/2019,SEIAA/HR/19/183 hard copy to be submitted,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 23 Jul 2019 ,Date of Ec Granted : 20 Dec 2019,INFRA-2,KAYO DEVELOPERS PVT LTD,EC Granted - Processed offline
SIA/HR/MIS/55750/2019,SEIAA/HR/19/236 hard copy to be submitted,Haryana,Rewari,Rewari,Date of Submission for EC: 19 Aug 2020 ,Date of Ec Granted : 01 Dec 2020,INFRA-2,B. M. GUPTA DEVELOPERS PVT. LTD.,EC Granted
SIA/HR/NCP/28792/2017,,Haryana,Faridabad,Faridabad,Date of Submission for TOR: ,Date of Submission for EC: 28 Aug 2018 ,INFRA-1,SFG EXPORTS (INDIA) PVT. LTD.,Delisted
SIA/HR/MIS/157057/2020,SEIAA/HR/2020/286 hard copy to be submitted,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 18 Jun 2020 ,Date of Ec Granted : 05 Feb 2021,INFRA-2,M/S STERNAL BUILDCON PRIVATE LIMITED,EC Granted
SIA/HR/MIS/69732/2021,SEIAA/HR/2021/447,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 02 Dec 2021 ,Date of Ec Granted : 07 Apr 2022,INFRA-2,M/S SIGNATURE GLOBAL DEVELOPERS PVT LTD,EC Granted
SIA/HR/INFRA2/422756/2023,SEIAA/HR/2023/323,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Mar 2023 ,INFRA-2, LOON LAND DEVELOPMENT LIMITED,Agenda Uploaded by SEIAA
SIA/HR/IND2/28490/2015,SEIAA/HR/15/242 dated 20.11.2015,Haryana,Panchkula,Panchkula,Date of Submission for EC: 31 Jul 2018 ,Date of Ec Granted : 18 Dec 2019,Industrial Projects - 2,SUNTRIL PHARMACEUTICALS PVT LTD,EC Granted
SIA/HR/MIS/214391/2021,File No. SEIAA/HR/2021/420 has been assign. Hard c,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 07 Jun 2021 ,Date of Ec Granted : 16 Nov 2021,INFRA-2,M/S LEO AGRO PVT. LTD. IN COLLABORATION WITH M/S SATYA TOWNSHIPS PVT. LTD.,EC Granted
SIA/HR/IND2/31058/2017,"SEIAA/HR/19/37

Please submit the hard copy",Haryana,Rewari,Rewari,Date of Submission for TOR: ,Date of Submission for EC: 05 Feb 2019 ,Industrial Projects - 2,INDIAN OIL CORPORATION LIMITED MARKETING DIVISION,Delisted
SIA/HR/MIN/11041/2015,File no. SEIAA/HR/MIN/16/147 dated 21.04.2016.,Haryana,Yamunanagar,Chhachhrauli,Date of Submission for EC: 12 Apr 2016 ,Date of Ec Granted : 27 Jun 2016,Non-Coal Mining,M/S GANGA YAMUNA MINING CO.,EC Granted
SIA/HR/MIS/103936/2019,SEIAA/HR/19/134,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 30 Apr 2019 ,Date of Ec Granted : 30 Aug 2019,INFRA-2,M/S MAXWORTH INFRASTRUCTURE PVT. LTD.,EC Granted
SIA/HR/MIS/112910/2019,SEIAA/HR/19/189 hard copy to be submitted,Haryana,Mewat,Taoru,Date of Submission for EC: 30 Jul 2019 ,Date of Ec Granted : 06 Nov 2019,INFRA-2,SH MAHIPAL SINGH AND OTHERS,EC Granted
SIA/HR/MIS/217300/2021,,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 29 Jun 2021 ,INFRA-2,M/S STERNAL BUILDCON PVT LTD,WithdrawEC
SIA/HR/MIN/421906/2023,SEIAA/HR/2022/259,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 20 Mar 2023 ,Non-Coal Mining, HARYANA STATE INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,Deferred by SEAC
SIA/HR/MIS/106795/2019,SEIAA/HR/19/158,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 30 May 2019 ,Date of Ec Granted : 30 Aug 2019,INFRA-2,SS GROUP PVT. LTD.,EC Granted
SIA/HR/MIS/230986/2021,SEIAA/HR/2022/503,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 30 Dec 2021 ,Date of Ec Granted : 29 Jan 2022,INFRA-2,M/S LALWANI BROTHERS BUILDCON LLP IN COLLABORATION WITH STERNAL BUILDCON PVT. LTD.,EC Granted
SIA/HR/MIS/260906/2022,SEIAA/HR/2022/135,Haryana,Faridabad,Faridabad,Date of Submission for EC: 09 Mar 2022 ,Date of Ec Granted : 30 Jul 2022,INFRA-2, AMOLIK RESIDENCY LLP,EC Granted
SIA/HR/INFRA2/402541/2022,SEIAA/HR/2022/253,Haryana,Gurgaon,,Date of Submission for EC: 17 Oct 2022 ,Date of Ec Granted : 05 Dec 2022,INFRA-2, FAITH BUILDTECH PRIVATE LIMITED,EC Granted
SIA/HR/INFRA2/426679/2023,,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 06 May 2023 ,INFRA-2,M/S PATHEYA,Request for withdraw
SIA/HR/MIS/72460/2022,SEIAA/HR/2022/149,Haryana,Faridabad,Faridabad,Date of Submission for TOR: ,Date of Submission for EC: 02 Apr 2022 ,INFRA-2, OMAXE WORLD STREET PRIVATE LIMITED,Deferred by SEAC
SIA/HR/MIS/215355/2021,File No. SEIAA/HR/2021/432 has been assigned. Hard,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 01 Jul 2021 ,INFRA-2,M/S VSR INFRATECH PVT LTD,Rejection Letter Granted
SIA/HR/NCP/53080/2010,SEIAA/HR/2020/270. ToR Letter issued SEIAA(125)/HR,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 08 Jan 2021 ,Date of Ec Granted : 13 Jul 2021,INFRA-2,M/S DASHMESH EDUCATIONAL CHARITABLE TRUST,EC Granted
SIA/HR/NCP/28200/2018,SEIAA/HR/18/ 401 dated 09.04.2018.,Haryana,Sonipat,Sonipat,Date of Submission for EC: 12 Jul 2018 ,Date of Ec Granted : 06 Sep 2019,INFRA-1,JAI KRISHNA ARTEC JV,EC Granted - Processed offline
SIA/HR/NCP/21624/2017,SEIAA/HR/17/344 dated 01.09.2017,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 12 Jan 2018 ,Date of Ec Granted : 04 Apr 2018,INFRA-1,GODREJ REAL VIEW DEVELOPERS PVT. LTD.,EC Granted
SIA/HR/MIS/244454/2021,SEIAA/HR/2021/496,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 20 Dec 2021 ,Date of Ec Granted : 29 Jan 2022,INFRA-2,M/S DLF UTILITIES LIMITED,EC Granted
SIA/HR/NCP/68162/2017,,Haryana,Rewari,Rewari,Date of Submission for TOR: ,Date of Submission for EC: 08 Sep 2017 ,INFRA-1,MG HOUSING PVT. LTD.,Delisted
SIA/HR/MIS/31316/2019,,,,,Date of Submission for TOR: ,Date of Submission for EC: 20 Dec 2018 ,INFRA-2,LAVISH BUILTMART PVT LTD,Delisted
SIA/HR/MIS/31326/2019,,,,,Date of Submission for TOR: ,Date of Submission for EC: 10 Jan 2019 ,INFRA-2,FUTURE RETAIL DESTINATION,Delisted
SIA/HR/MIS/110154/2019,SEIAA/HR/19/178,Haryana,Gurgaon,Sohna,Date of Submission for TOR: ,Date of Submission for EC: 05 Jul 2019 ,INFRA-2,M/S LION INFRADEVELOPERS LLP,Delisted
SIA/HR/MIS/163277/2020,SEIAA/HR/2020/297,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 27 Jul 2020 ,Date of Ec Granted : 02 Nov 2020,INFRA-2,AGGARWAL DEVELOPERS PVT. LTD.,EC Granted
SIA/HR/IND2/169928/2020,SEIAA/HR/2020/327,Haryana,Hisar,Hisar,Date of Submission for TOR: ,Date of Submission for EC: 12 Jan 2021 ,Industrial Projects - 2,M/S NUTRILEY PHARMACEUTICALS PVT. LTD.,Rejection Letter Granted
SIA/HR/MIS/217368/2021,,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 29 Jun 2021 ,INFRA-2,M/S SIGNATURE INFRABUILD PRIVATE LIMITED,WithdrawEC
SIA/HR/MIN/17135/2016,"File No- SEIAA/HR/MIN/16/142
Dated-27/09/2016",Haryana,Yamunanagar,Jagadhri,Date of Submission for EC: 02 Sep 2016 ,Date of Ec Granted : 09 Mar 2017,Non-Coal Mining,MS ELITE MINING CORPORATION,EC Granted
SIA/HR/MIS/243994/2021,SEIAA/HR/2022/140,Haryana,Kurukshetra,Shahbad,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,INFRA-2,M/S RISING SUN WAREHOUSING,Rejection Letter Granted
SIA/HR/NCP/68482/2017,SEIAA/HR/17/ 352  dated 26.09.2017,Haryana,Jhajjar,Bahadurgarh,Date of Submission for EC: 26 Sep 2017 ,Date of Ec Granted : 04 Apr 2018,INFRA-1,HL RESIDENCY,EC Granted - Processed offline
SIA/HR/IND2/176576/2020,SEIAA/HR/2020/322 hard copy to be submitted,Haryana,Panipat,Israna,Date of Submission for EC: 25 Nov 2020 ,Date of Ec Granted : 29 Jul 2021,Industrial Projects - 2,M/S ARMN PHARMACEUTICAL INDIA PRIVATE LIMITED,EC Granted
SIA/HR/NCP/72488/2018,SEIAA/HR/18/386 dated 02.02.2018. Please submit th,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 25 Jan 2018 ,Date of Ec Granted : 20 Aug 2018,INFRA-1,MONIKA INFRASTRUCTURE PVT LTD,EC Granted - Processed offline
SIA/HR/MIS/193571/2021,SEIAA/HR/2020/362 hard copy to be submitted,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 05 Feb 2021 ,Date of Ec Granted : 08 Jul 2021,INFRA-2,M/S EMAAR INDIA LIMITED,EC Granted
SIA/HR/INFRA2/426058/2023,,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 14 Apr 2023 ,INFRA-2, MRG CASTLE REALITY LLP,Query raised by SEIAA and pending at PP
SIA/HR/MIS/38652/2017,SEIAA/HR/19/182 hard copy to be submitted,Haryana,Jhajjar,Jhajjar,Date of Submission for EC: 18 Jul 2019 ,Date of Ec Granted : 20 Dec 2019,INFRA-2,MODEL ECONOMIC TOWNSHIP LIMITED  FORMERLY KNOWN AS RELIANCE HARYANA SEZ LIMITED,EC Granted - Processed offline
SIA/HR/MIS/104031/2019,,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 01 May 2019 ,INFRA-2,TITAN INFRACON LLP,Delisted
SIA/HR/MIS/123568/2019,SEIAA/HR/19/220 hard copy to be submitted,Haryana,Jhajjar,Jhajjar,Date of Submission for EC: 30 Oct 2019 ,Date of Ec Granted : 06 Feb 2020,INFRA-2,GRAAS WAREHOUSING CORPORATION,EC Granted
SIA/HR/INFRA2/413213/2023,SEIAA/HR/2023/304,Haryana,,,Date of Submission for EC: 24 Jan 2023 ,Date of Ec Granted : 10 Apr 2023,INFRA-2, SILVER X PROJECTS INDIA PRIVATE LIMITED,EC Granted
SIA/HR/NCP/28478/2017,SEIAA/HR/VIO/18/21 dated 23.04.2018.,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 30 Jul 2018 ,INFRA-1,SPAZE TOWERS PVT LTD,Delisted
SIA/HR/MIN/57854/2016,SEIAA/HR/MIN/16/165 dated 16.09.2016,Haryana,Bhiwani,Tosham,Date of Submission for EC: 06 Sep 2016 ,Date of Ec Granted : 31 Jan 2017,Non-Coal Mining,JOGINDER ENTERPRISES,EC Granted - Processed offline
SIA/HR/MIS/58960/2016,file no. SEIAA/HR/16/304 dated 21.11.2016,Haryana,Panchkula,Panchkula,Date of Submission for EC: 12 Sep 2016 ,Date of Ec Granted : 13 Dec 2019,INFRA-2,ESSKAY HYGIENIC SERVICES,EC Granted - Processed offline
SIA/HR/MIS/282145/2022,SEIAA/HR/2022/227,Haryana,Jhajjar,Jhajjar,Date of Submission for TOR: ,Date of Submission for EC: 18 Jul 2022 ,INFRA-2,SH. JAGAT SINGH & OTHERS,Rejection Letter Granted
SIA/HR/INFRA2/402959/2022,SEIAA/HR/2022/207,Haryana,Gurgaon,,Date of Submission for EC: 12 Oct 2022 ,Date of Ec Granted : 05 Apr 2023,INFRA-2, KRISUMI CORPORATION PRIVATE LIMITED,EC Granted
SIA/HR/INFRA2/424563/2023,,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 03 Apr 2023 ,INFRA-2,MUNICIPAL COUNCIL PALWAL HARYANA,Query raised by SEIAA and pending at PP
SIA/HR/MIS/233526/2021,SEIAA/HR/2022/144,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,INFRA-2,M/S VALUE BUILDCON PVT LTD,Agenda Uploaded by SEAC
SIA/HR/INFRA2/400853/2022,SEIAA/HR/2022/246,Haryana,Jhajjar,,Date of Submission for TOR: ,Date of Submission for EC: 21 Sep 2022 ,INFRA-2, PALRA ESTATE PRIVATE LIMITED,Rejection Letter Granted
SIA/HR/MIS/124845/2019,SEIAA/HR/2020/253 hard copy to be submitted,Haryana,Gurgaon,Sohna,Date of Submission for EC: 31 Jan 2020 ,Date of Ec Granted : 20 Oct 2020,INFRA-2,M/S NAVI ESTATES LLP,EC Granted
SIA/HR/MIS/1944/2014,,Haryana,Jhajjar,Bahadurgarh,Date of Submission for TOR: ,Date of Submission for EC: 09 Sep 2015 ,INFRA-2,HARYANA STATE INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,Delisted
SIA/HR/NCP/94853/2019,"SEIAA/HR/19/43

Hard copy to be submitted",Haryana,Jhajjar,Jhajjar,Date of Submission for EC: 07 Feb 2019 ,Date of Ec Granted : 03 May 2019,INFRA-1,M/S ALL CARGO INLAND PARK PVT. LTD.,EC Granted
SIA/HR/INFRA2/427293/2023,SEIAA/HR/2023/337,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 28 Apr 2023 ,INFRA-2, ADVANCE INDIA PROJECTS LIMITED,Agenda Uploaded by SEAC
SIA/HR/MIS/183397/2020,SEIAA/HR/2020/341 hard copy to be submitted,Haryana,Jhajjar,Jhajjar,Date of Submission for EC: 13 Nov 2020 ,Date of Ec Granted : 28 Jan 2021,INFRA-2,P.R.J. WAREHOUSING PRIVATE LIMITED,EC Granted
SIA/HR/NCP/65159/2017,,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 03 Jun 2017 ,INFRA-1,MARCONI INFRATECH PRIVATE LIMITED,Delisted
SIA/HR/MIS/80813/2021,SEIAA/HR/2022/226,,,,Date of Submission for TOR: ,Date of Submission for EC: 16 Jul 2022 ,INFRA-2, TDI INFRATECH LIMITED,Agenda Uploaded by SEIAA
SIA/HR/MIS/214414/2021,File No. SEIAA/HR/2021/426 has been assigned,Haryana,Gurgaon,Manesar,Date of Submission for EC: 18 Jun 2021 ,Date of Ec Granted : 03 Dec 2021,INFRA-2,M/S MEGA INFRATECH PVT. LTD.,EC Granted
SIA/HR/MIS/222175/2021,file No SEIAA/HR/2021/451 has been assigned. Hard ,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 10 Aug 2021 ,INFRA-2,M/S ORIENTAL SOUTH DELHI PVT LTD,Rejection Letter Granted
SIA/HR/NCP/31067/2018,,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: 24 Jan 2020,Date of Submission for EC: 05 Feb 2019 ,INFRA-1,M/S DLF CYBER CITY DEVELOPERS LIMITED,Under examination of SEIAA after SEAC
SIA/HR/MIS/31993/2015,Hard copy of application already submitted is with,Haryana,Gurgaon,Sohna,Date of Submission for EC: 17 Dec 2015 ,Date of Ec Granted : 16 Sep 2016,INFRA-2,SUNRAYS HEIGHTS PVT LTD,EC Granted
SIA/HR/NCP/63694/2017,File no. SEIAA/HR/17/325 dated 07.04.2017,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 03 Apr 2017 ,Date of Ec Granted : 21 Aug 2017,INFRA-1,SIGNATURE GLOBAL INDIA PRIVATE LIMITED,EC Granted
SIA/HR/MIN/11060/2015,File no. SEIAA/HR/MIN/16/149 dated 21.04.2016.,Haryana,Yamunanagar,Jagadhri,Date of Submission for EC: 13 Apr 2016 ,Date of Ec Granted : 27 Jun 2016,Non-Coal Mining,M/S. DEVELOPEMENT STRATEGIES INDIA PRIVATE LIMITED,EC Granted
SIA/HR/MIS/178569/2020,SEIAA/HR/2020/338 hard copy to be submitted,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 05 Nov 2020 ,Date of Ec Granted : 11 Jan 2021,INFRA-2,M/S DLF LIMITED  & OTHERS,EC Granted
SIA/HR/INFRA2/422779/2023,SEIAA/HR/2023/326,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 22 Mar 2023 ,INFRA-2, BNB BUILDERS PRIVATE LIMITED,Deferred by SEAC
SIA/HR/IND1/423214/2023,,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 03 Apr 2023 ,Industrial Projects - 1, PROMPT ENTERPRISES PRIVATE LIMITED,WithdrawEC
SIA/HR/MIS/146978/2020,SEIAA/HR/19/264 hard copy to be submitted,Haryana,Mewat,Taoru,Date of Submission for EC: 04 Mar 2020 ,Date of Ec Granted : 02 Nov 2020,INFRA-2,M/S OUTRANK LOGISTIC PARK LLP,EC Granted
SIA/HR/MIS/164499/2020,SEIAA/HR/2020/307 hard copy to be submitted,Haryana,Jhajjar,Jhajjar,Date of Submission for EC: 20 Aug 2020 ,Date of Ec Granted : 01 Feb 2021,INFRA-2,DADRI TOE WAREHOUSING PVT. LTD.,EC Granted
SIA/HR/NCP/21387/2017,SEIAA/HR/17/346 dated 12.09.2017,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 18 Dec 2017 ,Date of Ec Granted : 04 Apr 2018,INFRA-1,M/S AMBIENCE DEVELOPERS & INFRASTRUCTURES PVT. LTD.,EC Granted
SIA/HR/NCP/51995/2016,File no. SEIAA/HR/16/278 dated 17.06.2016.,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 01 Jun 2016 ,Date of Ec Granted : 27 Sep 2016,INFRA-1,SNOWDROP BUILDTECH PVT LTD,EC Granted
SIA/HR/MIS/105077/2019,SEIAA/HR/19/153,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 15 May 2019 ,Date of Ec Granted : 06 Sep 2019,INFRA-2,SUNSAT INFOTECH PVT LTD,EC Granted
SIA/HR/NCP/60461/2016,File no. SEIAA/HR/16/310 dated 23.12.2016.,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 09 Dec 2016 ,Date of Ec Granted : 18 May 2017,INFRA-1,M/S FOREVER BUILDTECH PRIVATE LIMITED,EC Granted - Processed offline
SIA/HR/MIS/202703/2021,SEIAA/HR/2021/384 hard copy to be submitted,Haryana,Gurgaon,Manesar,Date of Submission for EC: 09 Mar 2021 ,Date of Ec Granted : 29 Jan 2022,INFRA-2,M/S ISH REALTORS PRIVATE LIMITED,EC Granted
SIA/HR/MIS/240332/2021,SEIAA/HR/2021/498,Haryana,Palwal,Hodal,Date of Submission for EC: 16 Dec 2021 ,Date of Ec Granted : 30 Jul 2022,INFRA-2,M/S TOPLINE LOGISTICS PARK PRIVATE LIMITED,EC Granted
SIA/HR/MIS/174884/2020,SEIAA/HR/2020/325 hard copy to be submitted,Haryana,Panipat,Panipat,Date of Submission for EC: 28 Sep 2020 ,Date of Ec Granted : 11 Jan 2021,INFRA-2,M/S HERMAN PROPERTIES PVT. LTD.,EC Granted
SIA/HR/MIS/31386/2019,21-115/2018-IA-III,,,,Date of Submission for TOR: ,Date of Submission for EC: 24 Oct 2018 ,INFRA-2,FAITH BUILDTECH PVT LTD,Delisted
SIA/HR/NCP/66995/2017,SEIAA/HR/17/342        dated 01.09.2017,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 22 Aug 2017 ,Date of Ec Granted : 13 Jul 2018,INFRA-1,MAXWORTH INFRASTRUCTURE PVT LTD,EC Granted - Processed offline
SIA/HR/INFRA2/403099/2022,SEIAA/HR/2022/268,Haryana,Faridabad,,Date of Submission for EC: 17 Nov 2022 ,Date of Ec Granted : 09 Feb 2023,INFRA-2, KAJARIA CERAMICS LIMITED,EC Granted
SIA/HR/IND2/404530/2022,SEIAA/HR/2022/260,Haryana,Panipat,,Date of Submission for TOR: ,Date of Submission for EC: 29 Oct 2022 ,Industrial Projects - 2,PANIPAT COOPERATIVE SUGAR MILLS LIMITED,Agenda Uploaded by SEAC
SIA/HR/NCP/19347/2016,SEIAA/HR/16/299 dated 24.10.2016,Haryana,Gurgaon,Manesar,Date of Submission for EC: 11 May 2017 ,Date of Ec Granted : 30 Nov 2017,INFRA-1,RAHEJA DEVELOPERS LTD.,EC Granted
SIA/HR/MIS/215758/2021,File No. SEIAA/HR/2021/427 has been assigned. Hard,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 19 Jun 2021 ,Date of Ec Granted : 17 Nov 2021,INFRA-2,M/S MILLENNIUM DIPLOMATS PVT LTD,EC Granted
SIA/HR/MIS/201002/2021,SEIAA/HR/2021/376 hard copy to be submitted,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 04 Mar 2021 ,Date of Ec Granted : 22 Nov 2021,INFRA-2,SIGNATURE INFRABUILD PRIVATE LTD,EC Granted
SIA/HR/MIS/283582/2022,,Haryana,Faridabad,Faridabad,Date of Submission for TOR: ,Date of Submission for EC: 15 Jul 2022 ,INFRA-2," PIYUSH HEIGHTS RESIDENTS WELFARE ASSOCIATION, SECTOR 89, FARIDABAD",Delisted
SIA/HR/MIS/284919/2022,SEIAA/HR/2022/231,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 25 Jul 2022 ,INFRA-2,M/S SIGNATURE INFRABUILD PRIVATE LIMITED,WithdrawEC
SIA/HR/NCP/75869/2018,,Haryana,Gurgaon,Sohna,Date of Submission for TOR: ,Date of Submission for EC: 19 Jul 2018 ,INFRA-1,FAITH BUILDTECH PVT LTD,Delisted
SIA/HR/NCP/73004/2018,,Haryana,Gurgaon,Gurgaon,Date of Submission for TOR: ,Date of Submission for EC: 15 Feb 2018 ,INFRA-1,TATA HOUSING DEVELOPMENT COMPANY LTD,Delisted
SIA/HR/NCP/1303/2015,,Haryana,Hisar,Hisar,Date of Submission for TOR: ,Date of Submission for EC: 20 Aug 2015 ,INFRA-1,HARYANA URBAN DEVELOPMENT AUTHORITY DIVISION NO II,Delisted
SIA/HR/MIN/428153/2023,SEIAA/HR/2023/321,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 05 May 2023 ,Non-Coal Mining, KAWALJEET SINGH BATRA,Agenda Uploaded by SEAC
SIA/HR/MIS/100853/2019,"SEIAA/HR/19/132

Hard copy to be submitted",Haryana,Jhajjar,Jhajjar,Date of Submission for EC: 30 Apr 2019 ,Date of Ec Granted : 16 Jul 2019,INFRA-2,ALL CARGO MULTIMODEL PVT LTD,EC Granted
SIA/HR/MIS/43960/2019,SEIAA/HR/19/147. TOR has been approved by SEIAA on,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 30 Sep 2019 ,Date of Ec Granted : 03 Jun 2020,INFRA-2,AADARSHINI REAL ESTATE DEVELOPERS PVT. LTD.,EC Granted
SIA/HR/MIS/34510/2018,SEIAA/HR/19/90 EIA report to be submitted in Hard ,Haryana,Mahendragarh,Narnaul,Date of Submission for EC: 23 Apr 2019 ,Date of Ec Granted : 11 Sep 2019,INFRA-2,DMIC HARYANA MULTI MODAL LOGISTIC HUB PROJECT LIMITED,EC Granted
SIA/HR/MIS/58956/2020,,Haryana,Rohtak,Rohtak,Date of Submission for TOR: ,Date of Submission for EC: 13 Dec 2021 ,INFRA-2,"HARYANA SHAHARI VIKAS PRADHIKARAN, ROHTAK",Delisted
SIA/HR/INFRA2/402238/2022,,Haryana,Faridabad,,Date of Submission for TOR: ,Date of Submission for EC: 29 Oct 2022 ,INFRA-2,APEEJAY GLOBAL INDUSTRIAL AND LOGISTIC PARK,Query raised by SEIAA and pending at PP
SIA/HR/INFRA2/402082/2022,,Haryana,Gurgaon,,Date of Submission for TOR: ,Date of Submission for EC: 08 Oct 2022 ,INFRA-2,PRAVIN KUMAR,Query raised by SEIAA and pending at PP
SIA/HR/MIS/169777/2020,SEIAA/HR/2020/334 hard copy to be submitted,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 02 Nov 2020 ,Date of Ec Granted : 09 Apr 2021,INFRA-2,IMPERIA STRUCTURES LIMITED,EC Granted
SIA/HR/NCP/51193/2016,SEIAA/HR/16/302,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 28 Sep 2016 ,Date of Ec Granted : 24 Oct 2017,INFRA-1,S S GROUP,EC Granted
SIA/HR/MIS/76007/2022,SEIAA/HR/2022/189,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 21 Jul 2022 ,Date of Ec Granted : 13 Oct 2022,INFRA-2,MAPSKO BUILDERS PVT. LTD.,EC Granted
SIA/HR/INFRA2/427885/2023,SEIAA/HR/2023/339,Haryana,,,Date of Submission for TOR: ,Date of Submission for EC: 04 May 2023 ,INFRA-2, AMOLIK PARK LLP,Agenda Uploaded by SEAC
SIA/HR/MIS/106187/2019,SEIAA/HR/19/172 hard copy to be submitted,Haryana,Gurgaon,Gurgaon,Date of Submission for EC: 26 Jun 2019 ,Date of Ec Granted : 10 Oct 2019,INFRA-2,BARMALT INDIA PRIVATE LIMITED,EC Granted - Processed offline
SIA/HR/MIS/183247/2020,,Haryana,Jhajjar,Jhajjar,Date of Submission for TOR: ,Date of Submission for EC: 13 Nov 2020 ,INFRA-2,P.R.J. WAREHOUSING PRIVATE LIMITED,WithdrawEC
SIA/HR/MIN/16141/2015,SEIAA/HR/MIN/16/160 dated 23.06.2016,Haryana,Yamunanagar,Jagadhri,Date of Submission for EC: 17 Jun 2016 ,Date of Ec Granted : 15 Sep 2016,Non-Coal Mining,P S BUILDTECH,EC Granted
SIA/HR/MIS/10656/2008,,Haryana,Gurgaon,Manesar,Date of Submission for TOR: ,Date of Submission for EC: 11 Mar 2016 ,INFRA-2,Haryana State Industrial & Infrastructure Development Co. Ltd.,Delisted
