pc11_district_id,pc11_state_id,vcf_min,vcf_max,vcf_mean,vcf_num_cells,year
020,01,0.0,79.0,24.014489819527995,69152,2012
020,01,0.0,84.0,26.912511568718188,69152,2013
020,01,0.0,85.0,24.98877834335956,69152,2014
020,01,0.0,88.0,28.818689264229523,69152,2015
020,01,0.0,78.0,26.72034069875058,69152,2016
020,01,0.0,83.0,25.00255957889866,69152,2017
020,01,0.0,79.0,28.1658954187876,69152,2018
020,01,0.0,83.0,28.77803968070338,69152,2019
020,01,1.0,76.0,28.79792341508561,69152,2020
021,01,0.0,45.0,10.111249733059086,88971,2001
021,01,0.0,48.0,11.166537411066528,88971,2002
021,01,1.0,62.0,12.458553910824875,88971,2003
021,01,0.0,57.0,11.278124332647716,88971,2004
021,01,1.0,53.0,10.932933202953771,88971,2005
021,01,0.0,59.0,14.844342538579989,88971,2006
021,01,0.0,54.0,11.885187308224028,88971,2007
021,01,0.0,49.0,13.320284137527958,88971,2008
021,01,1.0,43.0,8.91946814130447,88971,2009
021,01,1.0,42.0,9.8020366186735,88971,2010
021,01,1.0,59.0,11.332231850827798,88971,2011
021,01,0.0,54.0,12.10117903586562,88971,2012
021,01,1.0,61.0,16.461543649054185,88971,2013
021,01,0.0,53.0,13.868901102606468,88971,2014
021,01,0.0,53.0,13.06779737217745,88971,2015
021,01,0.0,53.0,12.931247260343255,88971,2016
021,01,0.0,49.0,13.938923919029795,88971,2017
021,01,0.0,46.0,15.92905553494959,88971,2018
021,01,0.0,60.0,17.044025581369212,88971,2019
021,01,1.0,57.0,19.295186071866112,88971,2020
022,01,0.0,40.0,8.697401560292402,32558,2001
022,01,0.0,46.0,8.903526015111494,32558,2002
022,01,0.0,47.0,9.533232999569998,32558,2003
022,01,0.0,45.0,8.805639167025001,32558,2004
022,01,1.0,44.0,8.960409116039068,32558,2005
022,01,0.0,52.0,12.38672522882241,32558,2006
022,01,1.0,49.0,10.305731310277045,32558,2007
022,01,0.0,45.0,10.95497266416856,32558,2008
022,01,1.0,43.0,7.678327907119602,32558,2009
022,01,0.0,31.0,8.034584433933288,32558,2010
022,01,0.0,50.0,9.451348362921555,32558,2011
022,01,0.0,45.0,10.11745193193685,32558,2012
022,01,1.0,50.0,14.395048835923582,32558,2013
022,01,0.0,52.0,12.510227900976718,32558,2014
022,01,0.0,46.0,10.771730450273358,32558,2015
022,01,0.0,46.0,11.419221082376067,32558,2016
022,01,0.0,42.0,13.045887339517169,32558,2017
022,01,1.0,47.0,14.533724430247558,32558,2018
022,01,1.0,45.0,15.741876036611586,32558,2019
022,01,1.0,55.0,17.3942195466552,32558,2020
023,02,0.0,88.0,21.88757292271382,210154,2001
023,02,0.0,81.0,21.058062182970584,210154,2002
023,02,0.0,83.0,20.582001770130475,210154,2003
023,02,0.0,84.0,22.882952501498902,210154,2004
023,02,0.0,88.0,24.41329215717997,210154,2005
023,02,0.0,84.0,26.138712563167964,210154,2006
023,02,0.0,81.0,23.09643404360612,210154,2007
023,02,0.0,83.0,23.193353445568487,210154,2008
023,02,0.0,87.0,23.774484425706863,210154,2009
023,02,0.0,86.0,25.116980880687496,210154,2010
023,02,0.0,85.0,22.598713324514403,210154,2011
023,02,0.0,83.0,22.1637751363286,210154,2012
023,02,0.0,86.0,25.25040208608925,210154,2013
023,02,0.0,87.0,23.23889147958164,210154,2014
023,02,0.0,92.0,26.34877280470512,210154,2015
023,02,0.0,81.0,25.31505467419131,210154,2016
023,02,0.0,86.0,25.617980147891547,210154,2017
023,02,0.0,82.0,24.383180905431256,210154,2018
023,02,0.0,82.0,25.50332613226491,210154,2019
023,02,0.0,84.0,26.151855306108853,210154,2020
024,02,0.0,80.0,19.166029754877552,178727,2001
024,02,0.0,77.0,17.26098463019018,178727,2002
024,02,0.0,79.0,19.55694439004739,178727,2003
024,02,0.0,80.0,22.845736794104976,178727,2004
024,02,0.0,81.0,19.53767477773364,178727,2005
024,02,0.0,80.0,26.341313847376167,178727,2006
024,02,0.0,81.0,20.882452007810794,178727,2007
024,02,0.0,81.0,21.665943030431887,178727,2008
024,02,0.0,82.0,22.54856848713401,178727,2009
024,02,0.0,80.0,19.536096952335125,178727,2010
024,02,0.0,82.0,21.463321154610103,178727,2011
024,02,0.0,83.0,19.20704762011336,178727,2012
024,02,0.0,86.0,27.009304693750803,178727,2013
024,02,0.0,88.0,23.94351720780856,178727,2014
024,02,0.0,84.0,24.83056840880225,178727,2015
024,02,0.0,88.0,23.94238699245217,178727,2016
024,02,0.0,86.0,22.453870987595607,178727,2017
024,02,0.0,80.0,25.00795067337336,178727,2018
024,02,0.0,78.0,27.762492516519607,178727,2019
024,02,0.0,82.0,27.744358714687763,178727,2020
025,02,0.0,76.0,2.302797401681399,439515,2001
025,02,0.0,71.0,1.5497309534373116,439515,2002
025,02,0.0,71.0,2.080556977577557,439515,2003
025,02,0.0,73.0,1.6778062182178082,439515,2004
025,02,0.0,77.0,2.741667519879868,439515,2005
025,02,0.0,75.0,2.922284791190289,439515,2006
025,02,0.0,68.0,2.0720908273892813,439515,2007
025,02,0.0,72.0,1.332166137674482,439515,2008
025,02,0.0,76.0,1.6566738336575544,439515,2009
025,02,0.0,80.0,2.832965882848139,439515,2010
025,02,0.0,76.0,2.5468755332582504,439515,2011
025,02,0.0,75.0,2.4876079314699155,439515,2012
025,02,0.0,71.0,2.9839231880595656,439515,2013
025,02,0.0,78.0,2.110954119882143,439515,2014
025,02,0.0,84.0,2.6692968385606863,439515,2015
025,02,0.0,75.0,2.87037302481144,439515,2016
025,02,0.0,78.0,2.7629819232563166,439515,2017
025,02,0.0,76.0,2.607808607214771,439515,2018
025,02,0.0,72.0,2.238635768972617,439515,2019
025,02,0.0,72.0,3.680921015209947,439515,2020
026,02,0.0,87.0,23.77779309790133,174063,2001
026,02,0.0,87.0,22.14654464188253,174063,2002
026,02,0.0,84.0,20.75229658227193,174063,2003
026,02,0.0,83.0,24.390548249771637,174063,2004
026,02,0.0,85.0,25.2189149905494,174063,2005
026,02,0.0,84.0,26.826936224240647,174063,2006
026,02,0.0,84.0,22.665270620407554,174063,2007
026,02,0.0,84.0,24.744006480412263,174063,2008
026,02,0.0,85.0,25.804001999276124,174063,2009
026,02,0.0,82.0,24.699315764981645,174063,2010
026,02,0.0,87.0,21.96386365856041,174063,2011
026,02,0.0,83.0,23.395672831101383,174063,2012
026,02,0.0,89.0,26.371038072422053,174063,2013
026,02,0.0,85.0,25.036814256906982,174063,2014
026,02,0.0,90.0,26.102997190672344,174063,2015
026,02,0.0,87.0,25.857183893188097,174063,2016
026,02,0.0,86.0,25.4613042404187,174063,2017
026,02,0.0,84.0,25.390714856115316,174063,2018
026,02,0.0,80.0,26.618287631489743,174063,2019
026,02,0.0,85.0,27.443598007617933,174063,2020
027,02,1.0,85.0,30.05370724688098,126482,2001
027,02,2.0,83.0,28.164948372100376,126482,2002
027,02,1.0,84.0,26.788199111336,126482,2003
027,02,1.0,79.0,32.71482898752392,126482,2004
027,02,1.0,85.0,30.30318938663209,126482,2005
