,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/AP/MIN/30618/2015,SKM 259 MIN 09 2015,M/S.BAYROCK GRANITES (P) LTD,BAYROCK GRANITES PVT LTD,EC Granted,EC,
1,2,SIA/AP/MIN/37480/2019,AP GNT MIN 06 2019 1023,Sri CH. MANGI REDDY,SRI CH MANGI REDDY,EC Granted - Processed offline,EC,
2,3,SIA/AP/MIN/36072/2015,AP KNL 237 MIN 12 2015,M/s.Vinayaka Granites Existing Black Granite quarry,VINAYAKA GRANITES,TransferToDEIAA,EC,
3,4,SIA/AP/MIN/69674/2017,AP ANT MIN 09 2017 424,J Rajapullaiah -Lessee-Kristipadu Mine,J RAJAPULLAIAH LESSEE KRISTIPADU MINE,EC Granted,EC,
4,5,SIA/AP/MIN/69759/2017,AP PKM MIN 09 2017 434,M/s Marvel Granites,MARVEL GRANITES,EC Granted,EC,
5,6,SIA/AP/MIN/178520/2020,,M/S NV SUBBARAO ROAD METAL -2.226,NV SUBBA RAO &CO -2.226,WithdrawEC,EC,
6,7,SIA/AP/MIN/178546/2020,AP ANT MIN 10 2020 2248,Sri B. Ramanjineyulu,SRI B. RAMANJINEYULU,EC Granted - Processed offline,EC,
7,8,SIA/AP/MIN/178882/2020,AP EG MIN 10 2020 2252,M/s PKR PROJECTS AND ENGINEERS,M/S PKR PROJECTS AND ENGINEERS,Delisted,EC,
8,9,SIA/AP/MIN/179388/2020,AP KNL MIN 11 2020 2277,Sir Muralee Mohan Reddy Lime Kankar/Lime Powder,SIR P.R. MURALEE MOHAN REEDY LIME KANKAR/LIME POWDER QUARRY,EC Granted,EC,
9,10,SIA/AP/MIN/149611/2020,AP KRI MIN  03 2020  1787,M/s Jagadamba Granite Metal Works(Road metal),M/S JAGADAMBA GRANITE METAL WORKS-2.023,EC Granted - Processed offline,EC,
0,11,SIA/AP/MIN/51788/2016,,Smt. G. E. Prabhavathi - 1.0Ha,G E PRABHAVATHI,TransferToDEIAA,EC,
1,12,SIA/AP/MIN/51789/2016,,M/s. Sri Bramarambika Granites-1.34Ha,SRI BRAMARAMBIKA GRANITES,TransferToDEIAA,EC,
2,13,SIA/AP/MIN/51846/2016,,Sri M Venkateswarlu,SRI M VENKATESWARLU,TransferToDEIAA,EC,
3,14,SIA/AP/MIN/73480/2018,AP ANT MIN 03 2018 540,Smt Nageshwaramma-LESSEE [NAGARURU DOLOMITE & CALCITE MINE],SMT NAGESHWARAMMA LESSEE,EC Granted,EC,
4,15,SIA/AP/MIN/73507/2018,AP KDP MIN 03 2018 545,M/s. JAP Natural Stones - 23ha,M/S. JAP NATURAL STONES,EC Granted,EC,
5,16,SIA/AP/MIN/185530/2020,AP  EG  MIN 11 2020 2528,Gravel Quarry of Sri Chitturi Narasimha Swamy,SRI CHITTURI NARASIMHA SWAMY,EC Granted,EC,
6,17,SIA/AP/MIN/185630/2020,AP  GTR  MIN 11 2020 2512,4.820 Ha. of Amaravathi Sand Reach,GUNTUR SAND REACHES,EC Granted - Processed offline,EC,
7,18,SIA/AP/MIN/185737/2020,AP  KDP  MIN 11 2020 2526,M. Yella Reddy -,YELLA REDDY 0.668,EC Granted,EC,
8,19,SIA/AP/MIN/92029/2019,,M/s. Marvic & Company (Road Metal & Building Stone),M/S. MARVIC & COMPANY,WithdrawEC,EC,
9,20,SIA/AP/MIS/20652/2017,AP KRI INF 02 2018 516,"Phase- II Development and extension of training wall of existing Fishery Harbour at Machilipatnam in  Krishna dist., Andhra Pradesh",DEPARTMENT OF FISHERIES,EC Granted,EC,
0,21,SIA/AP/MIN/75437/2018,AP VZN MIN 06 2018 642,M/s.Kishore Granites - 9.290 Ha,KISHORE GRANITES PRIVATE LTD,EC Granted,EC,
1,22,SIA/AP/MIN/31750/2015,,,A SITHA RAMA SWAMY,TransferToDEIAA,EC,
2,23,SIA/AP/MIN/60400/2016,AP PKM MIN 11 2016 242,Proposed Road Metal & Gravel Quarry of Smt. M. Aruna Jyothi,M ARUNA JYOTHI,EC Granted,EC,
3,24,SIA/AP/MIN/148271/2020,AP MIN KRI 05 2020 1824,M/s Sree Lakshmi Constructions (Road Metal & Gravel),M/S SREE LAKSHMI CONSTRUCTIONS-3.321,EC Granted - Processed offline,EC,
4,25,SIA/AP/MIN/134324/2019,AP ANT MIN   12 2019 1570,Sri. G.Balaji,SRI G BALAJI,EC Granted - Processed offline,EC,
5,26,SIA/AP/MIN/40970/2019,AP GNT MIN 08 2019 1099,DIDUGU-2 SAND REACH,THE DEPUTY DIRECTOR OF MINES GUNTUR,EC Granted - Processed offline,EC,
6,27,SIA/AP/MIN/41101/2019,AP ANT MIN 08 2019 1091,Proposed Ordinary Sand Mine in Ajjaiahdoddi Sand Reach,ADMG ANANTAPUR,EC Granted - Processed offline,EC,
7,28,SIA/AP/MIN/41103/2019,AP ANT MIN 08 2019 1093,Proposed Ordinary Sand Mine in Kannepalli Sand Reach - I,ADMG ANANTAPUR,EC Granted - Processed offline,EC,
8,29,SIA/AP/MIN/181050/2020,AP ANT  MIN 10 2020 2296,Mallameedapalli White Quartz Mine,SRI. E. ANJANEYULU,EC Granted,EC,
9,30,SIA/AP/MIN/181507/2020,AP ANT  MIN 11 2020 2252,Govindaiahdoddi Sand Reach,ADMG ANANTAPUR,EC Granted - Processed offline,EC,
0,31,SIA/AP/IND2/169448/2020,AP SKLM IND 11 2020 2354,"Propose Expansion of Active Pharmaceutical Ingredients (APIs) and API Intermediates Manufacturing unit along with 3 MW CPP by M/s. Covalent Laboratories Private Limited, Unit-II",M/S. COVALENT LABORATORIES PRIVATE LIMITED,EC Granted - Processed offline,EC,
1,32,SIA/AP/MIN/37896/2016,AP SKM MIN 01 2016 2,"Colour Granite mine
of  M/s. Femee Exports",MS FEMEE EXPORTS,EC Granted,EC,
2,33,SIA/AP/MIS/19295/2016,AP KRI IND 09 2016 200,Indian Oil Corporation Ltd (IOCL) Facility augmentation at Vijayawada Terminal,INDIAN OIL CORP LTD,EC Granted,EC,
3,34,SIA/AP/MIN/16458/2016,AP NLR MIN 07 2016 154,-1,KOHINORR MINERALS,EC Granted - Processed offline,EC,
4,35,SIA/AP/MIN/126539/2019,AP GNT MIN 11 2019 1431,Sri J. Rama Koteswara Rao,SRI J. RAMA KOTESWARA RAO,EC Granted - Processed offline,EC,
5,36,SIA/AP/MIN/130500/2019,AP ANT MIN  01 2020 1635,M.JAGAN MOHAN REDDY,M. JAGAN MOHAN REDDY  - 4.950 HECT,EC Granted - Processed offline,EC,
6,37,SIA/AP/MIN/153508/2020,AP MIN GNT 05 2020 1837,Ambadipudi-II Sand Reach,ADMG GUNTUR,EC Granted - Processed offline,EC,
7,38,SIA/AP/MIN/30397/2015,CTR 551 MIN 08 2015,Sri D. Naresh 2.0 Ha,D NARESH,EC Granted,EC,
8,39,SIA/AP/MIN/30401/2015,KNL 190 MIN 08 2015,M/s SIDDHAARTHA GRANITES,SIDDHARTHA GRANITES,EC Granted,EC,
9,40,SIA/AP/MIN/30424/2015,AP PKM 305 MIN 09 2015,M/s. Astra Rocks & Minerals Pvt. Ltd  - 5.362 Ha,JUVENTUS NATURAL RESOURCES PVT LTD,EC Granted,EC,
0,41,SIA/AP/MIN/194151/2021,AP KRI MIN 1  2021 2784,Admg Nandigama (Chevitikallu sand reach)),CHEVITIKALLU-4.120HECT,EC Granted,EC,
1,42,SIA/AP/NCP/60066/2019,AP CTR IND 10 2019 1298,Sree Venkateswara Bio Management System,SREE VENKATESWARA BIO MANAGEMENT SYSTEMS,EC Granted,EC,
2,43,SIA/AP/MIN/147649/2020,,Sri Veerasankara Rao (Gravel 1.50 Ac),LAKSHMISETTY VEERASANKARA RAO,Delisted,EC,
3,44,SIA/AP/MIN/161504/2020,,M/S Sri Siva Sai Mines & Minerals (Ext 1.121 Hectares),M/S SRI SIVA SAI MINES & MINERALS,Delisted,EC,
4,45,SIA/AP/MIN/44639/2019,AP GNT MIN 10 2019 1254,munnangi sand reach,ADMG GUNTUR,EC Granted - Processed offline,EC,
5,46,SIA/AP/MIN/44660/2019,AP GNT MIN 10 2019 1330,Sri K.Rama Krishna-1.950 Ha of Lime Stone Quarry,SRI KOPPULA RAMA KRISHNA,EC Granted - Processed offline,EC,
6,47,SIA/AP/MIN/44865/2019,AP CTR MIN 10 2019 1357,Raw Material For M-Sand Quarry,SRI. P. GOWTHAM,EC Granted - Processed offline,EC,
7,48,SIA/AP/MIN/165378/2020,AP MIN  NLR 07 2020 2026,Minagallu-II Sand Reach in Penna river,ADM&G NELLORE -MINAGALLU II SAND REACH,EC Granted - Processed offline,EC,
8,49,SIA/AP/MIN/40355/2018,AP NLR MIN 11 2018 735,M/s Sujith Infra,M/S. SUJITH INFRA,EC Granted - Processed offline,EC,
9,50,SIA/AP/IND2/170438/2020,AP VSP   IND 09 2020 2091,M/s Agrata Lab Private Ltd,M/S. AGRATA LAB PRIVATE LTD,EC Granted,EC,
0,51,SIA/AP/MIN/183578/2020,AP  ANT  MIN 11 2020 2383,Sri Kona Prema Sainath Reddy,SRI KONA PREMA SAINATH REDDY,EC Granted,EC,
1,52,SIA/AP/MIN/82825/2018,AP CTR MIN 11 2018 712,"M/s Spoorthy Infra 
Colour Granite Mine",SPOORTHY INFRA,Delisted,EC,
2,53,SIA/AP/NCP/83119/2018,AP VSP CON 11 2018 716,Fame Horizon Residential Apartments by M/s. Fame Builders,M/S. FAME BUILDERS,Delisted,EC,
3,54,SIA/AP/MIN/184425/2020,AP  KRI  MIN 11 2020 2462,Admg Nandigama (Nandigama-1),ADMG-NANDIGAMA (NANDIGAMA SAND REACH),EC Granted - Processed offline,EC,
4,55,SIA/AP/MIN/184432/2020,AP  EG  MIN 11 2020 2542,Proposed Gravel Mining Project of  M/s. Prabhu Welfare Society,M/S. PRABHU WELFARE  SOCIETY,EC Granted,EC,
5,56,SIA/AP/MIN/184634/2020,AP  KRI  MIN 11 2020 2476,ADMG Nandigama (kanneveedu sand reach),ADMG NANDIGAMA( KANNEVEEDU),EC Granted - Processed offline,EC,
6,57,SIA/AP/MIN/34048/2015,AP KNL 235 MIN 12 2015,Mining Lease for Limestone of     Mohammed Hussain,MOHAMMED HUSSAIN,Rejection Letter Granted,EC,
7,58,SIA/AP/MIN/214916/2021,AP   KDP  MIN  6 2021 3246,"VPR Mining Infrastructure Pvt. Ltd.,  Barytes Quarry – 3.070 Ha",M/S VPR MINING INFRASTRUCTURE PVT. LIMITED,EC Granted,EC,
8,59,SIA/AP/MIN/188567/2020,AP NLR MIN 12  2020 2692,Sri Dorasala Naga Raja Reddy,SRI DORASALA NAGARAJA REDDY,EC Granted - Processed offline,EC,
9,60,SIA/AP/MIN/188489/2020,AP CTR MIN 12  2020 2690,Sri C. Tirumala Reddy,SRI C. TIRUMALA REDDY,EC Granted,EC,
0,61,SIA/AP/MIN/30572/2015,SKM 259 MIN 09 2015,"M/S.BAYROCK GRANITES (P) LTD.,9.0 Ha of Colour Granite
mine Sy No:27,Meelasathiwada village,Tekkali
Mandal,Srikakualam District.AP.",BAYROCK GRANITES PVT LTD,EC Granted,EC,
1,62,SIA/AP/MIN/30644/2015,CTR 548 MIN 08 2015,"Proposed Mining for Sri. M. Nagaraju
–  Colour Granite Quarry",M NAGARAJU,EC Granted,EC,
2,63,SIA/AP/MIN/30672/2015,SKM 258 MIN 08 2015,"M/s Karunai Granites Pvt. Ltd.,7.80 Ha,Sy
No:71,Lingalavalasa Village,Tekkali Mandal,Srikakulam
District,AP.",KARUNAI GRANITES PVT LTD,EC Granted,EC,
3,64,SIA/AP/MIN/37484/2018,AP NLR MIN VIO 02 2017 288,M/s. Naseeb Mining Company,NASEEB MINING COMPANY,EC Granted - Processed offline,EC,
4,65,SIA/AP/MIN/56881/2016,AP NLR MIN 06 2016 145,SAI KRISHNA MINING COMPANY,SAI KRISHNA MINING COMPANY,EC Granted,EC,
5,66,SIA/AP/NCP/57001/2016,AP KRI CON 07 2016 157,BRUNDAVANAM – ADVAITA by M/s SRI SAI DURGA HOUSING ESTATES,SRI SAI DURGA HOUSING ESTATES,EC Granted,EC,
6,67,SIA/AP/MIN/38182/2009,AP CTR MIN 08 2019 1176,Sri. V. Sridhar,SRI. V. SRIDHAR,EC Granted - Processed offline,EC,
7,68,SIA/AP/MIN/38442/2019,AP KNL MIN 07 2019 1063,M/s. Vikram Mines and Minerals,M/S. VIKRAM MINES AND MINERALS,EC Granted - Processed offline,EC,
8,69,SIA/AP/MIN/149295/2020,AP MIN  VZM 07 2020 1994,Ms Srinivasa Mines and Minerlas,MS SRINIVASA MINES AND MINERALS,EC Granted - Processed offline,EC,
9,70,SIA/AP/MIN/72654/2018,AP SKM MIN 03 2018 530,M/s. Kasturi Granites & Exports,M/S. KASTURI GRANITES,EC Granted,EC,
0,71,SIA/AP/MIN/32505/2015,,Ch. Naresh,CH NARESH,Delisted,EC,
1,72,SIA/AP/MIN/32522/2015,AP KNL 227 MIN 11 2015,"M/s.Galaxy Enterprises, 2.245 Ha of Colour Granite Quarry (Existing) in Sy No: 223 of Ballekallu (V),Adoni (M),Kurnool (D),AP",MS GALAXY ENTERPRISES,EC Granted,EC,
2,73,SIA/AP/NCP/29140/2018,AP VSP CON 05 2018 620,M/s MVV & MK Housing,M/S. MVV & MK HOUSING,EC Granted,EC,
3,74,SIA/AP/NCP/82122/2018,AP GNT CON 10 2018 700,"Residential Project of ""Amaravati Happy Nest"" by APCRDA",ANDHRA PRADESH CAPITAL REGION DEVELOPMENT AUTHORITY,EC Granted,EC,
4,75,SIA/AP/MIN/178848/2020,,M/S KANTIPUDI ROAD METAL SUPPLIERS -1.849,KANTIPUDI METAL SUPPLIERS -1.849,Delisted,EC,
5,76,SIA/AP/MIN/86218/2018,,"Sri Somu Ashok Kumar Reddy ,Gravel Mining Project",SRI.SOMU ASHOK KUMAR REDDY,Delisted,EC,
6,77,SIA/AP/MIN/55306/2016,AP VZN MIN 06 2016 109,"M/s Barbil Mining & Industries Pvt Ltd 4.08 Hect Manganese mine in Sy.No:39/1p,39/10 &40/p in somapuram V, Ramabhadrapuram M,
Vizianagaram D,A.P.",MS BARBIL MINING AND INDUSTRIES PVT LTD,EC Granted,EC,
7,78,SIA/AP/IND2/176835/2020,AP WG  IND 09 2020 2193,"Establishment of Aspirin manufacturing Unit-II by M/s. The Andhra Sugars Limited., Aspirin Unit-II",THE ANDHRA SUGARS LIMITED,EC Granted - Processed offline,EC,
8,79,SIA/AP/MIN/178503/2020,,M/S SRI PADMAJA STONE CRUSHER,PADMAJA STONE CRUSHER -1.821 HECTS,WithdrawEC,EC,
9,80,SIA/AP/MIN/178506/2020,,M/S NARAYANA SWAMY STONE CRUSHER,NARAYANA SWAMY ROAD METAL -3.848,WithdrawEC,EC,
0,81,SIA/AP/MIN/223759/2021,AP  CTR MIN 8 2021 3393,Sri K. Venkataramana,SRI  K VENKATARAMANA,EC Granted,EC,
1,82,SIA/AP/MIN/224687/2021,AP  CTR  MIN 8 2021 3414,Sri K.Kumar Reddy,SRI  K KUMAR REDDY,EC Granted,EC,
2,83,SIA/AP/MIN/68409/2017,AP VSP MIN 09 2017 446,Sri Ch. Kondapa Naidu,M/S. CH. KONDAPA  NAIDU,EC Granted,EC,
3,84,SIA/AP/MIN/161501/2020,,M/S Sri Siva Sai Mines & Minerals (Ext : 3.00 Hectares),M/S SRI SIVA SAI MINES & MINERALS,Delisted,EC,
4,85,SIA/AP/MIN/39311/2019,AP KNL MIN 07 2019 1187,Sri. B. Eswaraiah,SRI B ESWARAIAH,EC Granted - Processed offline,EC,
5,86,SIA/AP/MIN/39452/2019,AP ANT MIN 07 2019 1190,Mekalacheruvu White Quartz Mine,SRI P GURURAJ,EC Granted - Processed offline,EC,
6,87,SIA/AP/MIN/165147/2020,AP MIN  ANT 07 2020 2025,Smt. Amilineni Saraswathi,SMT AMILINENI SARASWATHI,EC Granted - Processed offline,EC,
7,88,SIA/AP/MIN/40482/2019,AP PKM MIN 08 2019 1199,Sri ELCHURI RAVINDRA BABU,SRI ELCHURI RAVINDRA BABU,EC Granted - Processed offline,EC,
8,89,SIA/AP/MIN/40519/2019,AP KRI MIN 08 2019 1108,"Assistant Director of Mines & Geology, Nandigama",ADM G NANDIGAMA,EC Granted - Processed offline,EC,
9,90,SIA/AP/MIN/40574/2019,,M/s Deeshmitha GRANITES Partner R MOHAN Naidu,MSDEESHMITHAGRANITESPARTNERRMOHAN,WithdrawEC,EC,
0,91,SIA/AP/MIN/36561/2019,AP ANT MIN 07 2019 1161,Thondapadu Road Metal & Building Stone Quarry,SWATHI CONSTRUCTIONS,EC Granted - Processed offline,EC,
1,92,SIA/AP/MIN/42012/2016,AP EG MIN 01 2016 21,Vijaya Gayatri Minerals Fire Clay Mine,VIJAYA GAYATRI MINERALS FIRE CLAY MINE,Delisted,EC,
2,93,SIA/AP/MIN/65481/2017,AP ANT MIN 06 2017 340,M/s. VEERRAJU AND COMPANY (9.0 Ha),M/S. CH. VEERRAJU & COMPANY,EC Granted,EC,
3,94,SIA/AP/MIN/74059/2018,AP KNL IND 01 2018 491,"Sree Jayajothi Cements Private Limited,   Nandavaram-Venkatapuram Limestone Block",My Home Industries Limited,EC Granted,EC,
4,95,SIA/AP/MIN/44316/2019,AP KDP MIN 10 2019 1245,Kothagangireddypalli River Sand Project,"ADMG, YERRAGUNTLA",EC Granted - Processed offline,EC,
5,96,SIA/AP/MIN/44456/2019,AP SKM MIN 10 2019 1241,Chenulavalasa Sand Reacch,CHENULAVALASA SAND REACH,EC Granted - Processed offline,EC,
6,97,SIA/AP/MIN/44570/2019,AP EG MIN 10 2019 1319,Sri. M. Satya Naresh,SRI. M. SATYA NARESH,WithdrawEC,EC,
7,98,SIA/AP/MIN/44617/2019,AP SKM MIN 10 2019 1321,M/s.STERLING MINERALS,M/S. STERLING MINERALS,EC Granted - Processed offline,EC,
