"","District","Tehsil","N","District_Tehsil","Matched_distance","district_tehsil_matched","pc11_district_id","pc11_sd_id"
"3777","Una","Haroli(S.T)",16,"una haroli(s.t)",5,"una haroli",29,"00151"
"3778","Una","Una(T)",26,"una una(t)",3,"una una",29,"00150"
"3779","Una","Una/Haroli",14,"una una/haroli",4,"una haroli",29,"00151"
"3780","Unnao","Bighapur",7,"unnao bighapur",0,"unnao bighapur",156,"00818"
"3781","Unnao","Hasanganj",12,"unnao hasanganj",0,"unnao hasanganj",156,"00815"
"3782","Unnao","Purwa",13,"unnao purwa",0,"unnao purwa",156,"00817"
"3783","Unnao","Safipur",5,"unnao safipur",0,"unnao safipur",156,"00814"
"3784","Unnao","Unnao",37,"unnao unnao",0,"unnao unnao",156,"00816"
"3785","Uttar Dinajpur","Chopra",7,"uttar dinajpur chopra",0,"uttar dinajpur chopra",330,"02191"
"3786","Uttar Dinajpur","Itahar",4,"uttar dinajpur itahar",0,"uttar dinajpur itahar",330,"02199"
"3787","Uttar Dinajpur","Kaliaganj",4,"uttar dinajpur kaliaganj",0,"uttar dinajpur kaliaganj",330,"02198"
"3788","Uttara Kannada","Ankola",10,"uttara kannada ankola",0,"uttara kannada ankola",563,"05484"
"3789","Uttara Kannada","Bhatkal",5,"uttara kannada bhatkal",0,"uttara kannada bhatkal",563,"05488"
"3790","Uttara Kannada","Haliyal",1,"uttara kannada haliyal",0,"uttara kannada haliyal",563,"05480"
"3791","Uttara Kannada","Honnavar",6,"uttara kannada honnavar",1,"uttara kannada honavar",563,"05487"
"3792","Uttara Kannada","Karwar",27,"uttara kannada karwar",0,"uttara kannada karwar",563,"05478"
"3793","Uttara Kannada","Kumta",8,"uttara kannada kumta",0,"uttara kannada kumta",563,"05485"
"3794","Uttara Kannada","Sirsi",1,"uttara kannada sirsi",0,"uttara kannada sirsi",563,"05483"
"3795","Vadodara","Chhota Udaipur",2,"vadodara chhota udaipur",0,"vadodara chhota udaipur",486,"03901"
"3796","Vadodara","Dabhoi",54,"vadodara dabhoi",0,"vadodara dabhoi",486,"03905"
"3797","Vadodara","Desar",1,"vadodara desar",6,"vadodara savli",486,"03897"
"3798","Vadodara","Jetpur Pavi",9,"vadodara jetpur pavi",0,"vadodara jetpur pavi",486,"03900"
"3799","Vadodara","Karjan",92,"vadodara karjan",0,"vadodara karjan",486,"03907"
"3800","Vadodara","Nasvadi",1,"vadodara nasvadi",0,"vadodara nasvadi",486,"03903"
"3801","Vadodara","Padra",24,"vadodara padra",0,"vadodara padra",486,"03906"
"3802","Vadodara","Sankheda",9,"vadodara sankheda",0,"vadodara sankheda",486,"03904"
"3803","Vadodara","Savli",175,"vadodara savli",0,"vadodara savli",486,"03897"
"3804","Vadodara","Sinor",5,"vadodara sinor",0,"vadodara sinor",486,"03908"
"3805","Vadodara","Vadodara",293,"vadodara vadodara",0,"vadodara vadodara",486,"03898"
"3806","Vadodara","Vaghodia",26,"vadodara vaghodia",0,"vadodara vaghodia",486,"03899"
"3807","Vaishali","Bidupur",1,"vaishali bidupur",0,"vaishali bidupur",220,"01280"
"3808","Vaishali","Desri",1,"vaishali desri",0,"vaishali desri",220,"01281"
"3809","Vaishali","Hajipur",6,"vaishali hajipur",0,"vaishali hajipur",220,"01278"
"3810","Vaishali","Mahua",1,"vaishali mahua",0,"vaishali mahua",220,"01275"
"3811","Vaishali","Raghopur",7,"vaishali raghopur",0,"vaishali raghopur",220,"01279"
"3812","Vaishali","Raja Pakar",1,"vaishali raja pakar",0,"vaishali raja pakar",220,"01277"
"3813","Valsad","Dharampur",19,"valsad dharampur",0,"valsad dharampur",491,"03928"
"3814","Valsad","Kaprada",32,"valsad kaprada",0,"valsad kaprada",491,"03930"
"3815","Valsad","Pardi",130,"valsad pardi",0,"valsad pardi",491,"03929"
"3816","Valsad","Umbergaon",130,"valsad umbergaon",0,"valsad umbergaon",491,"03931"
"3817","Valsad","Valsad",61,"valsad valsad",0,"valsad valsad",491,"03927"
"3818","Valsad","Vapi",14,"valsad vapi",5,"valsad pardi",491,"03929"
"3819","Varanasi","Pindra",5,"varanasi pindra",0,"varanasi pindra",197,"00995"
"3820","Varanasi","Varanasi",22,"varanasi varanasi",0,"varanasi varanasi",197,"00996"
"3821","Vellore","Arakonam",12,"vellore arakonam",0,"vellore arakonam",605,"05715"
"3822","Vellore","Arcot",24,"vellore arcot",0,"vellore arcot",605,"05716"
"3823","Vellore","Gudiyatham",21,"vellore gudiyatham",0,"vellore gudiyatham",605,"05712"
"3824","Vellore","Katpadi",19,"vellore katpadi",0,"vellore katpadi",605,"05713"
"3825","Vellore","Tirupathur",15,"vellore tirupathur",0,"vellore tirupathur",605,"05720"
"3826","Vellore","Vaniyambadi",17,"vellore vaniyambadi",0,"vellore vaniyambadi",605,"05718"
"3827","Vellore","Vellore",65,"vellore vellore",0,"vellore vellore",605,"05717"
"3828","Vellore","Wallajah",47,"vellore wallajah",0,"vellore wallajah",605,"05714"
"3829","Vidisha","Basoda",25,"vidisha basoda",0,"vidisha basoda",443,"03573"
"3830","Vidisha","Gyaraspur",7,"vidisha gyaraspur",0,"vidisha gyaraspur",443,"03577"
"3831","Vidisha","Kurwai",48,"vidisha kurwai",0,"vidisha kurwai",443,"03572"
"3832","Vidisha","Lateri",8,"vidisha lateri",0,"vidisha lateri",443,"03570"
"3833","Vidisha","Nateran",2,"vidisha nateran",0,"vidisha nateran",443,"03575"
"3834","Vidisha","Pathari",7,"vidisha pathari",5,"vidisha lateri",443,"03570"
"3835","Vidisha","Shamshabad",1,"vidisha shamshabad",0,"vidisha shamshabad",443,"03576"
"3836","Vidisha","Sironj",11,"vidisha sironj",0,"vidisha sironj",443,"03571"
"3837","Vidisha","Tyoda",2,"vidisha tyoda",1,"vidisha tyonda",443,"03574"
"3838","Vidisha","Vidisha",26,"vidisha vidisha",0,"vidisha vidisha",443,"03579"
"3839","Vijayanagara","Hagaribommana halli",2,"vijayanagara hagaribommana halli",16,"bellary hagaribommanahalli",565,"05497"
"3840","Vijayanagara","Harapanahalli",2,"vijayanagara harapanahalli",10,"davanagere harapanahalli",567,"05510"
"3841","Vijayanagara","Hosapete",5,"vijayanagara hosapete",15,"jamnagar dhrol",477,"03816"
"3842","Vijayanagara","Kotturu",2,"vijayanagara kotturu",12,"vizianagaram kurupam",543,"04809"
"3843","Vijayapura","Basavana Bagevadi",1,"vijayapura basavana bagevadi",5,"bijapur basavana bagevadi",557,"05452"
"3844","Vijayapura","No Data",30,"vijayapura no data",12,"jabalpur patan",451,"03629"
"3845","Vijayapura","Sindagi",3,"vijayapura sindagi",6,"bijapur sindgi",557,"05451"
"3846","Vikarabad","Bantwaram",2,"vikarabad bantwaram",11,"nizamabad banswada",533,"04383"
"3847","Vikarabad","Bomraspet",4,"vikarabad bomraspet",13,"adilabad boath",532,"04324"
"3848","Vikarabad","Dharur",1,"vikarabad dharur",8,"bid dharur",523,"04223"
"3849","Vikarabad","Pargi",2,"vikarabad pargi",9,"valsad pardi",491,"03929"
"3850","Vikarabad","Tandur",44,"vikarabad tandur",7,"adilabad tandur",532,"04332"
"3851","Viluppuram","Gingee",11,"viluppuram gingee",0,"viluppuram gingee",607,"05728"
"3852","Viluppuram","Kallakkurichi",14,"viluppuram kallakkurichi",0,"viluppuram kallakkurichi",607,"05734"
"3853","Viluppuram","Sankarapuram",15,"viluppuram sankarapuram",0,"viluppuram sankarapuram",607,"05733"
"3854","Viluppuram","Tindivanam",24,"viluppuram tindivanam",0,"viluppuram tindivanam",607,"05729"
"3855","Viluppuram","Tirukkoyilur",9,"viluppuram tirukkoyilur",0,"viluppuram tirukkoyilur",607,"05732"
"3856","Viluppuram","Ulundurpettai",12,"viluppuram ulundurpettai",0,"viluppuram ulundurpettai",607,"05735"
"3857","Viluppuram","Vanur",75,"viluppuram vanur",0,"viluppuram vanur",607,"05730"
"3858","Viluppuram","Viluppuram",57,"viluppuram viluppuram",0,"viluppuram viluppuram",607,"05731"
"3859","Virudhunagar","Aruppukkottai",35,"virudhunagar aruppukkottai",0,"virudhunagar aruppukkottai",625,"05853"
"3860","Virudhunagar","Kariapatti",12,"virudhunagar kariapatti",0,"virudhunagar kariapatti",625,"05851"
"3861","Virudhunagar","Rajapalayam",9,"virudhunagar rajapalayam",0,"virudhunagar rajapalayam",625,"05847"
"3862","Virudhunagar","Sattur",28,"virudhunagar sattur",0,"virudhunagar sattur",625,"05854"
"3863","Virudhunagar","Sivakasi",39,"virudhunagar sivakasi",0,"virudhunagar sivakasi",625,"05849"
"3864","Virudhunagar","Srivilliputhur",5,"virudhunagar srivilliputhur",0,"virudhunagar srivilliputhur",625,"05848"
"3865","Virudhunagar","Tiruchuli",7,"virudhunagar tiruchuli",0,"virudhunagar tiruchuli",625,"05852"
"3866","Virudhunagar","Vembakottai",23,"virudhunagar vembakottai",9,"virudhunagar sivakasi",625,"05849"
"3867","Virudhunagar","Virudhunagar",38,"virudhunagar virudhunagar",0,"virudhunagar virudhunagar",625,"05850"
"3868","Visakhapatnam","Anakapalle",69,"visakhapatnam anakapalle",0,"visakhapatnam anakapalle",544,"04871"
"3869","Visakhapatnam","Anandapuram",16,"visakhapatnam anandapuram",0,"visakhapatnam anandapuram",544,"04863"
"3870","Visakhapatnam","Ananthagiri",7,"visakhapatnam ananthagiri",0,"visakhapatnam ananthagiri",544,"04845"
"3871","Visakhapatnam","Araku valley",1,"visakhapatnam araku valley",0,"visakhapatnam araku valley",544,"04844"
"3872","Visakhapatnam","Atchutapuram",2,"visakhapatnam atchutapuram",0,"visakhapatnam atchutapuram",544,"04878"
"3873","Visakhapatnam","Bheemunipatnam",15,"visakhapatnam bheemunipatnam",0,"visakhapatnam bheemunipatnam",544,"04865"
"3874","Visakhapatnam","Butchayyapeta",5,"visakhapatnam butchayyapeta",0,"visakhapatnam butchayyapeta",544,"04873"
"3875","Visakhapatnam","Cheedikada",6,"visakhapatnam cheedikada",0,"visakhapatnam cheedikada",544,"04858"
"3876","Visakhapatnam","Chintapalle",4,"visakhapatnam chintapalle",0,"visakhapatnam chintapalle",544,"04849"
"3877","Visakhapatnam","Chodavaram",1,"visakhapatnam chodavaram",0,"visakhapatnam chodavaram",544,"04872"
"3878","Visakhapatnam","Devarapalle",6,"visakhapatnam devarapalle",0,"visakhapatnam devarapalle",544,"04859"
"3879","Visakhapatnam","Dumbriguda",1,"visakhapatnam dumbriguda",0,"visakhapatnam dumbriguda",544,"04843"
"3880","Visakhapatnam","G.madugula",1,"visakhapatnam g.madugula",0,"visakhapatnam g.madugula",544,"04848"
"3881","Visakhapatnam","Gajuwaka",5,"visakhapatnam gajuwaka",0,"visakhapatnam gajuwaka",544,"04869"
"3882","Visakhapatnam","Golugonda",4,"visakhapatnam golugonda",0,"visakhapatnam golugonda",544,"04853"
"3883","Visakhapatnam","Gudem kotha veedhi",5,"visakhapatnam gudem kotha veedhi",0,"visakhapatnam gudem kotha veedhi",544,"04850"
"3884","Visakhapatnam","Hukumpeta",2,"visakhapatnam hukumpeta",0,"visakhapatnam hukumpeta",544,"04846"
"3885","Visakhapatnam","K.Kotapadu",3,"visakhapatnam k.kotapadu",0,"visakhapatnam k.kotapadu",544,"04860"
"3886","Visakhapatnam","Kasimkota",4,"visakhapatnam kasimkota",0,"visakhapatnam kasimkota",544,"04876"
"3887","Visakhapatnam","Madugula",14,"visakhapatnam madugula",0,"visakhapatnam madugula",544,"04857"
"3888","Visakhapatnam","Makavarapalem",1,"visakhapatnam makavarapalem",0,"visakhapatnam makavarapalem",544,"04875"
"3889","Visakhapatnam","Nakkapalle",7,"visakhapatnam nakkapalle",0,"visakhapatnam nakkapalle",544,"04880"
"3890","Visakhapatnam","Nathavaram",5,"visakhapatnam nathavaram",0,"visakhapatnam nathavaram",544,"04852"
"3891","Visakhapatnam","Paderu",1,"visakhapatnam paderu",0,"visakhapatnam paderu",544,"04847"
"3892","Visakhapatnam","Padmanabham",22,"visakhapatnam padmanabham",0,"visakhapatnam padmanabham",544,"04864"
"3893","Visakhapatnam","Paravada",5,"visakhapatnam paravada",0,"visakhapatnam paravada",544,"04870"
"3894","Visakhapatnam","Pedagantyada",3,"visakhapatnam pedagantyada",0,"visakhapatnam pedagantyada",544,"04868"
"3895","Visakhapatnam","Pendurthi",11,"visakhapatnam pendurthi",0,"visakhapatnam pendurthi",544,"04862"
"3896","Visakhapatnam","Rambilli",9,"visakhapatnam rambilli",0,"visakhapatnam rambilli",544,"04883"
"3897","Visakhapatnam","Ravikamatham",19,"visakhapatnam ravikamatham",0,"visakhapatnam ravikamatham",544,"04856"
"3898","Visakhapatnam","Rolugunta",4,"visakhapatnam rolugunta",0,"visakhapatnam rolugunta",544,"04855"
"3899","Visakhapatnam","Sabbavaram",4,"visakhapatnam sabbavaram",0,"visakhapatnam sabbavaram",544,"04861"
"3900","Visakhapatnam","Visakhapatnam (Rural)",8,"visakhapatnam visakhapatnam (rural)",0,"visakhapatnam visakhapatnam (rural)",544,"04866"
"3901","Visakhapatnam","Visakhapatnam (Urban)",39,"visakhapatnam visakhapatnam (urban)",0,"visakhapatnam visakhapatnam (urban)",544,"04867"
"3902","Vizianagaram","Balijipeta",2,"vizianagaram balijipeta",0,"vizianagaram balijipeta",543,"04815"
"3903","Vizianagaram","Bhogapuram",8,"vizianagaram bhogapuram",0,"vizianagaram bhogapuram",543,"04840"
"3904","Vizianagaram","Bobbili",6,"vizianagaram bobbili",0,"vizianagaram bobbili",543,"04816"
"3905","Vizianagaram","Bondapalle",3,"vizianagaram bondapalle",0,"vizianagaram bondapalle",543,"04829"
"3906","Vizianagaram","Cheepurupalle",3,"vizianagaram cheepurupalle",0,"vizianagaram cheepurupalle",543,"04827"
"3907","Vizianagaram","Dathirajeru",5,"vizianagaram dathirajeru",2,"vizianagaram dattirajeru",543,"04823"
"3908","Vizianagaram","Denkada",2,"vizianagaram denkada",0,"vizianagaram denkada",543,"04839"
"3909","Vizianagaram","Gajapathinagaram",5,"vizianagaram gajapathinagaram",0,"vizianagaram gajapathinagaram",543,"04825"
"3910","Vizianagaram","Gantyada",6,"vizianagaram gantyada",0,"vizianagaram gantyada",543,"04830"
"3911","Vizianagaram","Garividi",6,"vizianagaram garividi",0,"vizianagaram garividi",543,"04826"
"3912","Vizianagaram","Garugubilli",13,"vizianagaram garugubilli",0,"vizianagaram garugubilli",543,"04811"
"3913","Vizianagaram","Gurla",1,"vizianagaram gurla",0,"vizianagaram gurla",543,"04828"
"3914","Vizianagaram","Jami",13,"vizianagaram jami",0,"vizianagaram jami",543,"04835"
"3915","Vizianagaram","Jiyyammavalasa",1,"vizianagaram jiyyammavalasa",0,"vizianagaram jiyyammavalasa",543,"04810"
"3916","Vizianagaram","Komarada",16,"vizianagaram komarada",0,"vizianagaram komarada",543,"04807"
"3917","Vizianagaram","Kothavalasa",18,"vizianagaram kothavalasa",0,"vizianagaram kothavalasa",543,"04834"
"3918","Vizianagaram","Makkuva",6,"vizianagaram makkuva",0,"vizianagaram makkuva",543,"04813"
"3919","Vizianagaram","Merakamudidam",15,"vizianagaram merakamudidam",0,"vizianagaram merakamudidam",543,"04822"
"3920","Vizianagaram","Nellimarla",8,"vizianagaram nellimarla",0,"vizianagaram nellimarla",543,"04837"
"3921","Vizianagaram","Pachipenta",7,"vizianagaram pachipenta",0,"vizianagaram pachipenta",543,"04818"
"3922","Vizianagaram","Parvathipuram",10,"vizianagaram parvathipuram",0,"vizianagaram parvathipuram",543,"04812"
"3923","Vizianagaram","Pusapatirega",6,"vizianagaram pusapatirega",0,"vizianagaram pusapatirega",543,"04838"
"3924","Vizianagaram","Ramabhadrapuram",7,"vizianagaram ramabhadrapuram",0,"vizianagaram ramabhadrapuram",543,"04819"
"3925","Vizianagaram","Salur",22,"vizianagaram salur",0,"vizianagaram salur",543,"04817"
"3926","Vizianagaram","Seethanagaram",4,"vizianagaram seethanagaram",0,"vizianagaram seethanagaram",543,"04814"
"3927","Vizianagaram","Srungavarapukota",12,"vizianagaram srungavarapukota",0,"vizianagaram srungavarapukota",543,"04831"
"3928","Vizianagaram","Therlam",3,"vizianagaram therlam",0,"vizianagaram therlam",543,"04821"
"3929","Vizianagaram","Vepada",16,"vizianagaram vepada",0,"vizianagaram vepada",543,"04832"
"3930","Vizianagaram","Vizianagaram",1,"vizianagaram vizianagaram",0,"vizianagaram vizianagaram",543,"04836"
"3931","Wanaparthy","Kothakota",2,"wanaparthy kothakota",11,"mahbubnagar kothakota",538,"04593"
"3932","Wanaparthy","Pebbair",10,"wanaparthy pebbair",11,"mahbubnagar pebbair",538,"04602"
"3933","Warangal","Atmakur",15,"warangal atmakur",0,"warangal atmakur",540,"04694"
"3934","Warangal","Bachannapet",1,"warangal bachannapet",0,"warangal bachannapet",540,"04674"
"3935","Warangal","Chennaraopet",1,"warangal chennaraopet",0,"warangal chennaraopet",540,"04712"
"3936","Warangal","Devaruppula",1,"warangal devaruppula",0,"warangal devaruppula",540,"04701"
"3937","Warangal","Dharamsagar",15,"warangal dharamsagar",2,"warangal dharmasagar",540,"04677"
"3938","Warangal","Dornakal",6,"warangal dornakal",0,"warangal dornakal",540,"04722"
"3939","Warangal","Eturnagaram",7,"warangal eturnagaram",0,"warangal eturnagaram",540,"04685"
"3940","Warangal","Geesugonda",1,"warangal geesugonda",0,"warangal geesugonda",540,"04707"
"3941","Warangal","Ghanpur (Mulug)",1,"warangal ghanpur (mulug)",0,"warangal ghanpur (mulug)",540,"04683"
"3942","Warangal","Ghanpur (Station)",2,"warangal ghanpur (station)",0,"warangal ghanpur (station)",540,"04676"
"3943","Warangal","Gudur",3,"warangal gudur",0,"warangal gudur",540,"04711"
"3944","Warangal","Hanamkonda",11,"warangal hanamkonda",0,"warangal hanamkonda",540,"04695"
"3945","Warangal","Hasanparthy",5,"warangal hasanparthy",0,"warangal hasanparthy",540,"04678"
"3946","Warangal","Jangaon",5,"warangal jangaon",0,"warangal jangaon",540,"04699"
"3947","Warangal","Kannur",1,"warangal kannur",4,"warangal khanapur",540,"04709"
"3948","Warangal","Kesamudram",5,"warangal kesamudram",0,"warangal kesamudram",540,"04717"
"3949","Warangal","Kodakandla",3,"warangal kodakandla",0,"warangal kodakandla",540,"04702"
"3950","Warangal","Kuravi",3,"warangal kuravi",0,"warangal kuravi",540,"04721"
"3951","Warangal","Lingalaghanpur",2,"warangal lingalaghanpur",0,"warangal lingalaghanpur",540,"04700"
"3952","Warangal","Mahabubabad",4,"warangal mahabubabad",0,"warangal mahabubabad",540,"04718"
"3953","Warangal","Mangapet",4,"warangal mangapet",0,"warangal mangapet",540,"04686"
"3954","Warangal","Maripeda",1,"warangal maripeda",0,"warangal maripeda",540,"04720"
"3955","Warangal","Mulug",27,"warangal mulug",0,"warangal mulug",540,"04689"
"3956","Warangal","Nallabelly",2,"warangal nallabelly",0,"warangal nallabelly",540,"04692"
"3957","Warangal","Narsampet",1,"warangal narsampet",0,"warangal narsampet",540,"04708"
"3958","Warangal","Nekkonda",11,"warangal nekkonda",0,"warangal nekkonda",540,"04713"
"3959","Warangal","Nellikudur",7,"warangal nellikudur",0,"warangal nellikudur",540,"04716"
"3960","Warangal","Palakurthi",3,"warangal palakurthi",0,"warangal palakurthi",540,"04697"
"3961","Warangal","Parakal",2,"warangal parakal",1,"warangal parkal",540,"04679"
"3962","Warangal","Parvathagiri",6,"warangal parvathagiri",0,"warangal parvathagiri",540,"04714"
"3963","Warangal","Raghunathpalle",3,"warangal raghunathpalle",0,"warangal raghunathpalle",540,"04698"
"3964","Warangal","Raiparthy",5,"warangal raiparthy",0,"warangal raiparthy",540,"04703"
"3965","Warangal","Sangam",6,"warangal sangam",0,"warangal sangam",540,"04705"
"3966","Warangal","Shyampet",7,"warangal shyampet",1,"warangal shayampet",540,"04691"
"3967","Warangal","Thorrur",7,"warangal thorrur",0,"warangal thorrur",540,"04715"
"3968","Warangal","Warangal",8,"warangal warangal",0,"warangal warangal",540,"04706"
"3969","Warangal","Wardhanna pet",4,"warangal wardhanna pet",1,"warangal wardhannapet",540,"04704"
"3970","Warangal","Zaffergadh",7,"warangal zaffergadh",0,"warangal zaffergadh",540,"04696"
"3971","Warangal R","Atmakur",3,"warangal r atmakur",2,"warangal atmakur",540,"04694"
"3972","Warangal R","Chennaraopet",1,"warangal r chennaraopet",2,"warangal chennaraopet",540,"04712"
"3973","Warangal R","Hanamkonda",5,"warangal r hanamkonda",2,"warangal hanamkonda",540,"04695"
"3974","Warangal U","Elkaturthy",5,"warangal u elkaturthy",10,"warangal venkatapur",540,"04684"
"3975","Warangal U","Hasanparthy",4,"warangal u hasanparthy",2,"warangal hasanparthy",540,"04678"
"3976","Warangal U","Warangal",7,"warangal u warangal",2,"warangal warangal",540,"04706"
"3977","Wardha","Arvi",12,"wardha arvi",0,"wardha arvi",504,"04017"
"3978","Wardha","Ashti",3,"wardha ashti",0,"wardha ashti",504,"04015"
"3979","Wardha","Deoli",15,"wardha deoli",0,"wardha deoli",504,"04020"
"3980","Wardha","Hinganghat",34,"wardha hinganghat",0,"wardha hinganghat",504,"04021"
"3981","Wardha","Karanja",1,"wardha karanja",0,"wardha karanja",504,"04016"
"3982","Wardha","Samudrapur",27,"wardha samudrapur",0,"wardha samudrapur",504,"04022"
"3983","Wardha","Seloo",8,"wardha seloo",0,"wardha seloo",504,"04018"
"3984","Wardha","Wardha",8,"wardha wardha",0,"wardha wardha",504,"04019"
"3985","Washim","Karanja",4,"washim karanja",0,"washim karanja",502,"03997"
"3986","Washim","Malegaon",1,"washim malegaon",0,"washim malegaon",502,"03995"
"3987","Washim","Mangrulpir",1,"washim mangrulpir",0,"washim mangrulpir",502,"03996"
"3988","Washim","Manora",1,"washim manora",0,"washim manora",502,"03998"
"3989","Washim","Risod",8,"washim risod",0,"washim risod",502,"04000"
"3990","Washim","Washim",10,"washim washim",0,"washim washim",502,"03999"
"3991","Wayanad","Mananthavady",6,"wayanad mananthavady",0,"wayanad mananthavady",590,"05635"
"3992","Wayanad","Sulthanbathery",9,"wayanad sulthanbathery",0,"wayanad sulthanbathery",590,"05636"
"3993","Wayanad","Vythiri",17,"wayanad vythiri",0,"wayanad vythiri",590,"05637"
