"","state_name","pc11_state_id","district_name","pc11_district_id"
"613","uttarakhand",5,"udham singh nagar",67
"614","uttarakhand",5,"uttarkashi",56
"615","west bengal",19,"bankura",339
"616","west bengal",19,"barddhaman",335
"617","west bengal",19,"birbhum",334
"618","west bengal",19,"dakshin dinajpur",331
"619","west bengal",19,"darjiling",327
"620","west bengal",19,"haora",341
"621","west bengal",19,"hugli",338
"622","west bengal",19,"jalpaiguri",328
"623","west bengal",19,"koch bihar",329
"624","west bengal",19,"kolkata",342
"625","west bengal",19,"maldah",332
"626","west bengal",19,"murshidabad",333
"627","west bengal",19,"nadia",336
"628","west bengal",19,"north twenty four parganas",337
"629","west bengal",19,"paschim medinipur",344
"630","west bengal",19,"purba medinipur",345
"631","west bengal",19,"puruliya",340
"632","west bengal",19,"south twenty four parganas",343
"633","west bengal",19,"uttar dinajpur",330
