,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/KL/MIN/90170/2018,1204/EC2/2018/SEIAA,"""Granite Building Stone Quarry"" Of Shri. Anish Abraham",SHRI ANISH ABRAHAM,Under examination of SEIAA - Processed offline,EC,
1,2,SIA/KL/MIN/413609/2023,2204/EC1/2023/SEIAA,Laterite Building Stone of Suhaib Kunnan,SUHAIB KUNNAN,For further consideration(SEAC),EC,
2,3,SIA/KL/MIN/91670/2019,1210/EC2/2019/SEIAA,"The granite building stone quarry of Nila Sandrock Granites Pvt. Ltd. Over an extent 1.3514 ha (Resurvey no - 361/1) in Ongallur II Village, Pattambi Taluk, Palakkad District, Kerala State.",NILA SANDROCK GRANITES PVT LTD,EC Granted - Processed offline,EC,
3,4,SIA/KL/MIN/35184/2015,1065/EC3/2016/SEIAA,"Proposed building stone quarry is situated at Survey No. 168, Karukutty Village, Alwaye Taluk, Ernakulam District, Kerala for an area of 4.1885 hectares of M/s Planters Aggregates",PLANTERS AGGREGATES,Site Visit by SEAC - EC ISSUED by 76 SEIAA,EC,
4,5,SIA/KL/MIN/130461/2019,1311/EC1/SEIAA/2017,Granite Building Stone Quarry of M/s. Krishnagiri Stone Crusher,KRISHNAGIRISTONECRUSHERS,Rejection Letter Granted,EC,
5,6,SIA/KL/MIS/38719/2018,,"DESIGN, BU",GJ ECO POWER PVT LTD,EC Granted - Processed offline,EC,
6,7,SIA/KL/MIN/141091/2020,1863/EC3/2020/SEIAA,PRINCE M P,PRINCE M P,Rejection Letter Granted,EC,
7,8,SIA/KL/MIN/251981/2022,2048/EC6/2022/SEIAA,Thomson Tiles (P) Ltd,SEBASTIAN THOMAS,Delisted,EC,
8,9,SIA/KL/MIN/168428/2020,1988/EC2/2022/SEIAA,GRANITE BUILDING STONE QUARRY OF MR. SAFARULLA K.,GRANITE BUILDING STONE QUARRY OF MR SAFARULLA K,EC Granted,EC,
9,10,SIA/KL/IND2/19689/2016,1064/EC3/2016/SEIAA,"Proposed expansion of LPG storage with 3x1200 MT Mounded Storage Vessels at the LPG Bottling Plant, Cochin",INDIAN OIL CORPORATION KERALA STATE OFFICE,Accepted By SEAC - EC ISSUED IN 79 SEIAA,EC,
10,11,SIA/KL/NCP/33197/2015,,Environmental Clearance for the Proposed Housing Project by M/s Prime Property Developers,PRIME PROPERTY DEVELOPERS,Delisted,EC,
11,12,SIA/KL/NCP/72382/2018,1175/EC/SEIAA/KL/2018,Expansion of Malabar Cancer Centre,MALABAR CANCER CENTER,EC Granted - Processed offline,EC,
12,13,SIA/KL/MIS/210283/2021,1910/EC1/2021/SEIAA,"Environment Clearance for proposed Residential Apartment project to be developed by M/s Favourite Constructions Pvt. Ltd. at Uliyazhathura Village, Thiruvananthapuram",FAVOURITE CONSTRUCTIONS PVT. LTD.,WithdrawEC,EC,
13,14,SIA/KL/MIS/62018/2020,1588/EC1/2020/SEIAA,Development of Technocity Technology Park at Trivandrum,TECHNOPARK PHASE 3,ADS by SEAC,EC,
14,15,SIA/KL/MIN/53345/2016,,Building Stone Quarry,SK METAL CRUSHERS AND QUARRY PVT LTD,TransferToDEIAA,EC,
15,16,SIA/KL/MIN/252014/2022,2071/EC6/2022/SEIAA,LATERITE BUILDING STONE QUARRY OF MR K ABDUL GAFOOR,KARUVADAN ABDULGAFOOR,Rejection Letter Granted,EC,
16,17,SIA/KL/MIN/271936/2022,1995/EC4/2022/SEIAA,"Building Stone Minor Mineral Mining (Quarry) project of Mr. Sreelath T. is located at Re-Survey Block No. 7, Re-Survey Nos. 93/27, Raroth Village, Thamarassery Taluk (Previously in Kozhikode Taluk), Kozhikode District, Kerala for an area of 1.7613 he",THOTTATHIL SREELATH,EC Granted,EC,
17,18,SIA/KL/MIN/56875/2016,,Silica Sand Mine of Mr. K. O. Ouseph,THYCALTUSSERY SILICA SAND MINE,TransferToDEIAA,EC,
18,19,SIA/KL/MIS/56976/2016,,Prior Environmental clearences application for the proposed building of Almas Ayurvedic Resort at Purathur for Almas Ayurvedic Hospitals and Research Centre Private Limited,KITCO LTD,WithdrawEC,EC,
19,20,SIA/KL/MIN/95137/2019,1268/EC2/2019/SEIAA,M/s Kumbidi Granites,M/S KUMBIDI GRANITES,EC Granted - Processed offline,EC,
20,21,SIA/KL/MIN/169552/2020,1497/EC1/2019/SEIAA,Granite Building Stone Quarry of M/s MSL Granite (P) Limited.(Conversion- ToR to EC),GRANITE BUILDING STONE QUARRY OF MR NIZAMUDEEN MANAGING DIRECTOR MSL GRANITES PVT LTD,Rejection Letter Granted,EC,
