,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/KL/MIN/71043/2017,1168/EC/SEIAA/KL/2017,"Masonry Stone Mine ( Quarry ) project of M/s Hanna Rock Products (P) Ltd. at Arakuzha Village & Panchayat, Muvattupuzha Taluk, Ernakulam District, Kerala in area of 7.2855 hectares",HANNA ROCK PRODUCTS PVT LTD,Accepted By SEAC - EC ISSUED IN 81 SEIAA,EC,
1,2,SIA/KL/IND2/19689/2016,1064/EC3/2016/SEIAA,"Proposed expansion of LPG storage with 3x1200 MT Mounded Storage Vessels at the LPG Bottling Plant, Cochin",INDIAN OIL CORPORATION KERALA STATE OFFICE,Accepted By SEAC - EC ISSUED IN 79 SEIAA,EC,
2,3,SIA/KL/MIN/44123/2019,1495/EC2/2019/SEIAA,Granite Bu,THOMSUN AGGREGATES,EC Granted,EC,
3,4,SIA/KL/MIN/193502/2021,,chaliyar river basin kadavu 26,CHALIYAR RIVER BASIN,Delisted,EC,
4,5,SIA/KL/MIN/166510/2020,1811/EC3/2020/SEIAA,"Building Stone Mine ( Quarry, Minor Mineral Mining ) project of M/s Chattupara Granites Private Limited at Survey Nos.734/1B-32, 734/1B-34-3, 734/1B-34-4 of Kalloorkkad Village, Muvattupuzha Taluk, Ernakulam District, Kerala in an area of 0.9700 hect",M/S CHATTUPARA GRANITES PRIVATE LIMITED,EC Granted,EC,
5,6,SIA/KL/MIN/208451/2021,(Old ToR Proposal No./File No.SIA/KL/MIN/39525/201,Conversion ToR to EC Building Stone Quarry of Mr. Hussain,GRANITE BUILDING STONE QUARRY OF MR HUSSAIN,Rejection Letter Granted,EC,
6,7,SIA/KL/MIN/267633/2022,2026/EC3/2022/SEIAA,MUHAMMED K P,KARAKKATTIL MUHAMMED,EC Granted,EC,
7,8,SIA/KL/MIN/413609/2023,2204/EC1/2023/SEIAA,Laterite Building Stone of Suhaib Kunnan,SUHAIB KUNNAN,For further consideration(SEAC),EC,
8,9,SIA/KL/NCP/69876/2017,1155/EC/SEIAA/KL/2017,Environmental Clearance for proposed construction of new buildings within the existing hospital campus to be developed by M/s Malabar Institute of Medical Science Ltd.,MALABAR INSTITUTE OF MEDICAL SCIENCES LTD.,Accepted By SEAC - EC ISSUED IN 93 SEIAA,EC,
9,10,SIA/KL/MIN/165193/2020,1941/EC2/SEIAA/2022,Granite Building Stone Quarry of M/s. Malom Crushers,M/S. MALOM CRUSHERS,For further consideration(SEAC),EC,
