,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/KL/MIN/153262/2020,1825/EC3/2020/SEIAA,Mr Stephen Joseph Managing Director M/s Crystal Aggregates Pvt Ltd,STEPHEN JOSEPH,Rejection Letter Granted,EC,
1,2,SIA/KL/MIN/57256/2016,1105/EC/SEIAA/KL/2017,Building Stone Quarry,MS VAZHATHARA GRANITES AND AGGREGATES PVT LTD,Delisted,EC,
2,3,SIA/KL/MIN/153466/2020,,Bharathapuzha River Basin Kadavu 3,BHARATHAPUZHA RIVER BASIN,Delisted,EC,
3,4,SIA/KL/MIN/142898/2020,1596/EC4/2020/SEIAA,Laterite Building Stone Quarry of Anilkumar PS,LATERITE BUILDING STONE QUARRY OF ANILKUMAR P S,EC Granted,EC,
4,5,SIA/KL/MIN/93594/2019,1245/EC2/2019/SEIAA,GRANITE STONE QUARRY OF MR.ABDUL SALAM K.T KAVANUR,GRANITE(BUILDING STONE) QUARRY OF MR. ABDUL SALAM,EC Granted - Processed offline,EC,
5,6,SIA/KL/NCP/56905/2016,,Environmental Clearance for the Proposed Residential Project by M/s Noel Villas & Apartments,NOEL VILLAS AND APARTMENTS,WithdrawEC,EC,
6,7,SIA/KL/MIN/148464/2020,1613/EC4/2020/SEIAA,ORDINARY EARTH MINING PROJECT OF M/S KMC CONSTRUCTIONS,ORDINARY EARTH MINIG PROJECT OF M/S KMC CONSTRUCTIONS LIMITED,Delisted,EC,
7,8,SIA/KL/MIN/198708/2021,,Laterite Building Stone of Biju. K .Ayyappan,LATERITE BUILDING STONE QUERRY OF BIJU K AYYAPPAN,Delisted,EC,
8,9,SIA/KL/MIN/156447/2020,1731/EC3/2020/SEIAA,Mr Shymon Anto,SHYMON     ANTO,Rejection Letter Granted,EC,
9,10,SIA/KL/MIN/175536/2020,1846/EC1/2020/SEIAA,OTTAPALAM TALUK KARINKAL QUARRY,OTTAPALAM TALUK KARINKAL QUARRY,EC Granted,EC,
10,11,SIA/KL/MIN/205474/2021,1444/EC2/2019/SEIAA,"Granite Building Stone Quarry of Mr.K.I Joseph (Conversion ToR to EC),  Venganellur Village, Thalappilly Taluk, Thrissur District, Survey No.53, Area-0.9910Ha,",BUILDING STONE QUARRY OF MR K I JOSEPH,EC Granted,EC,
11,12,SIA/KL/MIN/45189/2019,1739/EC4/2019/SEIAA,Granite Bu,K V N ENGINEERING AND CONSTRUCTIONS,EC Granted,EC,
12,13,SIA/KL/MIN/132322/2019,1635/EC1/2020/SEIAA,Granite Building Stone Quarry of Shri. Nino K Thomas,SRI. NINO K THOMAS,ADS by SEAC,EC,
13,14,SIA/KL/MIN/158734/2020,1768/EC6/2020/SEIAA,Granite Building Stone Quarry of Rasheedali Kottakkaran,RASHEEDALI KOTTAKKARAN QUARRY,Request for withdraw,EC,
14,15,SIA/KL/MIN/116839/2019,,Madhavanna,MADHAVANNAIR QUARRY,Delisted,EC,
15,16,SIA/KL/MIN/40597/2019,,Granite Bu,GRANITE BUILDING STONE QUARRY OF SRI BELJI EMMANUAL,EC Granted - Processed offline,EC,
16,17,SIA/KL/MIN/129777/2019,1561/EC1/2019/SEIAA,Granite Building Stone Quarry of Mr. Haridasan.T,GRANITE BUILDING STONE QAURRY OF MR. HARIDASAN.T,EC Granted,EC,
17,18,SIA/KL/MIN/153487/2020,,Bharathapuzha River Basin Kadavu 6 to 27,BHARATHAPUZHA RIVER BASIN,Delisted,EC,
18,19,SIA/KL/MIN/165695/2020,1968/EC3/2022/SEIAA,Mr Jojo Sebastian,JOJO  SEBASTIAN,Delisted,EC,
19,20,SIA/KL/MIN/183816/2020,,Bharathapuzha River Basin Kadavu 20,BHARATHAPUZHA RIVER BASIN,Delisted,EC,
20,21,SIA/KL/MIN/92612/2019,1227/EC1/2019/SEIAA,Quarry owned by Sudheesh A T,MR SUDHEESH A T,EC Granted - Processed offline,EC,
21,22,SIA/KL/MIN/94123/2019,1254/EC2/2019/SEIAA,Building stone quarry of Mr M K Shaji,BUILDING STONE QUARRY OF MR M K SHAJI,Delisted,EC,
22,23,SIA/KL/MIN/140663/2020,,Building Stone Quarry of Mr Abdul Latheef U,BUILDING STONE QUARRY OF MR ABDUL LATHEEF U,Delisted,EC,
23,24,SIA/KL/MIN/43590/2019,1476/EC2/2019/SEIAA,Granite Bu,SRI SUDHEESH A T,EC Granted,EC,
24,25,SIA/KL/MIN/43709/2019,1469/EC3/2019/SEIAA,Sanju P K,SANJU  PK,EC Granted,EC,
25,26,SIA/KL/MIN/38721/2016,1069/EC4/2016/SEIAA,"Quarry Project at Purapuzha Village, Thodupuzha Taluk, Idukki District, Kerala in an area of 1.3898 hectares of M/s Cochin Blue Metal Industries Pvt. Ltd.",COCHIN BLUE METAL INDUSTRIES PVT LTD,Site Visit by SEAC - EC ISSUED 79 SEIAA,EC,
26,27,SIA/KL/MIN/58763/2016,,Oasis Dale Aggregate Products Pvt Ltd,OASIS DALE AGGREGATE PRODUCTS PVT LTD,TransferToDEIAA,EC,
27,28,SIA/KL/MIN/133893/2019,1788/E2/2020/SEIAA,Granite Building Stone Quarry of M/s. Pulpally Stone Crushers,MS PULPALLY STONE CRUSHERS,Rejection Letter Granted,EC,
28,29,SIA/KL/MIN/125587/2019,1492/EC1/2019/SEIAA,Granite Bu,BUILDING STONE QUARRY OF MR K V MOHAMMEDALI,EC Granted,EC,
29,30,SIA/KL/MIN/204850/2021,1352/EC2/2019/SEIAA,Building Stone Quarry,BUILDING STONE QUARRY OF SHRI JAYAPRAKASH K,Under examination of SEIAA after SEAC,EC,
30,31,SIA/KL/NCP/70301/2017,1156/EC/SEIAA/KL/2017,Environmental Clearance for proposed Expansion of Hospital Project to be developed by M/s Dr. K.M. Cherian Institute of Medical Sciences Pvt. Ltd.,DR K M CHERIAN INSTITUTE OF MEDICAL SCIENCES PVT LTD,Accepted By SEAC - EC ISSUED IN 79 SEIAA,EC,
31,32,SIA/KL/MIN/50538/2019,1378/EC2/2019/SEIAA,Expansion,KILINAKOD ROCK PRODUCTS PVT LTD,Delisted,EC,
32,33,SIA/KL/MIN/184230/2020,,Bharathapuzha River Basin Kadavu 26,BHARATHAPUZHA RIVER BASIN,Delisted,EC,
33,34,SIA/KL/MIN/199526/2021,2022/EC2/2022/SEIAA,Laterite building stone quarry of Noushad CM,NOUSHAD C M,EC Granted,EC,
34,35,SIA/KL/MIN/172346/2020,1826/EC3/2020/SEIAA,Mr Naushad T M,NAUSHAD    T M,Rejection Letter Granted,EC,
35,36,SIA/KL/MIN/43937/2019,1547/EC2/2019/SEIAA,Proposed B,HARITHA CONSULTANTS,EC Granted,EC,
