,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/MH/IND/30486/2015,SEIAA/2015/I/CR.11/TC-3,"Proposed Expansion of Industrial Project at Plot No. 3-C, Taloja MIDC, Tal. Panvel, Dist. Raigad.",CHEMSPEC CHEMICALS PVT LTD,Disposed through earlier site ec-ecmpcb-in,EC,
1,2,SIA/MH/MIS/224930/2021,SIA/MH/MIS/224930/2021,"Proposed Project on land Bearing (Old) S.NO. 271/8,9,10,11, S.NO.286/1 ,2, S.NO. 287/3 & (New) S.NO. 82/8,9,10 ,11 & S.NO. 85/1 ,2 at village- Navaghar, Bhayandar, Tal. & Dist.- Thane, Maharashtra by M/s Rashmi Properties.",RASHMI PROPERTIES,EC Granted,EC,
2,3,SIA/MH/MIS/225000/2021,SIA/MH/MIS/225000/2021,"Environmental Clearance for proposed redevelopment of existing building ""Sahni Villa""",SACHIV SAHNI,EC Granted,EC,
3,4,SIA/MH/MIN/30601/2015,SEIAA/2015/I/CR55/TC-3,Bhatkhande Bk Sand Ghat Auction,COLLECTOR JALGAON,Disposed through earlier site ec-ecmpcb-in,EC,
4,5,SIA/MH/MIN/161390/2020,SIA/MH/MIN/161390/2020,Environmental Clearance for proposed river bed Sand mining having lease area 0.15ha (0.37 acre) of Rakhi sand ghat on Potphodi River,"DISTRICT MINING OFFICER, GADCHIROLI",Rejection Letter Granted,EC,
5,6,SIA/MH/MIN/161452/2020,SIA/MH/MIN/161452/2020,Chichala River Bed Sand Mining Project,"DISTRICT MINING OFFICER, CHANDRAPUR",EC Granted,EC,
6,7,SIA/MH/MIN/161473/2020,SIA/MH/MIN/161473/2020,Environmental Clearance for proposed river bed Sand mining having area 4.00 Ha of Waghoda sand ghat on Pench River.,"DISTRICT MINING OFFICER, NAGPUR",EC Granted,EC,
7,8,SIA/MH/MIN/161491/2020,SIA/MH/MIN/161491/2020,Khambala River Bed Sand Mining Project,"DISTRICT MINING OFFICER, CHANDRAPUR",EC Granted,EC,
8,9,SIA/MH/MIN/161547/2020,SIA/MH/MIN/161547/2020,Uti Stone Quarry,SHRI. RAHUL JASUBHAI PATEL,WithdrawEC,EC,
9,10,SIA/MH/MIN/161591/2020,SIA/MH/MIN/161591/2020,Environmental Clearance for proposed river bed Sand mining having lease area 1.96 ha (4.84 acre) of  Anjanwadi sand ghat on Purna River,"DISTRICT MINING OFFICER,HINGOLI",EC Granted,EC,
0,11,SIA/MH/MIN/32908/2015,SEIAA/2015/I/CR470/TC-3,Badegaon –A Sand ghat auction,COLLECTOR NAGPUR,Disposed through earlier site ec-ecmpcb-in,EC,
1,12,SIA/MH/MIN/32917/2015,SEIAA/2015/I/CR475/TC-3,Bina-2B Sand ghat auction,COLLECTOR NAGPUR,Disposed through earlier site ec-ecmpcb-in,EC,
2,13,SIA/MH/MIN/32919/2015,SEIAA/2015/I/CR477/TC-3,Kirnapur-A  Sand ghat auction,COLLECTOR NAGPUR,Disposed through earlier site ec-ecmpcb-in,EC,
3,14,SIA/MH/NCP/61695/2017,SEIAA/2017/II/CR-97/TC-3,RESIDENTIAL BUILDING PROJECT,M S PODDAR HABITAT PVT LTD,Disposed through earlier site ec-ecmpcb-in,EC,
4,15,SIA/MH/MIN/141123/2020,SIA/MH/MIN/141123/2020,Masalkund Stone Quarry,SAYYAPARAJU APALLA NARSIMHA RAJU,EC Granted,EC,
5,16,SIA/MH/MIN/141222/2020,SIA/MH/MIN/141222/2020,"Stone Quarry of M/S Afcons Infrastructure Ltd. ,Mr. Birendra Kumar Jha,Village Chinchghat,Tq Selu,Dist. Wardha,Gut No.57/1 Part",PROJECT PROPONENT,EC Granted,EC,
6,17,SIA/MH/NCP/63393/2017,SEIAA/2017/II/CR-194/TC-3,"Khodal Enterprises Residential project at Murbad, Thane",KHODAL ENTERPRISES,Disposed through earlier site ec-ecmpcb-in,EC,
7,18,SIA/MH/NCP/60124/2016,SEIAA/2017/II/CR-144/TC-3,"Memories, S. no. 90 Mohammadwadi, Taluka-Haveli, Dist-Pune.",NAMO DEVELOPERS,Disposed through earlier site ec-ecmpcb-in,EC,
8,19,SIA/MH/MIN/93697/2019,,"Proposal for Sand Quarry in Sanvadgaon Village, Taluka Malegaon, District Nasik, State Maharashtra over an area of 0.6000 Ha at Girna River",VIVEK P NAVARE,Disposed through earlier site ec-ecmpcb-in,EC,
9,20,SIA/MH/MIN/48955/2016,SEIAA/2016/I/CR246/TC-3,Shankar Ramchandra Earthmovers Pvt. Ltd.,SHANKAR RAMCHANDRA EARTHMOVERS P L,Disposed through earlier site ec-ecmpcb-in,EC,
0,21,SIA/MH/NCP/76060/2018,,Rassaz Greens by M/s. Rassaz  Infrastructure,RASSAZ INFRASTRUCTURE PVT LTD,Disposed through earlier site ec-ecmpcb-in,EC,
1,22,SIA/MH/NCP/49493/2016,SEIAA/2016/II/CR253/TC-3,"Residential and Commercial project Mahindra Happinest  Palghar  at Gut no.183(p), 183(p) & 158, village Nandore, Tehsil & district Palghar, Maharashtra by Mahindra Lifespace Developers Limited",MAHINDRA LIFESPACE DEVELOPERS LIMITED,Disposed through earlier site ec-ecmpcb-in,EC,
2,23,SIA/MH/MIN/32222/2015,SEIAA/2015/I/CR368/TC-3,Nagziri Sand Ghat Auction,COLLECTOR JALGAON,Disposed through earlier site ec-ecmpcb-in,EC,
3,24,SIA/MH/MIN/32224/2015,SEIAA/2015/I/CR370/TC-3,Bhokari Sand Ghat Auction,COLLECTOR JALGAON,Disposed through earlier site ec-ecmpcb-in,EC,
4,25,SIA/MH/MIS/152017/2020,SIA/MH/MIS/152017/2020,"Proposed project - Tech Park at Pride World City, Charholi at Sector 1 at Survey no. 129(P), 131/1, 131/2, 135/2 to 6, Taluka Haveli, Village Charholi BK, Pune Maharashtra",PRIDE BUILDER LLP,WithdrawEC,EC,
5,26,SIA/MH/MIN/234202/2021,SIA/MH/MIN/234202/2021,EXTRACTION OF MINOR MINERALS (STONE) FAVOURING CIDCO,VIVEK DNYANESHWAR PATIL,ADS by SEIAA,EC,
6,27,SIA/MH/MIN/33290/2015,SEIAA/2015/I/CR510/TC-3,Ghatkuroda 2 Sand Ghat,COLLECTOR OFFICE,Disposed through earlier site ec-ecmpcb-in,EC,
7,28,SIA/MH/MIN/33297/2015,SEIAA/2015/I/CR513/TC-3,Waghadev Tilli Sang Ghat,COLLECTOR OFFICE,Disposed through earlier site ec-ecmpcb-in,EC,
8,29,SIA/MH/MIN/33313/2015,SEIAA/2015/I/CR520/TC-3,Nansari 2 Sand Ghat,COLLECTOR OFFICE,Disposed through earlier site ec-ecmpcb-in,EC,
9,30,SIA/MH/NCP/63046/2017,SEIAA/2017/II/CR-105/TC-3,"Expansion of Proposed Redevelopment of ""New Shivshahi"" at WorliShivshahi CHS and Shivaji Nagar Shivprerna CHS Ltd, Annie Besant Rd, Worli, Mumbai by M/s Wonder value Realty Developers PL",HBS VIEW PVT LTD,Disposed through earlier site ec-ecmpcb-in,EC,
0,31,SIA/MH/NCP/59131/2016,SEIAA/2017/II/CR-53/TC-3,"WATER TREATMENT PLANT & ALLIED FACILITIES at CTS no. 13-16 of village Klerabad, Tal. Kurla, Bhandup (W).",MUNICIPAL CORPORATION OF BRIHAN MUMBAI,Disposed through earlier site ec-ecmpcb-in,EC,
1,32,SIA/MH/MIN/94764/2019,,"Proposal for Sand Quarry in Jewali Village, Taluka Latur, District Latur, State Maharashtra over an area of 0.3800 Ha at Manjara River",VIVEK P NAVARE,Disposed through earlier site ec-ecmpcb-in,EC,
2,33,SIA/MH/MIN/94768/2019,,"Proposal for Sand Quarry in Ankulga Rani Village, Taluka Shirur Anantpal, District Latur, State Maharashtra over an area of 0.3000 Ha at Manjara River",VIVEK P NAVARE,Disposed through earlier site ec-ecmpcb-in,EC,
3,34,SIA/MH/MIN/31836/2015,SEIAA/2015/I/CR274/TC-3,,COLLECTOR JALGAON,Disposed through earlier site ec-ecmpcb-in,EC,
4,35,SIA/MH/MIN/31855/2015,SEIAA/2015/I/CR290/TC-3,,COLLECTOR BHANDARA,Disposed through earlier site ec-ecmpcb-in,EC,
5,36,SIA/MH/NCP/31875/2015,SEIAA/2015/III/CR305/TC-3,Green County,ANAND DEVELOPERS,Disposed through earlier site ec-ecmpcb-in,EC,
6,37,SIA/MH/MIN/31912/2015,SEIAA/2015/I/CR326/TC-3,Hanumantkhedesim-1  Sand Ghat Auction,COLLECTOR JALGAON,Disposed through earlier site ec-ecmpcb-in,EC,
7,38,SIA/MH/NCP/36309/2015,SEIAA/2015/III/CR580/TC-3,"“Vishwabharti Co-operative Housing Society”
Residential Complex at Manewada, Nagpur.",VISHWABHARTI COOPERATIVE HOUSING SOCIETY,Disposed through earlier site ec-ecmpcb-in,EC,
