,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/PB/MIS/161556/2020,,Uptown Skylla,ARTIQUE INFRATECH,WithdrawEC,EC,
1,2,SIA/PB/MIS/115414/2019,SEIAA/PB/NCP/EC/2019/24,The Eastern Park by Garav Basera,GAURAV LAND DEVELOPER,EC Granted,EC,
2,3,SIA/PB/MIN/35360/2015,,"earth mining for brick killn in the revenue estate of vill. karhali,tehsil and distt. patiala by m/s siddhi vinayak bko,mardaheri.",SIDHI VINAYAK  BKO,Delisted,EC,
3,4,SIA/PB/MIS/268718/2022,SEIAA/PB/MIS/2022/EC/19,"Warehouse Project at (H.B. No. 79), Village Chamaru, Tehsil Rajpura, Distt. Patiala, Punjab by M/s Xplent Logistics Park Pvt. Ltd.",XPLENT LOGISTICS PARK PRIVATE LIMITED,EC Granted,EC,
4,5,SIA/PB/MIN/145209/2020,SEIAA/PB/MIN/EC/2020/16,Sand Mining Project,M/S MAHADEV ENCLAVE PRIVATE LIMITED,Delisted,EC,
5,6,SIA/PB/NCP/71274/2017,SEIAA/PB/NCP/2017/EC/25,TANMAY TOWERS,K G ENTERPRISES,EC Granted,EC,
6,7,SIA/PB/MIN/59446/2016,SEIAA/PB/MINING(NON-COAL)/EC/2017/23,Vehran Sand mining Project,GM CUM MINING OFFICER DIC PUNJAB,EC Granted,EC,
7,8,SIA/PB/MIN/42851/2016,,Maluka Bricks Industry Village Maluka Sub Tehsil Bhagta Bhaika District Bathinda,MALUKA BRICKS INDUSTRY,Delisted,EC,
8,9,SIA/PB/MIN/49341/2016,,A.A. Bricks Industries,A A BRICKS INDUSTRIES,Delisted,EC,
9,10,SIA/PB/MIN/42501/2016,SEIAA/PB/Sand Mining/EC/2016/1,Sand Mining Project at village- Borawali,DIC PUNJAB,Rejection Letter Granted,EC,
0,11,SIA/PB/INFRA2/414825/2023,SEIAA/PB/MIS/2023/EC/04,“Hotel Project” (2.739 acres) by M/s RG Infra,RG INFRA,Pending at PP due to eds,EC,
1,12,SIA/PB/NCP/56077/2016,SIA/PB/BC/EC/22/2016,"Commercial  Project “Copious Mall” located at Ladowali Road, Jalandhar, Punjab by M/s. Parv Promoters Pvt. Ltd.",PARV PROMOTERS PRIVATE LIMITED,EC Granted,EC,
2,13,SIA/PB/INFRA2/422259/2023,SEIAA/PB/MIS/2023/EC/09,Group Housing project namely “Melody of Life” by M/s Manglam Infra,MANGLAM INFRA,Awaiting EC,EC,
3,14,SIA/PB/MIN/58846/2016,SEIAA/PB/MINING(NON-COAL)/EC/2017/19,Lubangarh Sand Mining Project,LUBANGARH SAND MINING PROJECT,EC Granted,EC,
4,15,SIA/PB/NCP/16820/2016,SEIAA/PB/NCP/EIA/2017/1,“Aerocity Amritsar” by Amritsar Development Authority (ADA) u/s Land Owners Become Partners in Development (80:20) Scheme.,AMRITSAR DEVELOPMENT AUTHORITY UNDER SECTION LAND OWNERS BECOME PARTNERS IN DEVELOPMENT,EC Granted,EC,
5,16,SIA/PB/NCP/64109/2017,SEIAA\PB\NCP\EC\2017\12,OMAXE GREEN II,M/S OMAXE LTD.,EC Granted,EC,
6,17,SIA/PB/MIN/48869/2016,,M/s. G.M. Bricks Industries Village Peer Bakash Chouhan Tehsil Jalalabad (w) Distt.Fazilka (Punjab),G M BRICKS INDUSTRIES,Delisted,EC,
