,Proposal,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
637,SIA/WB/NCP/61187/2016,,Proposed Housing Complex at Manikpur,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 22 Dec 2016 ,INFRA-1,JANHIT INFRASTRUCTURES (P) LTD. & OTHERS,Delisted
638,SIA/WB/MIN/64478/2017,,"Sand mining project of SRI SAMIRAN BHATTACHARYA,Vill- Balihati P.O -Krishnanagar , Via Madpur,  Dist- Paschim Midnapore, PIN-721149
(M) 9434230109
",West Bengal,West Medinipur,No Data,Date of Submission for TOR: ,Date of Submission for EC: 06 Aug 2017 ,Non-Coal Mining,CHAKRABORTY MINERAL,Delisted
639,SIA/WB/INFRA2/453862/2023,,Hotel cum Commercial Complex by Global Mercantile Pvt. Ltd.,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 30 Nov 2023 ,INFRA-2, GLOBAL MERCANTILE PRIVATE LIMITED,Under examination of SEIAA
640,SIA/WB/MIN/431888/2023,EN/T-II-1/426/2023,Gangarampur Sand Mine (MIN_DD_27),West Bengal,,,Date of Submission for EC: 01 Jun 2023 ,Date of Ec Granted : 18 Aug 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
641,SIA/WB/MIN/238304/2021,,"Kalinagar Sand Mine, Himanshu Santra",West Bengal,Purba Burdwan,Burdwan,Date of Submission for TOR: ,Date of Submission for EC: 15 Nov 2021 ,Non-Coal Mining,"HIMANSHU SANTRA, KALINAGAR SAND MINE",Delisted
642,SIA/WB/MIN/260727/2022,EN/T-II-1/020/2023,Baranda [Plot No. 1(P); J.L. No.- 572] sand deposit on Silabati River,West Bengal,West Medinipur,Garhbeta,Date of Submission for TOR: ,Date of Submission for EC: 21 Jan 2023 ,Non-Coal Mining,ATAUR RAHAMAN MONDAL,Rejection Letter Granted
643,SIA/WB/IND3/403582/2022,EN/T-II-1/163/2021,"MANUFACTURING SPECIALITY CHEMICALS AND DISINFECTANT CHEMICALS IN EXISTING UNIT BY SALTS AND CHEMICALS PVT. LIMITED AT VILLAGE & PO - SUGANDHA, DIST. - HOOGHLY, WEST BENGAL",West Bengal,Hooghly,,Date of Submission for EC: 21 Feb 2023 ,Date of Ec Granted : 18 Jul 2023,Industrial Projects - 3,M/S SALTS AND CHEMICALS PRIVATE LIMITED.,EC Granted
644,SIA/WB/MIN/426379/2023,EN/T-II-1/414/2023,WB_APD_ANG_A_2,West Bengal,,,Date of Submission for EC: 18 Apr 2023 ,Date of Ec Granted : 18 Aug 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
645,SIA/WB/NCP/66154/2017,EN/T-II-1/050/2017,Expansion of “JAGANNATH GUPTA INSTITUTE OF MEDICAL SCIENCES & HOSPITAL” – (A unit of Urmila Devi Jagannath Gupta Charitable Trust),West Bengal,South 24 Parganas,Budge Budge - I,Date of Submission for TOR: ,Date of Submission for EC: 28 Jul 2017 ,INFRA-1,JAGANNATH GUPTA INSTITUTE OF MEDICAL SCIENCES AND HOSPITAL A UNIT OF URMILA DEVI JAGANNATH GUPTA CHARITABLE TRUST,WithdrawEC
646,SIA/WB/NCP/61645/2017,EN/T-II-1/017/2017,Residential Building - Building and Construction Project,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 19 Apr 2017 ,Date of Ec Granted : 17 Dec 2020,INFRA-1,KOLKATA HEIGHTS PVT LTD,EC Granted - Processed offline
647,SIA/WB/IND/4915/2015,,,West Bengal,Bankura,Bankura - I,Date of Submission for EC: 06 Dec 2015 ,Date of Ec Granted : 06 Sep 2016,Industrial Projects - 1,KENJAKURA GRAM PANCHAYAT,EC Granted - Processed offline
648,SIA/WB/INFRA2/450982/2023,EN/T-II-1/490/2023,"Construction of Basement + Ground Floor + 10 Storied Building for State of the Art, Director General, GSI Office at Plot No. GN-40, Sector – V, Salt Lake, Kolkata",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 01 Nov 2023 ,INFRA-2,Rahul Sharma,Under examination of SEIAA after SEAC
649,SIA/WB/IND/1478/2014,,Expansion in the existing LPG Import Export Terminal,West Bengal,East Medinipur,Sutahata - I,Date of Submission for TOR: ,Date of Submission for EC: 27 Aug 2015 ,Industrial Projects - 1,INDIAN OIL PETRONAS PRIVATE LIMITED,Delisted
650,SIA/WB/NCP/75645/2018,EN/T-II-1/061/2018,Residential Building-Building & Construction Project,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 16 Jul 2018 ,Date of Ec Granted : 19 Oct 2022,INFRA-1,SWASTIK PROJECTS PVT. LTD.,EC Granted
651,SIA/WB/INFRA2/446647/2023,EN/T-II-1/533/2023,Residential Complex and Resort Complex,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 05 Oct 2023 ,INFRA-2, PURTI HOTELS AND RESORTS PRIVATE LIMITED,ADS by SEAC
652,SIA/WB/IND2/20755/2016,EN/T-II-1/029/2016,288-2N-24/2016(E),West Bengal,South 24 Parganas,Budge Budge - I,Date of Submission for EC: 20 Oct 2017 ,Date of Ec Granted : 10 Jan 2018,Industrial Projects - 2,IOCL LPG BP BUDGE BUDGE,EC Granted
653,SIA/WB/NCP/23033/2017,EN/T-II-1/005/2017,"Proposed Modification & Expansion of Residential Complex ""Siddha Eden Lakeville"" by the Refugee Relief & Rehabilitation Dept., Govt. of WB",West Bengal,North 24 Parganas,Barrackpur - II,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2018 ,INFRA-1,REFUGEE RELIEF AND REHABILITATION DEPARTMENT,Delisted
654,SIA/WB/MIN/439925/2023,EN/T-II-1/511/2023,Teshimla Sand Mine (MIN_JPG_5),West Bengal,,,Date of Submission for EC: 09 Aug 2023 ,Date of Ec Granted : 23 Nov 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
655,SIA/WB/NCP/30734/2017,EN/T-II-1/025/2018,"Dong Fang Electric (India) Private Limited” at New Town, Rajarhat, Kolkata",West Bengal,North 24 Parganas,Rajarhat,Date of Submission for TOR: ,Date of Submission for EC: 15 Jan 2019 ,INFRA-1,DONG FANG ELECTRIC (INDIA) PRIVATE LIMITED,WithdrawEC
656,SIA/WB/MIN/201154/2021,EN/T-II-1/091/2021,Lohatikri Sand Block MSB-3 of M/s Ghosh Enterprise (Authorized Signatory - Tapas Ghosh).,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 04 Mar 2021 ,Non-Coal Mining,M/S GHOSH ENTERPRISE,Delisted
657,SIA/WB/MIN/172750/2020,EN/T-II-1/068/2020,Sk Sajahan Propitor,West Bengal,East Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 08 Dec 2020 ,Non-Coal Mining,SK SAJAHAN PROPITOR,Delisted
658,SIA/WB/MIN/234270/2021,,Chel River Bed Sand Mining,West Bengal,Jalpaiguri,mal,Date of Submission for TOR: ,Date of Submission for EC: 18 Oct 2021 ,Non-Coal Mining,CHEL RIVER BED MINING,Delisted
659,SIA/WB/MIN/261717/2022,,"Mokarimpur [Plot No. 816(P), J.L. No.- 28] sand deposit on Kangshabati River.",West Bengal,East Medinipur,Debra,Date of Submission for TOR: ,Date of Submission for EC: 29 Mar 2022 ,Non-Coal Mining,SOMEN KUMAR BOSE,Query raised by SEIAA and pending at PP
660,SIA/WB/NCP/29734/2018,EN/T-II-1/027/2018,ALTIUS,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 31 Oct 2018 ,Date of Ec Granted : 17 Apr 2019,INFRA-1,HARMONY  VINIMAY PVT LTD,EC Granted
661,SIA/WB/IND2/25638/2015,EN/T-II-1/081/2015,"Proposed Storage Tank Terminal of Total Onsite Capacity of 18,496 kL at Budge Budge, District – 24 Parganas (S), West Bengal by M/s IMC Limited",West Bengal,South 24 Parganas,Budge Budge - I,Date of Submission for EC: 17 Apr 2018 ,Date of Ec Granted : 03 Oct 2018,Industrial Projects - 2,I M C LIMITED,EC Granted
662,SIA/WB/INFRA2/416238/2023,EN/T-II-1/066/2019,Environmental Clearance for Proposed Expansion of Township and Area Development project “One-10”,West Bengal,,,Date of Submission for EC: 25 Apr 2023 ,Date of Ec Granted : 29 Aug 2023,INFRA-2,LAKSHMI GROUP REALTY (P) LTD. & ORS,EC Granted
663,SIA/WB/MIN/435381/2023,EN/T-II-1/447/2023,Char Churabhandar  Sand Mine (MIN_JPG_16),West Bengal,,,Date of Submission for EC: 01 Jul 2023 ,Date of Ec Granted : 20 Sep 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
664,SIA/WB/NCP/66067/2017,EN/T-II-1/041/2017,Residential Complex by Sunidhi Estates Pvt. Ltd.,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 10 Jul 2017 ,Date of Ec Granted : 13 Jan 2021,INFRA-1,SUNIDHI ESTATES PVT LTD,EC Granted
665,SIA/WB/MIS/183102/2020,EN/T-II-1/073/2020,Commercial Building for Trading (Business) and other Allied Purposes,West Bengal,Howrah,Domjur,Date of Submission for EC: 28 Nov 2020 ,Date of Ec Granted : 03 Jun 2022,INFRA-2,SRPM HAAT LLP,EC Granted
666,SIA/WB/MIN/184961/2020,,"Bangpur Sand Mine, Shri Dinanath Chawdhery",West Bengal,Barddhaman,Burdwan - I,Date of Submission for TOR: ,Date of Submission for EC: 09 Jul 2021 ,Non-Coal Mining,RAY TECHNO SOLUTIONS,Delisted
667,SIA/WB/MIS/250876/2022,EN/T-II-1/016/2022,Residential Project,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 25 Feb 2022 ,Date of Ec Granted : 20 Jul 2022,INFRA-2,MERLIN  PROJECTS  LIMITED,EC Granted
668,SIA/WB/MIN/264046/2022,,Fulbari sand mine,West Bengal,Cooch Behar,alipurduar,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,MUKUNDA BERMAN,Delisted
669,SIA/WB/MIN/263773/2022,,1.38,West Bengal,Bankura,Mejhia,Date of Submission for TOR: ,Date of Submission for EC: 16 May 2022 ,Non-Coal Mining,PURBATOR SAND MINE OF SHRI SANTOSH KUMAR CHOURASIA,Delisted
670,SIA/WB/MIN/441881/2023,,Mankyapal Sand Block M.BIN.B-34,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 28 Aug 2023 ,Non-Coal Mining,BIDHAN PATRA,Query raised by SEIAA and pending at PP
671,SIA/WB/MIN/59217/2016,EN/T-II-1/072/2016,DHARGRAM STONE DEPOSIT,West Bengal,Purulia,,Date of Submission for EC: 18 Oct 2016 ,Date of Ec Granted : 04 Apr 2018,Non-Coal Mining,SUKRITI PEBBLES,EC Granted - Processed offline
672,SIA/WB/NCP/65978/2017,EN/T-II-1/051/2017,"""LAKEWOOD ESTATE""",West Bengal,South 24 Parganas,Sonarpur,Date of Submission for EC: 27 Jul 2017 ,Date of Ec Granted : 16 Jul 2018,INFRA-1,M/S. DAFFODIL HOMES PVT. LTD. & OTHERS,EC Granted
673,SIA/WB/INFRA2/420798/2023,EN/T-II-1/272/2023,Residential Project,West Bengal,,,Date of Submission for EC: 07 Mar 2023 ,Date of Ec Granted : 05 Oct 2023,INFRA-2, SRIJAN RESIDENCY LLP,EC Granted
674,SIA/WB/NCP/73381/2018,EN/T-II-1/022/2018,Residential Complex-Building & Construction Project,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for TOR: ,Date of Submission for EC: 17 Apr 2018 ,INFRA-1,ASHAPURA VYAPAAR PVT. LTD. & OTHERS,Delisted
675,SIA/WB/NCP/71424/2017,EN/T-II-1/001/2018,Expansion of Residential Complex by Broad Tie Up Pvt. Ltd. & Others,West Bengal,South 24 Parganas,Baruipur,Date of Submission for EC: 02 Jan 2018 ,Date of Ec Granted : 10 Feb 2021,INFRA-1,BROAD TIE UP PRIVATE LIMITED AND OTHERS,EC Granted
676,SIA/WB/MIN/445589/2023,,Narasinhapur Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 23 Sep 2023 ,Non-Coal Mining,BASUDEB MAJHI,Query raised by SEIAA and pending at PP
677,SIA/WB/NCP/42681/2016,EN/T-II-1/036/2016,"Expansion of Day Care and Oncology building and Alterations of Service Block and new Meditation Centre within the Apollo Gleneagles Hospital Ltd, Kolkata",West Bengal,24 Parganas,24 Parganas (N),Date of Submission for EC: 09 May 2016 ,Date of Ec Granted : 04 Oct 2016,INFRA-1,APOLLO GLENEAGLES HOSPITAL,EC Granted
678,SIA/WB/NCP/74801/2018,EN/T-II-1/038/2018,Proposed Expansion of “SWARNAMANI” (Residential Complex),West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 14 May 2018 ,INFRA-1,MANIGROUP,Rejected - Processed offline
679,SIA/WB/IND2/29250/2017,EN/T-II-1/070/2017,Setting up manufacturing unit of Synthetic Resin with total production capacity of 2050 Tonne/Annum and Paint with capacity 4.0 Lakh liter per Annum,West Bengal,South 24 Parganas,Bhangar - I,Date of Submission for EC: 28 Sep 2018 ,Date of Ec Granted : 03 Jun 2020,Industrial Projects - 2,ASHHAD PAINTS AND RESIN MFG.,EC Granted
680,SIA/WB/MIN/417718/2023,EN/T-II-1/149/2023,River Bed Sand mining Bearing ID . MIN _BNK_55C on Dwarakeswar River,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 23 Feb 2023 ,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,Rejection Letter Granted
681,SIA/WB/MIN/215989/2021,EN/T-II-1/120/2021,"PUTULIA SAND MINE (AREA-3.80 HECTARES) ON AJAY RIVER ON Plot No.-1108 (P). LOCATED AT MOUZA- PUTULIA, P.S. - BARABANI, DISTRICT- PASCHIM BARDHAMAN, STATE- WEST BENGAL, JL NO. -13",West Bengal,Paschim bardhaman,Barabani,Date of Submission for TOR: ,Date of Submission for EC: 24 Jun 2021 ,Non-Coal Mining,M/S MAIHAR DEVELOPERS.,Delisted
682,SIA/WB/MIN/254529/2022,,Nekmara Sand Mine,West Bengal,West Medinipur,Keshiary,Date of Submission for TOR: ,Date of Submission for EC: 07 Mar 2022 ,Non-Coal Mining, BLUEBERRY NIRMAN PRIVATE LIMITED,Delisted
683,SIA/WB/MIN/229930/2021,,Jamsole Sand Block MSB - 62,West Bengal,West Medinipur,Medinipur Sadar,Date of Submission for TOR: ,Date of Submission for EC: 21 Sep 2021 ,Non-Coal Mining,TANUSHREE GHOSH,Delisted
684,SIA/WB/MIN/180560/2020,EN/T-II-1/041/2020,Gopiballavpur - I Sand Block MGB - 124 of  Ezaharul Hossain,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 25 Oct 2020 ,Non-Coal Mining,EZAHARUL HOSSAIN,Delisted
685,SIA/WB/MIN/180576/2020,EN/T-II-1/042/2020,Gopiballavpur - I Sand Block MGB - 125 of Sk. Karim.,West Bengal,West Medinipur,Jhargram,Date of Submission for TOR: ,Date of Submission for EC: 26 Oct 2020 ,Non-Coal Mining,SK. KARIM,Delisted
686,SIA/WB/MIN/407017/2022,,DURAMARIR CHHAT SAND & STONE MINE,West Bengal,Darjeeling,,Date of Submission for TOR: ,Date of Submission for EC: 18 Nov 2022 ,Non-Coal Mining, ANKUR BIOCHEM PRIVATE LIMITED,Request for withdraw
687,SIA/WB/MIN/416022/2023,EN/T-II-1/047/2023,MIN_BNK_16_A Sand Mine,West Bengal,,,Date of Submission for EC: 30 Jan 2023 ,Date of Ec Granted : 10 Mar 2023,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted
688,SIA/WB/MIN/452539/2023,EN/T-II-1/061/2023,Rangamati Sand Mine,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Nov 2023 ,Non-Coal Mining,SUMIT SINGH,Accepted by SEIAA and forwarded to SEAC
689,SIA/WB/MIN/62746/2017,EN/T-II-1/015/2017,Saharjora Fire Clay Mine,West Bengal,Bankura,Barjora,Date of Submission for EC: 20 Mar 2017 ,Date of Ec Granted : ,Non-Coal Mining,SHRI JITENDRANATH BANERJEE,EC Granted - Processed offline
690,SIA/WB/NCP/73461/2018,EN/T-II-1/020/2018,"HOUSING COMPLEX ""MPL HOUSING""",West Bengal,North 24 Parganas,Barrackpur - II,Date of Submission for EC: 12 Apr 2018 ,Date of Ec Granted : 06 Sep 2019,INFRA-1,MERLIN PROJECTS LTD.,EC Granted - Processed offline
691,SIA/WB/MIN/183978/2020,EN/T-II-1/064/2020,"MALYAN SAND MINE (AREA- 1.55 HECTARES) ON KANGSHABATI RIVER ON Plot No.-68(P) & 69(P) LOCATED AT MOUZA- MALYAN, P.S. - KESHPUR, DISTRICT- PASCHIM MEDINIPUR, STATE- WEST BENGAL, JL NO. 625",West Bengal,West Medinipur,Keshpur,Date of Submission for TOR: ,Date of Submission for EC: 19 Nov 2020 ,Non-Coal Mining,SITESH DHARA,Delisted
692,SIA/WB/MIN/263623/2022,,HIJAL SAND MINE,West Bengal,Murshidabad,Kandi,Date of Submission for TOR: ,Date of Submission for EC: 25 Mar 2022 ,Non-Coal Mining,TAPAN MONDAL,Under examination of SEIAA 
693,SIA/WB/MIN/210858/2021,,Desher Mohan Sand Mine,West Bengal,Paschim bardhaman,Jamuria,Date of Submission for TOR: ,Date of Submission for EC: 29 Apr 2021 ,Non-Coal Mining,KOILASH MAHATO,Delisted
694,SIA/WB/MIN/264846/2022,EN/T-II-1/148/2023,"River Bed Sand Mining Project on Bansloi River at Mouza- Lakshminarayanpur, Plot No: 928(P), JL.No.-20, P.S-Murarai, Dist- Birbhum, State-West Bengal",West Bengal,Birbhum,Murarai - I,Date of Submission for TOR: ,Date of Submission for EC: 30 Mar 2022 ,Non-Coal Mining,PAWAN ARORA,Rejection Letter Granted
695,SIA/WB/MIS/286034/2022,EN/T-II-1/052/2022,Housing Complex “The Khaki Estate”,West Bengal,North 24 Parganas,Rajarhat,Date of Submission for EC: 29 Jul 2022 ,Date of Ec Granted : 27 Sep 2022,INFRA-2,"INDIAN POLICE SERVICE OFFICERS WELFARE SOCIETY, WEST BENGAL",EC Granted
696,SIA/WB/MIN/252892/2022,,"Kashimpur Brick Soil Mining Project, For M/s Kaka Brick Field & Co",West Bengal,Malda,Chanchal - II,Date of Submission for TOR: ,Date of Submission for EC: 24 Jan 2022 ,Non-Coal Mining,OBAIDUR RAHAMAN,Delisted
697,SIA/WB/MIN/187340/2020,,"Haibatpur Sand Mine on Damodar River, (Santilata Roy)",West Bengal,Barddhaman,Jamalpur,Date of Submission for TOR: ,Date of Submission for EC: 04 Feb 2021 ,Non-Coal Mining,RAY TECHNO SOLUTIONS,Delisted
698,SIA/WB/MIN/264259/2022,EN/T-II-1/166/2023,SIMASIMI SAND MINE,West Bengal,Barddhaman,Galsi - I,Date of Submission for TOR: ,Date of Submission for EC: 23 Feb 2023 ,Non-Coal Mining, RSMP PROJECT PRIVATE LIMITED,Rejection Letter Granted
699,SIA/WB/MIN/264776/2022,EN/T-II-1/105/2022,Mining of Riverbed Sand and Stone of PRAKASH THAPA,West Bengal,Darjeeling,Kharibari,Date of Submission for TOR: ,Date of Submission for EC: 05 Dec 2022 ,Non-Coal Mining,PRAKASH THAPA,Rejection Letter Granted
700,SIA/WB/IND2/433074/2023,EN/T-II-1/499/2023,"Proposed Onshore Exploratory drilling of 08 wells in Bengal Onshore OALP-IV Block BP-ONHP-2019/1 situated in East Medinipur and West Medinipur Districts of West Bengal By M/s. ONGC Limited, MBA Basin",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 17 Aug 2023 ,Industrial Projects - 2,HSE MBA BASIN,Agenda Uploaded by SEIAA
701,SIA/WB/MIN/67066/2017,EN/T-II-1/029/2017,Sand Mining,West Bengal,West Medinipur,No Data,Date of Submission for EC: 05 Oct 2017 ,Date of Ec Granted : 16 Aug 2018,Non-Coal Mining,SRI AMAR KHAN,EC Granted
702,SIA/WB/NCP/58218/2016,EN/T-II-1/062/2016,Residential Building-Building and Construction Project,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 12 Sep 2016 ,INFRA-1,INDRANIL ROY CHOWDHURY AND PARTHA ROY CHOWDHURY,Delisted
703,SIA/WB/NCP/66827/2017,EN/T-II-1/080/2017,GARMENT INDUSTRIAL PARK ,West Bengal,Howrah,Domjur,Date of Submission for TOR: ,Date of Submission for EC: 01 Nov 2017 ,INFRA-1,S D INFRASTRUCTURE AND REAL ESTATE PRIVATE LIMITED,WithdrawEC
704,SIA/WB/MIN/438868/2023,EN/T-II-1/485/2023,Nimai Sand Mine (MIN_DJ_7),West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 01 Aug 2023 ,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,Delisted
705,SIA/WB/NCP/20117/2017,EN/T-II-1/014/2017,Ideal Greens,West Bengal,South 24 Parganas,Thakurpukur Mahestola,Date of Submission for TOR: ,Date of Submission for EC: 17 Aug 2017 ,INFRA-1,CALCUTTA INFRASTRUCTURE INFOTECH PROJECT LTD,Delisted
706,SIA/WB/NCP/65094/2017,EN/T-II-1/044/2017,Residential Complex - Building and Construction Project ,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for EC: 11 Jul 2017 ,Date of Ec Granted : 05 Sep 2018,INFRA-1,M/S. LINGRAJ PROPERTIES PVT. LTD. & OTHERS,EC Granted
707,SIA/WB/IND/30014/2018,EN/T-II-1/057/2018,"Proposed Expansion in Cement Production Capacity from 2.0 MTPA to 2.5 MTPA of the Existing Stand-alone Grinding Unit at Panagarh Industrial Park of WBIDC, Block: Aushgram-II, District: Purba Burdwan (",West Bengal,Burdwan,Ausgram-II,Date of Submission for EC: 29 Nov 2018 ,Date of Ec Granted : 17 Jun 2019,Industrial Projects - 1,EMAMI CEMENT LIMITED,EC Granted
708,SIA/WB/MIN/439314/2023,EN/T-II-1/509/2023,Purbo Pashunath Sand Mine (MIN_DJ_19),West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 05 Aug 2023 ,Non-Coal Mining,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,ADS by SEAC
709,SIA/WB/MIS/41038/2016,EN/T-II-1/010/2016,Ideal Unique Residency,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 02 Feb 2016 ,Date of Ec Granted : ,INFRA-2,IDEAL UNIQUE REALTORS PVT LTD,EC Granted - Processed offline
710,SIA/WB/NCP/60306/2016,EN/T-II-1/082/2016,Residential Complex by Muskan Highrise Pvt. Ltd.,West Bengal,Kolkata,Kolkata,Date of Submission for EC: 23 Nov 2016 ,Date of Ec Granted : 03 Jun 2020,INFRA-1,MUSKAN HIGHRISE PRIVATE LIMITED,EC Granted - Processed offline
711,SIA/WB/IND1/430933/2023,,"Expansion of Dual Re-Rolling MillPlant located at Plot No. 2966, 2968& 2973,Mouza-Mondalpur,  J.L No. 37, Ward No. 06 atJamuria Industrial State, Local P.S. Jamuria,P.O.-Mondalpur, District-Paschim Bardhaman, State- West Bengal by  M/s Great Eastern InfraconPvt. Ltd.",West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 26 May 2023 ,Industrial Projects - 1, GREAT EASTERN INFRACON PRIVATE LIMITED,Query raised by SEIAA and pending at PP
712,SIA/WB/INFRA2/406141/2022,EN/T-II-1/007/2020,"Expansion of Existing Common Bio-Medical Waste Treatment Facility at Plot no. K-26, Phase-III, Kalyani Industrial Growth Centre, Kalyani P.S. & P.O., Nadia District, West Bengal",West Bengal,Nadia,,Date of Submission for TOR: ,Date of Submission for EC: 10 May 2023 ,INFRA-2,MEDICARE ENVIRONMENTAL MANAGEMENT PVT. LTD.,Agenda Uploaded by SEIAA
713,SIA/WB/NCP/64249/2017,EN/T-II-1/036/2017,Residential Building - Building and Construction Project,West Bengal,Kolkata,Kolkata,Date of Submission for TOR: ,Date of Submission for EC: 30 May 2017 ,INFRA-1,ORBIT PROJECTS PVT LTD,Delisted
714,SIA/WB/INFRA2/450816/2023,,Residential cum Commercial Complex by M/s. Almits Developers LLP,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 02 Nov 2023 ,INFRA-2, ALMITS DEVELOPERS LLP,Query raised by SEIAA and pending at PP
715,SIA/WB/NCP/62794/2017,EN/T-II-1/009/2017,Residential Complex by Prudent Infrarealty Pvt. Ltd. & Others,West Bengal,South 24 Parganas,Sonarpur,Date of Submission for EC: 20 Mar 2017 ,Date of Ec Granted : ,INFRA-1,PRUDENT INFRAREALTY PVT. LTD. & OTHERS,EC Granted - Processed offline
716,SIA/WB/INFRA2/421576/2023,,AMETHYST,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 10 Mar 2023 ,INFRA-2, ANUSANDHAN COMMOTRADE PVT LTD,Query raised by SEIAA and pending at PP
717,SIA/WB/MIN/59466/2016,,Mondala Bhatina Clay mines,West Bengal,Birbhum,Rampurhat - I,Date of Submission for TOR: ,Date of Submission for EC: 05 Oct 2016 ,Non-Coal Mining,BIRBHUM KAOLINE AND ALLIED INDUSTRIES P LTD,Delisted
718,SIA/WB/INFRA2/406407/2022,EN/T-II-1/090/2022,Commercial cum Residential Building Complex by Indian Church Trustees,West Bengal,Kolkata,,Date of Submission for EC: 22 Dec 2022 ,Date of Ec Granted : 05 Apr 2023,INFRA-2, INDIAN CHURCH TRUSTEES,EC Granted
719,SIA/WB/INFRA2/436577/2023,,Mercantile Building (Shopping Complex) by Hastera Credit Pvt. Ltd.,West Bengal,,,Date of Submission for TOR: ,Date of Submission for EC: 13 Jul 2023 ,INFRA-2, HASTERA CREDIT PVT LIMITED,Query raised by SEIAA and pending at PP
