,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/CG/MIN/74714/2018,,"Bade Bacheli Tin Ore Mine 
5.314 Hactare",PRECIOUS MINERALS AND SMELTING LIMITED,Delisted,EC,
2,2,SIA/CG/MIN/48406/2016,OL/EC/BRICKS/MAHASAMUND/382,brick earth quarry,MS CHEEMA BRICK,EC Granted,EC,
3,3,SIA/CG/IND/75214/2018,,MAMTA ELECTROCASTING PRIVATE LIMITED,MAMTA ELECTROCASTING PRIVATE LIMITED,Delisted,EC,
4,4,SIA/CG/MIN/252558/2022,OL/EC/MIN/RAJNANDGAON/2022,M/s R.D. Minerals (Partner -Shri Rahul Golchha),M/S R D MINERALS (PARTNER- SHRI RAHUL GOLCHHA),EC Granted,EC,
5,5,SIA/CG/IND/33391/2019,OL/EC/IND/RAIGARH/800,EXPANSION IN MS INGOT/BILLET PRODUCTION CAPACITY FROM 57321 TPA TO 148000 TPA THROUGH IMPLEMENTATION OF ADDITIONAL 2X12 MT AND UPGRADATION OF EXISTING 2X10 MT TO 2X12MT (FINAL 12MTX4 NOS.) INDUCTION FURNACES BY M/S.  SADGURU ISPAT PRIVATE LIMITED,SADGURU ISPAT PRIVATE LIMITED,Under examination of SEIAA after SEAC,EC,
6,6,SIA/CG/MIN/417349/2023,OL/EC/MIN/MAHASAMUND/1596,ACHHOLI FLAGSTONE MINING PROJECT,VISHNU PRASAD,EC Granted,EC,
7,7,SIA/CG/MIN/429705/2023,OL/EC/MIN/KANKER/2432,Shyamnagar Ordinary Stone Quarry,MANOJ MANDAL,Rejection Letter Granted,EC,
8,8,SIA/CG/MIN/435684/2023,OL/EC/MIN/RAIPUR/2564,BUDERA LIMESTONE QUARRY,GOVIND SAHU,For further consideration(SEAC),EC,
9,9,SIA/CG/MIN/31538/2015,,"Saroj sharma stone mine, Bilaspur",SAROJ SHARMA STONE MINE,WithdrawEC,EC,
10,10,SIA/CG/MIN/36634/2015,OL/EC/LIMESTONE_MINE/BILASPUR/266,Mohtara- Jairamnagar Limestone quarry,HARISHANKAR RATHORE,EC Granted,EC,
1,11,SIA/CG/MIN/131694/2019,OL/EC/MIN/RAJNANDGAON/1124,Shri. Rampradesh Verma,RAMPRADESHVERMA,Under examination of SEIAA after SEAC,EC,
2,12,SIA/CG/MIN/143742/2020,OL/EC/MIN/RAIGARH/1186,F-1 Dhanuhardera Ordinary Sand Quarry,KULDEEP SINGH AHUJA,EC Granted,EC,
3,13,SIA/CG/MIS/153845/2020,OL/EC/MIN/RAIPUR/1305,Multistoried Residential cum Commercial complex,AVINASH DEVELOPERS PRIVATE LIMITED,EC Granted,EC,
4,14,SIA/CG/MIN/153868/2020,OL/EC/MIN/KANKER/1306,Khairkheda Ordinary Stone Quarry,KHAIRKHEDA ORDINARY STONE QUARRY,For further consideration(SEAC),EC,
5,15,SIA/CG/MIN/61827/2021,OL/EC/MIN/BALOD/1605,"Kurdi Farshi Patthar Mining Project of Ashwin Patel (Area: - 2.65 Hect. with Production Capacity: 18,881.25 TPA) at  Village-Kurdi, Tehsil-Gunderdehi & District:- Balod (Chhattisgarh)",ASHWIN PATEL,EC Granted - Processed offline,EC,
6,16,SIA/CG/IND1/404417/2022,OL/EC/IND1/RAIPUR/2168,SRS STEEL & POWER,VIVEK SAHNI,For further consideration(SEAC),EC,
7,17,SIA/CG/MIN/416980/2023,OL/EC/MIN/BALRAMPUR/2303,Markadand Brick Earth & Kiln  Quarry,BALADEV JAISWAL,For further consideration(SEAC),EC,
8,18,SIA/CG/MIN/426822/2023,OL/EC/MIN/RAIGARH/2391,M/s. Dilip Buildcon Limited -Semipali Ordinary Stone Quarry,DILIP BUILDCON LIMITED,Referred Back to SEAC,EC,
9,19,SIA/CG/MIN/415747/2023,OL/EC/MIN/KORBA/2289,Dadarkala Ordinary Stone Quarry  of M/s. Jai Maa Madwarani Minerals,JAI MAA MADAWARANI MINERALS,EC Granted,EC,
10,20,SIA/CG/MIN/175743/2020,OL/EC/MIN/BALRAMPUR/1409,Talkeshwarpur sand mine of Ramesh Patel,TALKESHWARPUR SAND MINE OF RAMESH PATEL,EC Granted,EC,
1,21,SIA/CG/MIN/72259/2021,OL/EC/MIN/RAJNANDGAON/1283,Smt. Suman Singh (Kalkasa Limestone Quarry),SMT SUMAN SINGH,Awaiting EC,EC,
