,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/CG/MIN/93983/2019,,TAKAM SAND MINES,SARPANCH TAKAM B,Delisted,EC,
2,2,SIA/CG/MIN/33023/2015,OL/EC/SANDMINE/DHAMTARI/161,Gadadih sand Mine,CMO KURUD,EC Granted,EC,
3,3,SIA/CG/MIN/33508/2019,OL/EC/IND/KANKER/795,Capacity Expansion from 0.60 to 1.20 MTPA (1.0 MTPA Iron Ore above threshold value (+45% Fe) & 0.20 MTPA below threshold value Mineral (-45% Fe which is Part of Overburden)) & Installation of a new 0.48 MTPA Iron Ore Beneficiation Plant (Primary Dry/Wet) - M/s. Shri Bajrang Power & Ispat Limited,SHRI BAJRANG POWER ISPAT LIMITED,EC Granted,EC,
4,4,SIA/CG/NCP/72138/2018,OL/EC/NCP/RAIPUR/666,Multistoried Residential and commercial Project,AARTI INFRASTRUCTURE AND BUILDCON LIMITED,Delisted,EC,
5,5,SIA/CG/MIN/42477/2016,OL/EC/LIMESTONE_MINE/RAJNANDGAON/342,Dumardihkala Lime Stone Query,SMT SANGEETA DEVI RUNGTA,Delisted,EC,
6,6,SIA/CG/MIN/34870/2019,OL/EC/SANDMINE/BALODABAZAR_BHATAPARA/834,River Bed Sand Mine -  (Kushgarh Sand Mine),KUSHGARH SAND MINE,EC Granted,EC,
7,7,SIA/CG/MIS/104501/2019,OL/EC/MIS/RAIPUR/859,Multistoried Residential complex by Rajat Realty,RAJAT REALTY,EC Granted,EC,
8,8,SIA/CG/MIN/212617/2021,OL/EC/SANDMINE/GARIABAND/1677,sarkara01 sand mine,SARKARA 01 SAND MINE,EC Granted,EC,
9,9,SIA/CG/MIN/219228/2021,OL/EC/MIN/MUNGELI/1754,"M/S DANESHAWAR SAHU, BRICK EARTH MINE",DANESHAWAR SAHU BRICK EARTH MINE,EC Granted,EC,
10,10,SIA/CG/RIV/189552/2020,OL/EC/MIN/GARIABAND/1499,Upper Sikasar Reservoir Project,"GARIYABAND, WATER RESOURCE DIVISION, CG",Under examination of SEIAA after SEAC,EC,
1,11,SIA/CG/MIN/250119/2022,,Amakoni Limestone Quarry,AMAKONI LIMESTONE QUARRY,Delisted,EC,
2,12,SIA/CG/IND/60799/2021,OL/EC/IND/RAIPUR/1554,,VASWANI  INDUSTRIES LIMITED,EC Granted,EC,
3,13,SIA/CG/MIN/412758/2023,,Salka Ordinary Stone mine of Vivek Jaiswal,VIVEK JAISWAL,Pending at PP due to eds,EC,
4,14,SIA/CG/RIV/30964/2007,,"KELO MAJOR IRRIGATION PROJECT IN THE VILLAGE DANOTE, DISTRICT RAIGARH OF CHHATTISGARH",EXECUTIVE ENGINEER KELO PROJECT SURVEY DIVISION RAIGARH,Pending at PP due to eds,EC,
5,15,SIA/CG/MIN/41526/2019,OL/EC/MIN/KANKER/943,Dharmendra Chopra,SHRI DHARMENDRA CHOPRA,Rejection Letter Granted,EC,
6,16,SIA/CG/MIN/65637/2017,OL/EC/LIME_STONE/BASTAR/616,"Limestone Mine, Village - Chhote Kadma",SHRI REKH CHAND JAIN,EC Granted,EC,
7,17,SIA/CG/MIN/143721/2020,OL/EC/MIN/RAJNANDGAON/1187,Bhagirathi Chakradhari Joratarai Limestone Mine,BHAGIRATHI CHAKRADHARI,EC Granted,EC,
8,18,SIA/CG/MIN/34079/2015,OL/EC/LIMESTONEMINE/DHAMTARI/210,Goji Limestone quarry,GOJI LIMESTONE QUARRY,EC Granted,EC,
9,19,SIA/CG/MIN/173567/2020,OL/EC/MIN/BALRAMPUR/1396,Pachawal sand mine of Hitesh Singh Thakur,PACHAWAL SAND MINE OF HITESH SINGH THAKUR,EC Granted,EC,
10,20,SIA/CG/MIN/203140/2021,OL/EC/MIN/JANJGIR_CHAMPA/1597,Tarod Limestone Mine,NILKAMAL SINGH,EC Granted - Processed offline,EC,
1,21,SIA/CG/MIN/169627/2020,OL/EC/MIN/KANKER/1378,SANJAY KRISHNANI STONE QUARRY,KANKER  STONE,EC Granted,EC,
2,22,SIA/CG/MIN/169678/2020,OL/EC/MIN/J_Champa/1377,Bhogahapara sand mine of Abhishek Agrawal,BHOGAHAPARA SAND MINE OF ABHISHEK AGRAWAL,EC Granted,EC,
3,23,SIA/CG/MIN/63153/2017,OL/EC/SAND_MINE/RAIPUR/569,JANPADPANCHAYAT ABHANPUR SAND MINE VILLAGE PARAGAON,JANPAD PANCHAYAT ABHANPUR SAND MINE PARAGAON,EC Granted,EC,
4,24,SIA/CG/MIN/35348/2015,,M/S Key Stone Infra Pvt. Ltd. Village Bhairamgarh,M/S KEY STONE PVT. LTD. BHAIRAMGARH,Delisted,EC,
5,25,SIA/CG/MIN/146728/2020,OL/EC/MIN/DHAMTARI/1220,Karelibadi sand mine of Ronak Singh Rajput,KARELIBADI SAND MINE OF RONAK SINGH RAJPUT,EC Granted,EC,
6,26,SIA/CG/IND/79354/2018,OL/EC/MIN/SURAJPUR/739,Expansion of Rolling Mill by M/s UB Ventures Pvt. Limited,UB VENTURES PRIVATE LIMITED,EC Granted,EC,
7,27,SIA/CG/MIN/228073/2021,OL/EC/MIN/RAIGARH/1806,tendumundi sand mine,TENDUMUNDI SAND MINE,For further consideration(SEAC),EC,
8,28,SIA/CG/MIN/31723/2015,OL/EC/SANDMINE/JANJGIRCHAMPA/57,sand mine maveshi bazar,CMO CHAPA,EC Granted,EC,
9,29,SIA/CG/MIN/52488/2016,,"M/s Ram Charan Sirdar Lime Stone Mine, Village Pinkapar,Tehsil Dondi Lohara,District Balod, Chhattisgarh",RAM CHARAN SIRDAR LIME STONE MINE,Delisted,EC,
10,30,SIA/CG/MIN/230118/2021,,Maa Kudargarhi Stone Crusher Pvt. Ltd. Ordinary stone Quarry,MAA KUDARGARHI STONE CRUSHER PVT. LTD.,WithdrawEC,EC,
1,31,SIA/CG/MIN/34393/2019,OL/EC/LIMESTONEMINE/GARIABANDH/821,pasaud sand mine,SAND MINE PASAUD,EC Granted - Processed offline,EC,
2,32,SIA/CG/MIN/143441/2020,OL/EC/MIN/RAIGARH/1177,E-2 Kachhar Ordinary Sand Quarry,DHRUV KUMAR AGRAWAL,EC Granted,EC,
3,33,SIA/CG/MIN/222218/2021,OL/EC/MIN/JASHPUR/1750,Boki Ordinary Stone Quarry,SHRI ABHAY KUMAR SONI,For further consideration(SEAC),EC,
4,34,SIA/CG/MIN/217146/2021,OL/EC/MIN/DANTEWADA/1717,Narsinghpur Sand Quarry  of Vijay Kumar Sharma,VIJAY KUMAR SHARMA,EC Granted,EC,
5,35,SIA/CG/MIN/43865/2019,,M/s Bharat Builders (Prop. Smt. Shanti Devi),BHARAT BUILDERS PROP SHANTI DEVI,Delisted,EC,
6,36,SIA/CG/MIN/48449/2018,OL/EC/MIN/DURG/698,A K Verma Pathariya Limestone Mine,A K VERMA LIMESTONE,EC Granted,EC,
7,37,SIA/CG/MIN/138953/2020,OL/EC/MIN/SUKMA/1152,Murtonda Ordinary Stone Quarry 0.62 Ha (M/s Ram Sharan Singh),M/S RAM SHARAN SINGH,EC Granted,EC,
8,38,SIA/CG/IND/243325/2021,OL/EC/IND/RAIPUR/1847,"Expansion of manufacturing capacity of  Re-rolled Products from 30,000 to 59,400 by hot charging and proposed installation Induction Furnace and 150 TPD Slag Crusher.",M/S. SHYAM STEEL INDUSTRIES,Rejection Letter Granted,EC,
9,39,SIA/CG/MIN/420241/2023,OL/EC/MIN/RAIGARH/2347,CHIRODIH ORDINARY STONE MINE OF NAVEEN KUMAR AGRAWAL,NAVEEN AGRAWAL,EC Granted,EC,
10,40,SIA/CG/MIN/443559/2023,OL/EC/MIN/BILASPUR/2664,Gram Panchayat Chhatauna,PREM PAIKRA,Under examination of SEIAA after SEAC,EC,
1,41,SIA/CG/MIN/30922/2015,,hjj,PARMANAND STONE,Delisted,EC,
2,42,SIA/CG/MIN/32920/2015,OL/EC/LIMESTONEMINE/BILASPUR/156,Suraiya Bano Limestone Mine,SARKAR MINERAL,EC Granted,EC,
3,43,SIA/CG/MIN/50073/2018,OL/EC/MIN/BASTAR/705,Baranji Limestone mine,KUSUM TULSHYAN,Under examination of SEIAA after SEAC,EC,
4,44,SIA/CG/MIN/48066/2016,OL/EC/SANDMINE/RAIGARH/364,Nawapara Sand Mining,SARPANCH NAWAPARA MAND,EC Granted,EC,
5,45,SIA/CG/MIN/276033/2022,OL/EC/MIN/RAIPUR/2064,Nakti Khapri Limestone Quarry,TARACHAND AHUJA,Under examination of SEIAA after SEAC,EC,
6,46,SIA/CG/MIN/416379/2023,OL/EC/MIN/BILASPUR/1760,M/s Vandana Enterprises,BELSARA DOLOMITE STONE MINE,For further consideration(SEAC),EC,
7,47,SIA/CG/MIN/17775/2015,OL/EC/IRON_ORE_MINE/KANKER/529,Metabodeli Iron Ore Mine(25 Ha.),JAYASWAL NECO INDUSTRIES LIMITED,EC Granted,EC,
8,48,SIA/CG/MIN/152853/2020,OL/EC/MIN/B_BAZAAR/1300,"M - 2 , Chichpol Sand Quarry,",MOHAMMAD KASIM RAZA,EC Granted,EC,
9,49,SIA/CG/MIN/50515/2016,OL/EC/SANDMINE/RAIGARH/404,kandagarh sand mining,SACHIVKANDAGARH,EC Granted,EC,
10,50,SIA/CG/MIN/55955/2016,,PREM SHANKAR SHUKLA STONE MINE,PREM SHANKAR SHUKLA STONE MINE,Delisted,EC,
1,51,SIA/CG/MIN/199432/2021,OL/EC/MIN/RAIGARH/1564,aurabhata sand mine,AURABHATA SAND MINE,EC Granted,EC,
2,52,SIA/CG/MIN/199434/2021,OL/EC/MIN/SURAJPUR/1566,namadgiri l1 sand mine,NAMADGIRI L1 SAND MINE,EC Granted,EC,
3,53,SIA/CG/MIN/31958/2015,OL/EC/SANDMINE/BEMETARA/89,Sinwar Sande Mine,SARPANCH SINWAR,EC Granted,EC,
4,54,SIA/CG/MIN/96530/2019,,-1,XYZ  MINE,Delisted,EC,
5,55,SIA/CG/MIN/31395/2015,OL/EC/SANDMINE/BEMETARA/26,Mau sand mining,SARPANCH MAU,EC Granted,EC,
6,56,SIA/CG/MIN/31897/2015,OL/EC/SANDMINE/BIJAPUR/81,SAND MINING GRAM PANCHAYAT MANGALNAR,SARPANCH GRAM PANCHAYAT MANGALNAR,EC Granted,EC,
