,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link,Timeline
5075,SIA/MP/MIN/48510/2016,,Dungaria Metal Stone Quarry Of Shri Shiv Singh Chouhan S/o Shri Veer Singh Chouhan,Madhya Pradesh,Sehore,Budni,Date of Submission for TOR: ,Date of Submission for EC: 11 Mar 2016 ,Non-Coal Mining,SHIV SINGH CHOUHAN,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/48510/2016&pid=12340,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/48510/2016&type=EC&ID=12340
5076,SIA/MP/MIN/58508/2016,,DANGRA -C SAND MININIG,Madhya Pradesh,Datia,Datia,Date of Submission for EC: 29 Oct 2016 ,Date of Ec Granted : 02 Mar 2017,Non-Coal Mining,DIGIANA INDUSTRIES PVT LTD,EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/58508/2016&pid=24536,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/58508/2016&type=EC&ID=24536
5077,SIA/MP/MIN/58237/2016,,DUDHAKHEDI SAND DEPOSIT ,Madhya Pradesh,Ratlam,Jaora,Date of Submission for TOR: ,Date of Submission for EC: 08 Aug 2016 ,Non-Coal Mining,MR FARUK KHAN,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/58237/2016&pid=24211,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/58237/2016&type=EC&ID=24211
5078,SIA/MP/MIS/171809/2020,7658/2020,Affordable Housing Project under PMAY Yojna at Badiyakeema Extension,Madhya Pradesh,Indore,Indore,Date of Submission for EC: 07 Sep 2020 ,Date of Ec Granted : 27 Oct 2020,INFRA-2,M/S. INDORE MUNICIPAL CORPORATION,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIS/171809/2020&pid=129012,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIS/171809/2020&type=EC&ID=129012
5079,SIA/MP/MIN/32316/2019,6352/2019,"1.50  Hectare Biradei Metal Stone (Gitti) Quarry Kh. No.- 317/1/kha/1, 317/1/gha, 317/1/ga, 317/1/ga, 317/1/ka, Village- Biradei, Tehsil- Hanumana Dist.-Rewa  (M,P)",,,,Date of Submission for EC: 01 Jun 2019 ,Date of Ec Granted : 16 Sep 2019,Non-Coal Mining,GOPAL KRISHNA TIWARI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/32316/2019&pid=53578,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/32316/2019&type=EC&ID=53578
5080,SIA/MP/MIN/32402/2019,5999/2019,Lokendra Singh,Madhya Pradesh,Panna,Pawai,Date of Submission for EC: 06 Mar 2019 ,Date of Ec Granted : 03 Jul 2019,Non-Coal Mining,LOKENDRA SINGH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/32402/2019&pid=53626,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/32402/2019&type=EC&ID=53626
5081,SIA/MP/MIN/32412/1900,,Tanodiya Metal Stone,Madhya Pradesh,Agar Malwa,Agar,Date of Submission for TOR: ,Date of Submission for EC: 24 Mar 2019 ,Non-Coal Mining,MR SANJAY SINGH,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/32412/1900&pid=53632,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/32412/1900&type=EC&ID=53632
5082,SIA/MP/MIN/32734/2019,,Barhakheda Metal Stone Quarry,Madhya Pradesh,Raisen,Goharganj,Date of Submission for TOR: ,Date of Submission for EC: 11 Mar 2019 ,Non-Coal Mining,SHRI AJAY GUPTA,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/32734/2019&pid=53788,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/32734/2019&type=EC&ID=53788
5083,SIA/MP/MIN/32865/2018,6061/19,khajuri murrum deposit,Madhya Pradesh,Guna,Aron,Date of Submission for EC: 20 Mar 2019 ,Date of Ec Granted : 23 May 2019,Non-Coal Mining,M/S RUN WAY INFRASTRUCTUTE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/32865/2018&pid=53851,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/32865/2018&type=EC&ID=53851
5084,SIA/MP/MIN/93383/2019,5869/2019,Mukanwara Stone Mines Of Shri Mahendra umar Dubey S/o Shri Tulsi Dutt Dubey,Madhya Pradesh,Jabalpur,Jabalpur,Date of Submission for EC: 29 Jan 2019 ,Date of Ec Granted : 21 Aug 2019,Non-Coal Mining,MR MAHENDRA KUMAR DUBEY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Madhya%20Pradesh&pno=SIA/MP/MIN/93383/2019&pid=52322,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/MP/MIN/93383/2019&type=EC&ID=52322
