,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/GJ/MIS/106696/2019,SIA/GJ/118411/2019,"AMC, EWS AFFORDABLE HOUSING PROJECT",JPASSOCIATES,Delisted,EC,
1,2,SIA/GJ/MIS/117967/2019,SIA/GJ/134912/2019,Greenwood  Aspire- Expansion in Construction Activity,NEPTUNE INFRASPACE PVT. LTD.,Delisted,EC,
2,3,SIA/GJ/IND2/167375/2020,SIA/GJ/119308/2020,Proposed Project for the Manufacture of API Bulk Drugs & Drug Intermediates by Evince Specialities Pvt.Ltd.,EVINCE SPECIALITIES PVT. LTD.,EC Granted,EC,
3,4,SIA/GJ/IND2/20150/2017,SIA/GJ/30302/2021,M/s. Jalaram Dye Chem Pvt Ltd.,JALARAM DYE CHEM PVT LTD,EC Granted,EC,
4,5,SIA/GJ/IND2/33449/2017,SIA/GJ/33203/2019,M/s. Qualitron Chemicals,QUALITRON CHEMICAL,EC Granted,EC,
5,6,SIA/GJ/IND2/55320/2020,SIA/GJ/202511/2020,Indian Dyestuff & Chemicals Mfg. Co.,INDIAN DYESTUFF & CHEMICALS MFG. CO.,Delisted,EC,
6,7,SIA/GJ/IND2/45809/2019,SIA/GJ/200211/2020,M/s. Pasupati Industries Unit - II,PASUPATI INDUSTRIES UNIT-II,EC Granted,EC,
7,8,SIA/GJ/IND2/150827/2020,SIA/GJ/35604/2020,Dayaram Pharma Chem,DAYARAM PHARMA CHEM,EC Granted,EC,
8,9,SIA/GJ/IND2/151953/2020,SIA/GJ/56704/2020,Proposed expansion project for manufacturing of Synthetic Organic Chemicals (API-Bulk drug and intermediates),SHREE GAYATRI CHEMICALS PANOLI,EC Granted,EC,
9,10,SIA/GJ/IND2/151977/2020,SIA/GJ/61805/2020,Proposed Expansion of Synthetic Organic Chemicals 152.9 MT/Month Manufacturing Unit of M/s. Medicare Industries,MEDICARE INDUSTRIES,EC Granted,EC,
0,11,SIA/GJ/IND3/64265/2021,SIA/GJ/242312/2021,"Proposed Pigment (100 MT/Month) Manufacturing Plant of M/s. Honest Pigment Co. at Plot No: C – 258, GIDC - Saykha Industrial Estate, Ta: Vagra, Dist: Bharuch, Gujarat.",M/S. HONEST PIGMENT CO.,EC Granted,EC,
1,12,SIA/GJ/IND3/72939/2021,SIA/GJ/42403/2022,Proposed expansion project of Dyes manufacturing by M/s. Efflux Industries,M/S. EFFLUX INDUSTRIES,EC Granted,EC,
2,13,SIA/GJ/MIS/259467/2022,SIA/GJ/40903/2022,Tulsi Glorious,SAHJANAND ENTERPRISE,EC Granted,EC,
3,14,SIA/GJ/MIS/276097/2022,SIA/GJ/101706/2022,Aaravi Developers Pvt. Ltd.,NRUPESH SHAH,EC Granted,EC,
4,15,SIA/GJ/IND/77746/2021,SIA/GJ/102606/2022,Expansion Project for Manufacturing of Paper from Waste Paper Based Mills by M/s. Shah Paper Mills Ltd.,M/S. SHAH PAPER MILLS LIMITED,Pending at PP due to eds,EC,
