,Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
62,SIA/GJ/IND/77054/2021,SIA/GJ/91105/2022,Gujarat,Navsari,Navsari,Date of Submission for TOR: ,Date of Submission for EC: 17 Feb 2023 ,Industrial Projects - 1,THEIS PRECISION STEEL INDIA PVT. LTD.,Referred Back to SEAC(A)
63,SIA/GJ/IND3/77069/2020,SIA/GJ/92605/2022,Gujarat,Bharuch,Vagra,Date of Submission for EC: 28 Sep 2022 ,Date of Ec Granted : 09 Feb 2023,Industrial Projects - 3,M J CHEMICAL INDUSTRIES,EC Granted
64,SIA/GJ/MIS/103613/2019,PNCP/61,Gujarat,Surat,Surat City,Date of Submission for EC: 26 Apr 2019 ,Date of Ec Granted : 19 Jun 2019,INFRA-2,SHIVEN,EC Granted
65,SIA/GJ/MIS/103750/2019,SIA/GJ/43904/2019,Gujarat,Surat,Surat City,Date of Submission for EC: 19 Jun 2019 ,Date of Ec Granted : 01 Jul 2020,INFRA-2,JASMATBHAI NANUBHAI VIDIYA,EC Granted - Processed offline
66,SIA/GJ/MIS/103998/2019,SIA/GJ/47505/2019,Gujarat,Surat,Chorasi,Date of Submission for EC: 30 Apr 2019 ,Date of Ec Granted : 12 Jul 2019,INFRA-2,PRADHAN MANTRI AWAS YOJANA SMC,EC Granted
67,SIA/GJ/MIS/51045/2019,SIA/GJ/21202/2020,Gujarat,Ahmedabad,Ahmedabad City,Date of Submission for EC: 13 Feb 2020 ,Date of Ec Granted : 07 Jul 2020,INFRA-2,RIDDHI SIDDHI INFRASPACE LLP,EC Granted - Processed offline
68,SIA/GJ/IND2/162797/2020,SIA/GJ/99307/2020,Gujarat,Bharuch,Vagra,Date of Submission for EC: 09 Jul 2020 ,Date of Ec Granted : 31 Dec 2020,Industrial Projects - 2,ALLIANCE PHARMA,EC Granted
69,SIA/GJ/IND2/55065/2020,SIA/GJ/107808/2020,Gujarat,Bharuch,Vagra,Date of Submission for EC: 09 Sep 2020 ,Date of Ec Granted : 02 Jul 2021,Industrial Projects - 2,LOXIM INDUSTRIES LIMITED,EC Granted
70,SIA/GJ/IND2/40271/2018,,Gujarat,Bharuch,Anklesvar,Date of Submission for TOR: ,Date of Submission for EC: 30 Jul 2019 ,Industrial Projects - 2,MAKSON FINE CHEM PVT LTD,Delisted
71,SIA/GJ/MIS/167976/2020,SIA/GJ/117308/2020,Gujarat,Ahmedabad,Ahmedabad City,Date of Submission for EC: 13 Aug 2020 ,Date of Ec Granted : 05 Nov 2020,INFRA-2,NIRAV N PRAJAPATI,EC Granted - Processed offline
72,SIA/GJ/MIS/121451/2019,SIA/GJ/109910/2019,Gujarat,Ahmedabad,Bavla,Date of Submission for EC: 14 Oct 2019 ,Date of Ec Granted : 16 Nov 2019,INFRA-2,NG REALTY PRIVATE LIMITED,EC Granted
73,SIA/GJ/MIS/136237/2020,SIA/GJ/11902/2020,Gujarat,Ahmedabad,Ahmadabad City,Date of Submission for EC: 12 Feb 2020 ,Date of Ec Granted : 18 Feb 2021,INFRA-2,LILAMANI INFRA,EC Granted
74,SIA/GJ/IND2/51649/2020,SIA/GJ/77906/2020,Gujarat,Bharuch,Vagra,Date of Submission for EC: 15 Jul 2020 ,Date of Ec Granted : 18 Mar 2021,Industrial Projects - 2,MS SUPREME INDUSTRIES,EC Granted
75,SIA/GJ/IND2/159237/2020,SIA/GJ/84806/2020,Gujarat,Bharuch,Anklesvar,Date of Submission for EC: 26 Jun 2020 ,Date of Ec Granted : 12 Nov 2020,Industrial Projects - 2,RANKE ATHARVA ENTERPRISE PVT LTD,EC Granted
76,SIA/GJ/MIS/159337/2020,SIA/GJ/84506/2020,Gujarat,Ahmedabad,Ahmedabad City,Date of Submission for EC: 21 Jun 2020 ,Date of Ec Granted : 31 Dec 2020,INFRA-2,SHIV BUILDCON,EC Granted
77,SIA/GJ/MIS/214073/2021,SIA/GJ/117706/2021,Gujarat,Vadodara,Vadodara,Date of Submission for EC: 17 Jun 2021 ,Date of Ec Granted : 08 Oct 2021,INFRA-2,SHREE SIDDHESHWAR HAVELOCK,EC Granted
78,SIA/GJ/MIN/63815/2020,SIA/GJ/119806/2021,Gujarat,Junagarh,Malia,Date of Submission for TOR: ,Date of Submission for EC: 17 Jun 2021 ,Non-Coal Mining,M/S. DINESHKUMAR AND CO.,ADS by SEAC
79,SIA/GJ/MIS/212915/2021,SIA/GJ/97905/2021,Gujarat,Surat,Chorasi,Date of Submission for EC: 26 May 2021 ,Date of Ec Granted : 22 Sep 2021,INFRA-2,RAJHANS NUTRIMENTS PVT. LTD. & SANKETKUMAR KALIDAS PATEL,EC Granted
80,SIA/GJ/MIS/107560/2019,SIA/GJ/69406/2019,Gujarat,Ahmedabad,Ahmedabad City,Date of Submission for EC: 08 Jun 2019 ,Date of Ec Granted : 07 Sep 2019,INFRA-2,KAUSHIKBHAI BALDEVDAS PATEL,EC Granted
81,SIA/GJ/IND2/37647/2018,SIA/GJ/71706/2019,Gujarat,Ahmedabad,Ahmadabad City,Date of Submission for EC: 24 Jun 2019 ,Date of Ec Granted : 09 Jun 2020,Industrial Projects - 2,A S INDUSTRIES,EC Granted - Processed offline
82,SIA/GJ/IND2/37964/2019,SIA/GJ/77907/2019,Gujarat,Bharuch,Anklesvar,Date of Submission for TOR: ,Date of Submission for EC: 20 Jun 2019 ,Industrial Projects - 2,M/S. SHREE VARDAYINI CHEMICAL INDUSTRIES PVT. LTD.,Delisted
