,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/OR/MIN/35664/2015,SEIAA/35664/987-NCM/12-2015,SUKHUAPATA STONE QUARRY NO. 13,SAROJ KUMAR MOHAPATRA,Delisted,EC,
1,2,SIA/OR/IND2/21895/2018,21895/139-IND2/02-2018,"PRODUCTION OF 0.810 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, KHAPRAKHOL MAIN O S LIQUOR SHOP AT- KHAPRAKHOL, DIST. BALANGIR",RAM NIWAS AGRAWAL,EC Granted,EC,
2,3,SIA/OR/MIN/69672/2017,69672/1911-NCM/09-2017,BASINGI SAND BED,DITTIKRISHNA MANDAL,EC Granted,EC,
3,4,SIA/OR/MIN/69792/2017,69792/1912-NCM/09-2017,KETANG SAND QUARRY,SRI BIBEKANANDA DASH,EC Granted,EC,
4,5,SIA/OR/MIN/50535/2016,,"Jariput Black Stone Quarry No.9 Over an area 0.450 acres in Village-Jariput,Tahasil-Tangi,Dist-Khordha",TARANI BALABANTRAY,Delisted,EC,
5,6,SIA/OR/IND2/20818/2017,20818/45-IND2/10-2017,800 LITERS PER DAY PRODUCTION CAPACITY OF MOHUA FLOWER BASED KARACHULI O.S.SHOP,NAMITA KUMARI BISWAL,EC Granted,EC,
6,7,SIA/OR/MIN/74933/2018,74933/1983-NCM/05-2018,Betakholi Sand Quarry over an area of 5.993 Ha under Bhapur tahasil of Nayagarh District Odisha,BENUDHAR PRADHAN,EC Granted,EC,
7,8,SIA/OR/NCP/74935/2018,74935/31-NCP/05-2018,CONSTRUCTION OF INTER STATE BUS TERMINAL ISBT AT BARAMUNDA BHUBASNESWAR ODISHA ON EPC MODE,BHUBANESWAR DEVELOPMENT AUTHORITY BDA,EC Granted,EC,
8,9,SIA/OR/IND2/25911/2018,25911/389-IND2/04-2018,Khaliapali O.S. Shop,ANIL KUMAR SAHU AND RAM MURTY PRASAD,EC Granted,EC,
9,10,SIA/OR/MIN/248294/2021,248294/505-MINB2/12-2021,"Pallur Hill Stone Quarry over an area of 1.00 acres or 0.404 hectares bearing khata no. 42, plot no. 66/A in village Pallur Hill, Tahasil- Konisi under Ganjam District, Odisha.",CH. BHARAT,EC Granted,EC,
0,11,SIA/OR/MIN/70950/2017,70950/1930-NCM/11-2017,BARGARH ZEERA RIVER SAND BED - B,SAPAN KUMAR DASH,Delisted,EC,
1,12,SIA/OR/IND2/23225/2018,23225/345-IND2/04-2018,"PRODUCTION OF 1.62 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, DEULI MAIN O S LIQUOR SHOP AT DEULI, DIST. BOUDH",ASHISH KUMAR SAHU,EC Granted,EC,
2,13,SIA/OR/MIN/246300/2021,246300/524-MINB2/01-2022,Proposal for grant of Environmental Clearance of Gundri Sand Bed over an area of 12.355 Acres or 5.00 Hectares in village Gundri under Golamunda Tahasil of Kalahandi District.,TAHASILDAR GOLAMUNDA,EC Granted,EC,
3,14,SIA/OR/MIN/246609/2021,246609/535-MINB2/01-2022,"Proposal for Fresh EC of Ranadevi Stone Quarry over an area of 8.05 Acres or 3.258 Hectares bearing Khata No.126 & Plot No.176(p) in village Ranadevi under Paralakhemundi Tahasil of Gajapati District, Odisha of Sri Sanjay Kumar Adhikari",SANJAY ADHIKARI,EC Granted,EC,
4,15,SIA/OR/MIN/247613/2021,247613/511-MINB2/01-2022,Kumbharapada Sand Quarry over an area of 12.05 Acres or 4.876 Hectares in Village- Kumbharapada under Khandapada Tahasil of Nayagarh District of Odisha,PRAMOD BHOLA,EC Granted,EC,
5,16,SIA/OR/MIN/267457/2022,267457/320-MINB2/06-2022,"NEW PROPOSAL FOR GRANT OF EC OF NILAKANTHPUR STONE QUARRY OVER AN AREA OF 3.658 HECTARES OR 9.04 ACRES IN VILLAGE NILAKANTHPUR UNDER BANPUR TAHASIL OF KHORDHA DISTRICT, ODISHA",SRI DURYODHANA RANASINGH,EC Granted,EC,
6,17,SIA/OR/MIN/289065/2022,289065/771-MINB1/09-2022,"For the grant of EC of Dankari Black Stone quarry No-9/8(Cluster Serial No-5C/04), (Khata No-S-221, Plot No-S-600(P),H-465,Plot-1040/2006(p),1596) over an area of 12.00 acres or 4.856 hectares in village Dankari under Dharmasala Tahasil of Jajpur Dis",PRASANT JENA,EC Granted,EC,
7,18,SIA/OR/MIN/60797/2021,60797/286-MINB1/08-2022,,SRI PRADEEP BISWAL,EC Granted,EC,
8,19,SIA/OR/MIN/64583/2021,,,SHANKAR AGARWAL,WithdrawEC,EC,
9,20,SIA/OR/MIN/35661/2015,SEIAA/35661/986-NCM/12-2015,SUKHUAPATA STONE QUARRY NO. 09,SANJAY KUMAR PUHAN,Delisted,EC,
0,21,SIA/OR/NCP/27973/2017,27973 /14-NCP-V/06-2018,,TRIDENT PROPERTIES PRIVATE LIMITED,EC Granted - Processed offline,EC,
