,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/RJ/MIN/37859/2019,,M/S Shree Adinath Granite Naiki Granite Mining Project (M.L. NO.-24/2019),M/S SHREE ADINATH GRANITES,Delisted,EC,
2,2,SIA/RJ/MIN/38131/2019,11823,"Bajri, Gravel, Masonry Stone & Morrum Mining",M/S PUSHPA DEVI,EC Granted - Processed offline,EC,
3,3,SIA/RJ/MIN/129941/2019,13156,Ghatiyali Granite Mine (Ref. No. 2019100009841),M/S OASIS MINES AND  MINERALS,EC Granted,EC,
4,4,SIA/RJ/MIN/195199/2021,14903,"“Masonry Stone (Minor Mineral) Mining Project” (Plot No. 82, Area- 1.00 Ha.) with Production capacity -57000 TPA (ROM) { Saleable Mineral-51300 TPA & Waste-5700 TPA} at Near village – Kanwlai, Tehsil– Pushkar, District– Ajmer (Rajasthan)  by  M/s Pin",PINK CITY,EC Granted,EC,
5,5,SIA/RJ/MIN/39873/2016,,DARUDA MASONRY STONE MINE (M.L.NO-90/07),MAGRA SINGH,Under examination of SEIAA - Processed offline,EC,
6,6,SIA/RJ/MIN/39882/2016,,Mahaveer Stone Mining (ML No. 177/2002),MAHAVEER STONE CRUSHER,Under examination of SEIAA - Processed offline,EC,
7,7,SIA/RJ/MIN/53143/2016,,"SILICA SAND MINING PROJECT 
Near Village Parewar, Tehsil & District-Jaisalmer, Rajasthan
ML No. (542/2013)
AREA – 4.50 ha.",SHRI RAJENDRA PAREEK,Under examination of SEIAA - Processed offline,EC,
8,8,SIA/RJ/MIN/53156/2016,,"Surtanagar masonry Stone Mine Khasra No. 745/04 STp No. 11
M/s H.G. Infra Engg Pvt. Ltd",UDR MINTECH,Under examination of SEIAA - Processed offline,EC,
9,9,SIA/RJ/MIN/53172/2016,,"SILICA SAND MINING PROJECT 
Near Village Parewar, Tehsil & District-Jaisalmer, Rajasthan
ML No. (370/2013)
AREA – 4.50 ha",SHRI VIKAS LILA,Under examination of SEIAA - Processed offline,EC,
10,10,SIA/RJ/MIN/53214/2016,,Devariya Quartz Feldspar Mine 309/06,RAM PRAKASH KUMAVAT,Under examination of SEIAA - Processed offline,EC,
1,11,SIA/RJ/MIN/39863/2016,,"Proposed Siliceous Earth Mining Project,M.L.No-4/10,Production Capacity-15,809 TPA,M.L.Area-4.0 Ha",MS JAIPUR MAGMATICS PVT LTD,Under examination of SEIAA - Processed offline,EC,
2,12,SIA/RJ/MIN/39865/2016,,"Proposed Siliceous Earth Mining Project,M.L.No-03/10,Production Capacity-15017 TPA,M.L.Area-4.5 Ha",MS JAIPUR MAGMATICS PVT LTD,Under examination of SEIAA - Processed offline,EC,
3,13,SIA/RJ/MIN/57315/2016,,"Marble Mining Project, M. L. No. 112/85 (88/96 R), M. L. Area -1.0 ha, Near Villages: Sankotra, Tehsil: Jamwa Ramgarh, District: Jaipur (Raj.).",YASHDEEP MARBLE PVT LTD,Under examination of SEIAA - Processed offline,EC,
4,14,SIA/RJ/MIN/57355/2016,,Masonry Stone Mine,ULTRA TECH,Under examination of SEIAA - Processed offline,EC,
5,15,SIA/RJ/MIN/57356/2016,,"Masonry Stone mine, M.L No. 70/2006",ULTRA TECH,Under examination of SEIAA - Processed offline,EC,
6,16,SIA/RJ/MIN/53965/2016,,Naharwari Masonary Stone Mine Project ( M.L. No. 29/2001),SHRI HARI NARAYAN JAT,Under examination of SEIAA - Processed offline,EC,
7,17,SIA/RJ/MIN/53992/2016,,"Proposed Sand Stone Quarry Mine QL No. 19 Kalore Old Teh. Shergarh Distt. Jodhpur 
Cluster No. 14",SHRI UDARAM,Under examination of SEIAA - Processed offline,EC,
8,18,SIA/RJ/MIN/54057/2016,,Stand Stone Mining Project (QL No. 2441),SHOKAT,Under examination of SEIAA - Processed offline,EC,
9,19,SIA/RJ/MIN/56556/2016,,"M/s. P.H. Minerals near village-Govindpura, Tehsil-Mandal, District-Bhilwara, Rajasthan, lease Area 4.147 ha., M.L.No. 63/2013",PH MINES AND MINERALS,Under examination of SEIAA - Processed offline,EC,
10,20,SIA/RJ/MIN/56618/2016,,Granite Mining Project (ML.No.11/2013),SH GAURAV SINGH,Under examination of SEIAA - Processed offline,EC,
1,21,SIA/RJ/MIN/48551/2016,,QL. NO. 976 KERU SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,
