,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/UP/MIN/93708/2019,,"“Brick Earth Mining” Project at Gata No. 29, 287, 297 at Village: Purehanda, Gata No. 313 at Village: Sindhwapur & Gata No. 70?, 70? at Village: Pure Ledai, Tehsil: Gonda, District: Gonda (U.P.), Total Area 2.2856 Ha. M/s Chand Brick Field",M/S CHAND BRICK FIELD,Delisted,EC,
1,2,SIA/UP/NCP/21472/2017,4368,"Candor TechSpace, IT/ITES SEZ, Plot No. 20-21, Sector 135, Noida",SEAVIEW DEVELOPERS PRIVATE LIMITED,EC Granted,EC,
2,3,SIA/UP/IND2/28019/2017,4402,J-11011/263/2017-IA II (I),Indian Oil Corporation Limited (IOCL),EC Granted,EC,
3,4,SIA/UP/MIN/150029/2020,5630,M/s R.K. Machinery & Engineering Suppliers,M/S R.K. MACHINERY & ENGINEERING SUPPLIERS,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
4,5,SIA/UP/MIN/150039/2020,5631,"Soil Excavation” Project at Gata No.- 1239 Kh ,1241 & 1242 & Total Area – 1.501 ha in Vill.: Barauli,  Pargana- Deva, Tehsil: Nawabganj, District- Barabanki, Uttar Pradesh",JNS INFRATECH PVT .LTD.,"MoEF&CC, Govt. of India Notification No. S.O. 1224(E) dated 28/03/2020 and Govt. of U.P. G.O. No. 446/81-7-2020-39(Parya) 2014 TC-1 dated 01/05/2020 shall prevail.",EC,
5,6,SIA/UP/MIN/71729/2017,3969,"sand mining at Ghaghra River Bed at Gata no- 593, village- Khaira Khas, Tehsil- Belthara Road, District Baliya, UP",HINDUSTAN CONSTRUCTION COMPANY GONDA,EC Granted,EC,
6,7,SIA/UP/MIN/35214/2019,4773,"Environmental Clearance of mining lease of Building Stone (Gitti, Boulder) mine, at Khasra no. /Plot no. - 719, Khand no. 2, Area 2.024 ha. (5.00 Acres) at Village – Chhatahara Ghurehtha, Tehsil- Bara",MS SARITA  CONSTRUCTION COMPANY,EC Granted,EC,
7,8,SIA/UP/NCP/18703/2014,,Chak Ganjaria Township,LUCKNOW DEVELOPMENT AUTHORITY,Under examination of SEIAA - Processed offline,EC,
8,9,SIA/UP/MIN/72499/2018,,"M/s Eureka Mines and Minerals
LLP located at Gata No. 1598 cha, Village-Samuhi, Tehsil – Ghatampur, District – Kanpur
Nagar, U.P.
Area as per Approved Mine Plan by DGM- 24 ha
(59.3 acre)
Sanctioned Lease area- 27.5 ha (67.95 acre)",MS EUREKA MINES AND MINERALS LLP,Delisted,EC,
9,10,SIA/UP/MIN/72574/2018,4027,"Area 60.0 Acre/ 24.28 Ha. For  River Sand/Morrum mining Project at Khand No.-16/18 to 16/19 Village – Jamunapur , Tehsil- Manjhanpur, Dist. Kaushambi, U.P",SRI RAJESH SHARMA,EC Granted,EC,
0,11,SIA/UP/NCP/25824/2014,4279,Avadh Vihar Evam Bhoomi Vikas Evam Grahisthan Yojna,EXECUTIVEENGINEER,Delisted,EC,
1,12,SIA/UP/MIN/42509/2019,5051,"Simple soil excavation (Period 3.0 month) at Gata No. – 353 Area 0.5566 ha (1.3754 Acres) at Village – Lala Khera Majra Paharpur, Tehsil & District- Unnao, Uttar Pradesh.",SANJAY SINGH CHAUHAN,EC Granted,EC,
2,13,SIA/UP/MIN/42516/2019,,M/s SINGH ENT UDYOG,SINGH INT UDYOG,Delisted,EC,
3,14,SIA/UP/MIN/26049/2018,,M/s Thakur Construction Compan,MS THAKUR CONSTRUCTION COMPANY,Under examination of SEIAA after SEAC,EC,
4,15,SIA/UP/MIN/37190/2019,,"Proposed area of 2.6834hectares, Khasra No.313,316,316,254,285,773,185,312,37,185situated in Village-, Dheram Mandariya Mustqil,Tehsil- Pilibhit,District-Pilibhit (UP) occupied by M/s HUSAINI Brick Fi",MS HUSAINI BRICK FIELD,Delisted,EC,
