,0,id,absolute_path
0,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67604/2021&pid=New,SIA/OR/MIN/67604/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67604/2021&pid=New
1,writereaddata/Formb/TOR/TOR_letter/012920221711390967604.pdf,SIA/OR/MIN/67604/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012920221711390967604.pdf
2,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68433/2021&pid=New,SIA/OR/MIN/68433/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68433/2021&pid=New
3,writereaddata/Formb/TOR/TOR_letter/012820227272868468433.pdf,SIA/OR/MIN/68433/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012820227272868468433.pdf
4,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/65674/2021&pid=New,SIA/OR/MIN/65674/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/65674/2021&pid=New
5,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/64578/2021&pid=New,SIA/OR/MIS/64578/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/64578/2021&pid=New
6,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND/66782/2021&pid=New,SIA/OR/IND/66782/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND/66782/2021&pid=New
7,writereaddata/Formb/TOR/TOR_letter/012820221255994766782.pdf,SIA/OR/IND/66782/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012820221255994766782.pdf
8,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68426/2021&pid=New,SIA/OR/MIN/68426/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68426/2021&pid=New
9,writereaddata/Formb/TOR/TOR_letter/012820222690950568426.pdf,SIA/OR/MIN/68426/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012820222690950568426.pdf
10,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/64611/2021&pid=New,SIA/OR/MIN/64611/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/64611/2021&pid=New
11,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/65834/2021&pid=New,SIA/OR/MIN/65834/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/65834/2021&pid=New
12,writereaddata/Formb/TOR/TOR_letter/012820226905732365834.pdf,SIA/OR/MIN/65834/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012820226905732365834.pdf
13,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68161/2021&pid=New,SIA/OR/MIN/68161/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68161/2021&pid=New
14,writereaddata/Formb/TOR/TOR_letter/07122021QP5RP97V.pdf,SIA/OR/MIN/68161/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/07122021QP5RP97V.pdf
15,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68112/2021&pid=New,SIA/OR/MIN/68112/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68112/2021&pid=New
16,writereaddata/Formb/TOR/TOR_letter/012820221187286468112.pdf,SIA/OR/MIN/68112/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012820221187286468112.pdf
17,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68122/2021&pid=New,SIA/OR/MIN/68122/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68122/2021&pid=New
18,writereaddata/Formb/TOR/TOR_letter/07122021OVD3ASRA.pdf,SIA/OR/MIN/68122/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/07122021OVD3ASRA.pdf
19,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68175/2021&pid=New,SIA/OR/MIN/68175/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68175/2021&pid=New
20,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68140/2021&pid=New,SIA/OR/MIN/68140/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68140/2021&pid=New
21,writereaddata/Formb/TOR/TOR_letter/012820221602052468140.pdf,SIA/OR/MIN/68140/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012820221602052468140.pdf
22,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68116/2021&pid=New,SIA/OR/MIN/68116/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68116/2021&pid=New
23,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68113/2021&pid=New,SIA/OR/MIN/68113/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68113/2021&pid=New
24,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68115/2021&pid=New,SIA/OR/MIN/68115/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68115/2021&pid=New
25,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68114/2021&pid=New,SIA/OR/MIN/68114/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68114/2021&pid=New
26,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68103/2021&pid=New,SIA/OR/MIN/68103/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68103/2021&pid=New
27,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67466/2021&pid=New,SIA/OR/MIN/67466/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67466/2021&pid=New
28,writereaddata/Formb/TOR/TOR_letter/020720222012194467466.pdf,SIA/OR/MIN/67466/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/020720222012194467466.pdf
29,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/67843/2021&pid=New,SIA/OR/IND2/67843/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/67843/2021&pid=New
30,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67809/2021&pid=New,SIA/OR/MIN/67809/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67809/2021&pid=New
31,writereaddata/Formb/TOR/TOR_letter/012820229044173567809.pdf,SIA/OR/MIN/67809/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012820229044173567809.pdf
32,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/66777/2021&pid=New,SIA/OR/MIS/66777/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/66777/2021&pid=New
33,writereaddata/Formb/TOR/TOR_letter/030720225677801666777.pdf,SIA/OR/MIS/66777/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/030720225677801666777.pdf
34,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67333/2021&pid=New,SIA/OR/MIN/67333/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67333/2021&pid=New
35,writereaddata/Formb/TOR/TOR_letter/071220213DCI9F5A.pdf,SIA/OR/MIN/67333/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/071220213DCI9F5A.pdf
36,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66728/2021&pid=New,SIA/OR/MIN/66728/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66728/2021&pid=New
37,writereaddata/Formb/TOR/TOR_letter/040720221563735066728.pdf,SIA/OR/MIN/66728/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/040720221563735066728.pdf
38,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67225/2021&pid=New,SIA/OR/MIN/67225/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67225/2021&pid=New
39,writereaddata/Formb/TOR/TOR_letter/020720227370793567225.pdf,SIA/OR/MIN/67225/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/020720227370793567225.pdf
40,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67224/2021&pid=New,SIA/OR/MIN/67224/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/67224/2021&pid=New
41,writereaddata/Formb/TOR/TOR_letter/020720223901773967224.pdf,SIA/OR/MIN/67224/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/020720223901773967224.pdf
42,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66461/2021&pid=Found,SIA/OR/MIN/66461/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66461/2021&pid=Found
43,writereaddata/Formb/TOR/TOR_letter/29092021NVXHEVB3.pdf,SIA/OR/MIN/66461/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/29092021NVXHEVB3.pdf
44,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66827/2021&pid=New,SIA/OR/MIN/66827/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66827/2021&pid=New
45,writereaddata/Formb/TOR/TOR_letter/13112021T30QN6FP.pdf,SIA/OR/MIN/66827/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/13112021T30QN6FP.pdf
46,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/67031/2021&pid=New,SIA/OR/MIS/67031/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/67031/2021&pid=New
47,writereaddata/Formb/TOR/TOR_letter/04102021NZQWHTZ9.pdf,SIA/OR/MIS/67031/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/04102021NZQWHTZ9.pdf
48,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66253/2021&pid=New,SIA/OR/MIN/66253/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66253/2021&pid=New
49,writereaddata/Formb/TOR/TOR_letter/012820229439293266253.pdf,SIA/OR/MIN/66253/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/012820229439293266253.pdf
50,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66647/2021&pid=New,SIA/OR/MIN/66647/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66647/2021&pid=New
51,writereaddata/Formb/TOR/TOR_letter/13112021F7F50Q2F.pdf,SIA/OR/MIN/66647/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/13112021F7F50Q2F.pdf
52,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66287/2021&pid=Found,SIA/OR/MIN/66287/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66287/2021&pid=Found
53,writereaddata/Formb/TOR/TOR_letter/290920219YV8X5JY.pdf,SIA/OR/MIN/66287/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/290920219YV8X5JY.pdf
54,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND/66421/2021&pid=New,SIA/OR/IND/66421/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND/66421/2021&pid=New
55,writereaddata/Formb/TOR/TOR_letter/2909202138TN6VN1.pdf,SIA/OR/IND/66421/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/2909202138TN6VN1.pdf
56,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND/66775/2021&pid=New,SIA/OR/IND/66775/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND/66775/2021&pid=New
57,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66354/2021&pid=New,SIA/OR/MIN/66354/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66354/2021&pid=New
58,writereaddata/Formb/TOR/TOR_letter/13112021MZ51E5C1.pdf,SIA/OR/MIN/66354/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/13112021MZ51E5C1.pdf
59,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66544/2021&pid=New,SIA/OR/MIN/66544/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66544/2021&pid=New
60,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND/59532/2020&pid=New,SIA/OR/IND/59532/2020,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND/59532/2020&pid=New
61,writereaddata/Formb/TOR/TOR_letter/2909202195RMVBK9.pdf,SIA/OR/IND/59532/2020,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/2909202195RMVBK9.pdf
62,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66506/2021&pid=New,SIA/OR/MIN/66506/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/66506/2021&pid=New
63,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/65088/2021&pid=New,SIA/OR/MIN/65088/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/65088/2021&pid=New
64,writereaddata/Formb/TOR/TOR_letter/041020213Y9SZT24.pdf,SIA/OR/MIN/65088/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/041020213Y9SZT24.pdf
65,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/65312/2021&pid=New,SIA/OR/MIN/65312/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/65312/2021&pid=New
66,writereaddata/Formb/TOR/TOR_letter/04102021W20QBQ4R.pdf,SIA/OR/MIN/65312/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/04102021W20QBQ4R.pdf
67,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/64021/2021&pid=New,SIA/OR/MIS/64021/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/64021/2021&pid=New
68,writereaddata/Formb/TOR/TOR_letter/121320215166565264021.pdf,SIA/OR/MIS/64021/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/121320215166565264021.pdf
69,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/63029/2021&pid=Found,SIA/OR/MIN/63029/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/63029/2021&pid=Found
70,writereaddata/Formb/TOR/TOR_letter/16082021TXTA9BT2.pdf,SIA/OR/MIN/63029/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/16082021TXTA9BT2.pdf
71,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/63289/2021&pid=New,SIA/OR/MIS/63289/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/63289/2021&pid=New
72,writereaddata/Formb/TOR/TOR_letter/121320211093904763289.pdf,SIA/OR/MIS/63289/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/121320211093904763289.pdf
73,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/65880/2021&pid=New,SIA/OR/IND2/65880/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/65880/2021&pid=New
74,writereaddata/Formb/TOR/TOR_letter/060220226186828665880.pdf,SIA/OR/IND2/65880/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/060220226186828665880.pdf
75,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/64601/2021&pid=New,SIA/OR/MIN/64601/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/64601/2021&pid=New
76,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/65848/2021&pid=New,SIA/OR/IND2/65848/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/65848/2021&pid=New
77,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/63292/2021&pid=New,SIA/OR/MIS/63292/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/63292/2021&pid=New
