"","ID","Dist_Nam_1","Tehsil","tuid","POP_ALIGNED","AREA_ALIGNED","TOT_POP","Area","No_Villages","Per_Pop_Aligned","Per_Area_Aligned"
"126",125,"Boudh","Harbhanga",703,153058,1159920750.43228,153058,1159920750.43228,381,1,1
"127",126,"Bolangir","Bolangir",601,3074,13656709.81898,205695,515592074.275847,140,0.0149444565983617,0.0264874316350982
"128",127,"Jajpur","Dasarathpur",1402,195148,235175694.300256,195148,235175694.300256,160,1,1
"129",128,"Angul","Angul",101,265679,1211831315.39805,265679,1211831315.39805,287,1,1
"130",129,"Dhenkanal","Gondia",1002,155247,623490101.14515,155247,623490101.14515,202,1,1
"131",130,"Subarnapur","Tarabha",2902,90929,335168082.740632,94701,340517159.775443,181,0.960169375191392,0.984291314310449
"132",131,"Boudh","Boudh",701,144026,1016624718.54122,144026,1016624718.54122,438,1,1
"133",132,"Bolangir","Khaprakhol",608,98070,716239014.075082,100428,725111361.813113,148,0.976520492292986,0.98776415843789
"134",133,"Bolangir","Loisingha",603,952,16533065.861582,105927,337289617.618658,120,0.00898732145722998,0.0490174170741134
"135",134,"Jajpur","Rasulpur",14010,163549,164651595.455578,163549,164651595.455578,168,1,1
"136",135,"Bolangir","Patnagarh",607,156281,623262571.371866,157414,633414615.112158,172,0.992802419098682,0.983972514214099
"137",136,"Angul","Banarpal",102,202842,380152558.889304,202842,380152558.889304,179,1,1
"138",137,"Angul","Athamallik",106,143765,1118975184.30231,143765,1118975184.30231,382,1,1
"139",138,"Subarnapur","Subarnapur",2901,101609,379510900.760736,101609,379510900.760736,174,1,1
"140",139,"Bhadrak","Dhamnagar",503,1303,5521026.52818265,173055,237155733.508626,126,0.00752939816821242,0.0232801731018737
"141",140,"Dhenkanal","Bhuban",1006,121532,261971241.080684,121532,261971241.080684,129,1,1
"142",141,"Dhenkanal","Kamakhyanagar",1005,132554,479331331.915728,132554,479331331.915728,161,1,1
"143",142,"Subarnapur","Biramaharajapur",2905,91942,359911930.248671,91942,359911930.248671,181,1,1
"144",143,"Bolangir","Agalpur",604,7142,35666928.6771352,99830,332511453.698493,119,0.071541620755284,0.107265263438042
"145",144,"Jajpur","Korei",1408,191570,313880406.009013,191570,313880406.009013,214,1,1
"146",145,"Nuapada","Nuapada",2501,135427,728408524.045249,135427,728408524.045249,153,1,1
"147",146,"Bargarh","Gaisilet",308,100581,405676735.582815,102268,413421436.974726,133,0.983504126412954,0.981266812266477
"148",147,"Angul","Kishorenagar",107,80995,826384797.346478,80995,826384797.346478,207,1,1
"149",148,"Bargarh","Padmapur",307,129455,512660188.07595,129455,512660188.07595,159,1,1
"150",149,"Jajpur","Sukinda",1403,122672,499238721.99522,122672,499238721.99522,102,1,1
"151",150,"Subarnapur","Binika",2904,113409,338760572.00188,113409,338760572.00188,106,1,1
"152",151,"Jajpur","Danagadi",1409,127261,342700881.960741,127261,342700881.960741,105,1,1
"153",152,"Bargarh","Paikamala",309,127758,625792996.645905,127758,625792996.645905,136,1,1
"154",153,"Subarnapur","Ulunda",2906,95896,598476314.963666,95896,598476314.963666,245,1,1
"155",154,"Angul","Chhendipada",103,160794,746488404.551114,160984,748537269.495098,196,0.998819758485315,0.997262841774912
"156",155,"Dhenkanal","Kankadahad",1008,106302,889468699.865043,106302,889468699.865043,134,1,1
"157",156,"Bargarh","Jharbandh",3012,79240,523859117.322604,79240,523859117.322604,105,1,1
"158",157,"Bhadrak","Basudevpur",505,250798,413653921.774705,250798,413653921.774705,171,1,1
"159",158,"Bargarh","Bijepur",3011,105432,328667048.880943,107027,339780618.290039,113,0.985097218458894,0.967291926581847
"160",159,"Balasore","Simulia",207,138868,223350841.545318,138868,223350841.545318,175,1,1
"161",160,"Bargarh","Barapali",304,131039,285714070.578209,131039,285714070.578209,76,1,1
"162",161,"Sambalpur","Rairakhol",2805,75689,1182662145.35408,75689,1182662145.35408,248,1,1
"163",162,"Bargarh","Bheden",303,137238,384174318.412913,137238,384174318.412913,106,1,1
"164",163,"Keonjhar","Ghasipura",1903,138954,361889894.639712,138954,361889894.639712,165,1,1
"165",164,"Balasore","Khaira",208,184857,337533915.834553,184857,337533915.834553,352,1,1
"166",165,"Angul","Kaniha",105,144551,709503028.450342,144551,709503028.450342,256,1,1
"167",166,"Sambalpur","Naktideul",2806,58932,1110640734.10647,60525,1113756410.78943,198,0.97368029739777,0.997202551067015
"168",167,"Bargarh","Baragarh",301,241218,397826161.005087,241218,397826161.005087,65,1,1
"169",168,"Balasore","Bahanaga",2010,139341,248604751.663452,177416,331906819.350149,245,0.785391396491861,0.74901971628725
"170",169,"Balasore","Oupada",2012,12916,17839453.3400118,52675,190004198.041147,108,0.245201708590413,0.0938897851938435
"171",170,"Keonjhar","Telkoi",1907,98689,944048022.237392,98689,944048022.237392,163,1,1
"172",171,"Deogarh","Tileibani",901,0,0,117273,1015846044.08659,442,0,0
"173",172,"Sambalpur","Jujomura",2803,88744,774784041.752395,90760,783570151.295232,147,0.977787571617453,0.988787079844333
"174",173,"Bargarh","Bhatli",305,88916,462448766.281347,88916,462448766.281347,83,1,1
"175",174,"Keonjhar","Harichandanpur",19010,134550,1111675817.22074,134550,1111675817.22074,212,1,1
"176",175,"Balasore","Nilagiri",2011,2448,4018286.35113294,142297,391752066.304799,160,0.0172034547460593,0.0102572180130035
"177",176,"Mayurbhanj","Kaptipada",4020,54456,281178647.892365,141477,655797367.071255,146,0.384910621514451,0.428758427543083
"178",177,"Bargarh","Attabira",302,134052,566985494.255006,134052,566985494.255006,76,1,1
"179",178,"Keonjhar","Ghatagaon",1909,118509,662616713.630201,118509,662616713.630201,156,1,1
"180",179,"Angul","Pallahara",108,118600,1107142991.29469,118600,1107142991.29469,264,1,1
