,0,id,absolute_path
0,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25985/2018&pid=New,SIA/OR/IND2/25985/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25985/2018&pid=New
1,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25982/2018&pid=New,SIA/OR/IND2/25982/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25982/2018&pid=New
2,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25952/2018&pid=New,SIA/OR/IND2/25952/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25952/2018&pid=New
3,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25943/2018&pid=New,SIA/OR/IND2/25943/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25943/2018&pid=New
4,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25941/2018&pid=New,SIA/OR/IND2/25941/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25941/2018&pid=New
5,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25925/2018&pid=New,SIA/OR/IND2/25925/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25925/2018&pid=New
6,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25914/2018&pid=New,SIA/OR/IND2/25914/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25914/2018&pid=New
7,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25912/2018&pid=New,SIA/OR/IND2/25912/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25912/2018&pid=New
8,state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25911/2018&pid=New,SIA/OR/IND2/25911/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/IND2/25911/2018&pid=New
9,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/25803/2018&pid=New,SIA/OR/MIN/25803/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/25803/2018&pid=New
10,state/FORM_B_PDF.aspx?cat_id=SIA/OR/NCP/22985/2018&pid=New,SIA/OR/NCP/22985/2018,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/NCP/22985/2018&pid=New
