,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/OR/MIN/62282/2017,62282/1818-NCM/03-2017,Maheswarpur and Kondelguda sand quarry of Sri Ramesh Kumar Patnaik over an area of 5.796 Ha.,RAMESH KUMAR PATNAIK,EC Granted,EC,
2,2,SIA/OR/MIN/42361/2016,42361/1291-NCM/01-2016,"Hada Sankri Sand Bed Over lease area of 13.55 acres/5.48354 ha located at Village- Hada Sankri, Tahasil- Bhatali, District- Bargarh",ROHIT KUMAR PATEL,Delisted,EC,
3,3,SIA/OR/MIN/42372/2016,,"Badaberana Stone Quarry Over lease area of 0.809 ha located at Village- Badaberana, Tahasil- Nuagaon, District- Nayagarh",RKD CONSTRUCTION PVT LTD,Delisted,EC,
4,4,SIA/OR/IND2/21782/2018,21782/113-IND2/01-2018,1350 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED BEHERA OS SHOP,LAXMI NARAYAN MANMOHNLAL,EC Granted,EC,
5,5,SIA/OR/IND2/22147/2018,22147/183-IND2/02-2018,"Production of 1.188 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Munikel Main Out Still Shop at Munikel, Tahasil- Paikmal, Dist- Bargarh",PRABHASH KUMAR SAHU,EC Granted,EC,
6,6,SIA/OR/IND2/21905/2018,21905/171-IND2/02-2018,540 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED SAGADA OS SHOP,LAXMI NARAYAN MANMOHNLAL,EC Granted,EC,
7,7,SIA/OR/MIN/67015/2017,67015/1899-NCM/07-2017,GOHIRIBADI ROAD METAL QUARRY,KUNA PRADHAN,Delisted,EC,
8,8,SIA/OR/MIN/66101/2017,,"Proposed Sahanidiha Stone Quarry, Plot No. 50 ( P ), Area: 16.72Hect., Production:10200 Cum,  Near Village: Mouza: Sahanidiha, PS/Tahasil: Dharmasala, District Jajpur (Odisha)","M/S PREMIER ROCK PRODUCTS  PVT. LTD. PROPOSE  STONE QUARRY MINING PROJECT,",Delisted,EC,
9,9,SIA/OR/IND2/22140/2018,22140/179-IND2/02-2018,"Production of 1.830KLD Mahua Flower Based Country Liquor Manufacturing Unit, Dava Main Out Still Shop at Dava, Tahasil- Jharbandh, Dist- Bargarh",PRABHASH KUMAR SAHU,EC Granted,EC,
10,10,SIA/OR/IND2/22141/2018,22141/180-IND2/02-2018,"Production of 1.122 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Gaisilet Main Out Still Shop at Gaisilet, Tahasil- Gaisilet, Dist- Bargarh",PRABHASH KUMAR SAHU,EC Granted,EC,
1,11,SIA/OR/MIS/237947/2021,237947/59-MIS/11-2021,"Proposed housing Project for Environment Clearance for S+5 storied residential apartment buildings at mouza- Nuahata, Cuttack, Dist – Cuttack, Odisha.",ALISHAN RELCON,EC Granted,EC,
2,12,SIA/OR/MIN/238017/2021,238017/66-MINB2/11-2021,AMBAGUDA MORRUM QUARRY OF TAHASILDAR KALIMELA,TAHASILDAR KALIMELA,EC Granted,EC,
3,13,SIA/OR/MIS/108769/2019,108769/01-MIS/06-2019,"Amendment of Environment Clearance from Multi Storied Commercial IT/ITES Building to Institutional Building “Tower 2010” at Mancheswar Industrial Estate, Bhubaneswar, Dist- Khurda, Odisha",IDCO,Rejection Letter Granted,EC,
4,14,SIA/OR/MIN/38373/2019,38373/49-NCMB1/04-2021,"Production of 53,990 TPA ROM (53,040 TPA of iron ore & 950 TPA manganese ore) and setting up a 100 TPH crushing & a 100 TPH screening plant in Raika-Kalaparbat Iron & Manganese Ore Mines over 9.8136 hectare in Thakurani Reserve Forest (near Raika village) under Champua subdivision of Keonjhar district",KUSHALESWAR MINERAL,EC Granted,EC,
5,15,SIA/OR/MIS/247045/2021,247045/70-MIS/01-2022,"Proposed housing Project for Environment Clearance for LB+ UB+LG+UG+21 commercial and  residential  buildings for M/s Grand Bazaar Developers LLP at  mouza Bidyadharpur-6, tahasil Cuttack Sadar, dist-Cuttack, Odisha.",M/S GRAND BAZAAR DEVELOPERS,Delisted,EC,
6,16,SIA/OR/MIN/246662/2021,,"Proposal for grant of environmental clearance of LAXMIPOSE SAND BED-I over an area of 05.16Ac/2.088Hac under Kutra Tahasil in Sundargarh dist, odisha",KUTRA TAHASIL,Delisted,EC,
7,17,SIA/OR/MIN/247568/2021,247568/544-MINB2/02-2022,MARADA STONE QUARRY OVER AN AREA OF 4.957 HA UNDER BHAPUR TAHASIL OF NAYAGARH DISTRICT ODISHA,BENUDHAR  PRADHAN,EC Granted,EC,
8,18,SIA/OR/MIN/247371/2021,247371/161-MINB2/12-2021,Jodida Stone Quarry over an area of 3.27 Acre or 1.32 Hectares in village Jodida under Kusumi Tahasil of Mayurbhanj District of Odisha.,TAHASIILDARKUSUMIMAYURBHANJ,EC Granted,EC,
9,19,SIA/OR/MIN/267071/2022,267071/257-MINB2/04-2022,"For the grant of EC of Tataranga sand quarry (Khata No-66, Plot No-1(P)) over an area of 3.00 acres or 1.214 hacters in village Tataranga under Bamra Tahasil of Sambalpur District, Odisha.",TAHASILDAR BAMRA,EC Granted,EC,
10,20,SIA/OR/MIN/21544/2014,,Kakudi & Kishoripal Sand Mine,Mahanadi Coalfields Limited,Pending at PP due to eds,EC,
1,21,SIA/OR/MIN/41182/2016,41182/1167-NCM/01-2016,LIMA STONE QUARRY,MD ARIF PATEL,Delisted,EC,
2,22,SIA/OR/MIN/41209/2016,41209/1171-NCM/01-2016,GUMUDA STONE QUARRY-2,MADHUSUDAN MOHAKAR,Delisted,EC,
3,23,SIA/OR/MIN/34278/2015,34278/1136-NCM/01-2016,Narangpur Stone Quarry,CHINMAY KHUNTIA,Delisted,EC,
4,24,SIA/OR/IND2/22548/2018,22548/240-IND2/03-2018,Chakarkend Out Still Shop,SUNILKUMAR,EC Granted,EC,
5,25,SIA/OR/IND2/26157/2018,26157/420-IND2/05-2018,Badrapalli OS Shop,RAJASHREE MISHRA,EC Granted,EC,
6,26,SIA/OR/IND2/22678/2018,22678/273-IND2/03-2018,Ambadali O.S. Shop,AVINASH ANAND,EC Granted,EC,
7,27,SIA/OR/IND2/29136/2018,29136/548-IND2/09-2018,"Production of 1.89 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Swarupvilla Main Out Still Shop at Swarupvilla Village, Tehsil-Baripada, Dist –Mayurbhanj, Odisha",NIROJ KUMAR GUPTA,EC Granted,EC,
8,28,SIA/OR/MIS/234714/2021,234714/62-MIS/11-2021,"Proposed housing Project for environmental clearance of residential apartment & commercial complex at Mouza -Dadha, Bhubaneswar, Khurda, Odisha-754005.",DNT INFRASTRUCTURE,Delisted,EC,
9,29,SIA/OR/MIN/242676/2021,,MANTRAJHOLLA- IV STONE QUARRY,TAHASILDAR RAYAGADA,Delisted,EC,
10,30,SIA/OR/MIS/252928/2022,252928/72-MIS/01-2022,"Proposed housing Project for Environment Clearance for (S+11) storied Residential building plan at- Sambalpur Town Unit No.-15, Ainthapali, Thana: Sambalpur No-12, Tahasil: Sambalpur No.- 239, District: Sambalpur, Odisha.",M/S BALAJI BUILDERS AND DEVELOPERS,Deferred by SEAC,EC,
1,31,SIA/OR/MIN/245050/2021,245050/303-MINB2/06-2022,"Proposal for Fresh EC of Jatamundia Sand Quarry over an area of 12.35 Acres or 4.990 Hectares in village Jatamundia under Damapada Tahasil of Cuttack district, Odisha",TAHASILDAR DAMAPADA,EC Granted,EC,
2,32,SIA/OR/MIN/246476/2021,246476/357-MINB2/07-2022,RAIPALLI STONE QUARRY,TEHASILDAR ASKA,EC Granted,EC,
3,33,SIA/OR/MIN/265280/2022,265280/247-MINB2/03-2022,Bholadanga Morrum Quarry Over an area of 11.735 Acre or 4.694 Hectares in village Bholadanga under Nilgiri Tahasil of Balasore District of Odisha.,TAHASILDAR NILGIRI,EC Granted,EC,
4,34,SIA/OR/MIN/287272/2022,,"Environmental Clearance for Sand mining of 3888 Cum/annum over  Manguli Biluakhai Nadi Sand Sairat(west) (ML Area 1.618 ha at Village Manguli, Tahsil Biridi, Dist Jagatsinghpur,Odisha",TAHSILDAR BIRIDI,Pending at PP due to eds,EC,
5,35,SIA/OR/MIN/404283/2022,404283/859-MINB2/01-2023,Khudpej Sand Bed,KHARIAR TAHASIL,EC Granted,EC,
6,36,SIA/OR/MIN/404045/2022,,"Proposal for grant EC of Risigaon-II Stone Quarry over an area 5.78 acres or 2.339 hectares in Risigaon village under Khariar tahasil of Nuapada district, Odisha",KHARIAR TAHASIL,Under examination of SEAC,EC,
7,37,SIA/OR/MIN/405921/2022,,Chilgaon Sand Bed,NANDA TANDI,Pending at PP due to eds,EC,
8,38,SIA/OR/MIN/406063/2022,,"Badamanjarikupa Stone Quarry over an area of 4.71 AC or 1.906 Ha in village Badamanjarikupa under Muniguda Tahasil of Rayagada District, Odisha",SUNIL JAIN,Pending at PP due to eds,EC,
9,39,SIA/OR/MIN/84160/2018,,Bilaigarh Sand Bed Cluster No 6 over an area of 5.746ha under Tangarpali tahasil of Sundargarh District Odisha,LALU  BAGH,Delisted,EC,
10,40,SIA/OR/IND2/21781/2018,21781/112-IND2/01-2018,1350 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED TULAPADA OS SHOP,DURGA PRASAD SAHU,EC Granted,EC,
1,41,SIA/OR/MIN/41485/2016,41485/1208-NCM/01-2016,"Birmal Stone Quarry Over lease area of 0.30 acres/0.121 ha located at Village- Birmal, Tahasil- Bargarh, District- Bargarh",CHANDRA SEKHAR DASH,Delisted,EC,
