,0,id,absolute_path
0,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/80990/2022&pid=New,SIA/OR/MIN/80990/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/80990/2022&pid=New
1,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/62655/2021&pid=New,SIA/OR/MIN/62655/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/62655/2021&pid=New
2,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/62730/2021&pid=New,SIA/OR/MIN/62730/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/62730/2021&pid=New
3,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/79663/2022&pid=New,SIA/OR/MIN/79663/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/79663/2022&pid=New
4,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81100/2022&pid=New,SIA/OR/MIN/81100/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81100/2022&pid=New
5,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/76437/2022&pid=New,SIA/OR/MIS/76437/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/76437/2022&pid=New
6,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/83090/2022&pid=New,SIA/OR/MIN/83090/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/83090/2022&pid=New
7,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/62371/2021&pid=New,SIA/OR/MIN/62371/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/62371/2021&pid=New
8,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/55878/2020&pid=New,SIA/OR/MIN/55878/2020,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/55878/2020&pid=New
9,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/72851/2022&pid=New,SIA/OR/MIS/72851/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/72851/2022&pid=New
10,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/80758/2022&pid=New,SIA/OR/MIN/80758/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/80758/2022&pid=New
11,writereaddata/Formb/TOR/TOR_letter/111420226059178980758-ToR.pdf,SIA/OR/MIN/80758/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111420226059178980758-ToR.pdf
12,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/81409/2022&pid=New,SIA/OR/MIS/81409/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/81409/2022&pid=New
13,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/83024/2022&pid=New,SIA/OR/MIN/83024/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/83024/2022&pid=New
14,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81604/2022&pid=New,SIA/OR/MIN/81604/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81604/2022&pid=New
15,writereaddata/Formb/TOR/TOR_letter/111720223780641581604-ToR.pdf,SIA/OR/MIN/81604/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111720223780641581604-ToR.pdf
16,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68473/2021&pid=New,SIA/OR/MIN/68473/2021,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/68473/2021&pid=New
17,writereaddata/Formb/TOR/TOR_letter/111420223581955668473-ToR.pdf,SIA/OR/MIN/68473/2021,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111420223581955668473-ToR.pdf
18,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82907/2022&pid=New,SIA/OR/MIN/82907/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82907/2022&pid=New
19,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/82404/2022&pid=New,SIA/OR/MIS/82404/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIS/82404/2022&pid=New
20,writereaddata/Formb/TOR/TOR_letter/011720237745694782404.pdf,SIA/OR/MIS/82404/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/011720237745694782404.pdf
21,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82731/2022&pid=New,SIA/OR/MIN/82731/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82731/2022&pid=New
22,writereaddata/Formb/TOR/TOR_letter/111420226913912382731-ToR.pdf,SIA/OR/MIN/82731/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111420226913912382731-ToR.pdf
23,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81071/2022&pid=New,SIA/OR/MIN/81071/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81071/2022&pid=New
24,writereaddata/Formb/TOR/TOR_letter/111420222249778381071-ToR.pdf,SIA/OR/MIN/81071/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111420222249778381071-ToR.pdf
25,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82579/2022&pid=New,SIA/OR/MIN/82579/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82579/2022&pid=New
26,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82451/2022&pid=New,SIA/OR/MIN/82451/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82451/2022&pid=New
27,writereaddata/Formb/TOR/TOR_letter/111420225448294182451-ToR.pdf,SIA/OR/MIN/82451/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111420225448294182451-ToR.pdf
28,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82391/2022&pid=New,SIA/OR/MIN/82391/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82391/2022&pid=New
29,writereaddata/Formb/TOR/TOR_letter/011920233292738782391-ToR_0001.pdf,SIA/OR/MIN/82391/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/011920233292738782391-ToR_0001.pdf
30,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82363/2022&pid=New,SIA/OR/MIN/82363/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82363/2022&pid=New
31,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82362/2022&pid=New,SIA/OR/MIN/82362/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82362/2022&pid=New
32,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82349/2022&pid=New,SIA/OR/MIN/82349/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82349/2022&pid=New
33,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82350/2022&pid=New,SIA/OR/MIN/82350/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82350/2022&pid=New
34,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82171/2022&pid=New,SIA/OR/MIN/82171/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82171/2022&pid=New
35,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82165/2022&pid=New,SIA/OR/MIN/82165/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82165/2022&pid=New
36,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81256/2022&pid=New,SIA/OR/MIN/81256/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81256/2022&pid=New
37,writereaddata/Formb/TOR/TOR_letter/111420223441902781256-ToR.pdf,SIA/OR/MIN/81256/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111420223441902781256-ToR.pdf
38,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81258/2022&pid=New,SIA/OR/MIN/81258/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81258/2022&pid=New
39,writereaddata/Formb/TOR/TOR_letter/111420223779158581258-ToR.pdf,SIA/OR/MIN/81258/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111420223779158581258-ToR.pdf
40,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82028/2022&pid=New,SIA/OR/MIN/82028/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/82028/2022&pid=New
41,writereaddata/Formb/TOR/TOR_letter/111420221592817082028-ToR.pdf,SIA/OR/MIN/82028/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111420221592817082028-ToR.pdf
42,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81911/2022&pid=New,SIA/OR/MIN/81911/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/81911/2022&pid=New
43,writereaddata/Formb/TOR/TOR_letter/082320228404018781911-ToR_0001.pdf,SIA/OR/MIN/81911/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/082320228404018781911-ToR_0001.pdf
44,state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/77960/2022&pid=Found,SIA/OR/MIN/77960/2022,https://environmentclearance.nic.in/state/FORM_B_PDF.aspx?cat_id=SIA/OR/MIN/77960/2022&pid=Found
45,writereaddata/Formb/TOR/TOR_letter/111720221440650177960-ToR_0001.pdf,SIA/OR/MIN/77960/2022,https://environmentclearance.nic.in/writereaddata/Formb/TOR/TOR_letter/111720221440650177960-ToR_0001.pdf
