,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
11,SIA/OR/IND2/22324/2018,22324/204-IND2/03-2018,Satupali O.S. Shop,Orissa,Sambalpur,Sadar,12 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,AKHILAQUE ZAMAN,MoveToTORtoECL
12,SIA/OR/IND2/22319/2018,22319/203-IND2/03-2018,Tribanpur O.S. Shop,Orissa,Sambalpur,Rairakhol,12 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoECL
13,SIA/OR/IND2/22322/2018,22322/202-IND2/03-2018,Dhama O.S. Shop,Orissa,Sambalpur,Dhama,11 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,ZEYARAT ALI,MoveToTORtoECL
14,SIA/OR/IND2/22314/2018,22314/201-IND2/03-2018,Sason O.S. Shop,Orissa,Sambalpur,Sasan,10 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoECL
15,SIA/OR/IND2/22310/2018,22310/200-IND2/03-2018,Sahaspur O.S. Shop,Orissa,Sambalpur,Sadar,10 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoECL
16,SIA/OR/IND2/22309/2018,22309/199-IND2/03-2018,Kenghati O.S. Shop,Orissa,Sambalpur,Jujomura,10 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoECL
17,SIA/OR/IND2/22306/2018,22306/198-IND2/03-2018,Hatibari O.S.Shop,Orissa,Sambalpur,Jujomura,10 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoECL
18,SIA/OR/IND2/22303/2018,22303/197-IND2/03-2018,Charmal O.S. Shop,Orissa,Sambalpur,Charamal,10 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,MD. Q. ZAMAN & MD. MOOSA WARSI,MoveToTORtoECL
19,SIA/OR/IND2/22221/2018,22221/196-IND2/03-2018,Koida O.S. Shop,Orissa,Sundargarh,Koida,09 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,MONOJ KUMAR JAISWAL,MoveToTORtoECL
20,SIA/OR/IND2/22242/2018,22242/195-IND2/03-2018,SARGIPALI O.S. SHOP,Orissa,Sundargarh,Lephripara,07 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI BALKISHORE PRASAD JAISWAL,MoveToTORtoECL
21,SIA/OR/IND2/22264/2018,22264/194-IND2/03-2018,BALISANKARA O.S. SHOP,Orissa,Sundargarh,Talasara,07 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI BALKISHORE PRASAD JAISWAL,Rejected - Processed offlineL
22,SIA/OR/IND2/22267/2018,22267/193-IND2/03-2018,KINJRIKELA O.S. SHOP,Orissa,Sundargarh,Kinjirkela,07 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI BALKISHORE PRASAD JAISWAL,MoveToTORtoECL
23,SIA/OR/IND2/22252/2018,22252/192-IND2/03-2018,GOPALPUR O.S. SHOP,Orissa,Sundargarh,Hemgir,07 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI PRADEEP KUMAR AGARWAL,MoveToTORtoECL
24,SIA/OR/IND2/22261/2018,22261/191-IND2/03-2018,HEMGIRI O.S. SHOP,Orissa,Sundargarh,Hemgir,06 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI NALINIKANTA MOHANTY,MoveToTORtoECL
25,SIA/OR/IND2/22255/2018,22255/190-IND2/03-2018,JABAGHAT O.S. SHOP,Orissa,Sundargarh,Bisra,06 Mar 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI NALINIKANTA MOHANTY,MoveToTORtoECL
26,SIA/OR/IND2/22174/2018,22174/189-IND2/02-2018,"PRODUCTION OF 0.810 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, LATHIAGUDA MAIN O S LIQUOR SHOP AT LATHIAGUDA, DIST. KALAHANDI",Orissa,Kalahandi,Thuamul Rampur,25 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SHYAM PRASAD SAHU,MoveToTORtoECL
27,SIA/OR/IND2/22119/2018,22119/188-IND2/02-2018,"PRODUCTION OF 0.540 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, BUDHIDARA MAIN O S LIQUOR SHOP AT BUDHIDARA, DIST. KALAHANDI",Orissa,Kalahandi,Junagarh,22 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SHYAM PRASAD SAHU,MoveToTORtoECL
28,SIA/OR/IND2/22154/2018,22154/187-IND2/02-2018,"PRODUCTION OF 9.918 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, BHATISALGUDA MAIN O S LIQUOR SHOP AT- BHATISALGUDA, NABARANGPUR, DIST. NABARANGPUR",Orissa,Nabarangpur,Nabarangapur,22 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,GIRISH SINGH,MoveToTORtoECL
29,SIA/OR/IND2/22153/2018,22153/186-IND2/02-2018,"Production of 1.596 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Lakhmara Main Out Still Shop at Lakhmara, Tahasil- Padampur, Dist- Bargarh",Orissa,Bargarh,Padmapur,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
30,SIA/OR/IND2/22151/2018,22151/185-IND2/02-2018,"Production of 0.630 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Kansdol Main Out Still Shop at Kansdol, Tahasil- Barpalli, Dist- Bargarh",Orissa,Bargarh,Barapali,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
31,SIA/OR/IND2/22149/2018,22149/184-IND2/02-2018,"Production of 1.086 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Jharbandh Main Out Still Shop at Jharbandh, Tahasil- Jharbandh, Dist- Bargarh",Orissa,Bargarh,Jharabandha,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
32,SIA/OR/IND2/22147/2018,22147/183-IND2/02-2018,"Production of 1.188 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Munikel Main Out Still Shop at Munikel, Tahasil- Paikmal, Dist- Bargarh",Orissa,Bargarh,Paikamal,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
33,SIA/OR/IND2/22144/2018,22144/182-IND2/02-2018,"Production of 1.386 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Jamla Main Out Still Shop at Jamla, Tahasil- Padampur, Dist- Bargarh",Orissa,Bargarh,Padmapur,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
34,SIA/OR/IND2/22142/2018,22142/181-IND2/02-2018,"Production of 1.602 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Jagdalpur Main Out Still Shop at Jagdalpur, Tahasil- Jharbandh, Dist- Bargarh",Orissa,Bargarh,Jharabandha,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
35,SIA/OR/IND2/22141/2018,22141/180-IND2/02-2018,"Production of 1.122 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Gaisilet Main Out Still Shop at Gaisilet, Tahasil- Gaisilet, Dist- Bargarh",Orissa,Bargarh,Gaisilet,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
36,SIA/OR/IND2/22140/2018,22140/179-IND2/02-2018,"Production of 1.830KLD Mahua Flower Based Country Liquor Manufacturing Unit, Dava Main Out Still Shop at Dava, Tahasil- Jharbandh, Dist- Bargarh",Orissa,Bargarh,Jharabandha,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
37,SIA/OR/IND2/22139/2018,22139/178-IND2/02-2018,"Production of 1.410 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Dahita Main Out Still Shop at Dahita, Tahasil- Padampur, Dist- Bargarh",Orissa,Bargarh,Padmapur,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
38,SIA/OR/MIN/22034/2018,To be assigned,Champrei Sand Bed,Orissa,Mayurbhanj,Rairangpur,21 Feb 2018, TOR Not Granted Yet,Non-Coal Mining,TAPAS KUMAR DASH,DelistedD
39,SIA/OR/MIN/22028/2018,22028/1965-NCM/02-2018,Champrei Sand Bed,Orissa,Mayurbhanj,Rairangpur,21 Feb 2018, TOR Not Granted Yet,Non-Coal Mining,TAPAS KUMAR DASH,MoveToTORtoECL
40,SIA/OR/IND2/22133/2018,22133/177-IND2/02-2018,"Production of 0.876 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Biripali Main Out Still Shop at Biripali, Tahasil- Padampur, Dist- Bargarh",Orissa,Bargarh,Padmapur,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
41,SIA/OR/IND2/22131/2018,22131/176-IND2/02-2018,"Production of 1.530 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Paikmal Main Out Still Shop at Paikmal, Tahasil- Paikmal, Dist- Bargarh",Orissa,Bargarh,Paikamal,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
42,SIA/OR/IND2/22132/2018,22132/175-IND2/02-2018,"Production of 5.580 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Padampur Main Out Still Shop at Padampur, Tahasil- Padampur, Dist- Bargarh",Orissa,Bargarh,Padmapur,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
43,SIA/OR/IND2/22047/2018,22047/174-IND2/02-2018,"Production of 1.716 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Bhagatpur Main Out Still Shop at Bhagatpur, Tahasil- Paikmal, Dist- Bargarh",Orissa,Bargarh,Paikamal,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
44,SIA/OR/IND2/22046/2018,22046/173-IND2/02-2018,"Production of 0.888 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Amthi Main Out Still Shop at Amthi, Tahasil- Jharbandh, Dist- Bargarh",Orissa,Bargarh,Jharabandha,21 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRABHASH KUMAR SAHU,MoveToTORtoECL
45,SIA/OR/MIN/22128/2018,22128/1964-NCM/02-2018,Astak Sand Quarry,Orissa,Bhadrak,Dhamanagar,20 Feb 2018, TOR Not Granted Yet,Non-Coal Mining,SATYABRATA JENA,MoveToTORtoECL
46,SIA/OR/MIN/20759/2017,20759/1962-NCM/02-2018,Gada Govindapur Decorative Stone Mine,Orissa,Ganjam,Digapahandi,15 Feb 2018, TOR Not Granted Yet,Non-Coal Mining,M/S. EXCELLENT GRANITES,DelistedL
47,SIA/OR/IND2/22020/2018,22020/172-IND2/02-2018,3510 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED BELLAGUNTHA MAIN O.S. SHOP,Orissa,Ganjam,Buguda,15 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,NARAYAN SAHU,MoveToTORtoECL
48,SIA/OR/THE/22009/2018,To be assigned,Champrei Sand Bed,Orissa,Mayurbhanj,Rairangpur,14 Feb 2018, TOR Not Granted Yet,Thermal Projects,TAPASH KUMAR DAS,DelistedD
49,SIA/OR/MIN/22006/2018,22006/1961-NCM/02-2018,INAMTALIAMAPALLI ROAD METAL QUARRY,Orissa,Ganjam,Kabisuryanagar,14 Feb 2018,17 Apr 2019,Non-Coal Mining,PRAVA RANJAN MISHRA,TOR GrantedL
50,SIA/OR/IND2/21989/2018,21989/36-IND2/02-2018,"Expansion by setting up of additional 2x800 KL Storage tanks (for class A petroleum products ) at INDIAN OIL CORPORATION LIMITED, PARADEEP TERMINAL",Orissa,Jagatsinghapur,Paradip,13 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,INDIAN OIL CORPORATION LIMITED PARADEEP TERMINAL ORISSA,DelistedL
51,SIA/OR/IND2/21905/2018,21905/171-IND2/02-2018,540 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED SAGADA OS SHOP,Orissa,Kalahandi,Sadar,12 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
52,SIA/OR/MIN/21948/2018,21948/1960-NCM/02-2018,Tangarpali Sand bed,Orissa,Jharsuguda,Jharsuguda,09 Feb 2018, TOR Not Granted Yet,Non-Coal Mining,MUKESH KUMAR  SHARMA,MoveToTORtoECL
53,SIA/OR/IND2/21929/2018,21929/170-IND2/02-2018,"Production of 2.70 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Odiamunda Main Out Still Shop at Odiamunda, Tehsil- M.Rampur, Dist-Kalahandi",Orissa,Kalahandi,Madanpur Rampur,08 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
54,SIA/OR/IND2/21928/2018,21928/169-IND2/02-2018,"Production of 0.81 KLD Mahua Flower Based Country Liquor Manufacturing Unit , Mohangiri Main Out Still Shop at Mohangiri, Tehsil- M.Rampur,  Dist-Kalahandi",Orissa,Kalahandi,Madanpur Rampur,08 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
55,SIA/OR/IND2/21930/2018,21930/168-IND2/02-2018,"Production of 0.81 KLD Mahua Flower Based Country Liquor Manufacturing Unit , Harlanga Main Out Still Shop at Harlanga, Tehsil- M.Rampur, Dist-Kalahandi",Orissa,Kalahandi,Madanpur Rampur,08 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
56,SIA/OR/IND2/21931/2018,21931/167-IND2/02-2018,"Production of 0.54 KLD Mahua Flower Based Country Liquor Manufacturing Unit, Sanpitamal Main Out Still Shop at Sanpitamal, Tahasil- M.Rampur, Dist-Kalahandi",Orissa,Kalahandi,Madanpur Rampur,08 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
57,SIA/OR/IND2/21828/2018,21828/166-IND2/02-2018,Jaloi O.S. Shop with a branch at Mahada,Orissa,Sonapur,Ulunda,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SARJAN SAHU,MoveToTORtoECL
58,SIA/OR/IND2/21873/2018,21873/165-IND2/02-2018,Bonai O.S. Shop,Orissa,Sundargarh,Banei,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,BIKASH KUMAR JAISWAL,MoveToTORtoECL
59,SIA/OR/IND2/21862/2018,21862/164-IND2/02-2018,Bideibadkudar O.S. Shop & Niktimal O.S. Shop,Orissa,Debagarh,Barkot,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJENDRA KUMAR JAISWAL,Rejection Letter GrantedL
60,SIA/OR/IND2/21837/2018,21837/163-IND2/02-2018,Ullunda O.S. Shop with a branch at Naikpada & Matupali,Orissa,Sonapur,Ulunda,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SARJAN SAHU,MoveToTORtoECL
61,SIA/OR/IND2/21836/2018,21836/162-IND2/02-2018,Pitamahul O.S. Shop with a branch at Subalaya,Orissa,Sonapur,Biramaharajpur,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SARJAN SAHU,MoveToTORtoECL
62,SIA/OR/IND2/21835/2018,21835/161-IND2/02-2018,Patrapali O.S. Shop,Orissa,Sonapur,Binika,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SARJAN SAHU,MoveToTORtoECL
63,SIA/OR/IND2/21834/2018,21834/160-IND2/02-2018,Menda O.S. Shop,Orissa,Sonapur,Tarbha,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SARJAN SAHU,MoveToTORtoECL
64,SIA/OR/IND2/21830/2018,21830/159-IND2/02-2018,Mallikamunda O.S. Shop with a branch at Narayanpur & Pratapur,Orissa,Sonapur,Sonapur,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SARJAN SAHU,MoveToTORtoECL
65,SIA/OR/IND2/21829/2018,21829/158-IND2/02-2018,Luthurpank O.S. Shop with a branch at Khandahota & Mursundhi,Orissa,Sonapur,Biramaharajpur,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SARJAN SAHU,MoveToTORtoECL
66,SIA/OR/IND2/21823/2018,21823/157-IND2/02-2018,Gourkela O.S. Shop with a branch at Uffula,Orissa,Sonapur,Biramaharajpur,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SARJAN SAHU,MoveToTORtoECL
67,SIA/OR/IND2/21822/2018,21822/156-IND2/02-2018,Singhijuba O.S. Shop,Orissa,Sonapur,Rampur,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRASANT KUMAR SAHU,MoveToTORtoECL
68,SIA/OR/IND2/21821/2018,21821/155-IND2/02-2018,Padhanpali O.S. Shop with a Branch at Gajabandh,Orissa,Sonapur,Binika,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRASANT KUMAR SAHU,MoveToTORtoECL
69,SIA/OR/IND2/21819/2018,21819/154-IND2/02-2018,Lachhipur O.S. Shop,Orissa,Sonapur,Sonapur,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRASANT KUMAR SAHU,MoveToTORtoECL
70,SIA/OR/IND2/21804/2018,21804/153-IND2/02-2018,Binika O.S. shop,Orissa,Sonapur,Binika,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRASANT KUMAR SAHU,MoveToTORtoECL
71,SIA/OR/IND2/21801/2018,21801/152-IND2/02-2018,Bausuni O.S. Shop with a branch at Khaliapali & Kantapali,Orissa,Sonapur,Binika,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRASANT KUMAR SAHU,MoveToTORtoECL
72,SIA/OR/IND2/21793/2018,21793/151-IND2/02-2018,Badkarle O.S. Shop,Orissa,Sonapur,Rampur,07 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,PRASANT KUMAR SAHU,MoveToTORtoECL
73,SIA/OR/IND2/21911/2018,21911/150-IND2/02-2018,"PRODUCTION OF 1.350 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, KANDETARA MAIN O S LIQUOR SHOP AT- KANDETARA, DIST. - NUAPADA",Orissa,Nuapada,Komana,06 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SHANKARLAL AGRAWAL,MoveToTORtoECL
74,SIA/OR/IND2/21908/2018,21908/149-IND2/02-2018,"PRODUCTION OF 3.777 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, BORIGUMMA MAIN O S LIQUOR SHOP AT- BORIGUMMA, DIST. - KORAPUT",Orissa,Koraput,Boriguma,06 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SUBASH CHANDRA AGRAWAL,MoveToTORtoECL
75,SIA/OR/IND2/21907/2018,21907/148-IND2/02-2018,"PRODUCTION OF 3.792 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, KADOGUCHHA MAIN O S LIQUOR SHOP AT- KADOGUCHHA, MANDOSIL, DIST. BARGARH",Orissa,Bargarh,Paikamal,06 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,RAM NIWAS AGRAWAL,MoveToTORtoECL
76,SIA/OR/IND2/21906/2018,21906/147-IND2/02-2018,"PRODUCTION OF 2.160 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, PHULIJHAR MAIN O S LIQUOR SHOP AT- PHULIJHAR, DIST. BALANGIR",Orissa,Balangir,Khaprakhol,06 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,RAM NIWAS AGRAWAL,MoveToTORtoECL
77,SIA/OR/IND2/21903/2018,21903/146-IND2/02-2018,1080 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED PASTIPADA OS SHOP,Orissa,Kalahandi,Sadar,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
78,SIA/OR/IND2/21902/2018,21902/145-IND2/02-2018,1080 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED KANIKUPA OS SHOP,Orissa,Kalahandi,Lanjigarh,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
79,SIA/OR/IND2/21901/2018,21901/144-IND2/02-2018,1080 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED DADPUR OS SHOP,Orissa,Kalahandi,Sadar,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
80,SIA/OR/IND2/21900/2018,21900/143-IND2/02-2018,1080 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED GHUGURPALA OS SHOP,Orissa,Kalahandi,Sadar,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
81,SIA/OR/IND2/21899/2018,To be assigned,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED DADPUR OS SHOP,Orissa,Kalahandi,Sadar,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,DelistedL
82,SIA/OR/IND2/21898/2018,21898/142-IND2/02-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED CHANCHER OS SHOP,Orissa,Kalahandi,Sadar,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
83,SIA/OR/IND2/21897/2018,21897/141-IND2/02-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED BADLI OS SHOP,Orissa,Kalahandi,Sadar,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
84,SIA/OR/IND2/21896/2018,21896/140-IND2/02-2018,810 LITRES DAILY PRODUCTION CAPACITY MAHUA FLOWER BASED AMATHOLA OS SHOP,Orissa,Kalahandi,Junagarh,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,LAXMI NARAYAN MANMOHNLAL,MoveToTORtoECL
85,SIA/OR/IND2/21895/2018,21895/139-IND2/02-2018,"PRODUCTION OF 0.810 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, KHAPRAKHOL MAIN O S LIQUOR SHOP AT- KHAPRAKHOL, DIST. BALANGIR",Orissa,Balangir,Khaprakhol,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,RAM NIWAS AGRAWAL,MoveToTORtoECL
86,SIA/OR/IND2/21894/2018,21894/138-IND2/02-2018,"PRODUCTION OF 1.890 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, KAPANI MAIN O S LIQUOR SHOP AT- KAPANI, DIST. BALANGIR",Orissa,Balangir,Belpara,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,RAM NIWAS AGRAWAL,MoveToTORtoECL
87,SIA/OR/IND2/21893/2018,21893/137-IND2/02-2018,"PRODUCTION OF 1.350 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, JAMKI MAIN O S LIQUOR SHOP AT- JAMKI, DIST. BALANGIR",Orissa,Balangir,Turekela,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,RAM NIWAS AGRAWAL,MoveToTORtoECL
88,SIA/OR/IND2/21889/2018,21889/136-IND2/02-2018,"PRODUCTION OF 4.050 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, BISAM CUTTACK MAIN O S LIQUOR SHOP AT- BISAM CUTTACK, DIST. RAYAGADA",Orissa,Rayagada,Rayagada,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,SUBASH CHANDRA AGRAWAL,MoveToTORtoECL
89,SIA/OR/IND2/21885/2018,21885/135-IND2/02-2018,"Production of 1.35 KLD Mahua Flower Based Country Liquor Manufacturing Unit , Madanpur Rampur Main Out Still Shop at M.Rampur, Tahasil- M.Rampur, Dist-Kalahandi",Orissa,Kalahandi,Madanpur Rampur,05 Feb 2018, TOR Not Granted Yet,Industrial Projects - 2,AMAN RAJ,MoveToTORtoECL
