,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/TG/IND2/165415/2020,SIA/TG/IND2/165415/2020,"Proposed Expansion of Active Pharmaceutical Ingredients (APIs)  and API Intermediates Manufacturing Unit by M/s. MSN Life Sciences Private Limited, Unit-II",MSN LIFE SCIENCES PRIVATE LIMITED,EC Granted,EC,
2,2,SIA/TG/MIN/201365/2021,SIA/TG/MIN/201365/2021,Proposed Limestone Slabs Quarry of Sri Kurva Ramulu,SRI KURVA RAMULU,EC Granted,EC,
3,3,SIA/TG/MIN/142698/2020,SIA/TG/MIN/142698/2020,M/S Telangana Stone Crusher,SRI BASIREDDYGARI RAMBHOOPAL REDDY,EC Granted,EC,
4,4,SIA/TG/MIS/124538/2019,SIA/TG/MIS/124538/2019,Mahaveer Constructions,MAHAVEER CONSTRUCTIONS,Delisted,EC,
5,5,SIA/TG/MIS/124483/2019,SIA/TG/MIS/124483/2019,Incor Warehousing Projects Private Limited,INCOR WAREHOUSING PROJECTS PRIVATE LIMITED,EC Granted,EC,
6,6,SIA/TG/MIS/121425/2019,SIA/TG/MIS/121425/2019,Poulomi Estates Private Limited,"POULOMI ESTATES PVT. LTD.,",EC Granted,EC,
7,7,SIA/TG/MIN/147278/2020,SIA/TG/MIN/147278/2020,"M/s TSMDC Ltd.,",M/S TSMDC LTD,EC Granted,EC,
8,8,SIA/TG/MIN/149318/2020,SIA/TG/MIN/149318/2020,Proposed Rough Stone and Road Metal Quarry by Sri. Challa Venkata Ravi Babu,CHALLA VENKATA RAVI BABU,EC Granted,EC,
9,9,SIA/TG/IND2/176180/2020,SIA/TG/IND2/176180/2020,M/s. ADEEP Pharma Private Limited,ADEEP PHARMA PVT. LTD.,EC Granted,EC,
10,10,SIA/TG/MIN/185077/2020,SIA/TG/MIN/185077/2020,Sri Dasari Venkata Rama Rao,SRI DASARI VENKATA RAMARAO,EC Granted,EC,
1,11,SIA/TG/MIN/184563/2020,SIA/TG/MIN/184563/2020,M/s. K. S. R. Granites – Black granite Quarry-2.0ha-27768 m3/annum,M/S. K. S. R. GRANITES,EC Granted,EC,
