,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/AS/MIS/115891/2019,,Nakhula Pahar Stone Permit Area (Govt. Land),SIMPLEX SOM DATT BUILDERS JV,EC Granted - Processed offline,EC,
1,2,SIA/AS/MIN/173194/2020,SEIAA.1582/2021,Kacharari Brick Earth Mining Area,SM BRICKS 2,EC Granted,EC,
2,3,SIA/AS/MIN/135092/2020,SEIAA.1261/2020,D.B.A-1 Brick Field Brick Earth Permit Area,M/S. D.B. A-1 BRICK FIELD,EC Granted,EC,
3,4,SIA/AS/MIN/139723/2020,,Rakhyasini Char Ordinary Earth/Clay Mining Permit Area,S.C. CONSTRUCTION,EC Granted - Processed offline,EC,
4,5,SIA/AS/MIN/202036/2021,,NITYA BAZAR AND KHAGARPUR STONE EXTRACTION PERMIT AREA FOR TUNNEL CONSTRUCTION UNDER N.F RAILWAY,M/S ABCI INFRASTRUCTURE PVT. LTD.,Delisted,EC,
5,6,SIA/AS/MIN/234537/2021,,REKA PAHAR STONE MINING PERMIT AREA  AT GOTIBARI ( GOVT. LAND),SRI KAMALSING BEY,Delisted,EC,
6,7,SIA/AS/MIN/416735/2023,SEIAA. 3338/2023,DIG/T Sand Mining Contract Area of 2022-29,"DIVISIONAL FOREST OFFICER, DIGBOI DIVISION",EC Granted,EC,
7,8,SIA/AS/MIN/270234/2022,SEIAA. 3015/2022,DAMRA PATPARA VILLAGE PATTA LAND ORDINARY SAND MINING PERMIT AREA,DEEPJYOTI BARUAH,EC Granted,EC,
8,9,SIA/AS/MIN/72212/2019,SEIAA. 1146/2020,New  Umrangshu Limestone Mine,ASSAM MINERAL DEVELOPMENT CORPORATION LIMITED,EC Granted,EC,
9,10,SIA/AS/MIN/276672/2022,SEIAA. 3060/22,KW/28/Rowmari Sand Mahal No. 2,JAYANTA RABHA,EC Granted,EC,
0,11,SIA/AS/MIS/125468/2019,,Deihori P117 D724 Earth Quarry,M/S MPA-NKA (JV),EC Granted - Processed offline,EC,
1,12,SIA/AS/MIN/178408/2020,SEIAA.1563/2021,Rangmahal P.P. Land Ordinary Earth Mining Permit Area,SIRAJUDDIN SHEIKH,EC Granted,EC,
2,13,SIA/AS/MIN/252735/2022,,PATTA LAND ORDINARY EARTH MINING PERMIT AREA AT NATUN BASTI VILLAGE,AMIRUL KHAN,Delisted,EC,
3,14,SIA/AS/MIN/415160/2023,SEIAA. 3349/2023,BARNADI SAND-GRAVEL & STONE MAHAL NO. 7,BAKSA FOREST DIVISION MUSHALPUR,EC Granted,EC,
4,15,SIA/AS/MIN/415607/2023,SEIAA. 3390/2023,Disang River Sand Mining Permit Area (Borpatra Ghat),ARNAB CHANGMAI,EC Granted,EC,
5,16,SIA/AS/MIS/149033/2020,,Kurirpar Brick Earth Mining Permit Area,M/S BAJRANG BRICK INDUSTRIES,Delisted,EC,
6,17,SIA/AS/MIS/115684/2019,,Oujari No2 Minor Mineral Concession Area,FOUR STAR GUWAHATI,Delisted,EC,
7,18,SIA/AS/MIN/157109/2020,,Upper Subansiri Manika Sand & Gravel Mineral Concession Area (Rev.Portion).,BISHNU BANSAL,WithdrawEC,EC,
8,19,SIA/AS/MIN/233344/2021,SEIAA.1897/2021,Simalia P.P. Land Clay/River Silt Mining Permit Area,PRADIP SARMA,EC Granted,EC,
9,20,SIA/AS/MIN/257612/2022,SEIAA. 2065/2022,KANAIGHAT MINERAL CONCESSION AREA FOR SAND,SANJIB BARUAH,Delisted,EC,
0,21,SIA/AS/MIN/234873/2021,SEIAA.1879/2021,Dudhnoi River Sand Mahal No.1,BISWAJIT  DAS,EC Granted,EC,
1,22,SIA/AS/MIN/244939/2021,,Earth Mining Permit Area at Solengi River (Plot No.3),DHATARWAL CONSTRUCTION COMPANY PVT. LTD.,Delisted,EC,
2,23,SIA/AS/MIN/419448/2023,SEIAA. 3373/2023,DHAMKHUNDA VILLAGE TO KAJOLICHOKI(DHAMKHUNDA HATIBAGORA PT-I) SAND MINING PERMIT AREA ON KOPILI RIVER BED,DILIP DAS,EC Granted,EC,
3,24,SIA/AS/MIS/121443/2019,,Buroi River Sand and Gravel Mining Permit Area,LENIN BRAHMA,Delisted,EC,
4,25,SIA/AS/MIS/116309/2019,,H.N.Dey Sons Enterprise Brick Earth Permit Area,TASADUK ARIFUL HUSSAIN RQP,WithdrawEC,EC,
5,26,SIA/AS/MIS/116446/2019,,Hanboka Ordinary Earth Permit Area,HINDUSTAN CONSTRUCTION CO LTD,EC Granted - Processed offline,EC,
6,27,SIA/AS/MIN/140484/2020,SEIAA. 1234 /2020,Charuabakhra Jungle Block Brick Earth Mining Permit Area,M/S SHREE GURU BRICKS,EC Granted,EC,
7,28,SIA/AS/MIS/125661/2019,,R.B.BRICK INDUSTRY EARTH MINING PERMIT AREA,R.B.BRICK INDUSTRY,Delisted,EC,
8,29,SIA/AS/MIS/123193/2019,,Kumatia River Earth and Silt Mining Area,SURJYA KONWAR,Delisted,EC,
9,30,SIA/AS/MIN/46211/2019,,Boronarainpur Patta Land Boulder Mining Contract Area,ABHIJIT HOJAI,Delisted,EC,
0,31,SIA/AS/MIN/416214/2023,SEIAA. 3357/2023,Jhanji Tamulichiga Mining Permit Area for Sand,SAMUDRA GOGOI,EC Granted,EC,
1,32,SIA/AS/MIN/185569/2020,,DHING BRICK EARTH PERMIT AREA,M/S MARKAZ BRICK INDUSTRY,Delisted,EC,
2,33,SIA/AS/MIN/136390/2020,SEIAA. 1238 / 2020,Naharkatia Jagun Gaon Brick Earth Quarry,M/S I.I.C. BRICK FIELD,Delisted,EC,
3,34,SIA/AS/MIN/179792/2020,SEIAA.1591/2021,NKD-B-15 Nichuka Mining Contract Area,ANUP DAS,EC Granted,EC,
4,35,SIA/AS/MIN/205871/2021,SEIAA.1761/2021,Rakhysinichar Nonke Ordinary Earth Mining Permit Area,SGCL,Delisted,EC,
5,36,SIA/AS/MIN/241762/2021,,Laharighat Brick Earth Permit Area,T.A.J INDUSTRY,Delisted,EC,
6,37,SIA/AS/MIN/257438/2022,,Disang River Sand Mining Permit Area (Borpatra Ghat),DHRUBAJIT CHETIA,Delisted,EC,
7,38,SIA/AS/MIN/277844/2022,SEIAA. 3073/2022,KANJOY TOKBI GAON PP LAND STONE MINING AREA AT DONGHAP,BABU TOKBI,Delisted,EC,
8,39,SIA/AS/MIS/139437/2020,,TARANGAPUR (PT-I) PATTA LAND ORDINARY EARTH MINING PERMIT AREA,MD. ABBAS ALI,EC Granted - Processed offline,EC,
9,40,SIA/AS/MIN/275596/2022,SEIAA. 3048/2022,Borpani (Up-Stream) River Sand Contract Permit Area,FUKUN RONGPI,EC Granted,EC,
