,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
0,1,SIA/GA/MIN/240139/2021,noted,"Proposed basalt stone quarry with lease area 4.65 ha located on land bearing Survey no.39/1at Village Uguem of Sanguem Taluka, State Goa.",TIMBLO PLANTING PVT. LTD.,EC Granted,EC,
1,2,SIA/GA/MIS/205528/2021,GA/EC/0005/2021,"Proposed All India Institute of Ayurveda ""AIIA Goa""",M/S ALL INDIA INSTITUTE OF AYURVEDA AIIA,WithdrawEC,EC,
2,3,SIA/GA/MIN/227709/2021,GA/EC/0023/2021,Sand Mining -Zone-5,"DISTRICT COLLECTOR, NORTH GOA",EC Granted,EC,
3,4,SIA/GA/MIN/227877/2021,GA/EC/0025/2021,Sand Mining - Zone-3 (Part-1),"DISTRICT COLLECTOR, NORTH GOA",Delisted,EC,
4,5,SIA/GA/NCP/30865/2015,,"Residential cum Commercial Project at Madgaon city, Goa",SHREM AANSAV REALTY LLP,WithdrawEC,EC,
5,6,SIA/GA/IND2/407389/2022,GA/EC/0081/2022,JOHN DISTILLERIES PRIVATE LIMITED,JOHN DISTILLERIES PRIVATE LIMITED,EC Granted,EC,
6,7,SIA/GA/MIS/233234/2021,noted,"Proposed All India Institute of Ayurveda ""AIIA Goa""",M/S ALL INDIA INSTITUTE OF AYURVEDA AIIA,EC Granted,EC,
7,8,SIA/GA/MIS/207012/2021,GA/EC/0004/2021,"Construction of Residential Complex at P.T Sheet no.121/chalta no.2,3,4,38,39 and P.T sheet no.130/chalta no.33",MARVEL RESORTS PVT.LTD.,EC Granted,EC,
8,9,SIA/GA/MIN/281095/2022,Ga/EC/0057/2022,Priyadarshani Hi Tech Associates Basalt Stone Quarry at Vantem,PRIYADARSHANI HI TECH ASSOCIATES,EC Granted,EC,
9,10,SIA/GA/MIN/273194/2022,GA/EC/0048/2022,Kaloshi Granites,KALOSHI GRANITES,EC Granted,EC,
0,11,SIA/GA/MIN/215987/2021,,Santona Quarry 4 basalt 89,MANUEL DA COSTA,WithdrawEC,EC,
1,12,SIA/GA/MIN/261609/2022,GA/EC/0045/2022,Existing Basalt Stone Quarry,S KUMAR METALS,WithdrawEC,EC,
2,13,SIA/GA/MIN/205616/2021,GA/EC/0016/2021,Laterite Stone Quarry in Bordem,VITHU SHIVA SATELKAR,WithdrawEC,EC,
3,14,SIA/GA/NCP/60715/2016,,G N Construction Plot B,GN CONSTRUCTION,EC Granted - Processed offline,EC,
4,15,SIA/GA/NCP/75187/2018,,Proposed Commercial cum Residential Project named as Prabhu’s Violetta of M/s. Prabhu Realtors,PRABHU REALTORS GOA,DELETE,EC,
5,16,SIA/GA/MIN/210872/2021,GA/EC/0008/2021,"SHRI AKSHAY UTTAM KHANDEPARKAR (NIRANCAL BASALT QUARRY AND CRUSHER, Lease area – 23.77.50  ha, SURVEY NO. 58, VILLAGE-NIRANCHAL, TALUKA-PONDA, DISTRICT-NORTH GOA, STATE-GOA)",SHRI AKSHAY UTTAM KHANDEPARKAR,WithdrawEC,EC,
6,17,SIA/GA/MIN/227941/2021,GA/EC/0027/2021,Sand Mining- Zone-4,"DISTRICT COLLECTOR, NORTH GOA",Delisted,EC,
7,18,SIA/GA/MIN/235032/2021,GA/EC/0031/2021.,MRF Levelling of Plot,M/S MRF LTD.,EC Granted,EC,
8,19,SIA/GA/IND2/74479/2022,Ga/EC/0046/2022,Ms. John Distilleries Private Limited Expansion of production capacity of malt based distillery unit from 05 KLD to 11 KLD Plot No. M 21 M 21A M21B Cuncolim Industrial Estates Cuncolim Salcete South Goa,JOHN DISTILLERIES PRIVATE LIMITED,WithdrawEC,EC,
9,20,SIA/GA/MIN/411455/2022,GA/EC/0084/2022,"Proposed Basalt Stone Quarry of lease area 1.05 Ha located on land bearing Survey no. 5/1 at Village Coranguinim of Sanguem Taluka, South Goa, Goa",OM METALS,EC Granted,EC,
0,21,SIA/GA/MIN/217714/2021,GA/EC/0014/2021,"Priyadarshani Hi-Tech Associates, Vantem Basalt Quarry",B. G. JOSHI,Delisted,EC,
1,22,SIA/GA/MIS/121537/2019,,Proposed of  All India Institute of Ayurveda (AIIA),ALL INDIA INSTITUTE OF AYURVEDA (AIIA),Delisted,EC,
2,23,SIA/GA/IND/59156/2020,,Proposed Iron Ore Beneficiation Plant of Dr.Prafulla R.Hede,DR. PRAFULLA R.HEDE,DELETE,EC,
3,24,SIA/GA/MIS/289614/2022,GA/EC/0067/2022,"Proposed Construction of Residential cum Commercial Buildings on plot bearing Survey No. 209/1-A, Khadpabandh Ponda- Goa",TUSHAR USGAONKAR,EC Granted,EC,
4,25,SIA/GA/MIN/433472/2023,,"Proposed Laterite Stone Quarry of Lease Area 2.58 Ha Located on land bearing survey no. 92/1(p) at Village Sangod of Dharbandora Taluka South Goa, Goa.",RAJENDRA PRABHU DESSAI,Under examination of SEIAA,EC,
5,26,SIA/GA/NCP/89478/2018,,MATHIAS OCEAN PARK DONA PAULA,M/S MATHIAS CONSTRUCTION PVT LTD,EC Granted - Processed offline,EC,
6,27,SIA/GA/MIN/220921/2021,GA/EC/0015/2021,Codar Laterite Quarry,SUSHANT GAONKAR,EC Granted,EC,
7,28,SIA/GA/MIN/222714/2021,GA/EC/0018/2021,SANTONA QUARRY 4 BASALT 89,MANUEL DA COSTA,EC Granted,EC,
8,29,SIA/GA/MIS/239085/2021,GA/EC/0033/2021,PROPOSED BUILDING PLAN FOR CISF BATTALION  IN GOA,PROPOSED BUILDING PLAN FOR CISF BATTALION GOA,EC Granted,EC,
9,30,SIA/GA/MIN/238136/2021,noted,Kaloshi Granites,KALOSHI GRANITES,WithdrawEC,EC,
0,31,SIA/GA/IND2/407389/2022,GA/EC/0081/2022,JOHN DISTILLERIES PRIVATE LIMITED,JOHN DISTILLERIES PRIVATE LIMITED,EC Granted,EC,
1,32,SIA/GA/MIN/227880/2021,GA/EC/0026/2021,Sand Mining - Zone-3 (Part-2),"DISTRICT COLLECTOR, NORTH GOA",Delisted,EC,
2,33,SIA/GA/MIN/290665/2022,GA/EC/0068/2022,"Proposed Laterite quarry of lease area 1.0 Ha located on land bearing Survey no. 50/1 at Village Fatorpa of Quepem Taluka, South Goa, State Goa",NARAYAN NAIKDESAI,EC Granted,EC,
3,34,SIA/GA/IND/61748/2021,GA/EC/0003/2021,Proposed Iron Ore Beneficiation Plant of Dr.Prafulla R.Hede,DR. PRAFULLA R.HEDE,WithdrawEC,EC,
4,35,SIA/GA/NCP/58026/2016,,Umiya Holdings Pvt. Ltd.,UMIYA HOLDINGS PVT LTD,EC Granted - Processed offline,EC,
5,36,SIA/GA/MIN/410339/2022,GA/EC/0086/2022,Gokuldem Basalt Quarry,MEERAVATI VELIP,Agenda Uploaded by SEAC,EC,
