,Proposal,File_No,State,District,Tehsil,Date_1,Date_2,Category,Company,Status
84,SIA/GA/MIS/288658/2022,GA/EC/0064/2022,Goa,North Goa,Tiswadi,Date of Submission for TOR: ,Date of Submission for EC: 30 May 2023 ,INFRA-2, PRIORITY CONSTRUCTIONS,Accepted by SEIAA and forwarded to SEAC
85,SIA/GA/MIN/207574/2021,GA/EC/0011/2021,Goa,North Goa,Satari,Date of Submission for TOR: ,Date of Submission for EC: 12 Jul 2021 ,Non-Coal Mining,B. G. JOSHI,Delisted
86,SIA/GA/NCP/30856/2015,,Goa,South Goa,Salcete,Date of Submission for TOR: ,Date of Submission for EC: 10 Sep 2015 ,INFRA-1,SHREM AANSAV REALTY LLP,WithdrawEC
87,SIA/GA/MIN/415568/2023,125/3/2023-24/GSEIAA/Project-Prop,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 24 May 2023 ,Non-Coal Mining,SHRIKANT DESSAI,Accepted by SEIAA and forwarded to SEAC
88,SIA/GA/MIS/280688/2022,GA/EC/0058/2022,Goa,South Goa,Salcete,Date of Submission for TOR: ,Date of Submission for EC: 08 Jul 2022 ,INFRA-2, GOA WASTE MANAGEMENT CORPORATION,Delisted
89,SIA/GA/INFRA2/416836/2023,100/3/2022-23/GSEIAA/Project-Prop/,Goa,,,Date of Submission for EC: 03 Feb 2023 ,Date of Ec Granted : 19 Jul 2023,INFRA-2, GOA TOURISM DEVELOPMENT CORPORATION LIMITED,EC Granted
90,SIA/GA/NCP/61049/2016,,Goa,North Goa,Pernem,Date of Submission for TOR: ,Date of Submission for EC: 12 Dec 2016 ,INFRA-1,CHAKSHU PROPERTIES PVT LTD,Transfered SEIAA To MOEFCC
91,SIA/GA/IND2/425054/2023,,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 06 Apr 2023 ,Industrial Projects - 2, IMPERIAL DISTILLERS & VINTNERS PRIVATE LIMITED,Under examination of SEIAA
92,SIA/GA/NCP/60713/2016,,Goa,North Goa,Bardez,Date of Submission for EC: 29 Nov 2016 ,Date of Ec Granted : 18 May 2018,INFRA-1,GN CONSTRUCTION,EC Granted - Processed offline
93,SIA/GA/MIS/280688/2022,GA/EC/0058/2022,Goa,South Goa,Salcete,Date of Submission for TOR: ,Date of Submission for EC: 08 Jul 2022 ,INFRA-2, GOA WASTE MANAGEMENT CORPORATION,Delisted
94,SIA/GA/INFRA2/416836/2023,100/3/2022-23/GSEIAA/Project-Prop/,Goa,,,Date of Submission for EC: 03 Feb 2023 ,Date of Ec Granted : 19 Jul 2023,INFRA-2, GOA TOURISM DEVELOPMENT CORPORATION LIMITED,EC Granted
95,SIA/GA/IND2/407389/2022,GA/EC/0081/2022,Goa,South Goa,,Date of Submission for EC: 21 Nov 2022 ,Date of Ec Granted : 30 Jan 2023,Industrial Projects - 2,JOHN DISTILLERIES PVT LTD,EC Granted
96,SIA/GA/MIN/225548/2021,GA/EC/0028/2021,Goa,North Goa,Ponda,Date of Submission for TOR: ,Date of Submission for EC: 27 Sep 2021 ,Non-Coal Mining,B. G. JOSHI,WithdrawEC
97,SIA/GA/MIS/288658/2022,GA/EC/0064/2022,Goa,North Goa,Tiswadi,Date of Submission for TOR: ,Date of Submission for EC: 30 May 2023 ,INFRA-2, PRIORITY CONSTRUCTIONS,Accepted by SEIAA and forwarded to SEAC
98,SIA/GA/MIN/207574/2021,GA/EC/0011/2021,Goa,North Goa,Satari,Date of Submission for TOR: ,Date of Submission for EC: 12 Jul 2021 ,Non-Coal Mining,B. G. JOSHI,Delisted
99,SIA/GA/MIN/227683/2021,GA/EC/0022/2021,Goa,North Goa,Pernem,Date of Submission for EC: 03 Sep 2021 ,Date of Ec Granted : 12 Oct 2021,Non-Coal Mining,"DISTRICT COLLECTOR, NORTH GOA",EC Granted
100,SIA/GA/NCP/30856/2015,,Goa,South Goa,Salcete,Date of Submission for TOR: ,Date of Submission for EC: 10 Sep 2015 ,INFRA-1,SHREM AANSAV REALTY LLP,WithdrawEC
101,SIA/GA/MIN/415568/2023,125/3/2023-24/GSEIAA/Project-Prop,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 24 May 2023 ,Non-Coal Mining,SHRIKANT DESSAI,Accepted by SEIAA and forwarded to SEAC
102,SIA/GA/MIS/280688/2022,GA/EC/0058/2022,Goa,South Goa,Salcete,Date of Submission for TOR: ,Date of Submission for EC: 08 Jul 2022 ,INFRA-2, GOA WASTE MANAGEMENT CORPORATION,Delisted
103,SIA/GA/INFRA2/416836/2023,100/3/2022-23/GSEIAA/Project-Prop/,Goa,,,Date of Submission for EC: 03 Feb 2023 ,Date of Ec Granted : 19 Jul 2023,INFRA-2, GOA TOURISM DEVELOPMENT CORPORATION LIMITED,EC Granted
104,SIA/GA/IND/59156/2020,,Goa,South Goa,Sanguem,Date of Submission for TOR: ,Date of Submission for EC: 16 Dec 2020 ,Industrial Projects - 1,DR. PRAFULLA R.HEDE,DELETE
105,SIA/GA/MIS/71452/2017,,Goa,North Goa,Bardez,Date of Submission for EC: 06 Dec 2017 ,Date of Ec Granted : 27 Mar 2018,INFRA-2,HSCC (INDIA) LIMITED,EC Granted - Processed offline
106,SIA/GA/INFRA2/415433/2023,55/2/2021-22/GSEIAA/Project-Prop/Part-I,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 23 Jan 2023 ,INFRA-2,PALACIO PROPERTY DEVELOPERS PVT. LTD.,Awaiting EC
107,SIA/GA/MIN/218760/2021,GA/EC/0017/2021,Goa,South Goa,Sanguem,Date of Submission for EC: 12 Feb 2022 ,Date of Ec Granted : 06 Apr 2022,Non-Coal Mining,MANUEL DA COSTA,EC Granted
108,SIA/GA/MIN/285216/2022,GA/EC/0060/2022,Goa,South Goa,Sanguem,Date of Submission for TOR: ,Date of Submission for EC: 08 Aug 2022 ,Non-Coal Mining,RAJENDRA NAIK,Rejection Letter Granted
109,SIA/GA/MIN/288354/2022,GA/EC/0068/2022,Goa,South Goa,Sanguem,Date of Submission for TOR: ,Date of Submission for EC: 13 Sep 2022 ,Non-Coal Mining, SAMRAT INDUSTRIES,WithdrawEC
110,SIA/GA/MIS/75534/2018,,Goa,North Goa,Bardez,Date of Submission for TOR: ,Date of Submission for EC: 22 Jun 2018 ,INFRA-2,NALINI DA ROSA FERNANDES,Transfered SEIAA To MOEFCC
111,SIA/GA/NCP/60666/2016,,Goa,North Goa,Bardez,Date of Submission for EC: 25 Nov 2016 ,Date of Ec Granted : 17 May 2018,INFRA-1,CLASSIC SQUARES REALTY PVT LTD,EC Granted - Processed offline
112,SIA/GA/MIN/227709/2021,GA/EC/0023/2021,Goa,North Goa,Bardez,Date of Submission for EC: 03 Sep 2021 ,Date of Ec Granted : 12 Oct 2021,Non-Coal Mining,"DISTRICT COLLECTOR, NORTH GOA",EC Granted
113,SIA/GA/MIN/227877/2021,GA/EC/0025/2021,Madhya Pradesh,Indore,Mhow,Date of Submission for TOR: ,Date of Submission for EC: 05 Sep 2021 ,Non-Coal Mining,"DISTRICT COLLECTOR, NORTH GOA",Delisted
114,SIA/GA/MIS/205528/2021,GA/EC/0005/2021,Goa,North Goa,Pernem,Date of Submission for TOR: ,Date of Submission for EC: 27 Jan 2022 ,INFRA-2,M/S ALL INDIA INSTITUTE OF AYURVEDA AIIA,WithdrawEC
115,SIA/GA/MIN/281095/2022,Ga/EC/0057/2022,Goa,North Goa,Satari,Date of Submission for EC: 05 Jul 2022 ,Date of Ec Granted : 14 Nov 2022,Non-Coal Mining, PRIYADARSHANI HI TECH ASSOCIATES,EC Granted
116,SIA/GA/MIS/207012/2021,GA/EC/0004/2021,Goa,North Goa,Tiswadi,Date of Submission for EC: 30 Mar 2022 ,Date of Ec Granted : 24 Jun 2022,INFRA-2,MARVEL RESORTS PVT.LTD.,EC Granted
117,SIA/GA/MIS/233234/2021,noted,Goa,North Goa,Pernem,Date of Submission for EC: 23 Feb 2022 ,Date of Ec Granted : 25 May 2022,INFRA-2,M/S ALL INDIA INSTITUTE OF AYURVEDA AIIA,EC Granted
118,SIA/GA/MIN/431574/2023,129/3/2023-24/GSEIAA/Project-Prop/,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 31 May 2023 ,Non-Coal Mining,MUKUL GAONKAR,Accepted by SEIAA and forwarded to SEAC
119,SIA/GA/INFRA2/412908/2023,GA/EC/0089/2022,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 06 Mar 2023 ,INFRA-2, VIBHAV REAL ESTATE,ADS by SEIAA
120,SIA/GA/INFRA2/428841/2023,GA/EC/0094/2023,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 16 May 2023 ,INFRA-2, ASHOKA INFRAWAYS LIMITED,Under examination of SEIAA after SEAC
121,SIA/GA/MIN/285216/2022,GA/EC/0060/2022,Goa,South Goa,Sanguem,Date of Submission for TOR: ,Date of Submission for EC: 08 Aug 2022 ,Non-Coal Mining,RAJENDRA NAIK,Rejection Letter Granted
122,SIA/GA/MIN/218760/2021,GA/EC/0017/2021,Goa,South Goa,Sanguem,Date of Submission for EC: 12 Feb 2022 ,Date of Ec Granted : 06 Apr 2022,Non-Coal Mining,MANUEL DA COSTA,EC Granted
123,SIA/GA/MIN/288354/2022,GA/EC/0068/2022,Goa,South Goa,Sanguem,Date of Submission for TOR: ,Date of Submission for EC: 13 Sep 2022 ,Non-Coal Mining, SAMRAT INDUSTRIES,WithdrawEC
124,SIA/GA/MIS/75534/2018,,Goa,North Goa,Bardez,Date of Submission for TOR: ,Date of Submission for EC: 22 Jun 2018 ,INFRA-2,NALINI DA ROSA FERNANDES,Transfered SEIAA To MOEFCC
125,SIA/GA/MIS/289614/2022,GA/EC/0067/2022,Goa,North Goa,Ponda,Date of Submission for EC: 30 Aug 2022 ,Date of Ec Granted : 10 Feb 2023,INFRA-2,TUSHAR USGAONKAR,EC Granted
126,SIA/GA/IND/59156/2020,,Goa,South Goa,Sanguem,Date of Submission for TOR: ,Date of Submission for EC: 16 Dec 2020 ,Industrial Projects - 1,DR. PRAFULLA R.HEDE,DELETE
127,SIA/GA/MIN/433472/2023,130/3/2023-24/GSEIAA/Project-Prop,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 15 Jun 2023 ,Non-Coal Mining,RAJENDRA PRABHU DESSAI,Accepted by SEIAA and forwarded to SEAC
128,SIA/GA/NCP/89478/2018,,Goa,North Goa,Tiswadi,Date of Submission for EC: 24 Dec 2018 ,Date of Ec Granted : 28 Nov 2019,INFRA-1,M/S MATHIAS CONSTRUCTION PVT LTD,EC Granted - Processed offline
129,SIA/GA/IND/61748/2021,GA/EC/0003/2021,Goa,South Goa,Sanguem,Date of Submission for TOR: ,Date of Submission for EC: 02 Jul 2021 ,Industrial Projects - 1,DR. PRAFULLA R.HEDE,WithdrawEC
130,SIA/GA/MIN/290665/2022,GA/EC/0068/2022,Goa,South Goa,Quepem,Date of Submission for EC: 13 Sep 2022 ,Date of Ec Granted : 27 Jan 2023,Non-Coal Mining,NARAYAN NAIKDESAI,EC Granted
131,SIA/GA/MIN/227880/2021,GA/EC/0026/2021,Goa,North Goa,Bardez,Date of Submission for TOR: ,Date of Submission for EC: 05 Sep 2021 ,Non-Coal Mining,"DISTRICT COLLECTOR, NORTH GOA",Delisted
132,SIA/GA/NCP/58026/2016,,Goa,South Goa,Mormugao,Date of Submission for EC: 01 Aug 2016 ,Date of Ec Granted : 22 Nov 2019,INFRA-1,UMIYA HOLDINGS PVT LTD,EC Granted - Processed offline
133,SIA/GA/MIN/410339/2022,GA/EC/0086/2022,Goa,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Dec 2022 ,Non-Coal Mining,MEERAVATI VELIP,Agenda Uploaded by SEIAA
134,SIA/GA/INFRA2/406114/2022,GA/EC/0080/2022,Goa,North Goa,,Date of Submission for TOR: ,Date of Submission for EC: 07 Jan 2023 ,INFRA-2,SHIVANAND BANDEKAR,Agenda Uploaded by SEAC
135,SIA/GA/MIS/75534/2018,,Goa,North Goa,Bardez,Date of Submission for TOR: ,Date of Submission for EC: 22 Jun 2018 ,INFRA-2,NALINI DA ROSA FERNANDES,Transfered SEIAA To MOEFCC
136,SIA/GA/NCP/60666/2016,,Goa,North Goa,Bardez,Date of Submission for EC: 25 Nov 2016 ,Date of Ec Granted : 17 May 2018,INFRA-1,CLASSIC SQUARES REALTY PVT LTD,EC Granted - Processed offline
137,SIA/GA/MIS/209338/2021,GA/EC/0010/2021,Goa,North Goa,Tiswadi,Date of Submission for TOR: ,Date of Submission for EC: 02 Aug 2021 ,INFRA-2,ALCON CONSTRUCTION (GOA) PVT.LTD,WithdrawEC
138,SIA/GA/MIN/227491/2021,,Goa,North Goa,Bardez,Date of Submission for TOR: ,Date of Submission for EC: 02 Sep 2021 ,Non-Coal Mining,"DEPARTMENT OF ENVIRONMENT & CLIMATE CHANGE, GOA",WithdrawEC
139,SIA/GA/MIS/282752/2022,GA/EC/0066/2022,Goa,South Goa,Mormugao,Date of Submission for EC: 19 Aug 2022 ,Date of Ec Granted : 09 Nov 2022,INFRA-2, PRABHU REALTORS,EC Granted
