,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/KA/MIN/68518/2017,SEIAA 67 MIN 2017,"Environmental Clearance for River Sand Quarry Activity of 15-00 Acres in Vedhavathi River Bed, Block No. 01, Adj. Sy. Nos. 35, 27, 26, 24, & 23 Kannagondi Village, Hosadurga Taluk, Chitradurga District, Karnataka",SRI. CHANDRASHEKHAR S.M.,EC Granted,EC,
2,2,SIA/KA/MIN/68832/2017,SEIAA 68 MIN 2017,Natural Sand Quarry Of G Srinivasalu at Molkalmuru,NATURAL SAND QUARRY OF SRI G SRINIVASALU,EC Granted,EC,
3,3,SIA/KA/MIN/31549/2019,,"“Ordinary Building stone Quarry” over an extent of 5-00 Acres at Sy No. 123/6, Kattaya village, Hassan Taluk, Hassan District, Karnataka.",K CHANDRASHEKAR,Delisted,EC,
4,4,SIA/KA/MIN/138620/2020,SEIAA 59 MIN 2020,“Ordinary Sand Mining “of Sri. Suresh G Gurammanavar,SRI. SURESH G GURAMMANAVAR,Delisted,EC,
5,5,SIA/KA/MIS/62332/2017,,"“Removal of Sand Bar over an extent of 3.8 Ha in Sand Bar No. SB-GA-1 in Gangavali River at Sagadgeri village, Ankola Taluk and Uttara Kannada District, Karnataka”.",DISTRICT SAND MONITORING COMMITEE CRZ,Delisted,EC,
6,6,SIA/KA/NCP/62335/2017,SEIAA 14 CON 2017,"“Expansion and Modification of Residential Apartment
“Athashri”",M/S. PARANJAPE SCHEMES BANGALORE,EC Granted,EC,
7,7,SIA/KA/NCP/18964/2012,SEIAA 36 IND 2012,"Establishment of Masthenahalli Industrial Area at Masthenahalli Village, Chintamani Taluk, Chikkabalapura District, Karnataka",KARNATAKA INDUSTRIAL AREAS DEVELOPMENT BOARD (KIADB),Rejection Letter Granted,EC,
8,8,SIA/KA/MIN/64196/2017,,Nitturu Sand Block-06,NITTUR SAND BLOCK,Delisted,EC,
9,9,SIA/KA/NCP/18361/2017,SEIAA 16 CON 2017,Proposed Expansion of Residential cum Commercial building project “The Magic Faraway Tree”.,M/S. TOTAL ENVIRONMENT BUILDING SYSTEMS PRIVATE LIMITED,EC Granted,EC,
10,10,SIA/KA/NCP/4125/2015,SEIAA 185 CON 2015,Proposed residential building development project SENORITA II,SALARPURIA PROPERTIES PVT LTD,EC Granted,EC,
1,11,SIA/KA/MIN/2725/2015,SEIAA 1240 MIN 2015,YELLODU GRANITE QUARRY QL.NO.406,OTHERS,EC Granted,EC,
2,12,SIA/KA/MIN/2748/2015,SEIAA 1207 MIN 2015,"“Shahabad Stone Quarry” of  Sri. Nagabushana Reddy at Kontanapalli Village, Sedam Taluk, Kalburgi District,",SRI NAGABUSHANREDDY,EC Granted,EC,
3,13,SIA/KA/MIN/2744/2015,SEIAA 1214 MIN 2015,Ucchangidurga Building Stone Quarry,MARULASIDDESHWARA STONE CRUSHER,EC Granted,EC,
4,14,SIA/KA/MIN/2740/2015,SEIAA 1225 MIN 2015,"“Shahabad Stone Quarry” of  Sri. Lachamayya at Kontanapalli Village, Sedam Taluk, Kalburgi District,",SRI LACHAMAYYA,EC Granted,EC,
5,15,SIA/KA/MIN/2672/2015,SEIAA 1199 MIN 2015,"“Building Stone Quarry” of  Sri Shanthakumar at Kouthamaranahalli Village, Tumkur Taluk, Tumkur District,",SRI SHANTHAKUMAR,EC Granted,EC,
6,16,SIA/KA/MIN/2649/2015,SEIAA 1196 MIN 2015,"“Shahabad Stone Quarry” of  Sri. Vithal Reddy at  Sy No: 53,  Madakal Village, Sedam Taluk, Kalburgi District, Karnataka 1-00",VITHAL REDDY,EC Granted,EC,
7,17,SIA/KA/MIN/1121/2015,SEIAA 960 MIN 2015,"Thimmapur Limestone & Dolomite mine Of Sri. Prahlad H. Pujar at Sy, No, 81, 82, 83, 84, 85 & 86  in Thimmapur Village, Mudhol taluk,  Bagalkot Dist, Karnataka State",PRAHLAD H PUJAR,EC Granted,EC,
8,18,SIA/KA/RIV/2400/2015,SEIAA 1175 MIN 2015,Ordinary Sand Block,SIKANDAR BASHA,EC Granted,EC,
9,19,SIA/KA/MIN/2350/2015,SEIAA 1169 MIN 2015,Granite Building Stone Quarry,K S REVANASIDDAPPA STONE QUARRY,EC Granted,EC,
10,20,SIA/KA/MIN/2335/2015,SEIAA 1166 MIN 2015,“Building Stone Quarry” of Sri M. Sandeep,BUILDING STONE QUARRY OF SRI M SANDEEP,EC Granted,EC,
1,21,SIA/KA/MIN/160042/2020,SEIAA 238 MIN 2020,Multicolour Granite Quarry Project of M/s. Skanda Rocks,M/S. SKANDA ROCKS,Delisted,EC,
2,22,SIA/KA/MIN/53121/2016,,Hebbal limestone and dolomite mine,HEBBAL LIMESTONE AND DOLOMITE MINE,Delisted,EC,
3,23,SIA/KA/MIN/53165/2016,SEIAA 164 MIN 2016,Lokapur Dolomite and Limestone Mine,LOKAPUR DOLOMITE AND LIMESTONE MINE,Rejection Letter Granted,EC,
4,24,SIA/KA/NCP/53219/2016,SEIAA 71 CON 2016,Zonasha IT BT,G KOKILA,Rejection Letter Granted,EC,
5,25,SIA/KA/NCP/70439/2017,,"Proposed residential apartment project by Sri Munibyrappa at Sy No.49/1, Khatha No-814, Mahadevapura Village, K.R Puram Hobli, Ward No.82, Bangalore",SRI MUNIBYRAPPA AND SRI CHANDRA,Delisted,EC,
6,26,SIA/KA/IND2/162972/2020,SEIAA 42 IND 2020,M/s. Lake Chemicals Pvt. Ltd,M/S. LAKE CHEMICALS PVT. LTD,EC Granted - Processed offline,EC,
7,27,SIA/KA/MIN/61493/2017,,BUILDING STONE QUARRYING,B ASHOK KUMAR,Delisted,EC,
8,28,SIA/KA/MIN/71626/2017,,BUILDING STONE/M-SAND QUARRYING,BKUMARSWAMY,Delisted,EC,
9,29,SIA/KA/NCP/71642/2017,SEIAA 147 CON 2017,"proposed Residential Apartment project by M/s. M N Landmaark, at Katha No. 43/13 & 14/1, Sy. No 13 & 14/1 at Kenchanahalli Village, Kengeri Hobli, Bangalore South Taluk, Bangalore Urban District",MS M N LANDMAARK,EC Granted,EC,
10,30,SIA/KA/MIN/2867/2015,SEIAA 1236 MIN 2015,Hussainpur Building Stone Quarry (QL No.KPL-307),M/s Sri Sheshadri Steels and Metalics Pvt. Ltd.,EC Granted,EC,
1,31,SIA/KA/MIN/38203/2016,SEIAA 15 MIN 2016,"“Shahabad Stone Quarry” of Sri. Hanumanth Reddy  over an extent of 1-00 Acre at Sy No. 14/2, Shirolli Village, Chincholi Taluk, Gulbarga District, Karnataka.",SRI HANUMANTH REDDY,EC Granted,EC,
2,32,SIA/KA/MIN/34568/2015,SEIAA 1574 MIN 2015,"“Building Stone Quarry” of 
Vijay Kumar at Sy No: 709/2/I (P), Kolhar  Village,
Basavana Bagewadi Taluk,
Vijayapur District, Karnataka. QL area: 4-00 Acres",VIJAY KUMAR,EC Granted,EC,
3,33,SIA/KA/MIN/34632/2015,SEIAA 1593 MIN 2015,"""Naganapura Lime Stone Mine"" of M/s Nandi Mining Company",NANDI MINING COMPANY,EC Granted,EC,
4,34,SIA/KA/MIN/38778/2016,,"“Building Stone Quarry” over an extent of 1-00 Acres at Sy No. 33/1, Kerehithalu Village, Sagar Taluk, Shimoga District, Karnataka.",SHAIKH UMAR,Delisted,EC,
