,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/WB/MIS/48035/2019,EN/T-II-1/005/2020,"Expansion of Existing Common Bio-Medical Waste Treatment Facility at Mouza Mangalpur, Touzi No. 19, Manbhum, Dag No. 457(P), 458(P), JL No. 22, Ranigunj P.O. & P.S., Paschim Bardhaman District.",MEDICARE ENVIRONMENTAL MANAGEMENT PVT. LTD.,Delisted,EC,
2,2,SIA/WB/MIS/220603/2021,EN/T-II-1/138/2021,Affordable Housing Complex under Pradhan Mantri Awas Yojana,IDEAL RIVERVIEW PROJECTS PVT. LTD.,EC Granted,EC,
3,3,SIA/WB/MIN/180373/2020,,Brick earth Mine on Mouza – Laliabari,CRYSTAL CONSULTANTS,Delisted,EC,
4,4,SIA/WB/MIN/197709/2021,,Sujapur Brick Soil Mining Project For M/s Maa Laxmi Brick Field,P & M SOLUTION,Delisted,EC,
5,5,SIA/WB/MIN/232070/2021,,"Lodha Sand Mine on Silabati River at plot no: 389(P), J.L. No.-886, Area-0.63 Hectare/1.56 Acres , Mouza: Lodha, P.S. Garhbeta, District: Paschim Medinipur, State: West Bengal.",BABLU SARKAR_LODHA,Delisted,EC,
6,6,SIA/WB/MIN/167774/2020,EN/T-II-1/038/2020,"NALDUMRA SAND MINE (AREA- 5.00 HECTARES) ON KANGSHABATI RIVER ON Plot No.-46(P).LOCATED AT MOUZA- NALDUMRA, P.S. - MIDNAPORE, DISTRICT- PASCHIM MEDINIPUR, STATE- WEST BENGAL, JL NO. 82",SHEIKH FIROZUDDIN,Delisted,EC,
7,7,SIA/WB/MIS/186026/2020,EN/T-II-1/079/2018,Parvati Garden,SURADHANI CHEMICALS AND BOARD MFG CO PVT LTD AND OTHERS,Delisted,EC,
8,8,SIA/WB/MIN/259464/2022,,Lodha sand mine on Silabati river,BABLU SARKAR_LODHA,Pending at PP due to eds,EC,
9,9,SIA/WB/MIN/262169/2022,EN/T-II-1/064/2023,Idilpur Sand Mine  Namita Enterprise Kanai Chandra Das,"NAMITA ENTERPRISE, IDILPUR",Rejection Letter Granted,EC,
10,10,SIA/WB/MIN/218051/2021,,M/s MRB Brick Field,M/S MRB BRICK FIELD,Delisted,EC,
1,11,SIA/WB/MIS/133862/2019,,Proposed Tamluk Medical College on the premises of Purba Medinipur District Hospital at Tamralipta Municipality,PURBA MEDINIPUR DISTRICT HOSPITAL,Delisted,EC,
2,12,SIA/WB/IND/69795/2019,EN/T-II-1/021/2019,Installation of 2 No. 10 MT Induction Furnaces,C.P. RE-ROLLERS LIMITED,EC Granted,EC,
3,13,SIA/WB/MIS/245576/2021,EN/T-II-1/001/2022,Residential Complex by Nirvana Devcon LLP,NIRVANA DEVCON LLP,EC Granted,EC,
4,14,SIA/WB/MIS/48035/2019,EN/T-II-1/005/2020,"Expansion of Existing Common Bio-Medical Waste Treatment Facility at Mouza Mangalpur, Touzi No. 19, Manbhum, Dag No. 457(P), 458(P), JL No. 22, Ranigunj P.O. & P.S., Paschim Bardhaman District.",MEDICARE ENVIRONMENTAL MANAGEMENT PVT. LTD.,Delisted,EC,
5,15,SIA/WB/MIS/220603/2021,EN/T-II-1/138/2021,Affordable Housing Complex under Pradhan Mantri Awas Yojana,IDEAL RIVERVIEW PROJECTS PVT. LTD.,EC Granted,EC,
6,16,SIA/WB/MIN/198437/2021,,"B.N.T Brick Field, Baidya Nath Ta",RAY TECHNO SOLUTIONS,Delisted,EC,
7,17,SIA/WB/MIN/188237/2020,EN/T-II-1/146/2021,PAWAN BRICK EARTH,PAWAN BRICKS FIELD,Delisted,EC,
8,18,SIA/WB/MIN/188839/2020,EN/T-II-1/133/2021,GURU BRICK EARTH,M/S GURU BRICKS,Delisted,EC,
9,19,SIA/WB/MIS/182626/2020,EN/T-II-1/053/2020,MODIFICATION & EXPANSION OF RESIDENTIAL PROJECT,TAPAS MITRA & OTHERS,WithdrawEC,EC,
10,20,SIA/WB/MIN/246735/2021,,STONE CRUSHING UNIT OF M/S Mahanty Stone Crushing Unit and Arabinda Mahanty,STONE CRUSHING UNIT OF M/S MAHANTY STONE CRUSHING UNIT AND ARABINDA MAHANTY,Delisted,EC,
1,21,SIA/WB/MIS/47419/2019,,IDEAL AQUAVIEW,AQUAVIEW PROJECTS PVT.  LTD.,WithdrawEC,EC,
2,22,SIA/WB/MIS/180008/2020,EN/T-II-1/062/2020,"CGEWHO Housing Project, Kolkata","CENTRAL GOVERNMENT EMPLOYEES WELFARE HOUSING ORGANISATION, KOLKATA PHASE III",Delisted,EC,
3,23,SIA/WB/MIN/185269/2020,,"Dadpur Sand Mine ob Damodar River, Kamal Kumar Ghosh",RAY TECHNO SOLUTIONS,Delisted,EC,
4,24,SIA/WB/MIS/143235/2020,,Super Diamond Enterprises,SUPER DIAMOND ENTERPRISES,WithdrawEC,EC,
5,25,SIA/WB/MIN/141542/2020,EN/T-II-1/009/2020,PALSARA BLACK STONE MINE,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORPORATION LIMITED,EC Granted,EC,
6,26,SIA/WB/MIS/55424/2020,EN/T-II-1/018/2020,Common Bio Medical Waste Treatment Facility proposed by M/S SNG Envirosolutions Private Limited,M/S SNG ENVIROSOLUTIONS PRIVATE LIMITED,WithdrawEC,EC,
7,27,SIA/WB/MIS/168212/2020,EN/T-II-1/053/2016,M/s SRINIVAAS INFRA DEVELOERS PVT. LTD.,SRINIVAAS INFRA DEVELOPERS.PVT. LTD.,EC Granted,EC,
8,28,SIA/WB/MIN/166540/2020,EN/T-II-1/031/2020,"MOLDANGA SAND MINE (AREA- 0.42 HECTARES) ON SILABATI RIVER ON Plot No.- 473(P), MOUZA- MOLDANGA, P.S. - GARHBETA, DISTRICT- PASCHIM MEDINIPUR, STATE- WEST BENGAL",PRASANTA KARAK,Delisted,EC,
9,29,SIA/WB/MIN/166548/2020,,"Chhotapasha Sand Mine (Area: 1.42ha) on Kangshabati River on Plot No. 266 (P), P.S. Keshpur, District Paschim Medinipore",SHEIKH MURSED ALI,Delisted,EC,
