,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/WB/MIN/264108/2022,,Dakhsin Gopalpur Sand Mine,GOURI SABOO,Delisted,EC,
2,2,SIA/WB/MIN/264425/2022,,"Excavation of “SAND” on KAROTOWA RIVER for lease area 1.9 Ha (4.6950 Acres) with the total production capacity of Sand- 15200 Cu.M / 536782 Cu.Ft. per annum (1st year) and 12160 Cu.M/ 429426 Cu.Ft. per annum (2nd, 3rd, 4th and 5th year), Mouza– Mehen",MANAB ROY,Delisted,EC,
3,3,SIA/WB/MIN/264536/2022,,CHAITPUR SAND MINE,KRISHNA AGARWALA,Pending at PP due to eds,EC,
4,4,SIA/WB/MIN/264660/2022,EN/T-II-1/052/2023,Bangpur Sand Mine on Damodar River Shibnarayan Shaw,SHIBNARAYAN SHAW,Rejection Letter Granted,EC,
5,5,SIA/WB/MIN/218051/2021,,M/s MRB Brick Field,M/S MRB BRICK FIELD,Delisted,EC,
6,6,SIA/WB/MIN/167774/2020,EN/T-II-1/038/2020,"NALDUMRA SAND MINE (AREA- 5.00 HECTARES) ON KANGSHABATI RIVER ON Plot No.-46(P).LOCATED AT MOUZA- NALDUMRA, P.S. - MIDNAPORE, DISTRICT- PASCHIM MEDINIPUR, STATE- WEST BENGAL, JL NO. 82",SHEIKH FIROZUDDIN,Delisted,EC,
7,7,SIA/WB/MIS/133862/2019,,Proposed Tamluk Medical College on the premises of Purba Medinipur District Hospital at Tamralipta Municipality,PURBA MEDINIPUR DISTRICT HOSPITAL,Delisted,EC,
8,8,SIA/WB/MIS/182626/2020,EN/T-II-1/053/2020,MODIFICATION & EXPANSION OF RESIDENTIAL PROJECT,TAPAS MITRA & OTHERS,WithdrawEC,EC,
9,9,SIA/WB/MIN/208529/2021,,Mirchhoba Sand Mine,RAJA GHOSH,Delisted,EC,
10,10,SIA/WB/MIS/245576/2021,EN/T-II-1/001/2022,Residential Complex by Nirvana Devcon LLP,NIRVANA DEVCON LLP,EC Granted,EC,
