,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link,Timeline
309,SIA/UK/MIN/32278/2015,1-(778)/2015,"Proposed Balu / Bajri / Boulder Mine , Mine Lease Area- 0.209 HA , Mandakini River Bed At Village - Jugasu, Tehsil - Ukhimath, District- Rudraprayag, Uttarakhand of Ranjeet Singh",Uttarakhand,Rudraprayag,Ukhimath,Date of Submission for TOR: ,Date of Submission for EC: 30 Oct 2015 ,Non-Coal Mining,RANJEET SINGH PROPOSED BALU BAJRI BOULDER MINE MANDAKINI RIVER BED AT VILLAGE JUGASU TEHSIL UKHIMATH DISTRICT RUDRAPRAYAG UTTARAKHAND,EC  has been Granted Manually,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/MIN/32278/2015&pid=1838,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/MIN/32278/2015&type=EC&ID=1838
310,SIA/UK/IND2/83129/2018,E.C  -9(14)/2018,SAINTLIFE PHARMACEUTICALS LTD.,Uttarakhand,Dehradun,Vikasnagar,Date of Submission for TOR: ,Date of Submission for EC: 22 Oct 2018 ,Industrial Projects - 2,M/S SAINTLIFE PHARMACEUTICALS LTD.,Under examination of SEAC manually process,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/IND2/83129/2018&pid=47410,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/IND2/83129/2018&type=EC&ID=47410
311,SIA/UK/INFRA2/444990/2023,EC-08(36)/2023,Environmental Clearance for expansion of existing wellness centre (under violation) by M/s Punarnava Yog Foundation,Uttarakhand,,,Date of Submission for EC: 19 Sep 2023 ,Date of Ec Granted : 17 Oct 2023,INFRA-2, PUNARNAVA YOG FOUNDATION,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/INFRA2/444990/2023&pid=225366,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/INFRA2/444990/2023&type=EC&ID=225366
312,SIA/UK/IND3/435694/2023,EC-09(71)/2023,EAST AFRICAN (INDIA) OVERSEAS - Unit 4,Uttarakhand,,,Date of Submission for EC: 06 Jul 2023 ,Date of Ec Granted : 29 Aug 2023,Industrial Projects - 3, EAST AFRICAN INDIA OVERSEAS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/IND3/435694/2023&pid=222365,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/IND3/435694/2023&type=EC&ID=222365
313,SIA/UK/NCP/84843/2018,E.C  -9(11)/2018,Footwear Manufacturing Unit,Uttarakhand,Dehradun,Dehradun,Date of Submission for TOR: ,Date of Submission for EC: 06 Nov 2018 ,INFRA-1,CAMPUS ACTIVEWEAR PVT LTD,Under examination of SEAC manually process,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/NCP/84843/2018&pid=47581,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/NCP/84843/2018&type=EC&ID=47581
314,SIA/UK/MIS/89175/2018,EC-9(13)/2018,Dehradun Premier Motors Pvt Ltd,Uttarakhand,Dehradun,Dehradun,Date of Submission for TOR: ,Date of Submission for EC: 07 Aug 2019 ,INFRA-2,DEHRADUN PREMIER MOTORS PVT. LTD.,Accepted by SEIAA and forwarded to SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/MIS/89175/2018&pid=51192,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/MIS/89175/2018&type=EC&ID=51192
315,SIA/UK/INFRA2/405321/2022,EC-07(19)/2021,INTEGRATED MUNICIPAL SOLID WASTE PROCESSING FACILITY FOR PAURI,Uttarakhand,,,Date of Submission for EC: 03 Feb 2023 ,Date of Ec Granted : 09 Mar 2023,INFRA-2,NAGAR PALIKA PARISHAD PAURI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/INFRA2/405321/2022&pid=216112,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/INFRA2/405321/2022&type=EC&ID=216112
316,SIA/UK/MIN/89352/2018,E.C   -1(45)/2019,"Delmel Toli & Jagthali  Soapstone mining project, lease area 4.313 ha, near Village Delmel Toli & Jagthali  Tehsil Kanda, District – Bageshwar State-Uttarakhand with production capacity of 25,646 TPA soap Stone & 2466 m3 OB/waste ",Uttarakhand,Bageshwar,Kanda,Date of Submission for TOR: ,Date of Submission for EC: 22 Dec 2018 ,Non-Coal Mining,PANKAJ   BHATT,Under examination of SEAC manually process,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/MIN/89352/2018&pid=51242,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/MIN/89352/2018&type=EC&ID=51242
317,SIA/UK/INFRA2/432926/2023,EC-08(29)/2023,"Environmental Clearance for proposed Eco-resort by 1) Smt. Laxmi Devi, 2) Smt. Meetu Bhardwaj & 3) Mr. Narendra Bhardwaj ",Uttarakhand,,,Date of Submission for EC: 10 Jun 2023 ,Date of Ec Granted : 19 Jul 2023,INFRA-2,LAXMI DEVI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/INFRA2/432926/2023&pid=221201,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/INFRA2/432926/2023&type=EC&ID=221201
318,SIA/UK/MIN/440090/2023,EC-01(05)/2023,"MINOR MINERAL (SAND, BAJRI AND BOULDER) FROM THE RIVER BED OF KOSI RIVER",Uttarakhand,,,Date of Submission for EC: 12 Aug 2023 ,Date of Ec Granted : 29 Sep 2023,Non-Coal Mining, UTTRAKHAND VAN VIKAS NIGAM,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Uttarakhand&pno=SIA/UK/MIN/440090/2023&pid=223914,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/UK/MIN/440090/2023&type=EC&ID=223914
