,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/BR/MIN/57976/2019,,"Natraj Iron & Castings Pvt. Ltd.  Stone Mining Project at village: Chakandara / Barari, block- chewra, district- Sheikhpura, State: Bihar",NATRAJ IRON & CASTINGS PVT. LTD,Pending at PP due to eds,EC,
2,2,SIA/BR/NCP/63443/2017,,"Proposed Construction of Flyover (4 Lane carriageway) connecting Mithapur Flyover to Bhikhari Thakur (Yarpur) Flyover via             R. Block Junction in Patna Town, Bihar",BIHAR RAJYA PUL NIRMAN NIGAM LIMITED,Delisted,EC,
3,3,SIA/BR/MIN/41398/2019,SIA/1(a)/595/18,Lotun & Ratanpur Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
4,4,SIA/BR/MIN/31028/2019,SIA/1(a)/611/19,Mandhata Sand Ghat ( Stretch III Block VI) Mining Project,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
5,5,SIA/BR/IND2/25643/2018,SIA/6(b)/533/18,-1,Bharat Petroleum Corporation Ltd.,EC Granted,EC,
6,6,SIA/BR/MIN/59786/2016,SIA/1(a)/357/16,"over an area 10.4 Ha in Tehsil and District Munger, Bihar State",NM FOOD PRODUCT PVT LTD,EC Granted,EC,
7,7,SIA/BR/MIN/59789/2016,,"Balu/ Sand Mining (Minor Mineral) Category- B2 (M.L. Area- 2.3 ha) with Production Capacity of 15000 TPA at Hamjapur Ghat of Ganga River in Tehsil: Dharhara, District: Munger (Bihar)",NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,
8,8,SIA/BR/MIN/59797/2016,,"""ABZALPUR GHAT ON BADHUA RIVER""",NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,
9,9,SIA/BR/MIN/59811/2016,SIA/1(a)/356/16,"KALISHAN FULKIA OF GANGA RIVER TEHSIL BARIARPUR, DISTRICT MUNGER, BIHAR
ML AREA 6.6 HA.",NM FOOD PRODUCT PVT LTD,Delisted,EC,
10,10,SIA/BR/MIN/59815/2016,SIA/1(a)/355/16,"KALISHTHAN BARIYAPUR OF GANGA RIVER TEHSIL BARIARPUR, DISTRICT MUNGER, BIHAR
ML AREA 6.4 HA.",NM FOOD PRODUCT PVT LTD,EC Granted,EC,
1,11,SIA/BR/MIN/66115/2017,SIA/1(a)/582/18,Sand Mining Project at Nariyana Chacho Sand Ghat on river Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
2,12,SIA/BR/MIN/30972/2019,SIA/1(a)/575/18,Ghanshyamthan Koluha Sand Ghat mining project,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
3,13,SIA/BR/MIN/64732/2017,SIA/1(a)/463/17,"Sand Mining Project at Sital Patti- Kanp Kapasiya Balu Ghat     
on Tilawe, River, District Saharsa,State-Bihar.",CHANDAN KUMAR,Delisted,EC,
4,14,SIA/BR/MIN/65387/2017,SIA/1(a)/514/17,Sand Mining Project at Maraha Sand Ghat on Buddh River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,
5,15,SIA/BR/MIN/32718/2015,SIA/1(a)/58/2015,JK Int Udyog,JK INT UDYOG,Delisted,EC,
6,16,SIA/BR/IND2/19502/2017,,INDIAN OIL CORPORATION LTD,INDIAN OIL CORPORATION LIMITED PATNA,Delisted,EC,
7,17,SIA/BR/MIN/130616/2019,,"Brick Earth Mining Project at Village- Laro, P.O- Dema, P.S- Mohanpur, District- Gaya(Bihar).",M/S S.G.S INT UDYOG,Delisted,EC,
8,18,SIA/BR/MIN/145142/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA AKHATWARA,BSCPL INFRASTRUCTURE LTD MAUZA AKHATWARA AREA 11.70 AC,Delisted,EC,
9,19,SIA/BR/MIN/70066/2017,,Proposed Sand Mining Project at Kasthua Sand Ghat on Morhar River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,
