,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link,Timeline
450,SIA/PB/IND2/28895/2016,SEIAA/PB/IND/EIA/2018/05,"enhancement in storage capacity of petroleum product at Bathinda petroleum terminal, Phoos Mandi, Mansa Road, Bathinda, Punjab   by M/s Indian Oil Corporation Ltd. ",Punjab,Bathinda,Bathinda,Date of Submission for EC: 04 Sep 2018 ,Date of Ec Granted : 07 Jan 2019,Industrial Projects - 2,INDIAN OIL CORPORATION LTD PUNJAB,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/IND2/28895/2016&pid=45511,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND2/28895/2016&type=EC&ID=45511
451,SIA/PB/MIN/42613/2016,,Mining of Brick Earth in village Bassali by M/S Shivam Brick Kiln,Punjab,Rupnagar,Anandpur Sahib,Date of Submission for TOR: ,Date of Submission for EC: 29 Jan 2016 ,Non-Coal Mining,SHIVAM BRICK KILN,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/MIN/42613/2016&pid=11340,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/42613/2016&type=EC&ID=11340
452,SIA/PB/MIN/42017/2016,,Brick Earth Minning,Punjab,Ludhiana,Ludhiana (West),Date of Submission for TOR: ,Date of Submission for EC: 22 Jan 2016 ,Non-Coal Mining,HARBANS LAL AND SONS,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/MIN/42017/2016&pid=10774,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/42017/2016&type=EC&ID=10774
453,SIA/PB/MIN/36919/2015,,"BRICK EARTH MINING SITE (2.16 HECTARES) of M/s Shiv Shankar Bricks Manufactures Village-Bhunerheri, District and Tehsil- Patiala",Punjab,Patiala,Patiala,Date of Submission for TOR: ,Date of Submission for EC: 30 Dec 2015 ,Non-Coal Mining,SHIV SHANKER BRICKS MANUFACTURES,WithdrawEC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/MIN/36919/2015&pid=6042,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/36919/2015&type=EC&ID=6042
454,SIA/PB/MIN/49337/2016,,Baba Jai Jand Pir Bhag Gram Udyog Samiti,Punjab,Firozpur,Guru Harsahai,Date of Submission for TOR: ,Date of Submission for EC: 14 Feb 2016 ,Non-Coal Mining,BABA JAI JAND PIR BHAG GRAM UDYOG SAMTI,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/MIN/49337/2016&pid=13138,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/49337/2016&type=EC&ID=13138
455,SIA/PB/NCP/73106/2018,SEIAA/PB/NCP/EC/2018/04,"Group Housing Project namely “Exotica Homez” at Village Sante Majra, Kharar, S.A.S Nagar, Mohali, Punjab by M/s. Exotica Homez Promoter & Builders.",Punjab,SAS Nagar,Kharar,Date of Submission for EC: 07 Mar 2018 ,Date of Ec Granted : 16 Jul 2018,INFRA-1,EXOTICA HOMEZ PROMOTER & BUILDERS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/NCP/73106/2018&pid=42602,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/73106/2018&type=EC&ID=42602
456,SIA/PB/NCP/32425/2015,,"GBP Centrum 
Proponent Gupta Builders & Promoters Pvt. Ltd.",Punjab,SAS Nagar,S.A.S.Nagar (Mohali),Date of Submission for TOR: ,Date of Submission for EC: 03 Nov 2015 ,INFRA-1,GUPTA BUILDERS AND PROMOTERS PVT LIMITED,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/NCP/32425/2015&pid=1952,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/32425/2015&type=EC&ID=1952
457,SIA/PB/NCP/32086/2015,,WESTERN TOWER ( Ralio Heights),Punjab,SAS Nagar,Kharar,Date of Submission for TOR: ,Date of Submission for EC: 10 Dec 2015 ,INFRA-1,STAR REALTECH AND DEVELOPERS PRIVATE LTD,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/NCP/32086/2015&pid=1681,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/32086/2015&type=EC&ID=1681
458,SIA/PB/MIN/61265/2016,SEIAA/PB/MINING(NON-COAL)/EC/2017/14,Bounker Gujran Sand mining project,Punjab,Ludhiana,Ludhiana (East),Date of Submission for EC: 06 Apr 2017 ,Date of Ec Granted : 04 May 2017,Non-Coal Mining,DIC LUDHIANA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/MIN/61265/2016&pid=33282,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/61265/2016&type=EC&ID=33282
459,SIA/PB/NCP/42930/2016,SEIAA/PB/BC/EC/2016/14,"Group Housing Project Site No. 1 “Hero Homes” located at Sector-88, Distt. SAS Nagar (Mohali), Punjab By M/s. Hero Realty Pvt. Ltd.  ",Punjab,SAS Nagar,S.A.S.Nagar (Mohali),Date of Submission for EC: 08 Mar 2016 ,Date of Ec Granted : 28 Jun 2016,INFRA-1,HERO REALTY LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/NCP/42930/2016&pid=11634,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/NCP/42930/2016&type=EC&ID=11634
460,SIA/PB/MIN/40978/2016,,luxmibrick,Punjab,Patiala,Patran,Date of Submission for TOR: ,Date of Submission for EC: 02 Feb 2016 ,Non-Coal Mining,LUXMI BRICKS UDYOG,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/MIN/40978/2016&pid=9815,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/40978/2016&type=EC&ID=9815
461,SIA/PB/MIN/39340/2019,,"Mining of Sand/Gravel, Village- Panjola, District- Rupnagar, Punjab by M/s. Sh. Kamaljeet Singh, S/o Sh. Sardar Amrik Singh",Punjab,Rupnagar,Rupnagar,Date of Submission for TOR: ,Date of Submission for EC: 31 Jul 2019 ,Non-Coal Mining,KAMALJEET SINGH S/O SH. SARDAR AMRIK SINGH,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/MIN/39340/2019&pid=57486,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIN/39340/2019&type=EC&ID=57486
462,SIA/PB/IND2/206890/2021,SEIAA/PB/IND/2021/EC/19,"Proposed Expansion of API and Intermediate Bulk Drug Manufacturing Unit by M/S Nectar Lifesciences Ltd (Unit-II), at Village- Saidpura, Tehsil-Dera Bassi, Dera Bassi, District- S.A.S. Nagar, Punjab.",Punjab,SAS Nagar,Derabassi,Date of Submission for EC: 21 Sep 2021 ,Date of Ec Granted : 25 Nov 2021,Industrial Projects - 2,M/S NECTOR LIFESCIENCES LTD.,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/IND2/206890/2021&pid=175588,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND2/206890/2021&type=EC&ID=175588
463,SIA/PB/MIS/95485/2019,SEIAA/PB/NCP/EC/2019/04,"GBP CAM,ELLIA RISE",Punjab,SAS Nagar,Kharar,Date of Submission for TOR: ,Date of Submission for EC: 21 Jun 2019 ,INFRA-2,GUPTA BUILDERS AND PROMOTERS PVT LIMITED,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/MIS/95485/2019&pid=52916,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/MIS/95485/2019&type=EC&ID=52916
464,SIA/PB/IND2/19464/2016,,"Storage capacity expansion at Jalandhar, Indian Oil Corporation Ltd.(MD) , Pipeline Terminal, Suchipind, Jalandhar -144009, Punjab",Punjab,Jalandhar,Jalandhar - I,Date of Submission for TOR: ,Date of Submission for EC: 31 Jan 2018 ,Industrial Projects - 2,INDIAN OIL CORPORATION LTD PUNJAB,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Punjab&pno=SIA/PB/IND2/19464/2016&pid=35360,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/PB/IND2/19464/2016&type=EC&ID=35360
