,Sno.,Proposal No.,File No.,Project Name,Company,Proposal Status,Project Type,View
1,1,SIA/PB/MIS/179894/2020,,"Expansion of Pragma Medical Institute at Dabwali Road, Bathinda, Punjab by Pragma Medical Institute (A Unit of Gill Medicare Private Limited)",PRAGMA MEDICAL INSTITUTE (A UNIT OF GILL MEDICARE PRIVATE LIMITED),WithdrawEC,EC,
2,2,SIA/PB/MIN/35045/2017,SEIAA/PB/MIN/EC/2019/01,Rana -2 Sand Mine Project,RANA - 2 SAND MINING PROJECT,Delisted,EC,
3,3,SIA/PB/MIS/136539/2020,SEIAA/PB/MIS/EC/2020/03,Primegate tower,PRIMEGATE DEVELOPERS (INDIA),EC Granted,EC,
4,4,SIA/PB/IND2/203524/2021,SEIAA/PB/IND2/EC/13,M/s. MR PHARMACHEM,M/S. MR PHARMACHEM,EC Granted,EC,
5,5,SIA/PB/MIS/211039/2021,SEIAA/PB/MIS/EC/11,"Residential colony namely “Gulnaar Meadows” at Hadbast No. 47, Village Baltana, Tehsil Derabassi, District SAS Nagar, Punjab by M/s SAV Infosystems LLP",SAV INFOSYSTEMS LLP,EC Granted,EC,
6,6,SIA/PB/MIS/48842/2019,SEIAA/PB/MIS/EC/2019/27,Chitkara University,CHITKARA EDUCATIONAL TRUST,EC Granted,EC,
7,7,SIA/PB/MIS/255945/2022,SEIAA/PB/MIS/2022/EC/06,AFFINITY BELGRAVIA,AFFINITY BUILDTECH,EC Granted,EC,
8,8,SIA/PB/NCP/50809/2015,,Expansion of Educational Institute namely “Thapar Institute of Engineering and Technology,THAPAR INSTITUTE OF ENGINEERING AND TECHNOLOGY (DEEMED TO BE UNIVERSITY),WithdrawEC,EC,
9,9,SIA/PB/IND2/173982/2020,SEIAA/PB/IND/EC/2021/03,Vincit Labs Private Limited,VINCIT LABS PRIVATE LIMITED,EC Granted,EC,
10,10,SIA/PB/MIS/95481/2019,SEIAA/PB/NCP/EC/2019/19,GBP CAMELLIA RISE,GUPTA BUILDERS AND PROMOTERS PVT LIMITED,Delisted,EC,
1,11,SIA/PB/IND/63124/2020,SEIAA/PB/IND/EC/10,"Expansion in the existing Steel Manufacturing Unit namely ""M/s J.N. Tayal Steels Private Limited"" at village- Bhagwanpura, Dehlon road, Tehsil- Ludhiana East, District- Ludhiana, Punjab",M/S J.N. TAYAL STEELS (P) LTD.,EC Granted,EC,
2,12,SIA/PB/IND2/206078/2021,SEIAA/PB/IND2/EC/07,"Proposed Expansion of API And Intermediate Bulk Drug Manufacturing Unit  namely ""M/S Saurav Chemicals Limited"" at Village- Baghwanpura, Derabassi-Barwala Road, Derabassi, Distt. Sahibzada Ajit Singh Nagar, Punjab",M/S SOURAV CHEMICALS LIMITED,EC Granted,EC,
3,13,SIA/PB/IND/256882/2022,SEIAA/PB/IND/2022/EC/10,Expansion of steel manufacturing unit namely JMK Industries,JMK INDUSTRIES,EC Granted,EC,
4,14,SIA/PB/IND/69676/2021,SEIAA/PB/IND/2021/EC/21,"Steel Manufacturing Unit ""M/s Ambey Industries"" at G.T. road, Sirhind side, Backside Modern Steel Ltd., Mandi Gobindgarh, Tehsil- Amloh, District- Fatehgarh Sahib, Punjab.",M/S AMBEY INDUSTRIES,EC Granted,EC,
5,15,SIA/PB/IND3/242538/2021,SEIAA/PB/IND/2021/EC/23,"Proposed API Manufacturing Unit  ""M/s Akaal Life Sciences Private Limited at Village- Batouli, Hadbast-157, Tehsil-Derabassi, District- S.A.S Nagar, Punjab.",M/S AKAAL LIFE SCIENCES PRIVATE LIMITED.,EC Granted,EC,
6,16,SIA/PB/IND/74668/2021,SEIAA/PB/IND/2022/EC/12,Expansion in the existing Steel Manufacturing Unit Surya Steel Industries at Village Ambey Majra Mandi Gobindgarh Tehsil Amloh District Fatehgarh Sahib,M/S SURYA STEEL INDUSTRIES,EC Granted,EC,
7,17,SIA/PB/MIN/34406/2017,,Rana-2 sand Mining Project,RANA - 2 SAND MINING PROJECT,Pending at PP due to eds,EC,
8,18,SIA/PB/MIS/267424/2022,SEIAA/PB/MIS/2022/EC(EXP)/09,TDI CITY,TDI TOWNSHIP DEVELOPED BY TDI INFRATECH LTD,Delisted,EC,
9,19,SIA/PB/MIS/128629/2019,SEIAA/PB/MIS/EC/2019/28,"Commercial Project namely “Orbit Signature Walk” at VIP Road, Zirakpur, SAS Nagar (Punjab) by M/s Orbit Apartment Construction Pvt. Ltd.",M/S ORBIT APARTMENT CONSTRUCTION PVT. LTD.,EC Granted,EC,
10,20,SIA/PB/MIN/151335/2020,,"Sariana-1 Gravel Mining Project, Village-Sariana, District-Hosiyarpur, Punjab, Production-70635",PRIME VISION INDUSTRIES PRIVATE LIMITED,Delisted,EC,
1,21,SIA/PB/IND3/246448/2021,SEIAA/PB/IND/2022/EC/06,"M/s Akums Life Sciences Ltd. at Free Enterprise Zone in Village Sundran, Mubarakpur, Derabassi, Punjab, India",AKUMS LIFESCIENCES LIMITED,EC Granted,EC,
2,22,SIA/PB/MIN/34406/2017,,Rana-2 sand Mining Project,RANA - 2 SAND MINING PROJECT,Pending at PP due to eds,EC,
3,23,SIA/PB/MIN/179934/2020,SEIAA/PB/MIN/EC/2020/31,Sand Mine Project at Village Midda Haji Area 3.47 ha,PRIME VISION INDUSTRIES PVT LTD,EC Granted,EC,
4,24,SIA/PB/MIN/178165/2020,,Kale ke hittar Sand mining Project,PRIME VISION INDUSTRIES PVT LTD,Delisted,EC,
5,25,SIA/PB/IND/256882/2022,SEIAA/PB/IND/2022/EC/10,Expansion of steel manufacturing unit namely JMK Industries,JMK INDUSTRIES,EC Granted,EC,
6,26,SIA/PB/IND/37379/2018,SEIAA/PB/IND/EC/2019/27,M/s Renny Strips Pvt. Ltd. (Furnace Division),M/S RENNY STRIPS PVT. LTD. (FURNACE DIVISION),EC Granted,EC,
7,27,SIA/PB/MIS/250845/2022,SEIAA/PB/MIS/2022/EC/03,"The Commercial Project namely “Mohali Citi Centre” (9.78 acres) Block F, Aero City, SAS Nagar, Mohali, (Punjab) by KLG Infra.",KLG INFRA,EC Granted,EC,
8,28,SIA/PB/IND3/247699/2021,SEIAA/PB/IND/2022/EC/15,"M/s Sun Pharmaceutical Industries Limited at Village Toansa, P.O-Railmajra, Tehsil Balachaur, Distt. SBS Nagar (Nawanshahr), Punjab",M/S. SUN PHARMACEUTICAL INDUSTRIES LIMITED,Agenda Uploaded by SEAC,EC,
9,29,SIA/PB/IND/61014/2021,SEIAA/PB/IND/2022/EC/05,"M/s Madhav KRG HRC Pvt. Ltd. (MKHPL) proposed Steel Manufacturing Unit at Village Akalgarh & Bhagwanpura, Amloh-Bhadson Road, Near Toll Plaza, Tehsil Nabha & Amloh, Distt. Patiala & Fatehgarh Sahib, Punjab.",MADHAV KRG HRC PVT. LTD.,EC Granted,EC,
10,30,SIA/PB/MIS/271700/2022,SEIAA/PB/MIS/2022/EC/21,Residential Group Housing Project by Suman Divine Homes at Village Ramgarh Bhudda Tehsil Dera Bassi District SAS Nagar Punjab,SUMAN DIVINE HOMES,EC Granted,EC,
1,31,SIA/PB/MIN/150576/2020,SEIAA/PB/MIN/EC/2020/05,"Mining lease Located at Village-Mallanwala Junabi, Tehsil- Zira, District –Ferozepur on the Agricultural Land having an area of 1.72 ha",PRIME VISION INDUSTRIES PVT LTD,EC Granted,EC,
2,32,SIA/PB/IND2/207127/2021,SEIAAPB/IND/2021/EC/20,Sarv Bio Pharma Pvt. Ltd.,SARV BIO PHARMA PRIVATE LIMITED,EC Granted,EC,
3,33,SIA/PB/MIN/147874/2020,,Mahespur Sand Mine,M/S PRIME VISION INDUSTRIES PRIVATE LIMITED (MINE),Delisted,EC,
4,34,SIA/PB/MIS/259742/2022,SEIAA/PB/MIS/2022/EC/11,ATULYAM THE BLISS,APOORVA LEASING FINANCE AND INVESTMENT COMPANY LIMITED,EC Granted,EC,
5,35,SIA/PB/MIS/226348/2021,SEIAA/PB/MIS/2021/EC/16,PARK HEIGHTS,GEETU CONSTRUCTIONS PRIVATE LIMITED,EC Granted,EC,
6,36,SIA/PB/MIS/260181/2022,SEIAA/PB/MIS/2022/EC/18,Proposed Warehouse Project,STAR ENTERPRISES,EC Granted,EC,
7,37,SIA/PB/MIS/222773/2021,SEIAA/PB/MIS/EC/13,Hotel Project namely Medallion Edge,M/S TURNSTONE REALTY LLP,EC Granted,EC,
8,38,SIA/PB/MIN/150611/2020,SEIAA/PB/MIN/EC/2020/17,"Mining lease Mamdot Uttar-2 Located at Village- Mamdot Uttar, Tehsil- Ferozepur, District-Ferozepur, Punjab on the Agricultural Land having an area of 1.01 ha",PRIME VISION INDUSTRIES PVT LTD,EC Granted,EC,
9,39,SIA/PB/MIN/148050/2020,SEIAA/PB/MIN/EC/2020/04,"Sand Mining  lease Located at Village Manochahl, Tehsil Zira & District Ferozepur on the Agricultural Land having an area of  2.42 ha",PRIME VISION INDUSTRIES PVT LTD,EC Granted,EC,
10,40,SIA/PB/MIS/223101/2021,SEIAA/PB/MIS/2021/EC(EXPANSION)/05,"Expansion of Commercial Project namely “Mohali Citi Centre” located at Block-F, Aerocity, Mohali, SAS Nagar (Punjab)",M/S KLG JEWELLERS,EC Granted,EC,
1,41,SIA/PB/MIS/95485/2019,SEIAA/PB/NCP/EC/2019/04,"GBP CAM,ELLIA RISE",GUPTA BUILDERS AND PROMOTERS PVT LIMITED,Delisted,EC,
2,42,SIA/PB/MIN/151329/2020,,"Maulana Gravel Mine” Block No. – 1, Hadbast No. –110, having total area of 1.30 hectare (Non- Forest), proposed production 32612.26MT Khasra No.–21//6/2, 15, 16/1, 22//10/2, 11, 20/1.  in Village – Ma",RAKESH GRAVEL MINE,Delisted,EC,
3,43,SIA/PB/MIS/68321/2021,,Mega Integrated Residential Township,MEGA INTEGRATED RESIDENTIAL TOWNSHIP,Delisted,EC,
4,44,SIA/PB/IND/36904/2018,SEIAA/PB/IND/EC/2019/16,M/s Hansco Iron & Steel (P) Limited,HANSCO IRON AND STEEL PVT LIMITED,EC Granted,EC,
5,45,SIA/PB/IND/22234/2018,SEIAA/PB/IND/2019/EIA/10,Increasing the production capacity from 78 TPD to 250 TPD for Steel Manufacturing Unit namely Taksus Steels Pvt. Ltd.,TAKSUS STEELS PVT. LTD.,EC Granted,EC,
6,46,SIA/PB/MIN/177777/2020,SEIAA/PB/MIN/EC/2020/25,Chamb Sand mining Project,PRIME VISION INDUSTRIES PVT LTD,EC Granted,EC,
7,47,SIA/PB/IND2/206890/2021,SEIAA/PB/IND/2021/EC/19,"Proposed Expansion of API and Intermediate Bulk Drug Manufacturing Unit by M/S Nectar Lifesciences Ltd (Unit-II), at Village- Saidpura, Tehsil-Dera Bassi, Dera Bassi, District- S.A.S. Nagar, Punjab.",M/S NECTOR LIFESCIENCES LTD.,EC Granted,EC,
8,48,SIA/PB/MIS/244741/2021,SEIAA/PB/MIS/2021/EC(Exp)/07,PRESTIGE TOWER,VERA DEVELOPERS PVT LTD,Delisted,EC,
9,49,SIA/PB/IND3/74889/2021,SEIAA/PB/IND/2022/EC/13,New Formaldehyde Resin and Glue manufacturing unit namely Ms PHEONYX POLYCHEM,M/S PHEONYX POLYCHEM,EC Granted,EC,
10,50,SIA/PB/IND2/165111/2020,SEIAA/PB/IND/EC/2020/22,BIOVIVID LABS PHARMACEUTICALS PVT LIMITED,BIOVIVID LABS PHARMACEUTICALS PVT LIMITED,EC Granted,EC,
1,51,SIA/PB/IND2/41942/2018,,"Proposed 60 KLPD Grain Based Distillery along with 2.0 MW Co-generation Power Plant at Village Chak Alia, Tehsil and District Gurdaspur (Punjab) by VRV Hospitality Private Limited",VRV HOSPITALITY PRIVATE LIMITED,Delisted,EC,
2,52,SIA/PB/MIS/45626/2018,SEIAA/PB/MIS/2022/EC/15,PALM GARDEN,MALHOTRA LAND DEVELOPERS AND COLONIZERS PVT LTD,EC Granted,EC,
